elev_m,ave_nbp_deg_k,overall_ave_mw,storage_ave_vap_mw,storage_shi,storage_lfl,storage_temp_deg_k,storage_vapor_mol_composition,storage_shi_times_vapor_mol_composition,storage_total_vapor_moles,storage_shi_times_total_vapor_moles,storage_component_vapor_moles,storage_shi_times_component_vapor_moles,storage_total_moles,storage_shi_times_total_moles,storage_component_total_moles,storage_shi_times_component_total_moles,discharge_ave_vap_mw,discharge_shi,discharge_lfl,discharge_temp_deg_k,discharge_vapor_mol_composition,discharge_shi_times_vapor_mol_composition,discharge_total_vapor_moles,discharge_shi_times_total_vapor_moles,discharge_component_vapor_moles,discharge_shi_times_component_vapor_moles,discharge_total_moles,discharge_shi_times_total_moles,discharge_component_total_moles,discharge_shi_times_component_total_moles,discharge_diameter_in,release_orientation_rad,press_psia,area_conc_high_m2
1,374.7799279,38.99988589,40.08805094,0.003152079,152280.4223,293.15,0.788019854,0.002483901,0,0,0,0,969.3888128,3.055590523,616.0588501,1.941866421,40.09116702,0.003152524,152258.9273,293.0933752,0.788131102,0.002484603,0,0,0,0,969.3888128,3.056021892,616.0588501,1.942140561,0.5,0.01,54.6959,1535.785739
0,356.8229946,98.95916,98.95916,0.003333333,45000,373.15,1,0.003333333,0,0,0,0,101.0517874,0.336839291,101.0517874,0.336839291,98.95916,0.003333333,45000,356.8229942,1,0.003333333,0,0,0,0,101.0517874,0.336839291,101.0517874,0.336839291,1,0.01,74.6959,1531.486198
1,322.1506537,58.07914,58.07914,0.00118773,26000,303.15,1,0.00118773,0,0,0,0,175.7701205,0.208767456,175.7701205,0.208767456,58.07914,0.00118773,26000,303.1439914,1,0.00118773,0,0,0,0,175.7701205,0.208767456,175.7701205,0.208767456,0.75,0.01,17.6959,1480.680875
1,280.2234025,45.08368,45.08368,0.002857143,28000,293.15,1,0.002857143,0,0,0,0,3992.575584,11.40735881,3992.575584,11.40735881,45.08368,0.002857143,28000,280.2234046,1,0.002857143,0,0,0,0,3992.575584,11.40735881,3992.575584,11.40735881,0.25,0.01,44.6959,1468.483673
1,289.9243912,45.08368,45.08368,0.001666667,27000,298.15,1,0.001666667,0,0,0,0,1663.57316,2.772621933,1663.57316,2.772621933,45.08368,0.001666667,27000,289.9243907,1,0.001666667,0,0,0,0,1663.57316,2.772621933,1663.57316,2.772621933,0.25,0.01,134.6959,1434.9189
1,373.5203096,37.3214985,40.70373274,0.003240002,148148.0621,292.15,0.810000448,0.002624403,0,0,0,0,31646.54027,102.5348472,21812.41914,70.67227708,40.70381209,0.003240013,148147.544,292.1484504,0.810003281,0.002624421,0,0,0,0,31646.54027,102.5352058,21812.41914,70.67252423,1,0.01,15.6959,1379.523388
0,289.9243912,45.08368,45.08368,0.001666667,27000,298.15,1,0.001666667,0,0,0,0,5.855777523,0.009759629,5.855777523,0.009759629,45.08368,0.001666667,27000,289.9243907,1,0.001666667,0,0,0,0,5.855777523,0.009759629,5.855777523,0.009759629,0.6,0.01,214.6959,1358.037934
3,391.1583864,60.052,60.052,0.004,,403.15,1,0.004,0,0,0,0,166.5223473,0.666089389,166.5223473,0.666089389,60.052,0.004,,391.1583892,1,0.004,0,0,0,0,166.5223473,0.666089389,166.5223473,0.666089389,3,0.01,64.6959,1344.911351
1,373.5203096,37.3214985,40.65259647,0.003232699,148482.7191,293.15,0.808174832,0.002612586,0,0,0,0,79047.02128,255.5352525,54483.26247,176.1280059,40.65672183,0.003233288,148455.665,293.0692259,0.808322111,0.002613539,0,0,0,0,79047.02128,255.5818206,54483.26247,176.160103,0.32,0.01,75.6959,1344.598494
1,373.5203096,37.3214985,40.70373274,0.003240002,148148.0621,292.15,0.810000448,0.002624403,0,0,0,0,79116.35068,256.3371179,54531.04784,176.6806927,40.70381647,0.003240014,148147.5154,292.1483649,0.810003437,0.002624422,0,0,0,0,79116.35068,256.3380638,54531.04784,176.6813447,1,0.01,15.6959,1343.155045
0,289.9243912,45.08368,45.08368,0.001666667,27000,298.15,1,0.001666667,0,0,0,0,5.855777523,0.009759629,5.855777523,0.009759629,45.08368,0.001666667,27000,289.9243907,1,0.001666667,0,0,0,0,5.855777523,0.009759629,5.855777523,0.009759629,0.6,0.01,214.6959,1342.757864
3,391.1583864,60.052,60.052,0.004,40000,298.15,1,0.004,0,0,0,0,395.112115,1.58044846,395.112115,1.58044846,60.052,0.004,40000,298.1310843,1,0.004,0,0,0,0,395.112115,1.58044846,395.112115,1.58044846,1,1.570796327,32.0959,1319.738761
1,287.9423418,21.93365922,28.93194129,0.021924078,77464.995,322.15,0.876963135,0.019226609,0.750333386,0.016450368,0.658014718,0.014426366,3.319049577,0.072767103,0.897076261,0.01966757,27.78364871,0.019023934,86993.43758,335.3047828,0.760957353,0.014476402,1.00628335,0.019143468,0.765738715,0.014567363,3.319049577,0.06314138,0.897076261,0.017065919,0.6,0.01,15.1959,1311.355502
6,391.1583864,60.052,60.052,0.004,40000,394.15,1,0.004,0,0,0,0,387.1361567,1.548544627,387.1361567,1.548544627,60.052,0.004,40000,391.1583892,1,0.004,0,0,0,0,387.1361567,1.548544627,387.1361567,1.548544627,0.5,0.01,69.6959,1288.839531
1,283.4926291,44.05256,44.05256,0.002,30000,283.15,1,0.002,0,0,0,0,4028.065707,8.056131413,4028.065707,8.056131413,44.05256,0.002,30000,283.0430455,1,0.002,0,0,0,0,4028.065707,8.056131413,4028.065707,8.056131413,0.197,0.01,67.1959,1266.873211
1,283.4926291,44.05256,44.05256,0.002,30000,283.15,1,0.002,0,0,0,0,1409.822997,2.819645995,1409.822997,2.819645995,44.05256,0.002,30000,283.0430935,1,0.002,0,0,0,0,1409.822997,2.819645995,1409.822997,2.819645995,0.197,0.01,67.1959,1266.864126
0,347.9376661,72.10572,72.10572,0.001179877,19000,343.15,1,0.001179877,0,0,0,0,13868.52527,16.36315816,13868.52527,16.36315816,72.10572,0.001179877,19000,342.9639007,1,0.001179877,0,0,0,0,13868.52527,16.36315816,13868.52527,16.36315816,10,0.01,94.6959,1195.795877
0,347.9376661,72.10572,72.10572,0.001179877,19000,343.15,1,0.001179877,0,0,0,0,13868.52527,16.36315816,13868.52527,16.36315816,72.10572,0.001179877,19000,342.9639007,1,0.001179877,0,0,0,0,13868.52527,16.36315816,13868.52527,16.36315816,10,0.01,94.6959,1195.795877
0,347.9376661,72.10572,72.10572,0.001179877,19000,343.15,1,0.001179877,0,0,0,0,13868.52527,16.36315816,13868.52527,16.36315816,72.10572,0.001179877,19000,342.9639007,1,0.001179877,0,0,0,0,13868.52527,16.36315816,13868.52527,16.36315816,10,0.01,94.6959,1195.795877
0,347.9376661,72.10572,72.10572,0.001179877,19000,343.15,1,0.001179877,0,0,0,0,13868.52527,16.36315816,13868.52527,16.36315816,72.10572,0.001179877,19000,342.9639007,1,0.001179877,0,0,0,0,13868.52527,16.36315816,13868.52527,16.36315816,10,0.01,94.6959,1195.795877
0,283.4926291,44.05256,44.05256,0.002,30000,283.15,1,0.002,0,0,0,0,4028.065707,8.056131413,4028.065707,8.056131413,44.05256,0.002,30000,283.0430455,1,0.002,0,0,0,0,4028.065707,8.056131413,4028.065707,8.056131413,0.2,0.01,67.1959,1179.563595
1,373.5203096,37.3214985,40.70373274,0.003240002,148148.0621,292.15,0.810000448,0.002624403,0,0,0,0,79116.35068,256.3371179,54531.04784,176.6806927,40.70378829,0.00324001,148147.6994,292.1489152,0.810002431,0.002624416,0,0,0,0,79116.35068,256.3377455,54531.04784,176.6811253,1,0.01,15.2759,1136.616538
1,373.5015124,36.40356507,35.13862608,0.002445282,196296.3389,411.22,0.611320576,0.001494851,36.30028139,0.088764436,22.19110891,0.054263526,2746.983704,6.717150635,1803.340308,4.409676139,36.30353286,0.002611636,183792.8539,373.5018185,0.652908912,0.00170516,357.107864,0.932635629,233.1589071,0.608926114,2746.983704,7.17412057,1803.340308,4.709667837,2,0.01,43.6959,1118.518168
0,384.3113673,47.78648974,41.21637252,0.002207698,72473.68821,472.15,0.551924425,0.001218482,11.93193285,0.026342101,6.585525177,0.014538849,1305.849213,2.882920304,924.8274079,2.041739342,44.10838495,0.002482887,64441.11431,385.1522468,0.620721716,0.001541182,414.0558102,1.028053731,257.0134328,0.638135276,1305.849213,3.242275854,924.8274079,2.296241821,1.68,0.01,142.7959,1115.596235
0,81.032342,33.43463608,33.43463608,0.000676,88757.39123,294.25,0.338,0.000228488,299.0910377,0.202185541,101.0927707,0.068338713,299.0910377,0.202185541,101.0927707,0.068338713,32.76218691,0.000592149,101325.8285,256.2641685,0.296074538,0.00017532,281.0973825,0.166451555,83.22577765,0.049282067,299.0910377,0.177106482,101.0927707,0.059861991,2.8,0.01,64.6959,1113.113534
0,81.032342,33.43463608,33.43463608,0.000676,88757.39123,294.25,0.338,0.000228488,299.0910377,0.202185541,101.0927707,0.068338713,299.0910377,0.202185541,101.0927707,0.068338713,32.76218691,0.000592149,101325.8285,256.2641685,0.296074538,0.00017532,281.0973825,0.166451555,83.22577765,0.049282067,299.0910377,0.177106482,101.0927707,0.059861991,2.8,0.01,64.6959,1113.113534
1,373.5203096,37.3214985,40.70373274,0.003240002,148148.0621,292.15,0.810000448,0.002624403,0,0,0,0,31646.54027,102.5348472,21812.41914,70.67227708,40.70381209,0.003240013,148147.544,292.1484504,0.810003281,0.002624421,0,0,0,0,31646.54027,102.5352058,21812.41914,70.67252423,26,0.01,15.6959,1090.517589
1,373.5203096,37.3214985,40.70373274,0.003240002,148148.0621,292.15,0.810000448,0.002624403,0,0,0,0,79116.35068,256.3371179,54531.04784,176.6806927,40.70381647,0.003240014,148147.5154,292.1483649,0.810003437,0.002624422,0,0,0,0,79116.35068,256.3380638,54531.04784,176.6813447,26,0.01,15.6959,1074.997328
0,304.9513798,59.11026,59.11026,0.001333333,20000,298.15,1,0.001333333,0,0,0,0,17.37431031,0.023165747,17.37431031,0.023165747,59.11026,0.001333333,20000,298.1284423,1,0.001333333,0,0,0,0,17.37431031,0.023165747,17.37431031,0.023165747,0.6,0.01,24.6959,1074.223907
1,374.7799279,38.99988589,40.08805094,0.003152079,152280.4223,293.15,0.788019854,0.002483901,0,0,0,0,2814.354618,8.871069262,1788.557952,5.637676705,40.08961414,0.003152303,152269.6384,293.1215925,0.788075662,0.002484253,0,0,0,0,2814.354618,8.871697517,1788.557952,5.63807597,0.5,0.01,34.6959,1043.696713
1,391.1583864,60.052,60.052,0.004,,403.15,1,0.004,0,0,0,0,166.5223473,0.666089389,166.5223473,0.666089389,60.052,0.004,,391.1583892,1,0.004,0,0,0,0,166.5223473,0.666089389,166.5223473,0.666089389,3,0.01,64.6959,1034.040924
1.1,373.5203096,37.3214985,40.90958108,0.003269398,146816.0263,288.15,0.817349439,0.00267224,0,0,0,0,6129.067808,20.03836055,4224.467977,13.81146613,40.90965355,0.003269408,146815.5616,288.1485984,0.817352027,0.002672257,0,0,0,0,6129.067808,20.03842398,4224.467977,13.81150985,1,0.01,15.6959,1007.345913
0,283.4926291,44.05256,44.05256,0.002,30000,294.25,1,0.002,0,0,0,0,3.495824079,0.006991648,3.495824079,0.006991648,44.05256,0.002,30000,283.4926288,1,0.002,0,0,0,0,3.495824079,0.006991648,3.495824079,0.006991648,0.6,0.01,64.6959,985.9848403
0,83.2895404,53.8819348,46.60541897,0.001895565,92803.71712,373.15,0.189556517,0.000359317,12.41225378,0.023528236,2.352823596,0.00445993,15.05179803,0.028531664,4.195804882,0.007953422,49.52319823,0.002243725,81088.69457,376.9772892,0.224372483,0.00050343,13.39223126,0.030048482,3.00484818,0.006742052,15.05179803,0.033772093,4.195804882,0.009414232,3,0.01,14.7059,979.375483
0,470.233109,62.06784,62.06784,0.001103939,31000,523.15,1,0.001103939,0,0,0,0,444.4170793,0.49060927,444.4170793,0.49060927,62.06784,0.001103939,31000,470.4026918,1,0.001103939,444.4170793,0.49060927,444.4170793,0.49060927,444.4170793,0.49060927,444.4170793,0.49060927,8,0.01,72.6959,976.9238665
0.1,371.5488958,100.20194,100.20194,0.001333333,10500,310.15,1,0.001333333,0,0,0,0,149.6977005,0.199596934,149.6977005,0.199596934,100.20194,0.001333333,10500,310.0015061,1,0.001333333,0,0,0,0,149.6977005,0.199596934,149.6977005,0.199596934,2,0.01,94.6959,964.98424
1,373.7024702,45.67065301,45.83765188,0.003973146,120811.0657,293.15,0.993286494,0.003946472,0,0,0,0,1751.67191,6.9596482,1729.468536,6.871430954,45.8376758,0.003973149,120810.9618,293.1391073,0.993287348,0.003946479,0,0,0,0,1751.67191,6.959654186,1729.468536,6.871436863,2,0.01,21.6959,962.0717624
4.49,373.5203096,37.3214985,40.39909701,0.003196499,150164.3038,298.15,0.799124648,0.002554401,0,0,0,0,576.3434177,1.842280922,397.245452,1.269794527,40.39916961,0.003196509,150163.8168,298.148557,0.79912724,0.002554417,0,0,0,0,576.3434177,1.842286898,397.245452,1.269798646,6,0.01,15.6959,959.6448017
4.49,373.5203096,37.3214985,40.39909701,0.003196499,150164.3038,298.15,0.799124648,0.002554401,0,0,0,0,573.931939,1.834572634,395.5833371,1.264481579,40.39916961,0.003196509,150163.8168,298.1485571,0.799127239,0.002554417,0,0,0,0,573.931939,1.834578584,395.5833371,1.264485681,6,0.01,15.6959,957.3595755
1,373.6944127,45.32104183,45.65025032,0.003946384,121630.324,293.15,0.986596071,0.003893487,0,0,0,0,13426.33646,52.9854832,13088.5701,51.65252734,45.65083032,0.003946467,121627.7713,293.0168406,0.986616778,0.003893651,0,0,0,0,13426.33646,52.98659526,13088.5701,51.65361143,0.2,0.01,101.6959,941.2684722
4.42,373.5203096,37.3214985,40.39909701,0.003196499,150164.3038,298.15,0.799124648,0.002554401,0,0,0,0,576.3434177,1.842280922,397.245452,1.269794527,40.39916961,0.003196509,150163.8168,298.148557,0.79912724,0.002554417,0,0,0,0,576.3434177,1.842286898,397.245452,1.269798646,4,0.01,15.6959,936.9690892
0,289.9243912,45.08368,45.08368,0.001666667,27000,298.15,1,0.001666667,0,0,0,0,5.855777523,0.009759629,5.855777523,0.009759629,45.08368,0.001666667,27000,289.9243907,1,0.001666667,0,0,0,0,5.855777523,0.009759629,5.855777523,0.009759629,0.25,0.01,214.6959,915.2947858
0,283.4926291,44.05256,44.05256,0.002,30000,294.25,1,0.002,0,0,0,0,3.790926112,0.007581852,3.790926112,0.007581852,44.05256,0.002,30000,283.4926288,1,0.002,0,0,0,0,3.790926112,0.007581852,3.790926112,0.007581852,3.6,0.01,64.6959,890.7536553
1.2,239.7475658,17.03052,17.03052,0.000666667,150000,298.15,1,0.000666667,0,0,0,0,1761.543394,1.174362263,1761.543394,1.174362263,17.03052,0.000666667,150000,239.7475665,1,0.000666667,0,0,0,0,1761.543394,1.174362263,1761.543394,1.174362263,0.67,0.01,159.6959,874.7168119
1,391.1583864,60.052,60.052,0.004,,353.15,1,0.004,0,0,0,0,166.5223473,0.666089389,166.5223473,0.666089389,60.052,0.004,,353.0162622,1,0.004,0,0,0,0,166.5223473,0.666089389,166.5223473,0.666089389,3,0.01,64.6959,869.4530171
1,26.4339455,21.89381294,21.89381294,0.001529412,83333.33333,303.15,0.764705882,0.00116955,1717480.197,2626.734419,1313367.209,2008.679261,1717480.197,2626.734419,1313367.209,2008.679261,21.89381294,0.001529412,83333.33333,154.7322767,0.764705882,0.00116955,1717480.197,2626.734419,1313367.209,2008.679261,1717480.197,2626.734419,1313367.209,2008.679261,0.94,0.01,638.6959,856.8072979
1,327.7412284,35.09411469,56.88551768,0.001261151,21144.70217,298.15,0.945863404,0.001192877,0,0,0,0,2137.110472,2.695219448,888.1706831,1.120117528,56.8917561,0.001261354,21141.30913,298.00071,0.946015209,0.00119326,0,0,0,0,2137.110472,2.695652013,888.1706831,1.120297299,0.25,0.01,134.6959,843.10574
1,327.7412284,35.09411469,56.88551768,0.001261151,21144.70217,298.15,0.945863404,0.001192877,0,0,0,0,2137.110472,2.695219448,888.1706831,1.120117528,56.8917561,0.001261354,21141.30913,298.00071,0.946015209,0.00119326,0,0,0,0,2137.110472,2.695652013,888.1706831,1.120297299,0.25,0.01,134.6959,843.10574
0.5,373.5015124,36.40356507,35.20429721,0.00245466,195546.3832,408.15,0.613665101,0.001506339,0,0,0,0,119.0817436,0.292305241,78.17480234,0.191892592,36.28991846,0.002609691,183929.7775,373.5015427,0.652422865,0.001702622,1.448651852,0.003780534,0.945133591,0.002466507,119.0817436,0.310766609,78.17480234,0.204012114,0.6,0.01,43.6959,840.5365924
0.1,329.2865639,58.07914,58.07914,0.000175436,26000,308.15,1,0.000175436,0,0,0,0,545.4626222,0.09569378,545.4626222,0.09569378,58.07914,0.000175436,26000,308.1497188,1,0.000175436,0,0,0,0,545.4626222,0.09569378,545.4626222,0.09569378,2,0.01,14.7959,816.7934418
2,280.2234025,45.08368,45.08368,0.002857143,28000,293.15,1,0.002857143,0,0,0,0,17.74478037,0.050699372,17.74478037,0.050699372,45.08368,0.002857143,28000,280.2234046,1,0.002857143,0,0,0,0,17.74478037,0.050699372,17.74478037,0.050699372,0.6,0.01,43.6959,810.4724179
2,280.2234025,45.08368,45.08368,0.002857143,28000,293.15,1,0.002857143,0,0,0,0,17.74478037,0.050699372,17.74478037,0.050699372,45.08368,0.002857143,28000,280.2234046,1,0.002857143,0,0,0,0,17.74478037,0.050699372,17.74478037,0.050699372,0.6,0.01,74.6959,810.4724179
2,280.2234025,45.08368,45.08368,0.002857143,28000,293.15,1,0.002857143,0,0,0,0,17.74478037,0.050699372,17.74478037,0.050699372,45.08368,0.002857143,28000,280.2234046,1,0.002857143,0,0,0,0,17.74478037,0.050699372,17.74478037,0.050699372,0.6,0.01,74.6959,810.4724179
2,280.2234025,45.08368,45.08368,0.002857143,28000,293.15,1,0.002857143,0,0,0,0,17.74478037,0.050699372,17.74478037,0.050699372,45.08368,0.002857143,28000,280.2234046,1,0.002857143,0,0,0,0,17.74478037,0.050699372,17.74478037,0.050699372,0.6,0.01,74.6959,810.4724179
2,283.4926291,44.05256,44.05256,0.002,30000,294.25,1,0.002,17.04781743,0.034095635,17.04781743,0.034095635,17.04781743,0.034095635,17.04781743,0.034095635,44.05256,0.002,30000,292.4860855,1,0.002,17.04781743,0.034095635,17.04781743,0.034095635,17.04781743,0.034095635,17.04781743,0.034095635,1,0.01,15.1959,803.1430834
1,530.7712567,165.6526894,165.3663281,0.019083032,7668.537501,616.15,0.30256584,0.005773874,0,0,0,0,25598.49143,488.4968241,7287.060846,139.0592133,165.3748565,0.019049412,7669.097299,530.7712522,0.302032797,0.005753547,0,0,0,0,25598.49143,487.6362179,7287.060846,138.8142266,1,0.01,186.6959,793.5445458
1,373.7024702,45.67065301,45.83765188,0.003973146,120811.0657,293.15,0.993286494,0.003946472,0,0,0,0,1751.67191,6.9596482,1729.468536,6.871430954,45.83769709,0.003973152,120810.8694,293.1294137,0.993288108,0.003946485,0,0,0,0,1751.67191,6.959659512,1729.468536,6.871442122,1,0.01,27.9959,767.8164398
1,373.6944127,45.32104183,45.61962489,0.003942011,121765.2658,300.15,0.985502713,0.003884862,0,0,0,0,4719.973164,18.60618543,4601.232794,18.1381096,45.61963276,0.003942012,121765.2311,300.1482087,0.985502993,0.003884865,0,0,0,0,4719.973164,18.60619073,4601.232794,18.13811477,3.2,0.01,15.6959,764.0114018
2,280.831159,98.9161,98.9161,0.666666667,,323.15,1,0.666666667,0.002527394,0.00168493,0.002527394,0.00168493,0.002527394,0.00168493,0.002527394,0.00168493,98.9161,0.666666667,,309.7672754,1,0.666666667,0.002527394,0.00168493,0.002527394,0.00168493,0.002527394,0.00168493,0.002527394,0.00168493,0.5,0.01,19.6959,753.3472592
1,374.4026208,32.56446761,34.76283059,0.002391617,200701.0425,293.15,0.59790417,0.001429958,0,0,0,0,3260.959421,7.798964947,1384.331894,3.310791251,34.7665203,0.002392144,200656.835,293.1034174,0.598035897,0.001430588,0,0,0,0,3260.959421,7.800683171,1384.331894,3.311520665,0.5,0.01,54.6959,752.8607367
1,357.3633196,19.16601423,37.42770102,0.002049034,,303.15,0.717161747,0.001469488,0,0,0,0,1565.270673,3.207292142,66.5429264,0.136348689,37.44817092,0.002051194,,302.9872935,0.717917975,0.001472589,0,0,0,0,1565.270673,3.21067415,66.5429264,0.136492466,26,0.01,354.6959,740.8276384
0,283.4926291,44.05256,44.05256,0.002,30000,294.25,1,0.002,0,0,0,0,2.369896324,0.004739793,2.369896324,0.004739793,44.05256,0.002,30000,283.4926288,1,0.002,0,0,0,0,2.369896324,0.004739793,2.369896324,0.004739793,0.6,0.01,64.6959,705.4306392
1,373.5203096,37.3214985,40.65259647,0.003232699,148482.7191,293.15,0.808174832,0.002612586,0,0,0,0,15809.40426,51.10705051,10896.65249,35.22560119,40.65846197,0.003233537,148444.2561,293.0351596,0.808384236,0.00261394,0,0,0,0,15809.40426,51.12029273,10896.65249,35.2347284,0.24,0.01,101.6959,696.871672
1,331.8289842,33.31890508,54.89364991,0.000192692,58706.18956,327.15,0.86711309,0.000167086,0,0,0,0,630.272812,0.121448401,216.8122406,0.04177794,54.89519087,0.0001927,58703.86792,327.1278874,0.867151519,0.0001671,0,0,0,0,630.272812,0.121453784,216.8122406,0.041779792,2,0.01,32.0959,688.5141237
0.1,355.2734643,60.095,60.095,0.001228937,20000,310.15,1,0.001228937,0,0,0,0,249.6047924,0.306748466,249.6047924,0.306748466,60.095,0.001228937,20000,310.0427774,1,0.001228937,0,0,0,0,249.6047924,0.306748466,249.6047924,0.306748466,2,0.01,94.6959,674.9829267
1,373.5061055,36.62878908,36.28801115,0.002609419,183948.9761,380.15,0.652354772,0.001702267,0,0,0,0,2184.074386,5.69916539,1451.363043,3.787214426,36.51629792,0.002642019,181679.2031,373.5061329,0.660504838,0.001745067,27.12652942,0.071668816,17.91720392,0.047337599,2184.074386,5.770366791,1451.363043,3.834529245,1,0.01,27.9959,670.5102448
2.5,373.5015124,36.40356507,35.92604678,0.002557729,187666.4586,384.15,0.639432282,0.001635495,0,0,0,0,91.20978389,0.233289921,59.87741373,0.153150205,36.28991846,0.002609691,183929.7775,373.5015427,0.652422865,0.001702622,1.10958421,0.002895672,0.723918109,0.001889203,91.20978389,0.238029394,59.87741373,0.156261575,1,0.01,21.6959,666.869786
3.84,245.3642521,24.09925759,24.09925759,0.000476522,74611.75275,644.15,0.714783445,0.00034061,2096.745089,0.999145786,1498.718678,0.714172867,2096.745089,0.999145786,1498.718678,0.714172867,24.09925759,0.000476522,74611.75275,492.1125536,0.714783445,0.00034061,2096.745089,0.999145786,1498.718678,0.714172867,2096.745089,0.999145786,1498.718678,0.714172867,10,0.01,264.6959,664.6943602
3.84,245.3642521,24.09925759,24.09925759,0.000476522,74611.75275,644.15,0.714783445,0.00034061,2096.745089,0.999145786,1498.718678,0.714172867,2096.745089,0.999145786,1498.718678,0.714172867,24.09925759,0.000476522,74611.75275,492.1125536,0.714783445,0.00034061,2096.745089,0.999145786,1498.718678,0.714172867,2096.745089,0.999145786,1498.718678,0.714172867,10,0.01,264.6959,664.6943602
1,356.8229946,98.95916,98.95916,0.003333333,,363.15,1,0.003333333,0,0,0,0,18.18932174,0.060631072,18.18932174,0.060631072,98.95916,0.003333333,,356.8229942,1,0.003333333,0,0,0,0,18.18932174,0.060631072,18.18932174,0.060631072,1,0.01,104.6959,647.5665964
1,304.9513798,59.11026,59.11026,0.001333333,20000,298.15,1,0.001333333,0,0,0,0,1268.815262,1.691753682,1268.815262,1.691753682,59.11026,0.001333333,20000,297.8937335,1,0.001333333,0,0,0,0,1268.815262,1.691753682,1268.815262,1.691753682,0.25,0.01,134.6959,615.7286139
1,374.7799279,38.99988589,40.08805094,0.003152079,152280.4223,293.15,0.788019854,0.002483901,0,0,0,0,8067.816571,25.43039855,5127.199462,16.16133989,40.08813817,0.003152092,152279.8205,293.1484148,0.788022968,0.002483921,0,0,0,0,8067.816571,25.43049904,5127.199462,16.16140375,1,0.01,15.6959,560.1877444
0,391.1583864,60.052,60.052,0.004,40000,423.15,1,0.004,0,0,0,0,16652.23473,66.60893892,16652.23473,66.60893892,60.052,0.004,40000,391.1583892,1,0.004,0,0,0,0,16652.23473,66.60893892,16652.23473,66.60893892,0.5,0.01,59.6959,541.1179104
0,239.7475658,17.03052,17.03052,0.000666667,,298.15,1,0.000666667,3413.142984,2.275428656,3413.142984,2.275428656,3413.142984,2.275428656,3413.142984,2.275428656,17.03052,0.000666667,,239.7475665,1,0.000666667,0,0,0,0,3413.142984,2.275428656,3413.142984,2.275428656,0,0.01,114.6959,539.4306851
1,373.6944127,45.32104183,45.65025032,0.003946384,121630.324,293.15,0.986596071,0.003893487,0,0,0,0,1074.106917,4.238838656,1047.085608,4.132202187,45.65058396,0.003946432,121628.8556,293.0734048,0.986607982,0.003893581,0,0,0,0,1074.106917,4.238889832,1047.085608,4.132252076,0.2,0.01,64.6959,504.8719929
1,23.7508389,16.75659452,16.75659452,0.001064857,64576.91291,348.15,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,16.75659452,0.001064857,64576.91291,178.4228168,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,0.9,0.01,848.6959,500.0462686
1,23.7508389,16.75659452,16.75659452,0.001064857,64576.91291,348.15,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,16.75659452,0.001064857,64576.91291,178.4228168,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,0.9,0.01,848.6959,500.0462686
0.5,391.1583864,60.052,60.052,0.004,,353.15,1,0.004,0,0,0,0,166.5223473,0.666089389,166.5223473,0.666089389,60.052,0.004,,353.0162622,1,0.004,0,0,0,0,166.5223473,0.666089389,166.5223473,0.666089389,3,0.01,64.6959,499.0448823
0,283.4926291,44.05256,44.05256,0.002,30000,288.15,1,0.002,0,0,0,0,1.974913603,0.003949827,1.974913603,0.003949827,44.05256,0.002,30000,283.4926288,1,0.002,0,0,0,0,1.974913603,0.003949827,1.974913603,0.003949827,0.48,0.01,28.9959,486.714605
1,373.5203096,37.3214985,40.65259647,0.003232699,148482.7191,293.15,0.808174832,0.002612586,0,0,0,0,15809.40426,51.10705051,10896.65249,35.22560119,40.65644592,0.003233249,148457.4742,293.0746278,0.808312261,0.002613475,0,0,0,0,15809.40426,51.11574119,10896.65249,35.23159125,0.28,0.01,71.6959,485.0879439
1,319.3564798,44.49384786,52.91105211,0.000165569,55932.25669,318.15,0.745059536,0.000123359,0,0,0,0,485.4603735,0.080377085,215.8131059,0.035731914,52.9110665,0.000165569,55932.24817,318.1497566,0.74506005,0.000123359,0,0,0,0,485.4603735,0.08037714,215.8131059,0.035731939,4,0.01,79.6959,481.9106934
0,239.7475658,17.03052,17.03052,0.000666667,150000,298.15,1,0.000666667,0,0,0,0,12.15464942,0.0081031,12.15464942,0.0081031,17.03052,0.000666667,150000,239.7475665,1,0.000666667,0,0,0,0,12.15464942,0.0081031,12.15464942,0.0081031,0.25,0.01,214.6959,469.1927573
0,239.7475658,17.03052,17.03052,0.000666667,150000,298.15,1,0.000666667,0,0,0,0,12.15464942,0.0081031,12.15464942,0.0081031,17.03052,0.000666667,150000,239.7475665,1,0.000666667,0,0,0,0,12.15464942,0.0081031,12.15464942,0.0081031,0.6,0.01,214.6959,467.9130531
0,239.7475658,17.03052,17.03052,0.000666667,150000,298.15,1,0.000666667,0,0,0,0,12.15464942,0.0081031,12.15464942,0.0081031,17.03052,0.000666667,150000,239.7475665,1,0.000666667,0,0,0,0,12.15464942,0.0081031,12.15464942,0.0081031,0.6,0.01,214.6959,467.9130531
