elev_m,ave_nbp_deg_k,overall_ave_mw,storage_ave_vap_mw,storage_shi,storage_lfl,storage_temp_deg_k,storage_vapor_mol_composition,storage_shi_times_vapor_mol_composition,storage_total_vapor_moles,storage_shi_times_total_vapor_moles,storage_component_vapor_moles,storage_shi_times_component_vapor_moles,storage_total_moles,storage_shi_times_total_moles,storage_component_total_moles,storage_shi_times_component_total_moles,discharge_ave_vap_mw,discharge_shi,discharge_lfl,discharge_temp_deg_k,discharge_vapor_mol_composition,discharge_shi_times_vapor_mol_composition,discharge_total_vapor_moles,discharge_shi_times_total_vapor_moles,discharge_component_vapor_moles,discharge_shi_times_component_vapor_moles,discharge_total_moles,discharge_shi_times_total_moles,discharge_component_total_moles,discharge_shi_times_component_total_moles,discharge_diameter_in,release_orientation_rad,press_psia,area_conc_high_m2
6,387.406441,53.77776787,50.79356607,0.003119015,51298.25206,318.15,0.779753655,0.002432063,0,0,0,0,438.024874,1.366205986,372.6470392,1.162291564,50.79356708,0.003119015,51298.25048,318.149943,0.779753679,0.002432063,0,0,0,0,438.024874,1.366206028,372.6470392,1.1622916,24,0.01,14.6969,68.37565312
6,373.7024702,45.67065301,45.78881957,0.003966173,121023.4795,315.15,0.991543132,0.003932631,0,0,0,0,2189.589888,8.684291259,2161.83567,8.574213244,45.78882006,0.003966173,121023.4773,315.1497802,0.991543149,0.003932631,0,0,0,0,2189.589888,8.684291412,2161.83567,8.574213395,0,0.01,14.7959,67.04102417
1,374.7799279,38.99988589,40.08805094,0.003152079,152280.4223,293.15,0.788019854,0.002483901,0,0,0,0,969.3888128,3.055590523,616.0588501,1.941866421,40.08813343,0.003152091,152279.8532,293.1485009,0.788022799,0.00248392,0,0,0,0,969.3888128,3.055601943,616.0588501,1.941873678,2,0.01,15.6959,60.62338871
0,346.8936881,41.78731952,41.78731952,0.001391705,56243.08987,423.15,0.347926127,0.00048421,5.525599695,0.007690002,1.9225005,0.002675553,5.525599695,0.007690002,1.9225005,0.002675553,41.45184453,0.001343797,56665.73635,366.3588476,0.335949212,0.000451447,5.37049856,0.007216859,1.804214761,0.002424498,5.525599695,0.007425283,1.9225005,0.00258345,0.5,0.01,64.6959,60.48104264
1,374.7799279,38.99988589,40.08805094,0.003152079,152280.4223,293.15,0.788019854,0.002483901,0,0,0,0,969.3888128,3.055590523,616.0588501,1.941866421,40.08813343,0.003152091,152279.8532,293.1485009,0.788022799,0.00248392,0,0,0,0,969.3888128,3.055601943,616.0588501,1.941873678,1,0.01,15.6959,60.25178745
4,23.8510218,16.3750327,16.3750327,0.000643073,78578.87709,523.15,0.321536445,0.000206771,6106.858033,3.927154848,1963.577424,1.26272341,6106.858033,3.927154848,1963.577424,1.26272341,16.32782722,0.00066158,76380.67918,332.144608,0.330790105,0.000218844,5934.296641,3.926013216,1963.006608,1.298686323,6106.858033,4.040176417,1963.577424,1.299063964,2,0.01,391.6959,58.43020295
4,23.8510218,16.3750327,16.3750327,0.000643073,78578.87709,523.15,0.321536445,0.000206771,6106.858033,3.927154848,1963.577424,1.26272341,6106.858033,3.927154848,1963.577424,1.26272341,16.32782722,0.00066158,76380.67918,332.144608,0.330790105,0.000218844,5934.296641,3.926013216,1963.006608,1.298686323,6106.858033,4.040176417,1963.577424,1.299063964,2,0.01,391.6959,58.43020295
6,23.8510218,16.3750327,15.73952991,0.000817757,61793.34888,303.15,0.408878523,0.000334363,4789.17228,3.91637938,1958.18969,1.601323418,6106.858033,4.993926189,1963.577424,1.605729275,16.15453534,0.000729521,69267.31775,319.9195434,0.364760379,0.0002661,5375.888532,3.921822273,1960.911137,1.430525378,6106.858033,4.455079697,1963.577424,1.432470489,8,0.01,391.6959,56.62665034
6,23.7508389,16.75659452,16.75659452,0.001064857,64576.91291,296.65,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,16.75659452,0.001064857,64576.91291,151.5655607,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,0.5,0.01,696.6959,56.3584575
6,23.7508389,16.75659452,16.75659452,0.001064857,64576.91291,296.65,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,16.75659452,0.001064857,64576.91291,151.5655607,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,0.5,0.01,696.6959,56.3584575
0.5,24.3654567,18.60793532,18.60793532,0.001276596,70676.69173,293.15,0.638297872,0.000814848,1770235.391,2259.874968,1129937.484,1442.473384,1770235.391,2259.874968,1129937.484,1442.473384,18.60793532,0.001276596,70676.69173,149.670136,0.638297872,0.000814848,1770235.391,2259.874968,1129937.484,1442.473384,1770235.391,2259.874968,1129937.484,1442.473384,0.28,0.01,638.6959,55.52038654
0,81.6241151,28.0101,28.0101,0.002,125000,359.2061111,1,0.002,35701.40771,71.40281541,35701.40771,71.40281541,35701.40771,71.40281541,35701.40771,71.40281541,28.0101,0.002,125000,202.4046238,1,0.002,35701.40771,71.40281541,35701.40771,71.40281541,35701.40771,71.40281541,35701.40771,71.40281541,0.128,0.01,196.1959,52.61448255
1,374.4026208,32.56446761,34.76283059,0.002391617,200701.0425,293.15,0.59790417,0.001429958,0,0,0,0,1123.219356,2.686310148,476.8254303,1.140383653,34.76651805,0.002392143,200656.8619,293.1034458,0.598035817,0.001430587,0,0,0,0,1123.219356,2.68690162,476.8254303,1.140634743,0.2,0.01,54.6959,49.9677156
1,374.4026208,32.56446761,34.76283059,0.002391617,200701.0425,293.15,0.59790417,0.001429958,0,0,0,0,1123.219356,2.686310148,476.8254303,1.140383653,34.76651805,0.002392143,200656.8619,293.1034458,0.598035817,0.001430587,0,0,0,0,1123.219356,2.68690162,476.8254303,1.140634743,0.2,0.01,54.6959,49.9677156
2,23.7508389,16.75659452,16.75659452,0.001064857,64576.91291,344.15,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,16.75659452,0.001064857,64576.91291,177.8834405,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,0.5,0.01,696.6959,49.65587563
4,23.7508389,16.75659452,16.75659452,0.001064857,64576.91291,296.65,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,16.75659452,0.001064857,64576.91291,151.5655607,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,0.5,0.01,696.6959,48.37649532
0,372.2028905,61.40973767,68.45503033,0.00061312,29806.03142,367.15,0.153279894,9.40E-05,0,0,0,0,1701.518977,1.043234597,487.1969881,0.298710012,68.47360947,0.000612918,29794.73474,366.9767086,0.15322954,9.39E-05,0,0,0,0,1701.518977,1.042891883,487.1969881,0.298611882,1,0.01,84.5559,47.07296165
0,372.2028905,61.40973767,68.45503033,0.00061312,29806.03142,367.15,0.153279894,9.40E-05,0,0,0,0,1701.518977,1.043234597,487.1969881,0.298710012,68.47360947,0.000612918,29794.73474,366.9767086,0.15322954,9.39E-05,0,0,0,0,1701.518977,1.042891883,487.1969881,0.298611882,1,0.01,84.5559,47.07296165
5,23.7508389,16.75659452,16.75659452,0.001064857,64576.91291,296.65,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,16.75659452,0.001064857,64576.91291,151.5655607,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,0.5,0.01,696.6959,46.67071552
2.6,239.7475658,17.03052,17.03052,0.000666667,150000,319.15,1,0.000666667,6341.556218,4.227704145,6341.556218,4.227704145,6341.556218,4.227704145,6341.556218,4.227704145,17.03052,0.000666667,150000,239.7475665,1,0.000666667,0,0,0,0,6341.556218,4.227704145,6341.556218,4.227704145,2,0.01,259.8097,45.0389461
6,373.2460852,22.71553071,22.71553071,0.000671215,715121.0883,418.15,0.16780365,0.000112632,388.6768095,0.260885549,65.22138718,0.043777547,388.6768095,0.260885549,65.22138718,0.043777547,22.71286503,0.000670834,715526.8884,373.2471695,0.167708482,0.000112505,372.9399626,0.250180781,62.54519513,0.041957439,388.6768095,0.260737591,65.22138718,0.043752719,3,0.01,43.6959,43.64584324
1,337.6847609,32.04186,32.04186,0.0002,71800,303.15,1,0.0002,0,0,0,0,296.4871577,0.059297432,296.4871577,0.059297432,32.04186,0.0002,71800,302.5125324,1,0.0002,0,0,0,0,296.4871577,0.059297432,296.4871577,0.059297432,0.6,0.01,599.6959,43.60849281
3,373.5708983,19.37127992,18.91750381,8.59E-05,,297.04,0.021462755,1.84E-06,0,0,0,0,51622.81503,4.431871289,1665.223473,0.142961133,18.91750505,8.59E-05,,297.0395399,0.021462784,1.84E-06,0,0,0,0,51622.81503,4.43187736,1665.223473,0.142961328,6,0.01,15.6959,42.91518442
4,23.7508389,16.75659452,16.75659452,0.001064857,64576.91291,344.15,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,16.75659452,0.001064857,64576.91291,177.8834405,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,0.5,0.01,696.6959,42.11204356
1,378.3980558,46.19830995,40.89645065,0.003267521,146900.3734,293.15,0.816880134,0.002669173,0,0,0,0,2577.180986,8.4209918,1552.107705,5.071543802,40.89654493,0.003267534,146899.7682,293.1480867,0.8168835,0.002669195,0,0,0,0,2577.180986,8.421026498,1552.107705,5.071564698,2,0.01,15.6959,40.82416828
3,23.8510218,16.3750327,16.30012312,0.000671551,75246.57893,423.15,0.335775702,0.000225491,5845.268298,3.925398138,1962.699069,1.318053317,6106.858033,4.101069092,1963.577424,1.318643178,16.28718613,0.000677514,74584.36838,329.7815439,0.338756947,0.000229513,5793.28391,3.925030339,1962.51517,1.329631294,6106.858033,4.137481164,1963.577424,1.330350986,1,0.01,391.6959,40.38886201
1,373.7024702,45.67065301,45.82662865,0.003971572,120858.9501,298.15,0.992892954,0.003943346,0,0,0,0,2189.589888,8.696113484,2161.83567,8.585885615,45.82662906,0.003971572,120858.9483,298.1498133,0.992892968,0.003943346,0,0,0,0,2189.589888,8.696113613,2161.83567,8.585885743,20,0.01,42.1959,40.13223838
1,239.7475658,17.03052,17.03052,0.000666667,150000,303.15,1,0.000666667,0,0,0,0,6341.556218,4.227704145,6341.556218,4.227704145,17.03052,0.000666667,150000,239.7475665,1,0.000666667,0,0,0,0,6341.556218,4.227704145,6341.556218,4.227704145,1,0.01,391.7959,39.81436332
1,378.3980558,46.19830995,40.89645065,0.003267521,146900.3734,293.15,0.816880134,0.002669173,0,0,0,0,2577.180986,8.4209918,1552.107705,5.071543802,40.89654493,0.003267534,146899.7682,293.1480867,0.8168835,0.002669195,0,0,0,0,2577.180986,8.421026498,1552.107705,5.071564698,1,0.01,15.6959,39.37934447
1,283.4926291,44.05256,44.05256,0.002,30000,293.15,1,0.002,0,0,0,0,8.923638177,0.017847276,8.923638177,0.017847276,44.05256,0.002,30000,283.4926288,1,0.002,0,0,0,0,8.923638177,0.017847276,8.923638177,0.017847276,0.07086614,0.01,65.3959,39.06004846
3,373.5417308,19.63207231,19.46243275,8.40E-05,,308.15,0.021006049,1.77E-06,0,0,0,0,1127.357474,0.094725305,36.85533113,0.00309674,19.46243294,8.40E-05,,308.149974,0.02100605,1.77E-06,0,0,0,0,1127.357474,0.094725312,36.85533113,0.00309674,1,0.01,17.1959,37.60037192
6,383.893959,46.91536458,42.16553637,0.002298015,69625.29609,323.15,0.574503824,0.001320219,0,0,0,0,1740.282757,3.999196391,1196.437754,2.749432257,42.16553841,0.002298015,69625.29021,323.1499152,0.574503872,0.001320219,0,0,0,0,1740.282757,3.999196728,1196.437754,2.749432489,24,0.01,14.6969,37.03096465
0.5,24.0929312,18.01742327,18.01742327,0.001231162,68798.85294,363.15,0.61558082,0.000757879,135958.1708,167.3864846,83693.24228,103.0399095,135958.1708,167.3864846,83693.24228,103.0399095,18.01742327,0.001231162,68798.85294,188.6180727,0.61558082,0.000757879,135958.1708,167.3864846,83693.24228,103.0399095,135958.1708,167.3864846,83693.24228,103.0399095,0.28,0.01,609.6959,36.95663098
5,81.6241151,28.0101,28.0101,0.002,125000,293.15,1,0.002,18304258251,36608516.5,18304258251,36608516.5,18304258251,36608516.5,18304258251,36608516.5,28.0101,0.002,125000,196.1246284,1,0.002,18304258251,36608516.5,18304258251,36608516.5,18304258251,36608516.5,18304258251,36608516.5,1,0.01,64.6959,36.95099633
6,24.1727488,17.98228403,17.98228403,0.001209256,68341.68019,303.15,0.60462819,0.00073115,163407.8082,197.6019346,98800.96731,119.4757001,163407.8082,197.6019346,98800.96731,119.4757001,17.98228403,0.001209256,68341.68019,155.9651264,0.60462819,0.00073115,163407.8082,197.6019346,98800.96731,119.4757001,163407.8082,197.6019346,98800.96731,119.4757001,0.4,0.01,609.6959,36.36740683
0.5,337.6847609,32.04186,32.04186,0.0002,71800,303.15,1,0.0002,0,0,0,0,7927.130323,1.585426065,7927.130323,1.585426065,32.04186,0.0002,71800,303.149243,1,0.0002,0,0,0,0,7927.130323,1.585426065,7927.130323,1.585426065,4,0.01,15.2959,35.81021488
3,373.5708983,19.37127992,18.88975917,8.32E-05,,308.15,0.020802745,1.73E-06,0,0,0,0,51622.81503,4.295585024,1665.223473,0.138564877,18.88976034,8.32E-05,,308.1494954,0.020802773,1.73E-06,0,0,0,0,51622.81503,4.295590776,1665.223473,0.138565062,4,0.01,15.6959,34.2355263
3,383.8292877,92.13842,92.13842,0.00027027,11000,298.15,1,0.00027027,0,0,0,0,32.55970745,0.008799921,32.55970745,0.008799921,92.13842,0.00027027,11000,298.1498223,1,0.00027027,0,0,0,0,32.55970745,0.008799921,32.55970745,0.008799921,3,0.01,14.7959,33.70178828
6,383.893959,46.91536458,42.26340368,0.002307328,69344.283,319.15,0.576831962,0.00133094,0,0,0,0,1740.282757,4.015402869,1196.437754,2.760574149,42.26340573,0.002307328,69344.27713,319.1499177,0.576832011,0.001330941,0,0,0,0,1740.282757,4.015403209,1196.437754,2.760574382,24,0.01,14.6969,33.14283286
4,334.9353034,33.60951207,33.60951207,0.000188807,70301.82189,363.15,0.944032614,0.00017824,3427.741725,0.647179996,3235.899982,0.610959024,3427.741725,0.647179996,3235.899982,0.610959024,33.60951207,0.000188807,70301.82189,362.7404365,0.944032614,0.00017824,3427.741725,0.647179996,3235.899982,0.610959024,3427.741725,0.647179996,3235.899982,0.610959024,8,0.01,72.6959,32.98172039
0.5,375.1815642,86.1323,86.1323,0.000666667,16000,310.15,1,0.000666667,0,0,0,0,174.1506961,0.116100464,174.1506961,0.116100464,86.1323,0.000666667,16000,310.0688416,1,0.000666667,0,0,0,0,174.1506961,0.116100464,174.1506961,0.116100464,2,0.01,64.6959,32.61905859
2,23.7508389,16.75659452,16.75659452,0.001064857,64576.91291,313.15,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,16.75659452,0.001064857,64576.91291,160.7057532,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,0.4,0.01,696.6959,31.5179993
6,23.410225,19.0931668,19.0931668,0.00074,52737.71658,301.15,0.37,0.0002738,5237.475849,3.875732128,1937.866064,1.434020888,5237.475849,3.875732128,1937.866064,1.434020888,19.0931668,0.00074,52737.71658,300.6689948,0.37,0.0002738,5237.475849,3.875732128,1937.866064,1.434020888,5237.475849,3.875732128,1937.866064,1.434020888,4,0.01,14.7959,31.21586976
0,81.032342,33.43463608,33.43463608,0.000676,88757.39123,294.25,0.338,0.000228488,16.85225102,0.011392122,5.696060845,0.003850537,16.85225102,0.011392122,5.696060845,0.003850537,32.76218691,0.000592149,101325.8285,256.2641685,0.296074538,0.00017532,15.83840053,0.009378694,4.689347121,0.002776793,16.85225102,0.009979045,5.696060845,0.003372917,0.6,0.01,64.6959,30.17925424
0,81.032342,33.43463608,33.43463608,0.000676,88757.39123,294.25,0.338,0.000228488,10.92618473,0.007386101,3.693050438,0.002496502,10.92618473,0.007386101,3.693050438,0.002496502,32.76218691,0.000592149,101325.8285,256.2641685,0.296074538,0.00017532,10.26885309,0.006080692,3.040345935,0.001800338,10.92618473,0.00646993,3.693050438,0.002186836,0.6,0.01,64.6959,30.17846463
1,122.20938,75.89397849,70.76349807,0.000832177,41281.63446,466.15,0.104022125,8.66E-05,4.986457033,0.004149615,0.518701854,0.000431652,21.67571991,0.018038035,1.702499074,0.001416781,76.20039751,0.000872819,37315.99171,364.3267948,0.218204763,0.000190453,14.20386974,0.012397408,3.099352038,0.002705174,21.67571991,0.018918981,7.079904684,0.006179476,1,0.01,274.6959,29.38557835
1,122.20938,75.89397849,70.76349807,0.000832177,41281.63446,466.15,0.104022125,8.66E-05,4.986457033,0.004149615,0.518701854,0.000431652,21.67571991,0.018038035,1.702499074,0.001416781,76.20039751,0.000872819,37315.99171,364.3267948,0.218204763,0.000190453,14.20386974,0.012397408,3.099352038,0.002705174,21.67571991,0.018918981,7.079904684,0.006179476,1,0.01,274.6959,29.38557835
0.5,382.8727265,94.19904,94.19904,0.004,19000,293.15,1,0.004,0,0,0,0,8.686637668,0.034746551,8.686637668,0.034746551,94.19904,0.004,19000,293.1481848,1,0.004,0,0,0,0,8.686637668,0.034746551,8.686637668,0.034746551,1,0.01,16.1959,28.72543613
6,373.5061055,36.62878908,36.62878908,0.002658084,180581.221,423.15,0.664520885,0.001766352,2730.092982,7.256815214,1814.203804,4.822305266,2730.092982,7.256815214,1814.203804,4.822305266,36.62632933,0.002657732,180605.0877,373.5083684,0.664433069,0.001765885,2670.836456,7.098368254,1774.592064,4.716390605,2730.092982,7.255856236,1814.203804,4.821668005,1,0.01,43.6959,28.48378009
1,373.5203096,37.3214985,40.65259647,0.003232699,148482.7191,293.15,0.808174832,0.002612586,0,0,0,0,6102.430043,19.7273215,4206.107862,13.59708206,40.65261034,0.003232701,148482.6282,293.1497285,0.808175327,0.002612589,0,0,0,0,6102.430043,19.72733358,4206.107862,13.59709039,1,0.01,14.7959,28.42371622
1,373.5203096,37.3214985,40.65259647,0.003232699,148482.7191,293.15,0.808174832,0.002612586,0,0,0,0,6102.430043,19.7273215,4206.107862,13.59708206,40.65261034,0.003232701,148482.6282,293.1497285,0.808175327,0.002612589,0,0,0,0,6102.430043,19.72733358,4206.107862,13.59709039,1,0.01,14.7959,28.42371622
1,374.4026208,32.56446761,34.76283059,0.002391617,200701.0425,293.15,0.59790417,0.001429958,0,0,0,0,1123.219356,2.686310148,476.8254303,1.140383653,34.762928,0.002391631,200699.8752,293.14877,0.597907648,0.001429974,0,0,0,0,1123.219356,2.686325773,476.8254303,1.140390286,1,0.01,15.6959,28.31654421
5.71,393.244473,90.121,90.121,0.001142857,19000,308.15,1,0.001142857,0,0,0,0,1141.863584,1.304986953,1141.863584,1.304986953,90.121,0.001142857,19000,308.1499337,1,0.001142857,0,0,0,0,1141.863584,1.304986953,1141.863584,1.304986953,4,0.01,14.7059,27.6941459
1,373.5203096,37.3214985,40.65259647,0.003232699,148482.7191,293.15,0.808174832,0.002612586,0,0,0,0,6102.430043,19.7273215,4206.107862,13.59708206,40.65261034,0.003232701,148482.6282,293.1497285,0.808175327,0.002612589,0,0,0,0,6102.430043,19.72733358,4206.107862,13.59709039,1,0.01,14.7959,27.05267129
1,373.5203096,37.3214985,40.65259647,0.003232699,148482.7191,293.15,0.808174832,0.002612586,0,0,0,0,6102.430043,19.7273215,4206.107862,13.59708206,40.65261034,0.003232701,148482.6282,293.1497285,0.808175327,0.002612589,0,0,0,0,6102.430043,19.72733358,4206.107862,13.59709039,3.15,0.01,14.7959,27.05267129
0,636.1155691,351.359019,342.0882107,0.033185467,3105.573846,573.15,0.917440821,0.030445702,0,0,0,0,2.057603346,0.068282527,2.02372572,0.067158283,342.0882036,0.033185465,3105.573914,573.149875,0.91744077,0.030445698,0,0,0,0,2.057603346,0.068282524,2.02372572,0.067158279,26,0.01,14.7249,25.52625386
5,239.7475658,17.03052,17.03052,0.000666667,150000,306.15,1,0.000666667,293.5905656,0.195727044,293.5905656,0.195727044,293.5905656,0.195727044,293.5905656,0.195727044,17.03052,0.000666667,150000,239.7475665,1,0.000666667,0,0,0,0,293.5905656,0.195727044,293.5905656,0.195727044,1,0.01,179.6959,25.46003188
0.1,337.6847609,32.04186,32.04186,0.0002,71800,310.15,1,0.0002,0,0,0,0,468.1376175,0.093627523,468.1376175,0.093627523,32.04186,0.0002,71800,310.0550811,1,0.0002,0,0,0,0,468.1376175,0.093627523,468.1376175,0.093627523,2,0.01,94.6959,25.31350829
1,486.7866285,44.83882721,24.60042431,0.000374135,287278.957,293.15,0.243665549,9.12E-05,0,0,0,0,707.4250903,0.264672778,702.1428891,0.262696519,24.59577647,0.000373871,287481.8635,293.1168742,0.243493568,9.10E-05,0,0,0,0,707.4250903,0.26448597,702.1428891,0.262511106,2,0.01,64.6959,24.6622947
1,486.7866285,44.83882721,24.60042431,0.000374135,287278.957,293.15,0.243665549,9.12E-05,0,0,0,0,707.4250903,0.264672778,702.1428891,0.262696519,24.59577647,0.000373871,287481.8635,293.1168742,0.243493568,9.10E-05,0,0,0,0,707.4250903,0.26448597,702.1428891,0.262511106,2,0.01,64.6959,24.6622947
2,20.5785221,3.528740859,3.528740859,9.83E-05,41624.29917,308.15,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,9.83E-05,41624.29917,160.793125,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,2,0.01,463.6959,24.44201921
5,20.5785221,3.528740859,3.528740859,9.83E-05,41624.29917,308.15,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,9.83E-05,41624.29917,160.793125,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,2,0.01,463.6959,23.90165109
5,20.5785221,3.528740859,3.528740859,9.83E-05,41624.29917,308.15,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,9.83E-05,41624.29917,160.793125,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,2,0.01,463.6959,23.90165109
0,391.1583864,60.052,60.052,0.004,40000,353.15,1,0.004,0,0,0,0,1665.223473,6.660893892,1665.223473,6.660893892,60.052,0.004,40000,353.0662198,1,0.004,0,0,0,0,1665.223473,6.660893892,1665.223473,6.660893892,10,0.01,64.6959,23.81728188
1,329.0573405,37.25491496,41.88918727,0.000129687,63323.26066,363.15,0.648436554,8.41E-05,0,0,0,0,285.1813802,0.036984406,232.1053038,0.030101113,43.98183124,0.000114745,61773.43409,329.0573404,0.573726219,6.58E-05,0,0,0,0,285.1813802,0.032723207,232.1053038,0.02663298,2,0.01,638.6959,21.81876067
1,486.7866285,44.83882721,41.68878316,0.001345012,79911.01986,523.15,0.875974295,0.001178196,0,0,0,0,20376.75994,27.40697963,20224.61076,27.20233722,40.96528049,0.001303906,82430.22816,486.7866289,0.849203025,0.001107281,0,0,0,0,20376.75994,26.56937555,20224.61076,26.37098735,0.22,0.01,246.6959,21.66543822
1,27.5016595,26.35537456,26.35537456,0.002645589,169006.3676,1076.45,0.396838387,0.001049871,2276.575499,6.022883667,903.43255,2.390111442,2276.575499,6.022883667,903.43255,2.390111442,26.35537456,0.002645589,169006.3676,1074.579196,0.396838387,0.001049871,2276.575499,6.022883667,903.43255,2.390111442,2276.575499,6.022883667,903.43255,2.390111442,20,1.570796327,14.7959,21.64374872
1.1,373.5203096,37.3214985,41.69500434,0.003381559,141946.3453,273.15,0.845389835,0.002858736,0,0,0,0,16723.98204,56.55313766,11527.02642,38.97932386,41.69507212,0.003381569,141945.9389,273.1487158,0.845392255,0.002858752,0,0,0,0,16723.98204,56.55329956,11527.02642,38.97943544,1,0.01,15.6959,20.87860414
0.91,398.6606337,82.21136992,73.37514074,0.002702169,34216.50759,327.15,0.27021692,0.000730172,0,0,0,0,19.86343254,0.053674356,10.39733706,0.028095364,73.37103626,0.002700661,34217.33606,327.0376311,0.270066062,0.000729357,0,0,0,0,19.86343254,0.05364439,10.39733706,0.028079679,0.25,1.570796327,94.6959,20.00268559
0.91,398.6606337,82.21136992,73.37514074,0.002702169,34216.50759,327.15,0.27021692,0.000730172,0,0,0,0,19.86343254,0.053674356,10.39733706,0.028095364,73.37103626,0.002700661,34217.33606,327.0376311,0.270066062,0.000729357,0,0,0,0,19.86343254,0.05364439,10.39733706,0.028079679,0.25,1.570796327,94.6959,20.00268559
1,486.7866285,44.83882721,41.68878316,0.001345012,79911.01986,523.15,0.875974295,0.001178196,0,0,0,0,20376.75994,27.40697963,20224.61076,27.20233722,40.96528049,0.001303906,82430.22816,486.7866289,0.849203025,0.001107281,0,0,0,0,20376.75994,26.56937555,20224.61076,26.37098735,0.2,0.01,246.6959,19.83692246
0,283.4926291,44.05256,44.05256,0.002,30000,294.25,1,0.002,0,0,0,0,0.077180532,0.000154361,0.077180532,0.000154361,44.05256,0.002,30000,283.4926288,1,0.002,0,0,0,0,0.077180532,0.000154361,0.077180532,0.000154361,0.22,0.01,279.6959,19.80784297
3,266.1205892,17.71111803,17.05632795,0.000649195,154036.8983,298.15,0.97379265,0.000632181,132.281337,0.085876396,128.8145937,0.083625803,564.6170945,0.366546651,174.392796,0.113214949,17.1019884,0.000618284,161738.0441,314.2094666,0.927425573,0.000573412,162.5063251,0.100475014,150.7125217,0.093183098,564.6170945,0.349093555,174.392796,0.107824226,2,0.01,15.6959,19.62877309
0.1,268.5835478,54.09044,54.09044,0.0002,16900,303.15,1,0.0002,0,0,0,0,10134.26753,2.026853506,10134.26753,2.026853506,54.09044,0.0002,16900,268.5835502,1,0.0002,0,0,0,0,10134.26753,2.026853506,10134.26753,2.026853506,1,0.01,49.6959,19.13435281
0.5,23.8510218,16.3750327,16.3750327,0.000643073,78578.87709,523.15,0.321536445,0.000206771,6106.858033,3.927154848,1963.577424,1.26272341,6106.858033,3.927154848,1963.577424,1.26272341,16.32782722,0.00066158,76380.67918,332.144608,0.330790105,0.000218844,5934.296641,3.926013216,1963.006608,1.298686323,6106.858033,4.040176417,1963.577424,1.299063964,0.6,0.01,391.6959,18.72994599
6,373.1789372,18.69803753,18.58512265,8.14E-05,,408.15,0.020343953,1.66E-06,0,0,0,0,601.8813463,0.048978582,14.67093385,0.001193859,18.68727732,9.60E-05,,373.1789385,0.023990976,2.30E-06,3.206121946,0.000307672,0.076917995,7.38E-06,601.8813463,0.057758884,14.67093385,0.00140788,1,0.01,90.0959,18.28469363
1,373.5203096,37.3214985,40.65259647,0.003232699,148482.7191,293.15,0.808174832,0.002612586,0,0,0,0,6102.430043,19.7273215,4206.107862,13.59708206,40.65261034,0.003232701,148482.6282,293.1497285,0.808175327,0.002612589,0,0,0,0,6102.430043,19.72733358,4206.107862,13.59709039,3.15,0.01,14.7959,17.52706873
