,Unnamed: 0,study_id,elev_m,ave_nbp_deg_c,overall_ave_mw,storage_ave_vap_mw,storage_key_component,storage_shi,storage_lfl,storage_temp_deg_c,storage_vapor_mol_composition,storage_shi_times_vapor_mol_composition,storage_total_vapor_moles,storage_shi_times_total_vapor_moles,storage_component_vapor_moles,storage_shi_times_component_vapor_moles,storage_total_moles,storage_shi_times_total_moles,storage_component_total_moles,storage_shi_times_component_total_moles,discharge_ave_vap_mw,discharge_key_component,discharge_shi,discharge_lfl,discharge_temp_deg_c,discharge_vapor_mol_composition,discharge_shi_times_vapor_mol_composition,discharge_total_vapor_moles,discharge_shi_times_total_vapor_moles,discharge_component_vapor_moles,discharge_shi_times_component_vapor_moles,discharge_total_moles,discharge_shi_times_total_moles,discharge_component_total_moles,discharge_shi_times_component_total_moles,release_duration_sec,weather,hazard_type,conc_low_ppm,area_conc_low_m2,conc_high_ppm,area_conc_high_m2,log_elev_m,log_ave_nbp_deg_k,log_overall_ave_mw,log_storage_ave_vap_mw,log_storage_shi,log_storage_lfl,log_storage_temp_deg_k,log_storage_vapor_mol_composition,log_storage_shi_times_total_vapor_moles,log_storage_component_vapor_moles,log_storage_shi_times_component_vapor_moles,log_storage_total_moles,log_storage_shi_times_total_moles,log_storage_component_total_moles,log_storage_shi_times_component_total_moles,log_discharge_ave_vap_mw,log_discharge_shi,log_discharge_lfl,log_discharge_temp_deg_k,log_discharge_vapor_mol_composition,log_discharge_shi_times_vapor_mol_composition,log_discharge_total_vapor_moles,log_discharge_shi_times_total_vapor_moles,log_discharge_component_vapor_moles,log_discharge_shi_times_component_vapor_moles,log_discharge_total_moles,log_discharge_shi_times_total_moles,log_discharge_component_total_moles,log_discharge_shi_times_component_total_moles,log_release_duration_sec,log_conc_low_ppm,log_area_conc_low_m2,log_conc_high_ppm,log_area_conc_high_m2,log_storage_key_component,log_discharge_key_component,log_weather,log_hazard_type,catastrophic_release,discharge_diameter,release_orientation,pressure,log_discharge_diam,log_press_psia
1532,1532,2391,3,100.4208983,19.37127992,18.91750381,64-19-7,8.59E-05,,23.89,0.021462755,1.84E-06,0,0,0,0,51622.81503,4.431871289,1665.223473,0.142961133,18.91750505,64-19-7,8.59E-05,,23.88953992,0.021462784,1.84E-06,0,0,0,0,51622.81503,4.43187736,1665.223473,0.142961328,3600,night,inhalation,11648.06939,170.5845326,116480.6939,42.91518442,0.477121255,2.572373037,1.287158317,1.27686383,-4.066006836,,2.472814936,-1.668314532,0,0,0,4.712841683,0.646587139,3.221472524,-0.844782019,1.276863859,-4.066006836,,2.472814264,-1.668313945,-5.735182177,0,0,0,0,4.712841683,0.646587734,3.221472524,-0.844781426,3.556302501,4.066253949,2.23193965,5.066253949,1.632610983,,,,,FALSE,2,0,1,0.301029996,1.195786223
1533,1533,2390,0,51.87473524,37.47652833,56.68628291,107-31-3,0.000201309,55512.68285,46.3,0.905888778,0.000182363,0,0,0,0,1064.879854,0.214369491,475.6344803,0.09574932,56.68629261,107-31-3,0.000201309,55512.66895,46.2997912,0.905889009,0.000182363,0,0,0,0,1064.879854,0.214369546,475.6344803,0.095749344,3600,night,inhalation,4967.495967,960.7098547,49674.95967,11.83865646,0,2.511916413,1.573759353,1.75347798,-3.696136809,4.744392217,2.504402892,-0.04292512,0,0,0,3.027300611,-0.668837023,2.677273331,-1.018864302,1.753478054,-3.696136809,4.744392108,2.504402609,-0.04292501,-3.739063272,0,0,0,0,3.027300611,-0.668836912,2.677273331,-1.018864193,3.556302501,3.696137523,2.982592246,4.696137523,1.073302418,,,,,FALSE,6,0,0.1,0.77815125,1.170141387
1534,1534,2390,0,51.87473524,37.47652833,56.68628291,107-31-3,0.000201309,55512.68285,46.3,0.905888778,0.000182363,0,0,0,0,1064.879854,0.214369491,475.6344803,0.09574932,56.68629261,107-31-3,0.000201309,55512.66895,46.2997912,0.905889009,0.000182363,0,0,0,0,1064.879854,0.214369546,475.6344803,0.095749344,3600,night,flash_fire,27756.33447,47.38012141,55512.66895,8.111710324,0,2.511916413,1.573759353,1.75347798,-3.696136809,4.744392217,2.504402892,-0.04292512,0,0,0,3.027300611,-0.668837023,2.677273331,-1.018864302,1.753478054,-3.696136809,4.744392108,2.504402609,-0.04292501,-3.739063272,0,0,0,0,3.027300611,-0.668836912,2.677273331,-1.018864193,3.556302501,4.443362112,1.675596169,4.744392108,0.909112433,,,,,FALSE,6,0,0.1,0.77815125,1.170141387
1535,1535,2389,5,74.78766605,72.10572,72.10572,123-72-8,0.001179877,19000,144,1,0.001179877,0.911826993,0.001075844,0.911826993,0.001075844,0.911826993,0.001075844,0.911826993,0.001075844,72.10572,123-72-8,0.001179877,19000,104.1951985,1,0.001179877,0.911826993,0.001075844,0.911826993,0.001075844,0.911826993,0.001075844,0.911826993,0.001075844,3600,night,inhalation,847.5457571,1.038196419,8475.457571,0.49873424,0.698970004,2.541501446,1.857969718,1.857969718,-2.928163265,4.278753601,2.620292248,0,-2.968250698,-0.040087555,-2.968250698,-0.040087555,-2.968250698,-0.040087555,-2.968250698,1.857969718,-2.928163265,4.278753601,2.576738828,0,-2.928163265,-0.040087555,-2.968250698,-0.040087555,-2.968250698,-0.040087555,-2.968250698,-0.040087555,-2.968250698,3.556302501,2.928163154,0.016279527,3.928163154,-0.302130815,,,,,FALSE,4,3,56,0.602059991,1.849394228
1536,1536,2389,5,74.78766605,72.10572,72.10572,123-72-8,0.001179877,19000,144,1,0.001179877,0.911826993,0.001075844,0.911826993,0.001075844,0.911826993,0.001075844,0.911826993,0.001075844,72.10572,123-72-8,0.001179877,19000,104.1951985,1,0.001179877,0.911826993,0.001075844,0.911826993,0.001075844,0.911826993,0.001075844,0.911826993,0.001075844,3600,night,flash_fire,9500,0.494346324,19000,0.345347138,0.698970004,2.541501446,1.857969718,1.857969718,-2.928163265,4.278753601,2.620292248,0,-2.968250698,-0.040087555,-2.968250698,-0.040087555,-2.968250698,-0.040087555,-2.968250698,1.857969718,-2.928163265,4.278753601,2.576738828,0,-2.928163265,-0.040087555,-2.968250698,-0.040087555,-2.968250698,-0.040087555,-2.968250698,-0.040087555,-2.968250698,3.556302501,3.977723605,-0.305968691,4.278753601,-0.461744139,,,,,FALSE,4,3,56,0.602059991,1.849394228
1537,1537,2385,1,55.84584449,35.61982552,55.34301521,107-31-3,0.000193499,57683.72506,54,0.870746512,0.000168489,0,0,0,0,339.6984635,0.065731389,128.9549916,0.024952691,55.34451514,107-31-3,0.000193508,57681.6302,53.9755058,0.870785555,0.000168504,0,0,0,0,339.6984635,0.065734337,128.9549916,0.02495381,3600,night,inhalation,5167.747646,783.7318838,51677.47646,0.935722875,0,2.517190412,1.551691788,1.743062817,-3.713321275,4.761053298,2.514746925,-0.060108257,0,0,0,2.531093583,-1.18222719,2.110438158,-1.602882611,1.743074587,-3.713301076,4.761037526,2.514714407,-0.060088784,-3.773389785,0,0,0,0,2.531093583,-1.182207713,2.110438158,-1.602863136,3.556302501,3.713301298,2.894167515,4.713301298,-0.028852753,,,,,FALSE,0.27,0,17.4,-0.568636236,1.506449558
1538,1538,2385,1,55.84584449,35.61982552,55.34301521,107-31-3,0.000193499,57683.72506,54,0.870746512,0.000168489,0,0,0,0,339.6984635,0.065731389,128.9549916,0.024952691,55.34451514,107-31-3,0.000193508,57681.6302,53.9755058,0.870785555,0.000168504,0,0,0,0,339.6984635,0.065734337,128.9549916,0.02495381,3600,night,flash_fire,28840.8151,6.860159325,57681.6302,0.872578872,0,2.517190412,1.551691788,1.743062817,-3.713321275,4.761053298,2.514746925,-0.060108257,0,0,0,2.531093583,-1.18222719,2.110438158,-1.602882611,1.743074587,-3.713301076,4.761037526,2.514714407,-0.060088784,-3.773389785,0,0,0,0,2.531093583,-1.182207713,2.110438158,-1.602863136,3.556302501,4.46000753,0.836334202,4.761037526,-0.059195307,,,,,FALSE,0.27,0,17.4,-0.568636236,1.506449558
1539,1539,2384,1,64.14517189,33.35438532,47.15420662,64-18-6,0.000160223,69425.52683,107,0.040055816,6.42E-06,0,0,0,0,362.7708886,0.058124335,42.48833924,0.00680762,50.74885301,107-31-3,0.000157926,63169.37133,64.14517294,0.710667193,0.000112233,1.13E-05,1.79E-09,8.04E-06,1.27E-09,362.7708886,0.057290971,87.51680304,0.013821182,3600,night,inhalation,6332.077866,129.9074561,63320.77866,0.808514297,0,2.528010125,1.523152942,1.673520442,-3.795275141,4.841519184,2.579954995,-1.397334417,0,0,0,2.559632429,-1.235642003,1.628269756,-2.167004694,1.705426231,-3.801546364,4.800506555,2.528010126,-0.148333733,-3.949879428,-4.946921557,-8.747146969,-5.094743951,-8.896196279,2.559632429,-1.241913817,1.942091445,-1.859454814,3.556302501,3.801546247,2.113634078,4.801546247,-0.092312296,,,,,FALSE,0.27,0,48,-0.568636236,1.797239141
1540,1540,2384,1,64.14517189,33.35438532,47.15420662,64-18-6,0.000160223,69425.52683,107,0.040055816,6.42E-06,0,0,0,0,362.7708886,0.058124335,42.48833924,0.00680762,50.74885301,107-31-3,0.000157926,63169.37133,64.14517294,0.710667193,0.000112233,1.13E-05,1.79E-09,8.04E-06,1.27E-09,362.7708886,0.057290971,87.51680304,0.013821182,3600,night,flash_fire,31584.68567,2.882580381,63169.37133,0.831909171,0,2.528010125,1.523152942,1.673520442,-3.795275141,4.841519184,2.579954995,-1.397334417,0,0,0,2.559632429,-1.235642003,1.628269756,-2.167004694,1.705426231,-3.801546364,4.800506555,2.528010126,-0.148333733,-3.949879428,-4.946921557,-8.747146969,-5.094743951,-8.896196279,2.559632429,-1.241913817,1.942091445,-1.859454814,3.556302501,4.499476559,0.459781426,4.800506555,-0.079924088,,,,,FALSE,0.27,0,48,-0.568636236,1.797239141
1541,1541,2383,1,100.0289372,18.69803753,18.6531468,64-18-6,9.11E-05,,110,0.022772483,2.07E-06,0,0,0,0,647.1267363,0.058946729,15.77379594,0.001436834,18.68727732,64-18-6,9.60E-05,,100.0289385,0.023990976,2.30E-06,3.447136623,0.000330801,0.082700172,7.94E-06,647.1267363,0.062100808,15.77379594,0.001513715,3600,night,inhalation,10420.58478,13.4190592,104205.8478,1.237453921,0,2.571917124,1.271796027,1.270752108,-4.040481623,,2.58336883,-1.642589613,0,0,0,2.810989343,-1.229540289,1.197936218,-2.842593404,1.271546031,-4.017728767,,2.571917125,-1.619952084,-5.638272164,0.537458496,-3.480433186,-1.082493587,-5.100179498,2.810989343,-1.206902749,1.197936218,-2.819955885,3.556302501,4.017892091,1.127722069,5.017892091,0.092529036,,,,,FALSE,0.27,0,17.4,-0.568636236,1.506449558
1542,1542,2376,1,61.23468886,33.44669213,42.95015538,64-18-6,0.000266208,78219.85266,77,0.066551878,1.77E-05,104.0757886,0.027705757,6.926439171,0.00184387,298.9832286,0.079591581,34.76318665,0.009254221,42.25682504,64-18-6,0.000279688,80426.36083,77.86887239,0.069921901,1.96E-05,113.5648743,0.031762687,7.940671846,0.002220907,298.9832286,0.083621902,34.76318665,0.009722832,3600,night,inhalation,3575.417687,1289.565574,35754.17687,9.853364281,0,2.524246383,1.524353173,1.632964739,-3.574778897,4.893316994,2.544254131,-1.176839685,-1.557429979,0.840510025,-2.734269702,2.475646827,-1.099132868,1.54111958,-2.033660133,1.625896863,-3.553326167,4.905398418,2.545330467,-1.155386773,-4.707743929,2.055244025,-1.498082765,0.899857249,-2.653469627,2.475646827,-1.077679959,1.54111958,-2.012207218,3.556302501,3.553326784,3.110443431,4.553326784,0.993584539,,,,,FALSE,2,0,17.4,0.301029996,1.506449558
1543,1543,2376,1,61.23468886,33.44669213,42.95015538,64-18-6,0.000266208,78219.85266,77,0.066551878,1.77E-05,104.0757886,0.027705757,6.926439171,0.00184387,298.9832286,0.079591581,34.76318665,0.009254221,42.25682504,64-18-6,0.000279688,80426.36083,77.86887239,0.069921901,1.96E-05,113.5648743,0.031762687,7.940671846,0.002220907,298.9832286,0.083621902,34.76318665,0.009722832,3600,night,flash_fire,40213.18041,7.586636056,80426.36083,2.383022622,0,2.524246383,1.524353173,1.632964739,-3.574778897,4.893316994,2.544254131,-1.176839685,-1.557429979,0.840510025,-2.734269702,2.475646827,-1.099132868,1.54111958,-2.033660133,1.625896863,-3.553326167,4.905398418,2.545330467,-1.155386773,-4.707743929,2.055244025,-1.498082765,0.899857249,-2.653469627,2.475646827,-1.077679959,1.54111958,-2.012207218,3.556302501,4.604368422,0.880049251,4.905398418,0.377128165,,,,,FALSE,2,0,17.4,0.301029996,1.506449558
1544,1544,2375,1,56.12414792,33.41045371,53.98986753,107-31-3,0.00017504,55111.90342,56,0.787680087,0.000137876,0,0,0,0,2993.075187,0.523907938,1022.21707,0.178928896,53.99379995,107-31-3,0.000175053,55103.36218,55.93008981,0.787736828,0.000137895,0,0,0,0,2993.075187,0.523945679,1022.21707,0.178941785,3600,night,inhalation,5712.567751,4558.585088,57125.67751,299.580999,0,2.517557635,1.523882373,1.732312262,-3.756862695,4.741245411,2.517393859,-0.103650134,0,0,0,3.476117627,-0.280745021,3.009543129,-0.747319518,1.732343893,-3.756830442,4.741178099,2.517301607,-0.10361885,-3.860451481,0,0,0,0,3.476117627,-0.280713737,3.009543129,-0.747288235,3.556302501,3.756831364,3.658830066,4.756831364,2.476514265,,,,,FALSE,1,0,17.4,0,1.506449558
1545,1545,2375,1,56.12414792,33.41045371,53.98986753,107-31-3,0.00017504,55111.90342,56,0.787680087,0.000137876,0,0,0,0,2993.075187,0.523907938,1022.21707,0.178928896,53.99379995,107-31-3,0.000175053,55103.36218,55.93008981,0.787736828,0.000137895,0,0,0,0,2993.075187,0.523945679,1022.21707,0.178941785,3600,night,flash_fire,27551.68109,821.3664462,55103.36218,338.6401364,0,2.517557635,1.523882373,1.732312262,-3.756862695,4.741245411,2.517393859,-0.103650134,0,0,0,3.476117627,-0.280745021,3.009543129,-0.747319518,1.732343893,-3.756830442,4.741178099,2.517301607,-0.10361885,-3.860451481,0,0,0,0,3.476117627,-0.280713737,3.009543129,-0.747288235,3.556302501,4.440148103,2.914536957,4.741178099,2.52973843,,,,,FALSE,1,0,17.4,0,1.506449558
1546,1546,2374,4,46.20647984,44.49384786,49.6215994,107-31-3,0.000139471,57950.94494,105,0.627621444,8.75E-05,0,0,0,0,485.4603735,0.067707853,215.8131059,0.030099763,52.83981713,107-31-3,0.000165004,55974.48157,46.20647755,0.742516347,0.000122518,0,0,0,0,485.4603735,0.080102725,215.8131059,0.035609946,3600,night,inhalation,6060.472633,458.8684383,60604.72633,3.072796736,0.602059991,2.504275733,1.648299965,1.695670758,-3.855516085,4.763060522,2.577664105,-0.202302226,0,0,0,2.686153786,-1.169360957,2.334077815,-1.521436924,1.722961306,-3.782505528,4.74799008,2.504275729,-0.129293981,-3.911800101,0,0,0,0,2.686153786,-1.096352709,2.334077815,-1.448428685,3.556302501,3.782506494,2.661688187,4.782506494,0.487533833,,,,,FALSE,1,0,75,0,1.952772592
1547,1547,2374,4,46.20647984,44.49384786,49.6215994,107-31-3,0.000139471,57950.94494,105,0.627621444,8.75E-05,0,0,0,0,485.4603735,0.067707853,215.8131059,0.030099763,52.83981713,107-31-3,0.000165004,55974.48157,46.20647755,0.742516347,0.000122518,0,0,0,0,485.4603735,0.080102725,215.8131059,0.035609946,3600,night,flash_fire,27987.24079,11.22871094,55974.48157,3.494080891,0.602059991,2.504275733,1.648299965,1.695670758,-3.855516085,4.763060522,2.577664105,-0.202302226,0,0,0,2.686153786,-1.169360957,2.334077815,-1.521436924,1.722961306,-3.782505528,4.74799008,2.504275729,-0.129293981,-3.911800101,0,0,0,0,2.686153786,-1.096352709,2.334077815,-1.448428685,3.556302501,4.446960084,1.050329902,4.74799008,0.543332955,,,,,FALSE,1,0,75,0,1.952772592
1548,1548,2373,4,64.53476094,32.04186,32.04186,67-56-1,0.0002,71800,118,1,0.0002,0,0,0,0,257.1635979,0.05143272,257.1635979,0.05143272,32.04186,67-56-1,0.0002,71800,64.53476023,1,0.0002,0,0,0,0,257.1635979,0.05143272,257.1635979,0.05143272,3600,night,inhalation,5000,1933.097553,50000,5.879216997,0.602059991,2.528511462,1.505717719,1.505717719,-3.698970004,4.856124444,2.592343335,0,0,0,0,2.410209493,-1.288760508,2.410209493,-1.288760508,1.505717719,-3.698970004,4.856124444,2.528511461,0,-3.698970004,0,0,0,0,2.410209493,-1.288760508,2.410209493,-1.288760508,3.556302501,3.698970004,3.286253771,4.698970004,0.76931949,,,,,FALSE,1,0,34,0,1.687492397
1549,1549,2373,4,64.53476094,32.04186,32.04186,67-56-1,0.0002,71800,118,1,0.0002,0,0,0,0,257.1635979,0.05143272,257.1635979,0.05143272,32.04186,67-56-1,0.0002,71800,64.53476023,1,0.0002,0,0,0,0,257.1635979,0.05143272,257.1635979,0.05143272,3600,night,flash_fire,35900,10.34086558,71800,3.025093583,0.602059991,2.528511462,1.505717719,1.505717719,-3.698970004,4.856124444,2.592343335,0,0,0,0,2.410209493,-1.288760508,2.410209493,-1.288760508,1.505717719,-3.698970004,4.856124444,2.528511461,0,-3.698970004,0,0,0,0,2.410209493,-1.288760508,2.410209493,-1.288760508,3.556302501,4.555094449,1.014556893,4.856124444,0.480738814,,,,,FALSE,1,0,34,0,1.687492397
1550,1550,2371,1,100.5524702,45.67065301,45.83765188,64-18-6,0.003973146,120811.0657,20,0.993286494,0.003946472,0,0,0,0,1751.67191,6.9596482,1729.468536,6.871430954,45.8376758,64-18-6,0.003973149,120810.9618,19.98910725,0.993287348,0.003946479,0,0,0,0,1751.67191,6.959654186,1729.468536,6.871436863,3600,night,inhalation,251.689504,23894.79162,2516.89504,962.0717624,0,2.572525969,1.659637221,1.661222362,-2.400865476,5.082106715,2.467089899,-0.00292547,0,0,0,3.243452766,0.842587287,3.237912665,0.837047187,1.661222589,-2.400865148,5.082106342,2.467073761,-0.002925096,-2.403790204,0,0,0,0,3.243452766,0.842587661,3.237912665,0.83704756,3.556302501,2.400865105,4.378303248,3.400865105,2.983207468,,,,,FALSE,2,0,7,0.301029996,1.33637767
1551,1551,2371,1,100.5524702,45.67065301,45.83765188,64-18-6,0.003973146,120811.0657,20,0.993286494,0.003946472,0,0,0,0,1751.67191,6.9596482,1729.468536,6.871430954,45.8376758,64-18-6,0.003973149,120810.9618,19.98910725,0.993287348,0.003946479,0,0,0,0,1751.67191,6.959654186,1729.468536,6.871436863,3600,night,flash_fire,60405.48092,2.153297375,120810.9618,0.172736488,0,2.572525969,1.659637221,1.661222362,-2.400865476,5.082106715,2.467089899,-0.00292547,0,0,0,3.243452766,0.842587287,3.237912665,0.837047187,1.661222589,-2.400865148,5.082106342,2.467073761,-0.002925096,-2.403790204,0,0,0,0,3.243452766,0.842587661,3.237912665,0.83704756,3.556302501,4.781076346,0.333104011,5.082106342,-0.762615915,,,,,FALSE,2,0,7,0.301029996,1.33637767
1552,1552,2370,6,100.5524702,45.67065301,45.78881957,64-18-6,0.003966173,121023.4795,42,0.991543132,0.003932631,0,0,0,0,2189.589888,8.684291259,2161.83567,8.574213244,45.78882006,64-18-6,0.003966173,121023.4773,41.99978019,0.991543149,0.003932631,0,0,0,0,2189.589888,8.684291412,2161.83567,8.574213395,3600,night,inhalation,252.1322447,6711.975914,2521.322447,67.04102417,0.77815125,2.572525969,1.659637221,1.660759448,-2.401628346,5.082869635,2.498517311,-0.003688389,0,0,0,3.340362779,0.938734381,3.334822678,0.93319428,1.660759452,-2.401628346,5.082869627,2.498517009,-0.003688382,-2.405316802,0,0,0,0,3.340362779,0.938734388,3.334822678,0.933194288,3.556302501,2.40162839,3.826850389,3.40162839,1.82634064,,,,,FALSE,1,0,0.1,0,1.170141387
1553,1553,2369,6,100.0671351,21.00682463,20.55706117,64-18-6,0.000362977,,134,0.090744129,3.29E-05,0,0,0,0,2741.996694,0.995280408,292.8483569,0.106297076,20.96618634,64-18-6,0.000421401,,100.0671927,0.105350307,4.44E-05,212.7294409,0.089644448,22.41111188,0.00944407,2741.996694,1.155480773,292.8483569,0.123406657,10,night,inhalation,2373.035327,217139.1878,23730.35327,12345.32297,0.77815125,2.571961575,1.32236041,1.312961028,-3.440120893,,2.609754439,-1.042181464,0,0,0,3.438066927,-0.002054545,2.466642792,-0.973478682,1.321519441,-3.375304438,,2.571961642,-0.977364194,-4.35261703,2.327827599,-1.047476603,1.350463404,-2.024840803,3.438066927,0.062762723,2.466642792,-0.908661412,1,3.375304204,5.336738209,4.375304204,4.091502456,,,,,TRUE,,0,29,0,1.640440689
1554,1554,2368,1,83.67299464,98.95916,98.95916,107-06-2,0.003333333,,90,1,0.003333333,0,0,0,0,18.18932174,0.060631072,18.18932174,0.060631072,98.95916,107-06-2,0.003333333,,83.67299421,1,0.003333333,0,0,0,0,18.18932174,0.060631072,18.18932174,0.060631072,3600,night,inhalation,300,10862.21428,3000,647.5665964,0,2.552452834,1.995456,1.995456,-2.477121298,,2.560086048,0,0,0,0,1.259816505,-1.217304753,1.259816505,-1.217304753,1.995456,-2.477121298,,2.552452833,0,-2.477121298,0,0,0,0,1.259816505,-1.217304753,1.259816505,-1.217304753,3.556302501,2.477121255,4.035918366,3.477121255,2.811284438,,,,,FALSE,1,0,90,0,2.019929675
1555,1555,2367,6,100.3515124,36.40356507,36.30094974,64-18-6,0.002611267,183818.8174,100,0.652816692,0.001704679,0,0,0,0,2746.983704,7.173107262,1803.340308,4.70900262,36.30096069,64-18-6,0.002611268,183818.7072,99.99969071,0.652817084,0.001704681,0,0,0,0,2746.983704,7.17311156,1803.340308,4.709005441,3600,night,inhalation,382.9556645,10379.78989,3829.556645,346.2110585,0.77815125,2.572292365,1.561143917,1.559917988,-2.58314872,5.264389968,2.571883446,-0.18520875,0,0,0,3.438856083,0.855707325,3.25607769,0.672928932,1.559918119,-2.583148553,5.264389707,2.571883086,-0.185208489,-2.768356879,0,0,0,0,3.438856083,0.855707585,3.25607769,0.672929192,3.556302501,2.583148498,4.016188563,3.583148498,2.539340936,,,,,FALSE,1,0,0.1,0,1.170141387
1556,1556,2367,6,100.3515124,36.40356507,36.30094974,64-18-6,0.002611267,183818.8174,100,0.652816692,0.001704679,0,0,0,0,2746.983704,7.173107262,1803.340308,4.70900262,36.30096069,64-18-6,0.002611268,183818.7072,99.99969071,0.652817084,0.001704681,0,0,0,0,2746.983704,7.17311156,1803.340308,4.709005441,3600,night,flash_fire,91909.3536,0.015056974,3829.556645,346.2110585,0.77815125,2.572292365,1.561143917,1.559917988,-2.58314872,5.264389968,2.571883446,-0.18520875,0,0,0,3.438856083,0.855707325,3.25607769,0.672928932,1.559918119,-2.583148553,5.264389707,2.571883086,-0.185208489,-2.768356879,0,0,0,0,3.438856083,0.855707585,3.25607769,0.672929192,3.556302501,4.963359712,-1.8222623,3.583148498,2.539340936,,,,,FALSE,1,0,0.1,0,1.170141387
1557,1557,2366,1.2,7.073402534,45.08368,45.08368,124-40-3,0.002857143,28000,20,1,0.002857143,0,0,0,0,4436.195093,12.67484312,4436.195093,12.67484312,45.08368,124-40-3,0.002857143,28000,7.073404602,1,0.002857143,0,0,0,0,4436.195093,12.67484312,4436.195093,12.67484312,3600,night,inhalation,350,85558.46852,3500,10031.02414,0.079181246,2.447504402,1.654019359,1.654019359,-2.544068023,4.447158031,2.467089899,0,0,0,0,3.647010637,1.102942593,3.647010637,1.102942593,1.654019359,-2.544068023,4.447158031,2.447504405,0,-2.544068023,0,0,0,0,3.647010637,1.102942593,3.647010637,1.102942593,3.556302501,2.544068044,4.932263002,3.544068044,4.001345276,,,,,FALSE,0.6,0,30,-0.22184875,1.650267687
1558,1558,2366,1.2,7.073402534,45.08368,45.08368,124-40-3,0.002857143,28000,20,1,0.002857143,0,0,0,0,4436.195093,12.67484312,4436.195093,12.67484312,45.08368,124-40-3,0.002857143,28000,7.073404602,1,0.002857143,0,0,0,0,4436.195093,12.67484312,4436.195093,12.67484312,3600,night,flash_fire,14000,958.0449314,28000,67.34088577,0.079181246,2.447504402,1.654019359,1.654019359,-2.544068023,4.447158031,2.467089899,0,0,0,0,3.647010637,1.102942593,3.647010637,1.102942593,1.654019359,-2.544068023,4.447158031,2.447504405,0,-2.544068023,0,0,0,0,3.647010637,1.102942593,3.647010637,1.102942593,3.556302501,4.146128036,2.981385878,4.447158031,1.828278825,,,,,FALSE,0.6,0,30,-0.22184875,1.650267687
1559,1559,2365,6,100.3515124,36.40356507,35.20429721,64-18-6,0.00245466,195546.3832,135,0.613665101,0.001506339,0,0,0,0,2746.983704,6.742912125,1803.340308,4.426588046,36.28991846,64-18-6,0.002609691,183929.7775,100.3515427,0.652422865,0.001702622,33.41757443,0.087209559,21.80238964,0.05689751,2746.983704,7.168779909,1803.340308,4.706161798,3600,night,inhalation,383.1870609,52533.09981,3831.870609,142.0762687,0.77815125,2.572292365,1.561143917,1.546595679,-2.610008654,5.291249788,2.610819801,-0.212068574,0,0,0,3.438856083,0.8288475,3.25607769,0.646069107,1.559785992,-2.583410912,5.264652045,2.5722924,-0.185470827,-2.768881759,1.523974924,-1.05943591,1.338504097,-1.244906739,3.438856083,0.855445247,3.25607769,0.672666854,3.556302501,2.583410836,4.720433028,3.583410836,2.152521543,,,,,FALSE,2,0,29,0.301029996,1.640440689
1560,1560,2365,6,100.3515124,36.40356507,35.20429721,64-18-6,0.00245466,195546.3832,135,0.613665101,0.001506339,0,0,0,0,2746.983704,6.742912125,1803.340308,4.426588046,36.28991846,64-18-6,0.002609691,183929.7775,100.3515427,0.652422865,0.001702622,33.41757443,0.087209559,21.80238964,0.05689751,2746.983704,7.168779909,1803.340308,4.706161798,3600,night,flash_fire,91964.88875,0.768776655,183929.7775,0.192774538,0.77815125,2.572292365,1.561143917,1.546595679,-2.610008654,5.291249788,2.610819801,-0.212068574,0,0,0,3.438856083,0.8288475,3.25607769,0.646069107,1.559785992,-2.583410912,5.264652045,2.5722924,-0.185470827,-2.768881759,1.523974924,-1.05943591,1.338504097,-1.244906739,3.438856083,0.855445247,3.25607769,0.672666854,3.556302501,4.96362205,-0.114199813,5.264652045,-0.714950329,,,,,FALSE,2,0,29,0.301029996,1.640440689
1561,1561,2355,6,100.3515124,36.40356507,34.50784641,64-18-6,0.002355204,203803.9462,163,0.588801111,0.001386747,0,0,0,0,119.0817436,0.280461852,78.17480234,0.184117642,36.28991846,64-18-6,0.002609691,183929.7775,100.3515427,0.652422865,0.001702622,1.448651852,0.003780534,0.945133591,0.002466507,119.0817436,0.310766609,78.17480234,0.204012114,3600,night,inhalation,383.1870609,233928.6871,3831.870609,2803.518411,0.77815125,2.572292365,1.561143917,1.537917856,-2.62797147,5.309212589,2.639635877,-0.230031379,0,0,0,2.075845185,-0.552126202,1.893066792,-0.734904596,1.559785992,-2.583410912,5.264652045,2.5722924,-0.185470827,-2.768881759,0.160964026,-2.422446852,-0.024506801,-2.607917648,2.075845185,-0.507565651,1.893066792,-0.690344044,3.556302501,2.583410836,5.369083483,3.583410836,3.447703413,,,,,FALSE,1,0,66,0,1.90685147
1562,1562,2355,6,100.3515124,36.40356507,34.50784641,64-18-6,0.002355204,203803.9462,163,0.588801111,0.001386747,0,0,0,0,119.0817436,0.280461852,78.17480234,0.184117642,36.28991846,64-18-6,0.002609691,183929.7775,100.3515427,0.652422865,0.001702622,1.448651852,0.003780534,0.945133591,0.002466507,119.0817436,0.310766609,78.17480234,0.204012114,3600,night,flash_fire,91964.88875,2.415262611,183929.7775,0.605933379,0.77815125,2.572292365,1.561143917,1.537917856,-2.62797147,5.309212589,2.639635877,-0.230031379,0,0,0,2.075845185,-0.552126202,1.893066792,-0.734904596,1.559785992,-2.583410912,5.264652045,2.5722924,-0.185470827,-2.768881759,0.160964026,-2.422446852,-0.024506801,-2.607917648,2.075845185,-0.507565651,1.893066792,-0.690344044,3.556302501,4.96362205,0.382964358,5.264652045,-0.217575123,,,,,FALSE,1,0,66,0,1.90685147
