,Unnamed: 0,study_id,elev_m,ave_nbp_deg_c,overall_ave_mw,storage_ave_vap_mw,storage_key_component,storage_shi,storage_lfl,storage_temp_deg_c,storage_vapor_mol_composition,storage_shi_times_vapor_mol_composition,storage_total_vapor_moles,storage_shi_times_total_vapor_moles,storage_component_vapor_moles,storage_shi_times_component_vapor_moles,storage_total_moles,storage_shi_times_total_moles,storage_component_total_moles,storage_shi_times_component_total_moles,discharge_ave_vap_mw,discharge_key_component,discharge_shi,discharge_lfl,discharge_temp_deg_c,discharge_vapor_mol_composition,discharge_shi_times_vapor_mol_composition,discharge_total_vapor_moles,discharge_shi_times_total_vapor_moles,discharge_component_vapor_moles,discharge_shi_times_component_vapor_moles,discharge_total_moles,discharge_shi_times_total_moles,discharge_component_total_moles,discharge_shi_times_component_total_moles,release_duration_sec,weather,hazard_type,conc_low_ppm,area_conc_low_m2,conc_high_ppm,area_conc_high_m2,log_elev_m,log_ave_nbp_deg_k,log_overall_ave_mw,log_storage_ave_vap_mw,log_storage_shi,log_storage_lfl,log_storage_temp_deg_k,log_storage_vapor_mol_composition,log_storage_shi_times_total_vapor_moles,log_storage_component_vapor_moles,log_storage_shi_times_component_vapor_moles,log_storage_total_moles,log_storage_shi_times_total_moles,log_storage_component_total_moles,log_storage_shi_times_component_total_moles,log_discharge_ave_vap_mw,log_discharge_shi,log_discharge_lfl,log_discharge_temp_deg_k,log_discharge_vapor_mol_composition,log_discharge_shi_times_vapor_mol_composition,log_discharge_total_vapor_moles,log_discharge_shi_times_total_vapor_moles,log_discharge_component_vapor_moles,log_discharge_shi_times_component_vapor_moles,log_discharge_total_moles,log_discharge_shi_times_total_moles,log_discharge_component_total_moles,log_discharge_shi_times_component_total_moles,log_release_duration_sec,log_conc_low_ppm,log_area_conc_low_m2,log_conc_high_ppm,log_area_conc_high_m2,log_storage_key_component,log_discharge_key_component,log_weather,log_hazard_type,catastrophic_release,discharge_diameter,release_orientation,pressure,log_discharge_diam,log_press_psia
641,641,3386,5,-249.3798462,16.68214523,16.68214523,630-08-0,0.001048214,64197.47019,71,0.52410694,0.000549376,5994.432888,6.283447756,3141.723878,3.293198576,5994.432888,6.283447756,3141.723878,3.293198576,16.68214523,630-08-0,0.001048214,64197.47019,-96.7178397,0.52410694,0.000549376,5994.432888,6.283447756,3141.723878,3.293198576,5994.432888,6.283447756,3141.723878,3.293198576,3600,night,inhalation,954.0037763,15395.16341,9540.037763,74.59833952,0.698970004,1.376031992,1.222251898,1.222251898,-2.979550044,4.807517914,2.536747774,-0.28058009,0.798198008,3.497168013,0.517617919,3.777748102,0.798198008,3.497168013,0.517617919,1.222251898,-2.979550044,4.807517914,2.246577752,-0.28058009,-3.260130317,3.777748102,0.798198008,3.497168013,0.517617919,3.777748102,0.798198008,3.497168013,0.517617919,3.556302501,2.979550094,4.187384303,3.979550094,1.872729161,,,,,FALSE,0.6,0,834,-0.22184875,2.928752104
642,642,3386,5,-249.3798462,16.68214523,16.68214523,630-08-0,0.001048214,64197.47019,71,0.52410694,0.000549376,5994.432888,6.283447756,3141.723878,3.293198576,5994.432888,6.283447756,3141.723878,3.293198576,16.68214523,630-08-0,0.001048214,64197.47019,-96.7178397,0.52410694,0.000549376,5994.432888,6.283447756,3141.723878,3.293198576,5994.432888,6.283447756,3141.723878,3.293198576,3600,night,flash_fire,32098.7351,8.869655448,64197.47019,2.173890386,0.698970004,1.376031992,1.222251898,1.222251898,-2.979550044,4.807517914,2.536747774,-0.28058009,0.798198008,3.497168013,0.517617919,3.777748102,0.798198008,3.497168013,0.517617919,1.222251898,-2.979550044,4.807517914,2.246577752,-0.28058009,-3.260130317,3.777748102,0.798198008,3.497168013,0.517617919,3.777748102,0.798198008,3.497168013,0.517617919,3.556302501,4.506487919,0.947906749,4.807517914,0.337237642,,,,,FALSE,0.6,0,834,-0.22184875,2.928752104
643,643,3385,1,101.2526208,32.56446761,34.76283059,64-18-6,0.002391617,200701.0425,20,0.59790417,0.001429958,0,0,0,0,1123.219356,2.686310148,476.8254303,1.140383653,34.762928,64-18-6,0.002391631,200699.8752,19.99876999,0.597907648,0.001429974,0,0,0,0,1123.219356,2.686325773,476.8254303,1.140390286,3600,night,inhalation,418.1247738,832.7463226,4181.247738,28.31654421,0,2.57333888,1.512743982,1.541115132,-2.621308368,5.302549628,2.467089899,-0.223368418,0,0,0,3.050464579,0.429156153,2.678359409,0.057050983,1.541116349,-2.621305826,5.302547102,2.467088076,-0.223365891,-2.844671859,0,0,0,0,3.050464579,0.429158679,2.678359409,0.057053509,3.556302501,2.6213059,2.920512724,3.6213059,1.45204025,,,,,FALSE,1,0,1,0,1.195786223
644,644,3385,1,101.2526208,32.56446761,34.76283059,64-18-6,0.002391617,200701.0425,20,0.59790417,0.001429958,0,0,0,0,1123.219356,2.686310148,476.8254303,1.140383653,34.762928,64-18-6,0.002391631,200699.8752,19.99876999,0.597907648,0.001429974,0,0,0,0,1123.219356,2.686325773,476.8254303,1.140390286,3600,night,flash_fire,100349.9376,0.237363521,200699.8752,0.041927224,0,2.57333888,1.512743982,1.541115132,-2.621308368,5.302549628,2.467089899,-0.223368418,0,0,0,3.050464579,0.429156153,2.678359409,0.057050983,1.541116349,-2.621305826,5.302547102,2.467088076,-0.223365891,-2.844671859,0,0,0,0,3.050464579,0.429158679,2.678359409,0.057053509,3.556302501,5.001517107,-0.624586024,5.302547102,-1.377503891,,,,,FALSE,1,0,1,0,1.195786223
645,645,3383,1,56.13611862,77.79803236,80.4515605,74-88-4,0.000751309,33274.2017,35,0.093913606,7.06E-05,0,0,0,0,58.30481649,0.043804924,3.195739015,0.002400987,80.45162794,74-88-4,0.000751317,33274.22391,34.99800926,0.0939146,7.06E-05,0,0,0,0,58.30481649,0.043805388,3.195739015,0.002401012,10,night,inhalation,1330.996461,4255.736065,13309.96461,481.8656128,0,2.517573423,1.890968613,1.905534472,-3.124181409,4.522107645,2.488762172,-1.027271484,0,0,0,1.765704433,-1.358477069,0.504571305,-2.619610191,1.905534836,-3.124176784,4.522107935,2.488759366,-1.027266887,-4.151195299,0,0,0,0,1.765704433,-1.358472469,0.504571305,-2.619605669,1,3.124176901,3.628974686,4.124176901,2.682925935,,,,,TRUE,,0,1,0,1.195786223
646,646,3383,1,56.13611862,77.79803236,80.4515605,74-88-4,0.000751309,33274.2017,35,0.093913606,7.06E-05,0,0,0,0,58.30481649,0.043804924,3.195739015,0.002400987,80.45162794,74-88-4,0.000751317,33274.22391,34.99800926,0.0939146,7.06E-05,0,0,0,0,58.30481649,0.043805388,3.195739015,0.002401012,10,night,flash_fire,16637.11195,383.8620833,33274.22391,152.0891382,0,2.517573423,1.890968613,1.905534472,-3.124181409,4.522107645,2.488762172,-1.027271484,0,0,0,1.765704433,-1.358477069,0.504571305,-2.619610191,1.905534836,-3.124176784,4.522107935,2.488759366,-1.027266887,-4.151195299,0,0,0,0,1.765704433,-1.358472469,0.504571305,-2.619605669,1,4.221077939,2.584175216,4.522107935,2.182098199,,,,,TRUE,,0,1,0,1.195786223
647,647,3381,0,74.78766605,72.10572,72.10572,123-72-8,0.001179877,19000,70,1,0.001179877,0,0,0,0,13868.52527,16.36315816,13868.52527,16.36315816,72.10572,123-72-8,0.001179877,19000,69.81390069,1,0.001179877,0,0,0,0,13868.52527,16.36315816,13868.52527,16.36315816,3600,night,inhalation,847.5457571,15659.17352,8475.457571,1195.795877,0,2.541501446,1.857969718,1.857969718,-2.928163265,4.278753601,2.535484003,0,0,0,0,4.142030282,1.213867128,4.142030282,1.213867128,1.857969718,-2.928163265,4.278753601,2.53524841,0,-2.928163265,0,0,0,0,4.142030282,1.213867128,4.142030282,1.213867128,3.556302501,2.928163154,4.194768837,3.928163154,3.077657052,,,,,FALSE,10,0,80,1,1.976331176
648,648,3381,0,74.78766605,72.10572,72.10572,123-72-8,0.001179877,19000,70,1,0.001179877,0,0,0,0,13868.52527,16.36315816,13868.52527,16.36315816,72.10572,123-72-8,0.001179877,19000,69.81390069,1,0.001179877,0,0,0,0,13868.52527,16.36315816,13868.52527,16.36315816,3600,night,flash_fire,9500,1053.154885,19000,499.553228,0,2.541501446,1.857969718,1.857969718,-2.928163265,4.278753601,2.535484003,0,0,0,0,4.142030282,1.213867128,4.142030282,1.213867128,1.857969718,-2.928163265,4.278753601,2.53524841,0,-2.928163265,0,0,0,0,4.142030282,1.213867128,4.142030282,1.213867128,3.556302501,3.977723605,3.022492247,4.278753601,2.69858177,,,,,FALSE,10,0,80,1,1.976331176
649,649,3380,0,74.78766605,72.10572,72.10572,123-72-8,0.001179877,19000,70,1,0.001179877,0,0,0,0,13868.52527,16.36315816,13868.52527,16.36315816,72.10572,123-72-8,0.001179877,19000,69.81390069,1,0.001179877,0,0,0,0,13868.52527,16.36315816,13868.52527,16.36315816,3600,night,inhalation,847.5457571,15659.17352,8475.457571,1195.795877,0,2.541501446,1.857969718,1.857969718,-2.928163265,4.278753601,2.535484003,0,0,0,0,4.142030282,1.213867128,4.142030282,1.213867128,1.857969718,-2.928163265,4.278753601,2.53524841,0,-2.928163265,0,0,0,0,4.142030282,1.213867128,4.142030282,1.213867128,3.556302501,2.928163154,4.194768837,3.928163154,3.077657052,,,,,FALSE,10,0,80,1,1.976331176
650,650,3380,0,74.78766605,72.10572,72.10572,123-72-8,0.001179877,19000,70,1,0.001179877,0,0,0,0,13868.52527,16.36315816,13868.52527,16.36315816,72.10572,123-72-8,0.001179877,19000,69.81390069,1,0.001179877,0,0,0,0,13868.52527,16.36315816,13868.52527,16.36315816,3600,night,flash_fire,9500,1053.154885,19000,499.553228,0,2.541501446,1.857969718,1.857969718,-2.928163265,4.278753601,2.535484003,0,0,0,0,4.142030282,1.213867128,4.142030282,1.213867128,1.857969718,-2.928163265,4.278753601,2.53524841,0,-2.928163265,0,0,0,0,4.142030282,1.213867128,4.142030282,1.213867128,3.556302501,3.977723605,3.022492247,4.278753601,2.69858177,,,,,FALSE,10,0,80,1,1.976331176
651,651,3376,1,101.6299279,38.99988589,40.08805094,64-18-6,0.003152079,152280.4223,20,0.788019854,0.002483901,0,0,0,0,2814.354618,8.871069262,1788.557952,5.637676705,40.08961414,64-18-6,0.003152303,152269.6384,19.97159246,0.788075662,0.002484253,0,0,0,0,2814.354618,8.871697517,1788.557952,5.63807597,3600,night,inhalation,317.2284236,3295.632563,3172.284236,69.66130292,0,2.573776323,1.591063336,1.603014942,-2.501402906,5.182644073,2.467089899,-0.10346284,0,0,0,3.449378819,0.94797597,3.252503017,0.751100167,1.603031876,-2.501372045,5.182613316,2.467047811,-0.103432085,-2.604804177,0,0,0,0,3.449378819,0.948006726,3.252503017,0.751130923,3.556302501,2.501372093,3.517938785,3.501372093,1.842991593,,,,,FALSE,0.2,0,20,-0.698970004,1.540278157
652,652,3376,1,101.6299279,38.99988589,40.08805094,64-18-6,0.003152079,152280.4223,20,0.788019854,0.002483901,0,0,0,0,2814.354618,8.871069262,1788.557952,5.637676705,40.08961414,64-18-6,0.003152303,152269.6384,19.97159246,0.788075662,0.002484253,0,0,0,0,2814.354618,8.871697517,1788.557952,5.63807597,3600,night,flash_fire,76134.8192,0.51898403,152269.6384,0.221844329,0,2.573776323,1.591063336,1.603014942,-2.501402906,5.182644073,2.467089899,-0.10346284,0,0,0,3.449378819,0.94797597,3.252503017,0.751100167,1.603031876,-2.501372045,5.182613316,2.467047811,-0.103432085,-2.604804177,0,0,0,0,3.449378819,0.948006726,3.252503017,0.751130923,3.556302501,4.881583321,-0.284846006,5.182613316,-0.653951669,,,,,FALSE,0.2,0,20,-0.698970004,1.540278157
653,653,3373,5,353.8281016,342.4152636,228.7766385,1116-76-3,0.003964651,4736.588446,100,0.109606179,0.00043455,0,0,0,0,2.650864699,0.010509752,2.438192416,0.009666581,228.7766303,1116-76-3,0.003964648,4736.588624,99.99997909,0.109606121,0.00043455,0,0,0,0,2.650864699,0.010509747,2.438192416,0.009666576,3600,night,inhalation,252.2291751,2.609011052,2522.291751,1.451599673,0.698970004,2.797252373,2.534553116,2.359411674,-2.401795037,3.675465651,2.571883446,-0.960164962,0,0,0,0.423387562,-1.978407532,0.387067976,-2.014727106,2.359411659,-2.401795365,3.675465668,2.571883422,-0.960165192,-3.361960246,0,0,0,0,0.423387562,-1.978407739,0.387067976,-2.01472733,3.556302501,2.40179532,0.416475919,3.40179532,0.161846862,,,,,FALSE,2,0,0.01,0.301029996,1.167491608
654,654,3373,5,353.8281016,342.4152636,228.7766385,1116-76-3,0.003964651,4736.588446,100,0.109606179,0.00043455,0,0,0,0,2.650864699,0.010509752,2.438192416,0.009666581,228.7766303,1116-76-3,0.003964648,4736.588624,99.99997909,0.109606121,0.00043455,0,0,0,0,2.650864699,0.010509747,2.438192416,0.009666576,3600,night,flash_fire,2368.294312,1.493283319,4736.588624,1.131590245,0.698970004,2.797252373,2.534553116,2.359411674,-2.401795037,3.675465651,2.571883446,-0.960164962,0,0,0,0.423387562,-1.978407532,0.387067976,-2.014727106,2.359411659,-2.401795365,3.675465668,2.571883422,-0.960165192,-3.361960246,0,0,0,0,0.423387562,-1.978407739,0.387067976,-2.01472733,3.556302501,3.374435672,0.174142214,3.675465668,0.053689195,,,,,FALSE,2,0,0.01,0.301029996,1.167491608
655,655,3372,1,121.4841119,71.64928481,60.41204849,64-19-7,0.003986941,39273.42657,82.2,0.996735227,0.003973924,0,0,0,0,669.929925,2.670971022,599.4804503,2.39009313,60.41178936,64-19-7,0.00398695,39273.94,82.1533136,0.996737576,0.003973943,0,0,0,0,669.929925,2.670977319,599.4804503,2.390098764,3600,night,inhalation,250.8182755,1660.413994,2508.182755,132.4188479,0,2.596194623,1.85521186,1.781123562,-2.399360191,4.594098795,2.55065632,-0.001420192,0,0,0,2.826029378,0.426669176,2.777775025,0.378414824,1.781121699,-2.399359211,4.594104472,2.550599258,-0.001419169,-2.400778366,0,0,0,0,2.826029378,0.4266702,2.777775025,0.378415847,3.556302501,2.399359178,3.220216385,3.399359178,2.121949805,,,,,FALSE,2,0,1,0.301029996,1.195786223
656,656,3372,1,121.4841119,71.64928481,60.41204849,64-19-7,0.003986941,39273.42657,82.2,0.996735227,0.003973924,0,0,0,0,669.929925,2.670971022,599.4804503,2.39009313,60.41178936,64-19-7,0.00398695,39273.94,82.1533136,0.996737576,0.003973943,0,0,0,0,669.929925,2.670977319,599.4804503,2.390098764,3600,night,flash_fire,19636.97,4.693401087,39273.94,3.299590644,0,2.596194623,1.85521186,1.781123562,-2.399360191,4.594098795,2.55065632,-0.001420192,0,0,0,2.826029378,0.426669176,2.777775025,0.378414824,1.781121699,-2.399359211,4.594104472,2.550599258,-0.001419169,-2.400778366,0,0,0,0,2.826029378,0.4266702,2.777775025,0.378415847,3.556302501,4.293074477,0.67148767,4.594104472,0.518460063,,,,,FALSE,2,0,1,0.301029996,1.195786223
657,657,3369,1,105.2480558,46.19830995,40.89645065,64-18-6,0.003267521,146900.3734,20,0.816880134,0.002669173,0,0,0,0,2577.180986,8.4209918,1552.107705,5.071543802,40.89654493,64-18-6,0.003267534,146899.7682,19.99808668,0.8168835,0.002669195,0,0,0,0,2577.180986,8.421026498,1552.107705,5.071564698,3600,night,inhalation,306.0411919,1056.865858,3060.411919,39.37934447,0,2.577948896,1.664626088,1.611685618,-2.485781613,5.1670229,2.467089899,-0.087841666,0,0,0,3.411144919,0.925363244,3.190921855,0.705140181,1.611686619,-2.485779885,5.16702111,2.467087064,-0.087839876,-2.573619697,0,0,0,0,3.411144919,0.925365034,3.190921855,0.70514197,3.556302501,2.485779885,3.024019868,3.485779885,1.595268482,,,,,FALSE,1,0,1,0,1.195786223
658,658,3369,1,105.2480558,46.19830995,40.89645065,64-18-6,0.003267521,146900.3734,20,0.816880134,0.002669173,0,0,0,0,2577.180986,8.4209918,1552.107705,5.071543802,40.89654493,64-18-6,0.003267534,146899.7682,19.99808668,0.8168835,0.002669195,0,0,0,0,2577.180986,8.421026498,1552.107705,5.071564698,3600,night,flash_fire,73449.88408,0.42665022,146899.7682,0.131204091,0,2.577948896,1.664626088,1.611685618,-2.485781613,5.1670229,2.467089899,-0.087841666,0,0,0,3.411144919,0.925363244,3.190921855,0.705140181,1.611686619,-2.485779885,5.16702111,2.467087064,-0.087839876,-2.573619697,0,0,0,0,3.411144919,0.925365034,3.190921855,0.70514197,3.556302501,4.865991115,-0.369928026,5.16702111,-0.882052623,,,,,FALSE,1,0,1,0,1.195786223
659,659,3367,1,101.2526208,32.56446761,34.76283059,64-18-6,0.002391617,200701.0425,20,0.59790417,0.001429958,0,0,0,0,1123.219356,2.686310148,476.8254303,1.140383653,34.76651805,64-18-6,0.002392143,200656.8619,19.95344578,0.598035817,0.001430587,0,0,0,0,1123.219356,2.68690162,476.8254303,1.140634743,3600,night,inhalation,418.0351627,3970.314141,4180.351627,49.9677156,0,2.57333888,1.512743982,1.541115132,-2.621308368,5.302549628,2.467089899,-0.223368418,0,0,0,3.050464579,0.429156153,2.678359409,0.057050983,1.541161197,-2.621212862,5.302454016,2.467020924,-0.223272805,-2.844485726,0,0,0,0,3.050464579,0.429251765,2.678359409,0.057146596,3.556302501,2.621212814,3.598824871,3.621212814,1.698689495,,,,,FALSE,0.2,0,40,-0.698970004,1.737954773
660,660,3367,1,101.2526208,32.56446761,34.76283059,64-18-6,0.002391617,200701.0425,20,0.59790417,0.001429958,0,0,0,0,1123.219356,2.686310148,476.8254303,1.140383653,34.76651805,64-18-6,0.002392143,200656.8619,19.95344578,0.598035817,0.001430587,0,0,0,0,1123.219356,2.68690162,476.8254303,1.140634743,3600,night,flash_fire,100328.431,0.690737417,200656.8619,0.241421594,0,2.57333888,1.512743982,1.541115132,-2.621308368,5.302549628,2.467089899,-0.223368418,0,0,0,3.050464579,0.429156153,2.678359409,0.057050983,1.541161197,-2.621212862,5.302454016,2.467020924,-0.223272805,-2.844485726,0,0,0,0,3.050464579,0.429251765,2.678359409,0.057146596,3.556302501,5.001424021,-0.160687018,5.302454016,-0.617223887,,,,,FALSE,0.2,0,40,-0.698970004,1.737954773
661,661,3366,1,101.6299279,38.99988589,40.08805094,64-18-6,0.003152079,152280.4223,20,0.788019854,0.002483901,0,0,0,0,969.3888128,3.055590523,616.0588501,1.941866421,40.08813343,64-18-6,0.003152091,152279.8532,19.9985009,0.788022799,0.00248392,0,0,0,0,969.3888128,3.055601943,616.0588501,1.941873678,3600,night,inhalation,317.2497043,1508.736921,3172.497043,60.25178745,0,2.573776323,1.591063336,1.603014942,-2.501402906,5.182644073,2.467089899,-0.10346284,0,0,0,2.986498003,0.485095154,2.789622201,0.288219352,1.603015835,-2.501401253,5.182642449,2.467087678,-0.103461217,-2.604862396,0,0,0,0,2.986498003,0.485096778,2.789622201,0.288220975,3.556302501,2.501401226,3.178613518,3.501401226,1.779969935,,,,,FALSE,1,0,1,0,1.195786223
662,662,3366,1,101.6299279,38.99988589,40.08805094,64-18-6,0.003152079,152280.4223,20,0.788019854,0.002483901,0,0,0,0,969.3888128,3.055590523,616.0588501,1.941866421,40.08813343,64-18-6,0.003152091,152279.8532,19.9985009,0.788022799,0.00248392,0,0,0,0,969.3888128,3.055601943,616.0588501,1.941873678,3600,night,flash_fire,76139.92658,0.387591547,152279.8532,0.119501316,0,2.573776323,1.591063336,1.603014942,-2.501402906,5.182644073,2.467089899,-0.10346284,0,0,0,2.986498003,0.485095154,2.789622201,0.288219352,1.603015835,-2.501401253,5.182642449,2.467087678,-0.103461217,-2.604862396,0,0,0,0,2.986498003,0.485096778,2.789622201,0.288220975,3.556302501,4.881612454,-0.411625703,5.182642449,-0.922627312,,,,,FALSE,1,0,1,0,1.195786223
663,663,3363,1,100.3703096,37.3214985,40.65259647,64-18-6,0.003232699,148482.7191,20,0.808174832,0.002612586,0,0,0,0,980.1830639,3.168637131,675.5924546,2.183987274,40.65845609,64-18-6,0.003233536,148444.2947,19.88527463,0.808384026,0.002613939,0,0,0,0,980.1830639,3.169457326,675.5924546,2.184552594,3600,night,inhalation,309.258956,180774.3287,3092.58956,10130.25461,0,2.572314221,1.571959073,1.609088289,-2.490434731,5.171675912,2.467089899,-0.092494678,0,0,0,2.991307194,0.500872507,2.82968479,0.339250103,1.609150883,-2.4903223,5.171563511,2.466919902,-0.092382277,-2.582704552,0,0,0,0,2.991307194,0.500984909,2.82968479,0.339362505,3.556302501,2.490322285,5.257136757,3.490322285,4.005620361,,,,,FALSE,1,0,87,0,2.007303444
664,664,3363,1,100.3703096,37.3214985,40.65259647,64-18-6,0.003232699,148482.7191,20,0.808174832,0.002612586,0,0,0,0,980.1830639,3.168637131,675.5924546,2.183987274,40.65845609,64-18-6,0.003233536,148444.2947,19.88527463,0.808384026,0.002613939,0,0,0,0,980.1830639,3.169457326,675.5924546,2.184552594,3600,night,flash_fire,74222.14733,13.26760793,148444.2947,6.820270199,0,2.572314221,1.571959073,1.609088289,-2.490434731,5.171675912,2.467089899,-0.092494678,0,0,0,2.991307194,0.500872507,2.82968479,0.339250103,1.609150883,-2.4903223,5.171563511,2.466919902,-0.092382277,-2.582704552,0,0,0,0,2.991307194,0.500984909,2.82968479,0.339362505,3.556302501,4.870533515,1.122792629,5.171563511,0.83380158,,,,,FALSE,1,0,87,0,2.007303444
665,665,3361,1,100.3703096,37.3214985,40.65259647,64-18-6,0.003232699,148482.7191,20,0.808174832,0.002612586,0,0,0,0,1897.128511,6.132846061,1307.598299,4.227072142,40.65959801,64-18-6,0.003233699,148436.8089,19.86292135,0.808424794,0.002614203,0,0,0,0,1897.128511,6.134742899,1307.598299,4.22837954,3600,night,inhalation,309.2433607,259886.1829,3092.433607,15893.90997,0,2.572314221,1.571959073,1.609088289,-2.490434731,5.171675912,2.467089899,-0.092494678,0,0,0,3.278096751,0.787662064,3.116474347,0.62603966,1.609163081,-2.490300408,5.171541609,2.466886772,-0.092360375,-2.582660691,0,0,0,0,3.278096751,0.787796367,3.116474347,0.626173963,3.556302501,2.490300384,5.41478319,3.490300384,4.201230749,,,,,FALSE,1,0,104,0,2.074435718
666,666,3361,1,100.3703096,37.3214985,40.65259647,64-18-6,0.003232699,148482.7191,20,0.808174832,0.002612586,0,0,0,0,1897.128511,6.132846061,1307.598299,4.227072142,40.65959801,64-18-6,0.003233699,148436.8089,19.86292135,0.808424794,0.002614203,0,0,0,0,1897.128511,6.134742899,1307.598299,4.22837954,3600,night,flash_fire,74218.40445,20.11108612,148436.8089,7.988205629,0,2.572314221,1.571959073,1.609088289,-2.490434731,5.171675912,2.467089899,-0.092494678,0,0,0,3.278096751,0.787662064,3.116474347,0.62603966,1.609163081,-2.490300408,5.171541609,2.466886772,-0.092360375,-2.582660691,0,0,0,0,3.278096751,0.787796367,3.116474347,0.626173963,3.556302501,4.870511614,1.303435526,5.171541609,0.902449236,,,,,FALSE,1,0,104,0,2.074435718
667,667,3360,1,100.5444127,45.32104183,45.65894932,64-18-6,0.003947627,121592.049,18,0.986906634,0.003895939,0,0,0,0,6941.61188,27.40289126,6766.981742,26.71351669,45.65895587,64-18-6,0.003947627,121592.0202,17.99849193,0.986906868,0.003895941,0,0,0,0,6941.61188,27.40289775,6766.981742,26.71352302,10,night,inhalation,253.3167092,960833.7176,2533.167092,47450.80731,0,2.572516605,1.656299885,1.659525914,-2.403663889,5.084905177,2.464116794,-0.005723932,0,0,0,3.841460328,1.437796387,3.830395005,1.426731064,1.659525976,-2.403663889,5.084905074,2.464114545,-0.005723829,-2.409387629,0,0,0,0,3.841460328,1.43779649,3.830395005,1.426731167,1,2.403663838,5.982648235,3.403663838,4.676243606,,,,,TRUE,,0,1,0,1.195786223
668,668,3360,1,100.5444127,45.32104183,45.65894932,64-18-6,0.003947627,121592.049,18,0.986906634,0.003895939,0,0,0,0,6941.61188,27.40289126,6766.981742,26.71351669,45.65895587,64-18-6,0.003947627,121592.0202,17.99849193,0.986906868,0.003895941,0,0,0,0,6941.61188,27.40289775,6766.981742,26.71352302,10,night,flash_fire,60796.0101,912.6651676,121592.0202,688.5055057,0,2.572516605,1.656299885,1.659525914,-2.403663889,5.084905177,2.464116794,-0.005723932,0,0,0,3.841460328,1.437796387,3.830395005,1.426731064,1.659525976,-2.403663889,5.084905074,2.464114545,-0.005723829,-2.409387629,0,0,0,0,3.841460328,1.43779649,3.830395005,1.426731167,1,4.783875078,2.960311476,5.084905074,2.837907417,,,,,TRUE,,0,1,0,1.195786223
669,669,3359,1,-181.7490761,31.39311194,31.39311194,79-21-0,0.002482346,,93.6,0.011970861,2.97E-05,668.9365502,1.660531697,8.007746344,0.019877994,668.9365502,1.660531697,8.007746344,0.019877994,31.40107918,79-21-0,0.002245541,,50.43753884,0.010828894,2.43E-05,662.9753045,1.488738077,7.179288966,0.016121386,668.9365502,1.502124297,8.007746344,0.017981721,3600,night,inhalation,445.3270288,22219.15941,4453.270288,269.444924,0,1.960950586,1.496834369,1.496834369,-2.605137685,,2.564370123,-1.921874612,0.22024717,0.903510308,-1.701627445,2.825384926,0.22024717,0.903510308,-1.701627445,1.496944574,-2.648679011,,2.509991789,-1.965415897,-4.614393726,2.821497351,0.172818296,0.856081434,-1.792597623,2.825384926,0.176705871,0.903510308,-1.745168745,3.556302501,2.648679055,4.346727625,3.648679055,2.430470006,,,,,FALSE,5.57,0,0.1,0.745855195,1.170141387
670,670,3355,1,100.3703096,37.3214985,40.65259647,64-18-6,0.003232699,148482.7191,20,0.808174832,0.002612586,0,0,0,0,980.1830639,3.168637131,675.5924546,2.183987274,40.65751568,64-18-6,0.003233402,148450.4601,19.90368461,0.808350452,0.002613722,0,0,0,0,980.1830639,3.169325692,675.5924546,2.184461865,3600,night,inhalation,309.2718007,16190.1899,3092.718007,432.5291363,0,2.572314221,1.571959073,1.609088289,-2.490434731,5.171675912,2.467089899,-0.092494678,0,0,0,2.991307194,0.500872507,2.82968479,0.339250103,1.609140838,-2.490340297,5.171581548,2.466947186,-0.092400315,-2.582740607,0,0,0,0,2.991307194,0.500966871,2.82968479,0.339344467,3.556302501,2.490340323,4.209251943,3.490340323,2.636015368,,,,,FALSE,0.2,0,73,-0.698970004,1.94297929
671,671,3355,1,100.3703096,37.3214985,40.65259647,64-18-6,0.003232699,148482.7191,20,0.808174832,0.002612586,0,0,0,0,980.1830639,3.168637131,675.5924546,2.183987274,40.65751568,64-18-6,0.003233402,148450.4601,19.90368461,0.808350452,0.002613722,0,0,0,0,980.1830639,3.169325692,675.5924546,2.184461865,3600,night,flash_fire,74225.23006,1.21892098,148450.4601,0.454286914,0,2.572314221,1.571959073,1.609088289,-2.490434731,5.171675912,2.467089899,-0.092494678,0,0,0,2.991307194,0.500872507,2.82968479,0.339250103,1.609140838,-2.490340297,5.171581548,2.466947186,-0.092400315,-2.582740607,0,0,0,0,2.991307194,0.500966871,2.82968479,0.339344467,3.556302501,4.870551552,0.085975552,5.171581548,-0.342669773,,,,,FALSE,0.2,0,73,-0.698970004,1.94297929
672,672,3354,1,100.3703096,37.3214985,40.65259647,64-18-6,0.003232699,148482.7191,20,0.808174832,0.002612586,0,0,0,0,980.1830639,3.168637131,675.5924546,2.183987274,40.65751568,64-18-6,0.003233402,148450.4601,19.90368461,0.808350452,0.002613722,0,0,0,0,980.1830639,3.169325692,675.5924546,2.184461865,3600,night,inhalation,309.2718007,16190.1899,3092.718007,432.5291363,0,2.572314221,1.571959073,1.609088289,-2.490434731,5.171675912,2.467089899,-0.092494678,0,0,0,2.991307194,0.500872507,2.82968479,0.339250103,1.609140838,-2.490340297,5.171581548,2.466947186,-0.092400315,-2.582740607,0,0,0,0,2.991307194,0.500966871,2.82968479,0.339344467,3.556302501,2.490340323,4.209251943,3.490340323,2.636015368,,,,,FALSE,0.2,0,73,-0.698970004,1.94297929
