study_id,elev_m,ave_nbp_deg_c,overall_ave_mw,storage_ave_vap_mw,storage_key_component,storage_shi,storage_lfl,storage_temp_deg_c,storage_vapor_mol_composition,storage_shi_times_vapor_mol_composition,storage_total_vapor_moles,storage_shi_times_total_vapor_moles,storage_component_vapor_moles,storage_shi_times_component_vapor_moles,storage_total_moles,storage_shi_times_total_moles,storage_component_total_moles,storage_shi_times_component_total_moles,discharge_ave_vap_mw,discharge_key_component,discharge_shi,discharge_lfl,discharge_temp_deg_c,discharge_vapor_mol_composition,discharge_shi_times_vapor_mol_composition,discharge_total_vapor_moles,discharge_shi_times_total_vapor_moles,discharge_component_vapor_moles,discharge_shi_times_component_vapor_moles,discharge_total_moles,discharge_shi_times_total_moles,discharge_component_total_moles,discharge_shi_times_component_total_moles,release_duration_sec,weather,hazard_type,conc_low_ppm,area_conc_low_m2,conc_high_ppm,area_conc_high_m2
2802,1.1,100.3703096,37.3214985,41.16944741,64-18-6,0.003306508,145168.2652,10,0.826626927,0.002733248,0,0,0,0,16584.49834,54.83677161,11430.8871,37.79631632,41.16948423,64-18-6,0.003306513,145168.0344,9.999295004,0.826628241,0.002733257,0,0,0,0,16584.49834,54.8368588,11430.8871,37.79637641,10,night,inhalation,302.4334126,1060.882822,3024.334126,1020.296772
2802,1.1,100.3703096,37.3214985,41.16944741,64-18-6,0.003306508,145168.2652,10,0.826626927,0.002733248,0,0,0,0,16584.49834,54.83677161,11430.8871,37.79631632,41.16948423,64-18-6,0.003306513,145168.0344,9.999295004,0.826628241,0.002733257,0,0,0,0,16584.49834,54.8368588,11430.8871,37.79637641,10,night,flash_fire,72584.01719,974.5547655,145168.0344,983.4152469
2800,4,-249.2989782,16.3750327,16.3750327,630-08-0,0.000643073,78578.87709,250,0.321536445,0.000206771,6106.858033,3.927154848,1963.577424,1.26272341,6106.858033,3.927154848,1963.577424,1.26272341,16.32782722,630-08-0,0.00066158,76380.67918,58.99460803,0.330790105,0.000218844,5934.296641,3.926013216,1963.006608,1.298686323,6106.858033,4.040176417,1963.577424,1.299063964,3600,night,inhalation,1511.532518,2355.971021,15115.32518,58.43020295
2800,4,-249.2989782,16.3750327,16.3750327,630-08-0,0.000643073,78578.87709,250,0.321536445,0.000206771,6106.858033,3.927154848,1963.577424,1.26272341,6106.858033,3.927154848,1963.577424,1.26272341,16.32782722,630-08-0,0.00066158,76380.67918,58.99460803,0.330790105,0.000218844,5934.296641,3.926013216,1963.006608,1.298686323,6106.858033,4.040176417,1963.577424,1.299063964,3600,night,flash_fire,38190.33959,10.98032612,76380.67918,2.611234628
2799,1,-249.2989782,16.3750327,16.3750327,630-08-0,0.000643073,78578.87709,250,0.321536445,0.000206771,6106.858033,3.927154848,1963.577424,1.26272341,6106.858033,3.927154848,1963.577424,1.26272341,16.32782722,630-08-0,0.00066158,76380.67918,58.99460803,0.330790105,0.000218844,5934.296641,3.926013216,1963.006608,1.298686323,6106.858033,4.040176417,1963.577424,1.299063964,3600,night,inhalation,1511.532518,2704.471994,15115.32518,99.13120927
2799,1,-249.2989782,16.3750327,16.3750327,630-08-0,0.000643073,78578.87709,250,0.321536445,0.000206771,6106.858033,3.927154848,1963.577424,1.26272341,6106.858033,3.927154848,1963.577424,1.26272341,16.32782722,630-08-0,0.00066158,76380.67918,58.99460803,0.330790105,0.000218844,5934.296641,3.926013216,1963.006608,1.298686323,6106.858033,4.040176417,1963.577424,1.299063964,3600,night,flash_fire,38190.33959,14.09840133,76380.67918,3.058064247
2797,1,-250.4443139,15.36777956,15.36777956,630-08-0,0.000779085,60763.6028,25,0.389542468,0.000303487,6507.12093,5.069599894,2534.799947,1.974824455,6507.12093,5.069599894,2534.799947,1.974824455,15.36777956,630-08-0,0.000779085,60763.6028,24.43178671,0.389542468,0.000303487,6507.12093,5.069599894,2534.799947,1.974824455,6507.12093,5.069599894,2534.799947,1.974824455,3600,night,inhalation,1283.557098,438.0764582,12835.57098,108.9692398
2797,1,-250.4443139,15.36777956,15.36777956,630-08-0,0.000779085,60763.6028,25,0.389542468,0.000303487,6507.12093,5.069599894,2534.799947,1.974824455,6507.12093,5.069599894,2534.799947,1.974824455,15.36777956,630-08-0,0.000779085,60763.6028,24.43178671,0.389542468,0.000303487,6507.12093,5.069599894,2534.799947,1.974824455,6507.12093,5.069599894,2534.799947,1.974824455,3600,night,flash_fire,30381.8014,45.65447324,60763.6028,20.49247218
2794,5,-249.3798462,16.68214523,16.68214523,630-08-0,0.001048214,64197.47019,71,0.52410694,0.000549376,5994.432888,6.283447756,3141.723878,3.293198576,5994.432888,6.283447756,3141.723878,3.293198576,16.68214523,630-08-0,0.001048214,64197.47019,-96.7178397,0.52410694,0.000549376,5994.432888,6.283447756,3141.723878,3.293198576,5994.432888,6.283447756,3141.723878,3.293198576,3600,night,inhalation,954.0037763,22962.11215,9540.037763,107.4441787
2794,5,-249.3798462,16.68214523,16.68214523,630-08-0,0.001048214,64197.47019,71,0.52410694,0.000549376,5994.432888,6.283447756,3141.723878,3.293198576,5994.432888,6.283447756,3141.723878,3.293198576,16.68214523,630-08-0,0.001048214,64197.47019,-96.7178397,0.52410694,0.000549376,5994.432888,6.283447756,3141.723878,3.293198576,5994.432888,6.283447756,3141.723878,3.293198576,3600,night,flash_fire,32098.7351,12.0759228,64197.47019,3.005954561
2793,1,-249.2989782,16.3750327,16.3750327,630-08-0,0.000643073,78578.87709,250,0.321536445,0.000206771,6106.858033,3.927154848,1963.577424,1.26272341,6106.858033,3.927154848,1963.577424,1.26272341,16.3750327,630-08-0,0.000643073,78578.87709,249.0733297,0.321536445,0.000206771,6106.858033,3.927154848,1963.577424,1.26272341,6106.858033,3.927154848,1963.577424,1.26272341,3600,night,inhalation,1555.033674,225.4320805,15550.33674,69.03752933
2793,1,-249.2989782,16.3750327,16.3750327,630-08-0,0.000643073,78578.87709,250,0.321536445,0.000206771,6106.858033,3.927154848,1963.577424,1.26272341,6106.858033,3.927154848,1963.577424,1.26272341,16.3750327,630-08-0,0.000643073,78578.87709,249.0733297,0.321536445,0.000206771,6106.858033,3.927154848,1963.577424,1.26272341,6106.858033,3.927154848,1963.577424,1.26272341,3600,night,flash_fire,39289.43854,29.29943035,78578.87709,13.44526597
2790,5,-252.5714779,3.528740859,3.528740859,630-08-0,9.83E-05,41624.29917,35,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,630-08-0,9.83E-05,41624.29917,-116.3536871,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3600,night,inhalation,10176.54343,695.7106738,101765.4343,16.0487389
2790,5,-252.5714779,3.528740859,3.528740859,630-08-0,9.83E-05,41624.29917,35,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,630-08-0,9.83E-05,41624.29917,-116.3536871,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3600,night,flash_fire,20812.14959,262.6441259,41624.29917,86.5929346
2789,0,-33.99068452,70.906,70.906,7782-50-5,0.05,,25,1,0.05,0,0,0,0,1269.286097,63.46430485,1269.286097,63.46430485,70.906,7782-50-5,0.05,,-33.99068353,1,0.05,0,0,0,0,1269.286097,63.46430485,1269.286097,63.46430485,3600,night,inhalation,20,19703450.72,200,3913650.972
2788,0,-33.99068452,70.906,70.906,7782-50-5,0.05,,25,1,0.05,0,0,0,0,1269.286097,63.46430485,1269.286097,63.46430485,70.906,7782-50-5,0.05,,-33.99068353,1,0.05,0,0,0,0,1269.286097,63.46430485,1269.286097,63.46430485,3600,night,inhalation,20,2533994.254,200,265864.9377
2787,0,-33.99068452,70.906,70.906,7782-50-5,0.05,,25,1,0.05,0,0,0,0,1269.286097,63.46430485,1269.286097,63.46430485,70.906,7782-50-5,0.05,,-33.99068353,1,0.05,0,0,0,0,1269.286097,63.46430485,1269.286097,63.46430485,3600,night,inhalation,20,2533994.254,200,265864.9377
2786,0,-33.99068452,70.906,70.906,7782-50-5,0.05,,25,1,0.05,0,0,0,0,1269.286097,63.46430485,1269.286097,63.46430485,70.906,7782-50-5,0.05,,-33.99068353,1,0.05,0,0,0,0,1269.286097,63.46430485,1269.286097,63.46430485,3600,night,inhalation,20,9090655.386,200,1073382.204
2785,0,-33.99068452,70.906,70.906,7782-50-5,0.05,,25,1,0.05,0,0,0,0,1269.286097,63.46430485,1269.286097,63.46430485,70.906,7782-50-5,0.05,,-33.99068353,1,0.05,0,0,0,0,1269.286097,63.46430485,1269.286097,63.46430485,3600,night,inhalation,20,17046303.13,200,2833528.952
2783,4,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,10,1,0.002,135.3402946,0.270680589,135.3402946,0.270680589,135.3402946,0.270680589,135.3402946,0.270680589,59.11026,75-50-3,0.002,20000,9.811501988,1,0.002,135.3402946,0.270680589,135.3402946,0.270680589,135.3402946,0.270680589,135.3402946,0.270680589,3600,night,inhalation,500,226839.9653,5000,3184.202867
2783,4,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,10,1,0.002,135.3402946,0.270680589,135.3402946,0.270680589,135.3402946,0.270680589,135.3402946,0.270680589,59.11026,75-50-3,0.002,20000,9.811501988,1,0.002,135.3402946,0.270680589,135.3402946,0.270680589,135.3402946,0.270680589,135.3402946,0.270680589,3600,night,flash_fire,10000,1.020952705,20000,0.936761696
2782,0,31.80137979,59.11026,59.11026,75-31-0,0.001333333,20000,60,1,0.001333333,0,0,0,0,16.93445436,0.022579272,16.93445436,0.022579272,59.11026,75-31-0,0.001333333,20000,31.80138194,1,0.001333333,0,0,0,0,16.93445436,0.022579272,16.93445436,0.022579272,3600,night,inhalation,750,5528.668568,7500,2.372808241
2782,0,31.80137979,59.11026,59.11026,75-31-0,0.001333333,20000,60,1,0.001333333,0,0,0,0,16.93445436,0.022579272,16.93445436,0.022579272,59.11026,75-31-0,0.001333333,20000,31.80138194,1,0.001333333,0,0,0,0,16.93445436,0.022579272,16.93445436,0.022579272,3600,night,flash_fire,10000,2.383105435,20000,1.384194692
2781,1,7.073402534,45.08368,45.08368,124-40-3,0.002857143,28000,27,1,0.002857143,0,0,0,0,44.36195093,0.126748431,44.36195093,0.126748431,45.08368,124-40-3,0.002857143,28000,7.073404602,1,0.002857143,0,0,0,0,44.36195093,0.126748431,44.36195093,0.126748431,3600,night,inhalation,350,659.9851148,3500,2.139565612
2781,1,7.073402534,45.08368,45.08368,124-40-3,0.002857143,28000,27,1,0.002857143,0,0,0,0,44.36195093,0.126748431,44.36195093,0.126748431,45.08368,124-40-3,0.002857143,28000,7.073404602,1,0.002857143,0,0,0,0,44.36195093,0.126748431,44.36195093,0.126748431,3600,night,flash_fire,14000,0.377118868,28000,0.144270905
2780,1,7.073402534,45.08368,45.08368,124-40-3,0.002857143,28000,27,1,0.002857143,0,0,0,0,44.36195093,0.126748431,44.36195093,0.126748431,45.08368,124-40-3,0.002857143,28000,7.073404602,1,0.002857143,0,0,0,0,44.36195093,0.126748431,44.36195093,0.126748431,3600,night,inhalation,350,82720.37748,3500,9236.398042
2780,1,7.073402534,45.08368,45.08368,124-40-3,0.002857143,28000,27,1,0.002857143,0,0,0,0,44.36195093,0.126748431,44.36195093,0.126748431,45.08368,124-40-3,0.002857143,28000,7.073404602,1,0.002857143,0,0,0,0,44.36195093,0.126748431,44.36195093,0.126748431,3600,night,flash_fire,14000,464.8817256,28000,27.91629103
2776,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,27,1,0.002,0,0,0,0,30.78991701,0.061579834,30.78991701,0.061579834,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,30.78991701,0.061579834,30.78991701,0.061579834,3600,night,inhalation,500,342.2949989,5000,1.275782314
2776,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,27,1,0.002,0,0,0,0,30.78991701,0.061579834,30.78991701,0.061579834,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,30.78991701,0.061579834,30.78991701,0.061579834,3600,night,flash_fire,10000,0.527136781,20000,0.194077508
2774,0,-252.5714779,3.528740859,3.528740859,630-08-0,9.83E-05,41624.29917,35,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,630-08-0,9.83E-05,41624.29917,-116.3536871,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3600,night,inhalation,10176.54343,551.4694967,101765.4343,103.4293614
2774,0,-252.5714779,3.528740859,3.528740859,630-08-0,9.83E-05,41624.29917,35,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,630-08-0,9.83E-05,41624.29917,-116.3536871,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3600,night,flash_fire,20812.14959,386.1308272,41624.29917,241.8383122
2772,2,-252.5714779,3.528740859,3.528740859,630-08-0,9.83E-05,41624.29917,35,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,630-08-0,9.83E-05,41624.29917,-116.3536871,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3600,night,inhalation,10176.54343,218.3889806,101765.4343,3.875096401
2772,2,-252.5714779,3.528740859,3.528740859,630-08-0,9.83E-05,41624.29917,35,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,630-08-0,9.83E-05,41624.29917,-116.3536871,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3600,night,flash_fire,20812.14959,84.63040826,41624.29917,23.73125014
2771,5,-252.5714779,3.528740859,3.528740859,630-08-0,9.83E-05,41624.29917,35,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,630-08-0,9.83E-05,41624.29917,-116.3536871,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3600,night,inhalation,10176.54343,497.1989465,101765.4343,10.6011551
2771,5,-252.5714779,3.528740859,3.528740859,630-08-0,9.83E-05,41624.29917,35,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,630-08-0,9.83E-05,41624.29917,-116.3536871,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3600,night,flash_fire,20812.14959,176.3319804,41624.29917,56.12004917
2769,0,31.80137979,59.11026,59.11026,75-31-0,0.001333333,20000,29.44,1,0.001333333,0,0,0,0,4.0432913,0.005391055,4.0432913,0.005391055,59.11026,75-31-0,0.001333333,20000,29.42226417,1,0.001333333,0,0,0,0,4.0432913,0.005391055,4.0432913,0.005391055,3600,night,inhalation,750,2596.927274,7500,189.6566944
2769,0,31.80137979,59.11026,59.11026,75-31-0,0.001333333,20000,29.44,1,0.001333333,0,0,0,0,4.0432913,0.005391055,4.0432913,0.005391055,59.11026,75-31-0,0.001333333,20000,29.42226417,1,0.001333333,0,0,0,0,4.0432913,0.005391055,4.0432913,0.005391055,3600,night,flash_fire,10000,133.3122297,20000,47.96008731
2768,1,-6.373005315,31.0571,31.0571,74-89-5,0.002,49000,25,1,0.002,0,0,0,0,67.61738862,0.135234777,67.61738862,0.135234777,31.0571,74-89-5,0.002,49000,-6.373007164,1,0.002,0,0,0,0,67.61738862,0.135234777,67.61738862,0.135234777,3600,night,inhalation,500,129021.4691,5000,12611.2999
2768,1,-6.373005315,31.0571,31.0571,74-89-5,0.002,49000,25,1,0.002,0,0,0,0,67.61738862,0.135234777,67.61738862,0.135234777,31.0571,74-89-5,0.002,49000,-6.373007164,1,0.002,0,0,0,0,67.61738862,0.135234777,67.61738862,0.135234777,3600,night,flash_fire,24500,110.9566592,49000,10.9632944
2760,1,-252.762987,2.01588,2.01588,1333-74-0,2.50E-06,40000,25,1,2.50E-06,3.34990178,8.39E-06,3.34990178,8.39E-06,3.34990178,8.39E-06,3.34990178,8.39E-06,2.01588,1333-74-0,2.50E-06,40000,-219.4261722,1,2.50E-06,3.34990178,8.39E-06,3.34990178,8.39E-06,3.34990178,8.39E-06,3.34990178,8.39E-06,10,night,inhalation,399430.6931,8.996156188,,
2760,1,-252.762987,2.01588,2.01588,1333-74-0,2.50E-06,40000,25,1,2.50E-06,3.34990178,8.39E-06,3.34990178,8.39E-06,3.34990178,8.39E-06,3.34990178,8.39E-06,2.01588,1333-74-0,2.50E-06,40000,-219.4261722,1,2.50E-06,3.34990178,8.39E-06,3.34990178,8.39E-06,3.34990178,8.39E-06,3.34990178,8.39E-06,10,night,flash_fire,20000,194.0246354,40000,108.2303256
2759,1,56.1365639,58.07914,58.07914,67-64-1,0.000175436,26000,51,1,0.000175436,0,0,0,0,649.7908983,0.113996715,649.7908983,0.113996715,58.07914,67-64-1,0.000175436,26000,50.85689023,1,0.000175436,0,0,0,0,649.7908983,0.113996715,649.7908983,0.113996715,3600,night,inhalation,5700.084402,533.0617706,57000.84402,0.671082256
2759,1,56.1365639,58.07914,58.07914,67-64-1,0.000175436,26000,51,1,0.000175436,0,0,0,0,649.7908983,0.113996715,649.7908983,0.113996715,58.07914,67-64-1,0.000175436,26000,50.85689023,1,0.000175436,0,0,0,0,649.7908983,0.113996715,649.7908983,0.113996715,3600,night,flash_fire,13000,46.00480219,26000,1.806890871
2758,1,100.5524702,45.67065301,45.83765188,64-18-6,0.003973146,120811.0657,20,0.993286494,0.003946472,0,0,0,0,1751.67191,6.9596482,1729.468536,6.871430954,45.83765221,64-18-6,0.003973146,120811.0643,19.99984758,0.993286506,0.003946472,0,0,0,0,1751.67191,6.959648284,1729.468536,6.871431037,10,night,inhalation,251.6897174,331.6145149,2516.897174,334.2874392
2758,1,100.5524702,45.67065301,45.83765188,64-18-6,0.003973146,120811.0657,20,0.993286494,0.003946472,0,0,0,0,1751.67191,6.9596482,1729.468536,6.871430954,45.83765221,64-18-6,0.003973146,120811.0643,19.99984758,0.993286506,0.003946472,0,0,0,0,1751.67191,6.959648284,1729.468536,6.871431037,10,night,flash_fire,60405.53214,310.1660643,120811.0643,288.8771737
2755,0,-5.494180146,31.88326353,31.88326353,75-50-3,0.000431509,53186.85897,475,0.215754514,9.31E-05,1470.395274,0.634488835,317.2444175,0.13689383,1470.395274,0.634488835,317.2444175,0.13689383,31.88326353,75-50-3,0.000431509,53186.85897,276.3099826,0.215754514,9.31E-05,1470.395274,0.634488835,317.2444175,0.13689383,1470.395274,0.634488835,317.2444175,0.13689383,10,night,inhalation,2317.448618,66060.27599,23174.48618,13176.34105
2755,0,-5.494180146,31.88326353,31.88326353,75-50-3,0.000431509,53186.85897,475,0.215754514,9.31E-05,1470.395274,0.634488835,317.2444175,0.13689383,1470.395274,0.634488835,317.2444175,0.13689383,31.88326353,75-50-3,0.000431509,53186.85897,276.3099826,0.215754514,9.31E-05,1470.395274,0.634488835,317.2444175,0.13689383,1470.395274,0.634488835,317.2444175,0.13689383,10,night,flash_fire,26593.42948,12183.71919,53186.85897,8466.451778
2753,3,-252.5714779,3.528740859,3.528740859,630-08-0,9.83E-05,41624.29917,30,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,630-08-0,9.83E-05,41624.29917,-119.0514916,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3600,night,inhalation,10176.54343,509.8451908,101765.4343,10.73977837
2753,3,-252.5714779,3.528740859,3.528740859,630-08-0,9.83E-05,41624.29917,30,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,630-08-0,9.83E-05,41624.29917,-119.0514916,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3600,night,flash_fire,20812.14959,184.4756586,41624.29917,64.81669624
2747,6,64.53476094,32.04186,32.04186,67-56-1,0.0002,71800,25,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,32.04186,67-56-1,0.0002,71800,24.94738452,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,3600,night,inhalation,5000,6281.224897,50000,7.813085954
2747,6,64.53476094,32.04186,32.04186,67-56-1,0.0002,71800,25,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,32.04186,67-56-1,0.0002,71800,24.94738452,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,3600,night,flash_fire,35900,9.946608873,71800,5.958135255
2745,1,64.53476094,32.04186,32.04186,67-56-1,0.0002,71800,25,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,32.04186,67-56-1,0.0002,71800,24.94738452,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,3600,night,inhalation,5000,2065.734396,50000,7.819012522
2745,1,64.53476094,32.04186,32.04186,67-56-1,0.0002,71800,25,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,32.04186,67-56-1,0.0002,71800,24.94738452,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,3600,night,flash_fire,35900,15.5396217,71800,6.108256127
2743,2,10.34262908,44.05256,44.05256,75-21-8,0.002,30000,13,1,0.002,0,0,0,0,4009.625231,8.019250461,4009.625231,8.019250461,44.05256,75-21-8,0.002,30000,10.34262884,1,0.002,0,0,0,0,4009.625231,8.019250461,4009.625231,8.019250461,10,night,inhalation,500,4935731.357,5000,775251.5942
2743,2,10.34262908,44.05256,44.05256,75-21-8,0.002,30000,13,1,0.002,0,0,0,0,4009.625231,8.019250461,4009.625231,8.019250461,44.05256,75-21-8,0.002,30000,10.34262884,1,0.002,0,0,0,0,4009.625231,8.019250461,4009.625231,8.019250461,10,night,flash_fire,15000,327597.6736,30000,153219.99
2738,1,38.79135297,57.05132,57.05132,624-83-9,0.666666667,53000,80,1,0.666666667,2.629211734,1.752807823,2.629211734,1.752807823,2.629211734,1.752807823,2.629211734,1.752807823,57.05132,624-83-9,0.666666667,53000,43.13388107,1,0.666666667,2.629211734,1.752807823,2.629211734,1.752807823,2.629211734,1.752807823,2.629211734,1.752807823,3600,night,inhalation,1.5,20182.99637,15,1950.176159
2738,1,38.79135297,57.05132,57.05132,624-83-9,0.666666667,53000,80,1,0.666666667,2.629211734,1.752807823,2.629211734,1.752807823,2.629211734,1.752807823,2.629211734,1.752807823,57.05132,624-83-9,0.666666667,53000,43.13388107,1,0.666666667,2.629211734,1.752807823,2.629211734,1.752807823,2.629211734,1.752807823,2.629211734,1.752807823,3600,night,flash_fire,26500,0.001265525,53000,0.000778347
2737,4,-161.4810967,16.04246,16.04246,74-82-8,2.52E-06,50000,25,1,2.52E-06,623.3457961,0.001572828,623.3457961,0.001572828,623.3457961,0.001572828,623.3457961,0.001572828,16.04246,74-82-8,2.52E-06,50000,-76.68836668,1,2.52E-06,623.3457961,0.001572828,623.3457961,0.001572828,623.3457961,0.001572828,623.3457961,0.001572828,3600,night,inhalation,396321.6958,6.52E-05,,
2737,4,-161.4810967,16.04246,16.04246,74-82-8,2.52E-06,50000,25,1,2.52E-06,623.3457961,0.001572828,623.3457961,0.001572828,623.3457961,0.001572828,623.3457961,0.001572828,16.04246,74-82-8,2.52E-06,50000,-76.68836668,1,2.52E-06,623.3457961,0.001572828,623.3457961,0.001572828,623.3457961,0.001572828,623.3457961,0.001572828,3600,night,flash_fire,25000,0.058046345,50000,0.002817285
2736,1,64.53476094,32.04186,32.04186,67-56-1,0.0002,71800,25,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,32.04186,67-56-1,0.0002,71800,24.94738452,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,3600,night,inhalation,5000,2065.734396,50000,7.819012522
2736,1,64.53476094,32.04186,32.04186,67-56-1,0.0002,71800,25,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,32.04186,67-56-1,0.0002,71800,24.94738452,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,3600,night,flash_fire,35900,15.5396217,71800,6.108256127
2735,2,64.53476094,32.04186,32.04186,67-56-1,0.0002,71800,25,1,0.0002,0,0,0,0,3120.91745,0.62418349,3120.91745,0.62418349,32.04186,67-56-1,0.0002,71800,24.94733397,1,0.0002,0,0,0,0,3120.91745,0.62418349,3120.91745,0.62418349,3600,night,inhalation,5000,66909.06774,50000,225.0385164
2735,2,64.53476094,32.04186,32.04186,67-56-1,0.0002,71800,25,1,0.0002,0,0,0,0,3120.91745,0.62418349,3120.91745,0.62418349,32.04186,67-56-1,0.0002,71800,24.94733397,1,0.0002,0,0,0,0,3120.91745,0.62418349,3120.91745,0.62418349,3600,night,flash_fire,35900,265.9534987,71800,16.75559377
2734,1,64.53476094,32.04186,32.04186,67-56-1,0.0002,71800,25,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,32.04186,67-56-1,0.0002,71800,24.94738452,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,3600,night,inhalation,5000,2065.734396,50000,7.819012522
2734,1,64.53476094,32.04186,32.04186,67-56-1,0.0002,71800,25,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,32.04186,67-56-1,0.0002,71800,24.94738452,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,3600,night,flash_fire,35900,15.5396217,71800,6.108256127
2733,1,64.53476094,32.04186,32.04186,67-56-1,0.0002,71800,25,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,32.04186,67-56-1,0.0002,71800,24.94738452,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,3600,night,inhalation,5000,2099.491204,50000,7.775404356
2733,1,64.53476094,32.04186,32.04186,67-56-1,0.0002,71800,25,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,32.04186,67-56-1,0.0002,71800,24.94738452,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,3600,night,flash_fire,35900,15.48134371,71800,6.089526348
2729,1,64.53476094,32.04186,32.04186,67-56-1,0.0002,71800,25,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,32.04186,67-56-1,0.0002,71800,24.94738452,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,3600,night,inhalation,5000,2065.734396,50000,7.819012522
2729,1,64.53476094,32.04186,32.04186,67-56-1,0.0002,71800,25,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,32.04186,67-56-1,0.0002,71800,24.94738452,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,3600,night,flash_fire,35900,15.5396217,71800,6.108256127
