study_id,elev_m,ave_nbp_deg_c,overall_ave_mw,storage_ave_vap_mw,storage_key_component,storage_shi,storage_lfl,storage_temp_deg_c,storage_vapor_mol_composition,storage_shi_times_vapor_mol_composition,storage_total_vapor_moles,storage_shi_times_total_vapor_moles,storage_component_vapor_moles,storage_shi_times_component_vapor_moles,storage_total_moles,storage_shi_times_total_moles,storage_component_total_moles,storage_shi_times_component_total_moles,discharge_ave_vap_mw,discharge_key_component,discharge_shi,discharge_lfl,discharge_temp_deg_c,discharge_vapor_mol_composition,discharge_shi_times_vapor_mol_composition,discharge_total_vapor_moles,discharge_shi_times_total_vapor_moles,discharge_component_vapor_moles,discharge_shi_times_component_vapor_moles,discharge_total_moles,discharge_shi_times_total_moles,discharge_component_total_moles,discharge_shi_times_component_total_moles,release_duration_sec,weather,hazard_type,conc_low_ppm,area_conc_low_m2,conc_high_ppm,area_conc_high_m2
3770,1,64.53476094,32.04186,32.04186,67-56-1,0.0002,71800,105,1,0.0002,312091.745,62.418349,312091.745,62.418349,312091.745,62.418349,312091.745,62.418349,32.04186,67-56-1,0.0002,71800,64.53476023,1,0.0002,0,0,0,0,312091.745,62.418349,312091.745,62.418349,3600,night,flash_fire,35900,0.159075956,71800,0.016152792
3769,1.5,66.24434398,30.84122127,30.84122127,67-56-1,0.000182881,78521.21072,110,0.914402604,0.000167226,0.825671034,0.000150999,0.754995743,0.000138074,0.825671034,0.000150999,0.754995743,0.000138074,30.85914738,67-56-1,0.000183136,78411.61918,70.38849987,0.915680613,0.000167694,0.819971082,0.000150166,0.750831623,0.000137504,0.825671034,0.00015121,0.754995743,0.000138267,10,night,inhalation,5460.419199,275.2997002,54604.19199,34.16610232
3769,1.5,66.24434398,30.84122127,30.84122127,67-56-1,0.000182881,78521.21072,110,0.914402604,0.000167226,0.825671034,0.000150999,0.754995743,0.000138074,0.825671034,0.000150999,0.754995743,0.000138074,30.85914738,67-56-1,0.000183136,78411.61918,70.38849987,0.915680613,0.000167694,0.819971082,0.000150166,0.750831623,0.000137504,0.825671034,0.00015121,0.754995743,0.000138267,10,night,flash_fire,39205.80959,43.13229903,78411.61918,26.33658071
3768,4,64.56899149,32.01695671,32.03733071,67-56-1,0.000199935,71823.19225,20,0.999677092,0.000199871,0,0,0,0,9370.034845,1.873401838,9353.398951,1.870075734,32.03733268,67-56-1,0.000199935,71823.18215,19.94194287,0.999677233,0.000199871,0,0,0,0,9370.034845,1.873402101,9353.398951,1.870075996,3600,night,inhalation,5001.614356,372.7961735,50016.14356,2.778123073
3768,4,64.56899149,32.01695671,32.03733071,67-56-1,0.000199935,71823.19225,20,0.999677092,0.000199871,0,0,0,0,9370.034845,1.873401838,9353.398951,1.870075734,32.03733268,67-56-1,0.000199935,71823.18215,19.94194287,0.999677233,0.000199871,0,0,0,0,9370.034845,1.873402101,9353.398951,1.870075996,3600,night,flash_fire,35911.59108,3.787218366,71823.18215,1.942575198
3762,4,-33.40243422,17.03052,17.03052,7664-41-7,0.000666667,150000,-20,1,0.000666667,0,0,0,0,170.2825281,0.113521685,170.2825281,0.113521685,17.03052,7664-41-7,0.000666667,150000,-33.40243351,1,0.000666667,0,0,0,0,170.2825281,0.113521685,170.2825281,0.113521685,3600,night,inhalation,1500,115804.9538,15000,6403.722277
3762,4,-33.40243422,17.03052,17.03052,7664-41-7,0.000666667,150000,-20,1,0.000666667,0,0,0,0,170.2825281,0.113521685,170.2825281,0.113521685,17.03052,7664-41-7,0.000666667,150000,-33.40243351,1,0.000666667,0,0,0,0,170.2825281,0.113521685,170.2825281,0.113521685,3600,night,flash_fire,75000,12.14773675,150000,5.139817014
3761,4,-251.3305654,10.65487832,10.50499321,630-08-0,0.000620972,50942.88704,-20,0.31048583,0.000192803,9355.155129,5.809286206,2904.643103,1.803701048,9385.372315,5.828050223,2904.736923,1.803759308,10.31285326,630-08-0,0.000623376,50937.52575,-128.2327054,0.31168781,0.000194299,9318.207099,5.808743131,2904.371566,1.810514427,9385.372315,5.85061229,2904.736923,1.810742182,3600,night,inhalation,1604.169248,361.5296311,16041.69248,6.017345613
3761,4,-251.3305654,10.65487832,10.50499321,630-08-0,0.000620972,50942.88704,-20,0.31048583,0.000192803,9355.155129,5.809286206,2904.643103,1.803701048,9385.372315,5.828050223,2904.736923,1.803759308,10.31285326,630-08-0,0.000623376,50937.52575,-128.2327054,0.31168781,0.000194299,9318.207099,5.808743131,2904.371566,1.810514427,9385.372315,5.85061229,2904.736923,1.810742182,3600,night,flash_fire,25468.76288,2.504217962,50937.52575,0.61866652
3760,4,64.53476094,32.04186,32.04186,67-56-1,0.0002,71800,90,1,0.0002,31.2091745,0.006241835,31.2091745,0.006241835,31.2091745,0.006241835,31.2091745,0.006241835,32.04186,67-56-1,0.0002,71800,89.57824065,1,0.0002,31.2091745,0.006241835,31.2091745,0.006241835,31.2091745,0.006241835,31.2091745,0.006241835,3600,night,inhalation,5000,0.109291027,,
3760,4,64.53476094,32.04186,32.04186,67-56-1,0.0002,71800,90,1,0.0002,31.2091745,0.006241835,31.2091745,0.006241835,31.2091745,0.006241835,31.2091745,0.006241835,32.04186,67-56-1,0.0002,71800,89.57824065,1,0.0002,31.2091745,0.006241835,31.2091745,0.006241835,31.2091745,0.006241835,31.2091745,0.006241835,3600,night,flash_fire,35900,0.000739858,,
3757,6,96.16269533,18.84001677,21.4153613,67-56-1,4.85E-05,296201.2169,30,0.242402731,1.18E-05,0,0,0,0,5133685.668,248.8838852,301851.1538,14.63390881,21.42023207,67-56-1,4.85E-05,295777.5025,29.72980649,0.242749984,1.18E-05,0,0,0,0,5133685.668,249.2404225,301851.1538,14.65487253,3600,night,inhalation,20597.32373,105.9423626,205973.2373,2.913575957
3757,6,96.16269533,18.84001677,21.4153613,67-56-1,4.85E-05,296201.2169,30,0.242402731,1.18E-05,0,0,0,0,5133685.668,248.8838852,301851.1538,14.63390881,21.42023207,67-56-1,4.85E-05,295777.5025,29.72980649,0.242749984,1.18E-05,0,0,0,0,5133685.668,249.2404225,301851.1538,14.65487253,3600,night,flash_fire,147888.7512,5.616867705,295777.5025,1.369501034
3756,1,55.73187219,73.13684,73.13684,109-89-7,0.005,17000,20,1,0.005,0,0,0,0,241.951688,1.20975844,241.951688,1.20975844,73.13684,109-89-7,0.005,17000,19.96135958,1,0.005,0,0,0,0,241.951688,1.20975844,241.951688,1.20975844,10,night,inhalation,200,65821.71959,2000,8474.283269
3756,1,55.73187219,73.13684,73.13684,109-89-7,0.005,17000,20,1,0.005,0,0,0,0,241.951688,1.20975844,241.951688,1.20975844,73.13684,109-89-7,0.005,17000,19.96135958,1,0.005,0,0,0,0,241.951688,1.20975844,241.951688,1.20975844,10,night,flash_fire,8500,3080.521164,17000,1834.010426
3754,5,61.88866165,44.56112099,50.04580941,109-89-7,0.002190529,29764.78,30,0.438105808,0.000959683,0,0,0,0,265.2236256,0.580980054,80.79828215,0.176990983,50.11384282,109-89-7,0.002198807,29699.07685,29.28534121,0.439761324,0.00096695,0,0,0,0,265.2236256,0.583175464,80.79828215,0.177659798,10,night,inhalation,454.7921544,289562.0968,4547.921544,48048.49936
3754,5,61.88866165,44.56112099,50.04580941,109-89-7,0.002190529,29764.78,30,0.438105808,0.000959683,0,0,0,0,265.2236256,0.580980054,80.79828215,0.176990983,50.11384282,109-89-7,0.002198807,29699.07685,29.28534121,0.439761324,0.00096695,0,0,0,0,265.2236256,0.583175464,80.79828215,0.177659798,10,night,flash_fire,14849.53842,9104.213119,29699.07685,1868.646361
3753,5,-248.9772512,17.98228403,17.98228403,630-08-0,0.001209256,68341.68019,90,0.60462819,0.00073115,5561.028835,6.7247096,3362.3548,4.065948994,5561.028835,6.7247096,3362.3548,4.065948994,17.98228403,630-08-0,0.001209256,68341.68019,-84.06277986,0.60462819,0.00073115,5561.028835,6.7247096,3362.3548,4.065948994,5561.028835,6.7247096,3362.3548,4.065948994,3600,night,inhalation,826.9544956,45283.50881,8269.544956,201.3613383
3753,5,-248.9772512,17.98228403,17.98228403,630-08-0,0.001209256,68341.68019,90,0.60462819,0.00073115,5561.028835,6.7247096,3362.3548,4.065948994,5561.028835,6.7247096,3362.3548,4.065948994,17.98228403,630-08-0,0.001209256,68341.68019,-84.06277986,0.60462819,0.00073115,5561.028835,6.7247096,3362.3548,4.065948994,5561.028835,6.7247096,3362.3548,4.065948994,3600,night,flash_fire,34170.84009,14.04973664,68341.68019,3.489079304
3752,1.5,64.53476094,32.04186,32.04186,67-56-1,0.0002,71800,-10,1,0.0002,0,0,0,0,38.47770496,0.007695541,38.47770496,0.007695541,32.04186,67-56-1,0.0002,71800,-10.21343952,1,0.0002,0,0,0,0,38.47770496,0.007695541,38.47770496,0.007695541,10,night,inhalation,5000,2379.088979,50000,279.9598819
3752,1.5,64.53476094,32.04186,32.04186,67-56-1,0.0002,71800,-10,1,0.0002,0,0,0,0,38.47770496,0.007695541,38.47770496,0.007695541,32.04186,67-56-1,0.0002,71800,-10.21343952,1,0.0002,0,0,0,0,38.47770496,0.007695541,38.47770496,0.007695541,10,night,flash_fire,35900,332.5137452,71800,233.1139146
3750,1.5,64.53476094,32.04186,32.04186,67-56-1,0.0002,71800,30,1,0.0002,0,0,0,0,3120.91745,0.62418349,3120.91745,0.62418349,32.04186,67-56-1,0.0002,71800,29.93582828,1,0.0002,0,0,0,0,3120.91745,0.62418349,3120.91745,0.62418349,3600,night,inhalation,5000,2735.975468,50000,2.330260722
3750,1.5,64.53476094,32.04186,32.04186,67-56-1,0.0002,71800,30,1,0.0002,0,0,0,0,3120.91745,0.62418349,3120.91745,0.62418349,32.04186,67-56-1,0.0002,71800,29.93582828,1,0.0002,0,0,0,0,3120.91745,0.62418349,3120.91745,0.62418349,3600,night,flash_fire,35900,4.486207462,71800,2.065242842
3749,0.5,32.92785562,58.5173334,59.7485883,107-31-3,0.000219815,52155.77709,15,0.989169203,0.000217435,0,0,0,0,3.331657433,0.00073235,3.149121486,0.000692225,59.74869389,107-31-3,0.000219816,52155.7227,14.97447511,0.989172973,0.000217436,0,0,0,0,3.331657433,0.000732352,3.149121486,0.000692228,3600,night,inhalation,4549.254906,1348.802627,45492.54906,12.48523595
3749,0.5,32.92785562,58.5173334,59.7485883,107-31-3,0.000219815,52155.77709,15,0.989169203,0.000217435,0,0,0,0,3.331657433,0.00073235,3.149121486,0.000692225,59.74869389,107-31-3,0.000219816,52155.7227,14.97447511,0.989172973,0.000217436,0,0,0,0,3.331657433,0.000732352,3.149121486,0.000692228,3600,night,flash_fire,26077.86135,64.4670512,52155.7227,5.733814429
3747,1,-27.26323582,22.557187,18.3304323,7664-41-7,0.000628438,127495.6363,116,0.942656366,0.000592401,63.13120177,0.039674019,59.51102921,0.037398967,825.5905312,0.518832113,595.4635004,0.374211639,18.67461728,7664-41-7,0.000627675,120288.4043,-19.78232586,0.941512845,0.000590964,416.9605592,0.261715815,392.5737221,0.246408801,825.5905312,0.518202726,595.4635004,0.373757689,10,night,inhalation,1593.180602,957319.3819,15931.80602,96312.08031
3747,1,-27.26323582,22.557187,18.3304323,7664-41-7,0.000628438,127495.6363,116,0.942656366,0.000592401,63.13120177,0.039674019,59.51102921,0.037398967,825.5905312,0.518832113,595.4635004,0.374211639,18.67461728,7664-41-7,0.000627675,120288.4043,-19.78232586,0.941512845,0.000590964,416.9605592,0.261715815,392.5737221,0.246408801,825.5905312,0.518202726,595.4635004,0.373757689,10,night,flash_fire,60144.20217,3225.339968,120288.4043,1800.032447
3746,0,-252.762987,2.01588,2.01588,,,40000,100,1,0.000627675,496061.2735,311.3653738,496061.2735,311.3653738,496061.2735,311.3653738,496061.2735,311.3653738,2.01588,,,40000,-79.83802749,1,0.000627675,496061.2735,311.3653738,496061.2735,311.3653738,496061.2735,311.3653738,496061.2735,311.3653738,3600,night,flash_fire,20000,47.21271272,40000,25.71566113
3737,3,32.92785562,58.5173334,59.7485883,107-31-3,0.000219815,52155.77709,15,0.989169203,0.000217435,0,0,0,0,1665828.716,366.1747698,1574560.743,346.1126656,59.74943287,107-31-3,0.000219822,52155.34211,14.79573211,0.989199356,0.000217448,0,0,0,0,1665828.716,366.1859318,1574560.743,346.1232161,3600,night,inhalation,4549.133574,10999.40303,45491.33574,9.274050215
3737,3,32.92785562,58.5173334,59.7485883,107-31-3,0.000219815,52155.77709,15,0.989169203,0.000217435,0,0,0,0,1665828.716,366.1747698,1574560.743,346.1126656,59.74943287,107-31-3,0.000219822,52155.34211,14.79573211,0.989199356,0.000217448,0,0,0,0,1665828.716,366.1859318,1574560.743,346.1232161,3600,night,flash_fire,26077.67106,52.59854152,52155.34211,6.034527772
3735,5,120.7662387,99.46450121,92.30688446,108-88-3,0.000268752,11013.26,170,0.994381319,0.000267242,0,0,0,0,502.6919091,0.135099309,379.8632536,0.102088898,92.22780197,108-88-3,0.000269465,11007.03154,125.1035631,0.997018864,0.000268661,128.3070761,0.03457421,127.9245753,0.034471139,502.6919091,0.135457653,379.8632536,0.102359684,10,night,inhalation,3711.063182,123458.8859,37110.63182,3278.144573
3735,5,120.7662387,99.46450121,92.30688446,108-88-3,0.000268752,11013.26,170,0.994381319,0.000267242,0,0,0,0,502.6919091,0.135099309,379.8632536,0.102088898,92.22780197,108-88-3,0.000269465,11007.03154,125.1035631,0.997018864,0.000268661,128.3070761,0.03457421,127.9245753,0.034471139,502.6919091,0.135457653,379.8632536,0.102359684,10,night,flash_fire,5503.515769,107257.9739,11007.03154,31102.42799
3731,0,209.999367,104.14758,104.14758,126-30-7,0.00017094,13400,150,1,0.00017094,0,0,0,0,913.1273141,0.156090139,913.1273141,0.156090139,104.14758,126-30-7,0.00017094,13400,149.9970594,1,0.00017094,0,0,0,0,913.1273141,0.156090139,913.1273141,0.156090139,10,night,flash_fire,6700,10.10098147,13400,10.00883925
3729,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,10,night,inhalation,500,902647.051,5000,200615.5975
3729,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,10,night,flash_fire,10000,104140.2285,20000,53114.67756
3728,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,night,inhalation,500,114676.9233,5000,7560.766987
3728,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,night,flash_fire,10000,1102.519741,20000,78.07462709
3727,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,10,night,inhalation,500,902647.051,5000,200615.5975
3727,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,10,night,flash_fire,10000,104140.2285,20000,53114.67756
3726,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,night,inhalation,500,114676.9233,5000,7560.766987
3726,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,night,flash_fire,10000,1102.519741,20000,78.07462709
3725,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,night,inhalation,500,114676.9233,5000,7560.766987
3725,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,night,flash_fire,10000,1102.519741,20000,78.07462709
3724,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,night,inhalation,500,114676.9233,5000,7560.766987
3724,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,night,flash_fire,10000,1102.519741,20000,78.07462709
3723,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,10,night,inhalation,500,902647.051,5000,200615.5975
3723,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,10,night,flash_fire,10000,104140.2285,20000,53114.67756
3722,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,10,night,inhalation,500,902647.051,5000,200615.5975
3722,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,10,night,flash_fire,10000,104140.2285,20000,53114.67756
3721,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,10,night,inhalation,500,902647.051,5000,200615.5975
3721,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,10,night,flash_fire,10000,104140.2285,20000,53114.67756
3720,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,night,inhalation,500,114676.9233,5000,7560.766987
3720,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,night,flash_fire,10000,1102.519741,20000,78.07462709
3719,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,night,inhalation,500,114676.9233,5000,7560.766987
3719,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,night,flash_fire,10000,1102.519741,20000,78.07462709
3718,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,night,inhalation,500,114676.9233,5000,7560.766987
3718,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,night,flash_fire,10000,1102.519741,20000,78.07462709
3717,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,night,inhalation,500,114676.9233,5000,7560.766987
3717,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,night,flash_fire,10000,1102.519741,20000,78.07462709
3716,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,night,inhalation,500,114676.9233,5000,7560.766987
3716,1,3.078739713,59.11026,59.11026,75-50-3,0.002,20000,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,75-50-3,0.002,20000,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,night,flash_fire,10000,1102.519741,20000,78.07462709
3714,2,-241.7376278,25.413648,25.413648,,,399999.856,25,0.9,0.0018,0.316075979,0.000632152,0.284468381,0.000568937,0.316075979,0.000632152,0.284468381,0.000568937,25.413648,,,399999.856,-135.9633046,0.9,0.0018,0.316075979,0.000632152,0.284468381,0.000568937,0.316075979,0.000632152,0.284468381,0.000568937,3600,night,flash_fire,199999.928,0.122437078,399999.856,0.059775195
3713,2,-252.402129,3.517344,3.086338768,7664-41-7,4.75E-05,,25,0.071294335,3.39E-06,0.334138953,1.59E-05,0.023822214,1.13E-06,0.344907497,1.64E-05,0.03449075,1.64E-06,3.019906907,7664-41-7,4.46E-05,,-76.32221222,0.066869835,2.98E-06,0.332538018,1.48E-05,0.022236762,9.91E-07,0.344907497,1.54E-05,0.03449075,1.54E-06,3600,night,inhalation,22431.63905,37.08161664,224316.3905,0.503816038
3712,2,-252.402129,4.615302,4.615302,630-08-0,0.0002,,25,0.1,2.00E-05,0.305703781,6.11E-05,0.030570378,6.11E-06,0.305703781,6.11E-05,0.030570378,6.11E-06,4.615302,630-08-0,0.0002,,-125.8724024,0.1,2.00E-05,0.305703781,6.11E-05,0.030570378,6.11E-06,0.305703781,6.11E-05,0.030570378,6.11E-06,3600,night,inhalation,5000,150.69397,50000,15.87521596
3709,1,100.0368718,19.18270522,20.04210796,64-18-6,0.000289439,,25,0.072359785,2.09E-05,0,0,0,0,26403.18072,7.64211389,1100.438304,0.318509915,20.04503935,64-18-6,0.000289858,,24.86086017,0.072464438,2.10E-05,0,0,0,0,26403.18072,7.653166638,1100.438304,0.318970574,3600,night,inhalation,3449.968093,17.61910064,34499.68093,2.797782849
3708,6,-248.9772512,17.98228403,17.98228403,630-08-0,0.001209256,68341.68019,30,0.60462819,0.00073115,163407.8082,197.6019346,98800.96731,119.4757001,163407.8082,197.6019346,98800.96731,119.4757001,17.98228403,630-08-0,0.001209256,68341.68019,-117.1848736,0.60462819,0.00073115,163407.8082,197.6019346,98800.96731,119.4757001,163407.8082,197.6019346,98800.96731,119.4757001,3600,night,inhalation,826.9544956,3622.067649,8269.544956,36.36740683
3708,6,-248.9772512,17.98228403,17.98228403,630-08-0,0.001209256,68341.68019,30,0.60462819,0.00073115,163407.8082,197.6019346,98800.96731,119.4757001,163407.8082,197.6019346,98800.96731,119.4757001,17.98228403,630-08-0,0.001209256,68341.68019,-117.1848736,0.60462819,0.00073115,163407.8082,197.6019346,98800.96731,119.4757001,163407.8082,197.6019346,98800.96731,119.4757001,3600,night,flash_fire,34170.84009,2.674580888,68341.68019,0.615717559
3707,1.5,-248.9772512,17.98228403,17.98228403,630-08-0,0.001209256,68341.68019,90,0.60462819,0.00073115,5561.028835,6.7247096,3362.3548,4.065948994,5561.028835,6.7247096,3362.3548,4.065948994,17.98228403,630-08-0,0.001209256,68341.68019,-84.06277986,0.60462819,0.00073115,5561.028835,6.7247096,3362.3548,4.065948994,5561.028835,6.7247096,3362.3548,4.065948994,3600,night,inhalation,826.9544956,61168.75428,8269.544956,392.8526383
3707,1.5,-248.9772512,17.98228403,17.98228403,630-08-0,0.001209256,68341.68019,90,0.60462819,0.00073115,5561.028835,6.7247096,3362.3548,4.065948994,5561.028835,6.7247096,3362.3548,4.065948994,17.98228403,630-08-0,0.001209256,68341.68019,-84.06277986,0.60462819,0.00073115,5561.028835,6.7247096,3362.3548,4.065948994,5561.028835,6.7247096,3362.3548,4.065948994,3600,night,flash_fire,34170.84009,14.84054641,68341.68019,3.477917008
3701,4,10.34262908,44.05256,44.05256,75-21-8,0.002,30000,10,1,0.002,0,0,0,0,566.4824019,1.132964804,566.4824019,1.132964804,44.05256,75-21-8,0.002,30000,9.997960832,1,0.002,0,0,0,0,566.4824019,1.132964804,566.4824019,1.132964804,10,night,inhalation,500,586907.1879,5000,131431.5269
3701,4,10.34262908,44.05256,44.05256,75-21-8,0.002,30000,10,1,0.002,0,0,0,0,566.4824019,1.132964804,566.4824019,1.132964804,44.05256,75-21-8,0.002,30000,9.997960832,1,0.002,0,0,0,0,566.4824019,1.132964804,566.4824019,1.132964804,10,night,flash_fire,15000,58245.78417,30000,33572.29197
3700,0.5,-160.4598115,17.3048522,16.04354116,74-82-8,2.52E-06,49997.43069,-161,0.99992298,2.52E-06,0,0,0,0,1366.84207,0.003448554,1257.494704,0.00317267,16.04354114,74-82-8,2.52E-06,49997.43074,-161.0002182,0.999922981,2.52E-06,0,0,0,0,1366.84207,0.003448554,1257.494704,0.00317267,3600,night,inhalation,396352.2224,652.0037034,,
3700,0.5,-160.4598115,17.3048522,16.04354116,74-82-8,2.52E-06,49997.43069,-161,0.99992298,2.52E-06,0,0,0,0,1366.84207,0.003448554,1257.494704,0.00317267,16.04354114,74-82-8,2.52E-06,49997.43074,-161.0002182,0.999922981,2.52E-06,0,0,0,0,1366.84207,0.003448554,1257.494704,0.00317267,3600,night,flash_fire,24998.71537,11294.77689,49997.43074,5722.423634
