,log_elev_m,log_ave_nbp_deg_k,log_overall_ave_mw,log_storage_ave_vap_mw,log_storage_shi,log_storage_lfl,log_storage_temp_deg_k,log_storage_vapor_mol_composition,log_storage_shi_times_vapor_mol_composition,log_storage_total_vapor_moles,log_storage_shi_times_total_vapor_moles,log_storage_component_vapor_moles,log_storage_shi_times_component_vapor_moles,log_storage_total_moles,log_storage_shi_times_total_moles,log_storage_component_total_moles,log_storage_shi_times_component_total_moles,log_discharge_ave_vap_mw,log_discharge_shi,log_discharge_lfl,log_discharge_temp_deg_k,log_discharge_vapor_mol_composition,log_discharge_shi_times_vapor_mol_composition,log_discharge_total_vapor_moles,log_discharge_shi_times_total_vapor_moles,log_discharge_component_vapor_moles,log_discharge_shi_times_component_vapor_moles,log_discharge_total_moles,log_discharge_shi_times_total_moles,log_discharge_component_total_moles,log_discharge_shi_times_component_total_moles,log_release_duration_sec,log_discharge_diameter_in,log_release_orientation,log_press_psia,log_conc_low_ppm,log_area_conc_low_m2,log_conc_high_ppm,log_area_conc_high_m2
181,1.1249688107516986,-0.05387736055324024,-1.1846289285274834,-1.2064422421720544,-0.337373782263636,1.2371283392185133,-0.8172281714913293,0.5371451183426593,0.022684042034521665,,,,,0.43014214769120557,0.25656013452829834,0.60542448397181,0.40560752064519723,-1.2349222899582977,-0.34887422227930526,1.2506652054520562,-0.914241499813269,0.5320338144079361,0.0035018290550021453,,,,,0.43014214769120557,0.25474809694484346,0.6034254894701113,0.402778035642164,0.6323514026132043,0.33082445021776924,,1.737082872681388,0.34885947911707166,1.5316912392960105,0.34885947911707094,1.1861767114284647
182,-1.1407018083655556,0.4147155919194195,0.49299237455476813,0.4868707000799069,1.8720848472568397,-0.663497836042654,-0.5477928167329047,0.5371451183426593,1.5605740055104,,,,,0.2566029306622071,1.053054494051315,0.4349409645012701,1.155259852454278,0.47869951469576566,1.8979973782109538,-0.6591591978548175,0.0050236985703532135,0.5320338144079361,1.6013043104436155,,,,,0.2566029306622071,1.053309489190679,0.43251392487084533,1.1573917920414933,0.6323514026132043,-0.815608122850786,,-0.040749320272146006,-1.897972239969419,1.0264846556695664,-1.897972239969419,1.185399252432187
183,-1.1407018083655556,0.4147155919194195,0.49299237455476813,0.4868707000799069,1.8720848472568397,-0.663497836042654,-0.5477928167329047,0.5371451183426593,1.5605740055104,,,,,0.2566029306622071,1.053054494051315,0.4349409645012701,1.155259852454278,0.47869951469576566,1.8979973782109538,-0.6591591978548175,0.0050236985703532135,0.5320338144079361,1.6013043104436155,,,,,0.2566029306622071,1.053309489190679,0.43251392487084533,1.1573917920414933,0.6323514026132043,-0.815608122850786,,-0.040749320272146006,-1.897972239969419,1.0264846556695664,-1.897972239969419,1.185399252432187
184,-0.3854782678235379,0.2450204084872477,-0.44229209332940667,0.22014961185349138,0.7161200894482597,-0.7334573409961163,-0.5128964807951818,0.5083518546489639,0.7421627286606948,,,,,-0.21540539262961791,0.10904277287561565,-0.35822471131676487,-0.028970122056917368,0.20883558215528064,0.7225054793309119,-0.7295323709047978,0.0332259679131676,0.5017768747521212,0.7510764605687331,,,,,-0.21540539262961791,0.1068680075824868,-0.36264320856644283,-0.034656775091761974,0.6323514026132043,-0.6648325177669753,,0.3443763928611075,-0.7225014169510873,0.9838177467470604,-0.7225014169510873,1.1753673486734104
185,-0.3854782678235379,0.4975643514534041,0.038458078714219454,0.06908861068843013,0.8084074757715637,1.2551315255113091,-0.636068215358859,0.282044896948369,0.6979043285105929,,,,,0.05423714573680991,0.40173366695923357,0.08396136769976002,0.40564695946521234,0.05611734023312795,0.8164989897540715,1.2684513821908368,-0.06647153816195167,0.26362607614716627,0.7052977859156655,,,,,0.05423714573680991,0.40037980057713835,0.08065309856891352,0.4028946767455966,0.6323514026132043,-0.24239183631650835,0.3276693775800751,0.18890428934645973,-0.8164932408145265,1.3716292085053117,-0.8164932408145265,1.1690762482091939
187,0.05629918242258772,0.13867947084668542,0.25244671902369625,0.24407509956810544,0.7359519384320442,-0.7655411549397362,-0.46098555893560955,0.5371451183426593,0.7697706049346139,,,,,0.7859944416759348,1.0558722499218374,0.9550108917521585,1.1579118954142196,0.23299192885650766,0.7426262238866701,-0.7616963633220317,-0.25545118842709585,0.5320338144079361,0.7796930991481571,,,,,0.7859944416759348,1.0561345575970904,0.9538896287718642,1.1600613870193466,0.6323514026132043,0.33082445021776924,,-0.11711094209777755,-0.7426217403989627,1.246509901249599,-0.7426217403989627,1.1635227571297693
188,0.8115227229646051,0.15299647748367098,0.2182926815701735,0.20960160215605406,0.47289145582956854,-0.6832202614114322,-0.6182932984402224,0.5371451183426593,0.5866677984026489,,,,,0.3422445828510055,0.5259292437216364,0.5190746290894794,0.6591349667718078,0.19810497123991225,0.4751113133680494,-0.6789770714335159,-0.20646877859430968,0.5320338144079361,0.5894570448307497,,,,,0.3422445828510055,0.5248162628942804,0.5168588298499188,0.6579834026557543,0.6323514026132043,0.33082445021776924,,-0.040749320272146006,-0.4751116613487429,1.1353528033739586,-0.4751116613487429,1.1614973710981293
189,0.8115227229646051,0.15299647748367098,0.2182926815701735,0.20960160215605406,0.47289145582956854,-0.6832202614114322,-0.6182932984402224,0.5371451183426593,0.5866677984026489,,,,,0.3422445828510055,0.5259292437216364,0.5190746290894794,0.6591349667718078,0.19810497123991225,0.4751113133680494,-0.6789770714335159,-0.20646877859430968,0.5320338144079361,0.5894570448307497,,,,,0.3422445828510055,0.5248162628942804,0.5168588298499188,0.6579834026557543,0.6323514026132043,0.33082445021776924,,-0.040749320272146006,-0.4751116613487429,1.1353528033739586,-0.4751116613487429,1.1614973710981293
191,-0.3854782678235379,0.2576312670580426,-0.29681681500363993,0.22173076262239436,0.31990842677110576,-0.7789815619928991,-0.5128964807951818,0.5102643757457173,0.46729709929272073,,,,,0.4006675596508541,0.5142591321843719,0.3318296128123059,0.4285593534924601,0.2103850198609366,0.31954196169929183,-0.7752090603303752,0.03448960670872142,0.5037274797938877,0.4654423420611288,,,,,0.4006675596508541,0.513117804139074,0.3291436841588019,0.42588360325528957,-1.5796671053785776,,,-0.8287787535841626,-0.31954531067564473,1.1022906668182404,-0.31954531067564473,1.1569462359324305
194,,0.15299647748367098,0.2182926815701735,0.20960160215605406,0.47289145582956854,-0.6832202614114322,-0.61651912868199,0.5371451183426593,0.5866677984026489,,,,,0.3422445828510055,0.5259292437216364,0.5190746290894794,0.6591349667718078,0.19810497123991225,0.4751113133680494,-0.6789770714335159,-0.20646877859430968,0.5320338144079361,0.5894570448307497,,,,,0.3422445828510055,0.5248162628942804,0.5168588298499188,0.6579834026557543,0.6323514026132043,0.6661344821626445,,-0.040749320272146006,-0.4751116613487429,0.8931686913568929,-0.4751116613487429,1.1457503418371033
195,,0.32699288207533167,0.29188429845275804,0.6230030577425708,0.08468924556808534,-1.1291720937629386,-0.06329875955474634,0.4077004116183755,0.25440277145401397,,,,,-0.21001583600140594,-0.15999998886029243,-0.31289797224812266,-0.2462570239544699,0.6167992782184726,0.08057238188584102,-1.1274609672218907,0.38995164816564243,0.3960469251726772,0.24458388186147453,-1.2055656785889102,-1.0617504741457076,-1.0256517141999202,-0.8369910520893807,-0.21001583600140594,-0.162791870662488,-0.3172026644219808,-0.2533051172815666,-1.5796671053785776,,,-1.1519494593092179,-0.08057958955648341,0.8444856907219648,-0.08057958955648341,1.1438673007820985
196,,0.32699288207533167,0.29188429845275804,0.6230030577425708,0.08468924556808534,-1.1291720937629386,-0.06329875955474634,0.4077004116183755,0.25440277145401397,,,,,-0.21001583600140594,-0.15999998886029243,-0.31289797224812266,-0.2462570239544699,0.6167992782184726,0.08057238188584102,-1.1274609672218907,0.38995164816564243,0.3960469251726772,0.24458388186147453,-1.2055656785889102,-1.0617504741457076,-1.0256517141999202,-0.8369910520893807,-0.21001583600140594,-0.162791870662488,-0.3172026644219808,-0.2533051172815666,-1.5796671053785776,,,-1.1519494593092179,-0.08057958955648341,0.8444856907219648,-0.08057958955648341,1.1438673007820985
202,-0.3854782678235379,0.13867947084668542,0.25244671902369625,0.24407509956810544,0.7359519384320442,-0.7655411549397362,-0.636068215358859,0.5371451183426593,0.7697706049346139,,,,,-0.13937081689492223,0.18888890884003845,0.04593956610151802,0.3419160562587294,0.23299192885650766,0.7426262238866701,-0.7616963633220317,-0.25545118842709585,0.5320338144079361,0.7796930991481571,,,,,-0.13937081689492223,0.18690125339285538,0.04253583292223995,0.33866504198914493,0.6323514026132043,-0.815608122850786,,1.0093792823532548,-0.7426217403989627,0.9552852752456913,-0.7426217403989627,1.112124955732703
205,0.3697452727184796,0.13723112934186218,0.1380960865772884,0.2245244956200705,0.08341346609455556,-0.7353589935442186,-0.8728253580134844,-0.41025607409710463,-0.1386259497641852,-1.3080758520075564,-1.1481859896601334,-1.2989903942122918,-1.0820688059999193,-0.5243090135107115,-0.4550180373004847,-0.6259416556583205,-0.527770923663794,0.21355058117235481,0.07916288301813994,-0.7317329642412476,-0.2589322652057304,-0.46566477250428284,-0.16391608185550785,-1.164765545282931,-1.0212875844397695,-1.1687602541673279,-0.9742092267672094,-0.5243090135107115,-0.4586234843255263,-0.6310323289298142,-0.5367274645411562,0.6323514026132043,1.2393507667927386,,0.9003745242042135,-0.07917009004957877,0.8012090038799364,-0.07917009004957877,1.0940473845781091
208,0.8115227229646051,0.15299647748367098,0.2182926815701735,0.20960160215605406,0.47289145582956854,-0.6832202614114322,-0.61651912868199,0.5371451183426593,0.5866677984026489,,,,,-1.2275609781054924,-0.9448362262362824,-1.0230896234527482,-0.7251344268727452,0.19810497123991225,0.4751113133680494,-0.6789770714335159,-0.20646877859430968,0.5320338144079361,0.5894570448307497,,,,,-1.2275609781054924,-0.9497660832507039,-1.0291774444457684,-0.7354475021556914,-1.5796671053785776,,,1.0344182928274082,-0.4751116613487429,0.6422238909543283,-0.4751116613487429,1.0873050490833809
209,0.8115227229646051,0.15299647748367098,0.2182926815701735,0.20960160215605406,0.47289145582956854,-0.6832202614114322,-0.61651912868199,0.5371451183426593,0.5866677984026489,,,,,-1.2275609781054924,-0.9448362262362824,-1.0230896234527482,-0.7251344268727452,0.19810497123991225,0.4751113133680494,-0.6789770714335159,-0.20646877859430968,0.5320338144079361,0.5894570448307497,,,,,-1.2275609781054924,-0.9497660832507039,-1.0291774444457684,-0.7354475021556914,-1.5796671053785776,,,1.0344182928274082,-0.4751116613487429,0.6422238909543283,-0.4751116613487429,1.0873050490833809
210,0.8115227229646051,0.15299647748367098,0.2182926815701735,0.20960160215605406,0.47289145582956854,-0.6832202614114322,-0.61651912868199,0.5371451183426593,0.5866677984026489,,,,,-1.2275609781054924,-0.9448362262362824,-1.0230896234527482,-0.7251344268727452,0.19810497123991225,0.4751113133680494,-0.6789770714335159,-0.20646877859430968,0.5320338144079361,0.5894570448307497,,,,,-1.2275609781054924,-0.9497660832507039,-1.0291774444457684,-0.7354475021556914,-1.5796671053785776,,,1.0344182928274082,-0.4751116613487429,0.6422238909543283,-0.4751116613487429,1.0873050490833809
211,-0.3854782678235379,0.13867947084668542,0.25244671902369625,0.24407509956810544,0.7359519384320442,-0.7655411549397362,-0.5128964807951818,0.5371451183426593,0.7697706049346139,,,,,0.010384858598964227,0.3291963978916274,0.19305832724367308,0.4739720276290594,0.23299192885650766,0.7426262238866701,-0.7616963633220317,-0.25545118842709585,0.5320338144079361,0.7796930991481571,,,,,0.010384858598964227,0.32757286325416346,0.19002397562835321,0.4715949994939071,0.6323514026132043,-0.6648325177669753,,0.40849088684186285,-0.7426217403989627,0.9087178666297604,-0.7426217403989627,1.0807841521020907
212,-0.3854782678235379,0.13867947084668542,0.25244671902369625,0.24407509956810544,0.7359519384320442,-0.7655411549397362,-0.5128964807951818,0.5371451183426593,0.7697706049346139,,,,,0.010384858598964227,0.3291963978916274,0.19305832724367308,0.4739720276290594,0.23299192885650766,0.7426262238866701,-0.7616963633220317,-0.25545118842709585,0.5320338144079361,0.7796930991481571,,,,,0.010384858598964227,0.32757286325416346,0.19002397562835321,0.4715949994939071,0.6323514026132043,-0.6648325177669753,,0.40849088684186285,-0.7426217403989627,0.9087178666297604,-0.7426217403989627,1.0807841521020907
213,-0.3854782678235379,0.2450204084872477,-0.44229209332940667,0.22014961185349138,0.7161200894482597,-0.7334573409961163,-0.5128964807951818,0.5083518546489639,0.7421627286606948,,,,,-0.21540539262961791,0.10904277287561565,-0.35822471131676487,-0.028970122056917368,0.20883558215528064,0.7225054793309119,-0.7295323709047978,0.0332259679131676,0.5017768747521212,0.7510764605687331,,,,,-0.21540539262961791,0.1068680075824868,-0.36264320856644283,-0.034656775091761974,0.6323514026132043,-0.815608122850786,,0.3443763928611075,-0.7225014169510873,0.88155627162887,-0.7225014169510873,1.0759365338487195
214,0.3697452727184796,0.41526741983252236,0.9666375661774826,0.9649461343490141,0.8496434333597633,-1.3609272712976868,-0.46098555893560955,0.5371451183426593,0.8489053787863674,,,,,-0.31334504144338116,0.07524223659081841,-0.12497130122839,0.23495297254651104,0.9625087787668727,0.8582428676007982,-1.359963897049053,0.07556834497374006,0.5320338144079361,0.8619107746824196,,,,,-0.31334504144338116,0.07295964950027849,-0.12880415250913693,0.23099404441971505,-1.5796671053785776,0.9040407348478634,,-0.040749320272146006,-0.8582364222115639,0.8587564759607959,-0.8582364222115639,1.0747656976875415
216,0.8115227229646051,0.5767943206327842,1.0945450314049923,0.9971731473446477,0.8841795214399193,-0.5254480951068218,1.8272796417232433,-0.5891135775549563,0.3329989639764367,-1.2672255006505153,-0.8418695671519615,-1.298355439851823,-0.8257682415291361,-1.2817207510755673,-0.8170465569959098,-1.3306453437011174,-0.8331680584580828,1.011794804387887,0.9346494611927723,-0.530170012423421,1.25651411521917,-0.5921560052338848,0.3846242812290884,-0.8271453063664109,-0.41221703928769754,-0.8506376516202651,-0.4064055323262871,-1.2817207510755673,-0.803976128610273,-1.3375053667713417,-0.8274998474742746,-1.5796671053785776,,,0.17059265052829456,-0.9346415132398797,0.9065273245526674,-0.9346415132398797,1.0545289705513043
217,1.1249688107516986,0.2450204084872477,-0.44229209332940667,0.21357179094804463,0.7106297205679313,-0.7245750508486397,-0.32502867051018003,0.5003805392069735,0.7345195088619428,,,,,0.021449271457400984,0.32857084644319295,-0.125540610121241,0.17764745260948306,0.2057189060145547,0.7198934584642942,-0.7253570228022997,0.10837062981520067,0.4978490894840349,0.747361592164052,,,,,0.021449271457400984,0.3282374321977382,-0.12937489080642,0.1745299139225905,0.6323514026132043,-0.815608122850786,,0.40849088684186285,-0.7198895102565069,0.8888490598220727,-0.7198895102565069,1.051130175136372
218,0.05629918242258772,0.13867947084668542,0.25244671902369625,0.24407509956810544,0.7359519384320442,-0.7655411549397362,-0.5128964807951818,0.5371451183426593,0.7697706049346139,,,,,-0.7876338826390871,-0.41847480341647675,-0.5909088125122886,-0.2297284478178359,0.23299192885650766,0.7426262238866701,-0.7616963633220317,-0.25545118842709585,0.5320338144079361,0.7796930991481571,,,,,-0.7876338826390871,-0.4220386667211001,-0.5959115263264655,-0.23676277733778636,0.6323514026132043,-0.6648325177669753,,0.40849088684186285,-0.7426217403989627,0.8865802115600063,-0.7426217403989627,1.0502199254118199
219,-0.3854782678235379,0.07798224868876866,-0.29771305780968366,-0.31123059946350623,0.47289145582956854,-0.09781897140382824,-0.46098555893560955,0.5371451183426593,0.5866677984026489,,,,,-0.6076066731367257,-0.36399525670624383,-0.41405154185113197,-0.17845285654850734,-0.32897386634004433,0.4751113133680494,-0.09074268639974219,-0.46311327052042184,0.5320338144079361,0.5894570448307497,,,,,-0.6076066731367257,-0.36741773670484873,-0.41861020750498573,-0.18514782878427616,0.6323514026132043,-0.6648325177669753,,0.6582889590310352,-0.4751116613487429,0.9519052927596033,-0.4751116613487429,1.0493127902291024
220,1.5667462609978242,0.4750898140721219,-0.09342208369340876,-0.06196409582436793,0.5233567664727288,1.2955934766246018,0.7341215421312568,-0.13181184715631863,0.30108591349438624,-0.02796349700472438,0.29442442151691284,0.06216708214102534,0.37147943637324277,0.2605634344947723,0.4713074741229033,0.26111050954700155,0.44820032504818325,-0.07021503706445217,0.5458049115604962,1.309328464350118,0.9276210049027489,-0.14343621371808063,0.32030429937626403,0.10528336628711224,0.39971657924973275,0.19912125302038045,0.4770798877039972,0.2605634344947723,0.4783440007629722,0.2582470213982771,0.4534876947722214,-1.5796671053785776,-1.325179451902661,,-0.9426034846936648,-0.5458041270623094,1.3395139721686091,-0.5458041270623094,1.0454759900408581
221,-0.3854782678235379,0.07798224868876866,-0.29771305780968366,-0.31123059946350623,0.47289145582956854,-0.09781897140382824,-0.42666290555277353,0.5371451183426593,0.5866677984026489,,,,,-0.5619777879460378,-0.3212451278806695,-0.3692260950731522,-0.13821687323479961,-0.32897386634004433,0.4751113133680494,-0.09074268639974219,-0.46311327052042184,0.5320338144079361,0.5894570448307497,,,,,-0.5619777879460378,-0.32455666432502234,-0.37367221428148506,-0.14464555163200501,0.6323514026132043,-0.6648325177669753,,0.7111925935014881,-0.4751116613487429,0.9716953603128682,-0.4751116613487429,1.044690412173524
222,0.05629918242258772,-0.03328413918353499,-0.7137671517606553,-0.731176257443478,-0.5255527923640322,0.4213536039309047,2.4858705318573526,0.2639333351066286,-0.2392792718200583,0.49740444071548506,0.47972651175062875,0.6849659872848521,0.6373554025216464,0.40667267561794546,0.15288629148224273,0.49671776093884473,0.2311496050876103,-0.7539561707493129,-0.5402396852727056,0.4309424649508132,0.2843297723019506,0.24426329487894421,-0.2686669494989631,0.5755441958842664,0.5277597129478506,0.763173909652927,0.6813828934345653,0.40667267561794546,0.15080520337317588,0.4944458287162534,0.2271655051311065,-1.5796671053785776,,,1.2369188766037238,0.5402217087602887,0.8037616068608628,0.540221708760288,1.0404904673457451
223,1.0804909103394604,-0.03328413918353499,-0.7137671517606553,-0.731176257443478,-0.5255527923640322,0.4213536039309047,3.473047254440661,0.2639333351066286,-0.2392792718200583,0.49740444071548506,0.47972651175062875,0.6849659872848521,0.6373554025216464,0.40667267561794546,0.15288629148224273,0.49671776093884473,0.2311496050876103,-0.7539561707493129,-0.5402396852727056,0.4309424649508132,1.3383671780293698,0.24426329487894421,-0.2686669494989631,0.5755441958842664,0.5277597129478506,0.763173909652927,0.6813828934345653,0.40667267561794546,0.15080520337317588,0.4944458287162534,0.2271655051311065,-1.5796671053785776,,,1.2369188766037238,0.5402217087602887,0.7342133801925533,0.540221708760288,1.0396777819678396
227,0.05629918242258772,0.13867947084668542,0.25244671902369625,0.24407509956810544,0.7359519384320442,-0.7655411549397362,-0.8715213187833866,0.5371451183426593,0.7697706049346139,,,,,-0.6893303149654145,-0.3263732747817699,-0.4943361848351819,-0.1430434325648263,0.23299192885650766,0.7426262238866701,-0.7616963633220317,-0.2555063807951355,0.5320338144079361,0.7796930991481571,,,,,-0.6893303149654145,-0.32969811960342044,-0.4990964268669023,-0.1495040545832681,0.6323514026132043,1.477257021382141,,0.9702555672131367,-0.7426217403989627,0.8642863023223079,-0.7426217403989627,1.0331279895090322
228,-0.3854782678235379,0.13867947084668542,0.25244671902369625,0.24407509956810544,0.7359519384320442,-0.7655411549397362,-0.423243020546751,0.5371451183426593,0.7697706049346139,,,,,0.010384858598964227,0.3291963978916274,0.19305832724367308,0.4739720276290594,0.23299192885650766,0.7426262238866701,-0.7616963633220317,-0.25545118842709585,0.5320338144079361,0.7796930991481571,,,,,0.010384858598964227,0.32757286325416346,0.19002397562835321,0.4715949994939071,0.6323514026132043,-0.6648325177669753,,0.2906148159435786,-0.7426217403989627,0.8945246343835823,-0.7426217403989627,1.0331153951932164
230,-0.3854782678235379,0.2995002798681314,-0.47114874120903305,0.24460105310865252,0.16539014440361263,-0.6695392619918683,1.4615684246193557,0.09069281864201241,0.1585960785135901,,,,,0.06069743999122255,0.12866443761958507,-0.245683362283926,-0.15295372538497162,0.09113310055301724,0.040466359970809794,-0.4703074362857338,0.7220997176908681,-0.12157393155334546,-0.028715855835696927,0.08427234384984536,0.21883335351092525,0.18232446316728512,0.3052327425939802,0.06069743999122255,0.0743363069611568,-0.249819293943784,-0.20879224017592873,-1.5796671053785776,,0.3276693775800751,0.9702555672131367,-0.04047424336740795,1.39148153543921,-0.04047424336740795,1.0252127488617626
231,-0.3854782678235379,0.49340882505015193,-0.026477650524659547,0.08992511328540947,0.8270340510428534,1.2249976249042775,-0.636068215358859,0.30908823496700877,0.723834277561817,,,,,0.3571766751412272,0.6936459760561481,0.408816165964563,0.7048513530565101,0.0772528090627892,0.835482613602723,1.238105014120825,-0.06698065761327336,0.2921731664031583,0.7322972115132423,,,,,0.3571766751412272,0.693067509042886,0.4063235329396135,0.7040961525719889,0.6323514026132043,-0.24239183631650835,,0.43538668694040245,-0.8354765433785069,1.031477683735928,-0.8354765433785069,1.0222646380651286
232,-0.3854782678235379,0.4939840325634417,0.26019826740105123,0.26268314322698133,0.974159355096893,0.9869794382987925,-0.636068215358859,0.5226950515427593,0.9286469043154834,,,,,0.16279483593260546,0.5753921535586274,0.3342316025579236,0.6980116065041627,0.2518233854288471,0.9848674191319254,0.9993053802931106,-0.06502899091334646,0.5168140298774322,0.9447591133570937,,,,,0.16279483593260546,0.5744076198243956,0.3315517047513487,0.697117417904181,0.6323514026132043,0.5477934764828729,,-1.1519494593092179,-0.9848586867292024,0.8555309972934031,-0.9848586867292024,1.0148819788351615
235,-0.3854782678235379,0.07798224868876866,-0.29771305780968366,-0.31123059946350623,0.47289145582956854,-0.09781897140382824,-0.5477928167329047,0.5371451183426593,0.5866677984026489,,,,,0.439637641308088,0.6171777092538935,0.6147527798961004,0.7450170877716619,-0.32897386634004433,0.4751113133680494,-0.09074268639974219,-0.46311327052042184,0.5320338144079361,0.5894570448307497,,,,,0.439637641308088,0.6163015330716766,0.6127772066121366,0.7444339173614788,0.6323514026132043,-0.6648325177669753,,0.33691805668991104,-0.4751116613487429,0.9088276306955344,-0.4751116613487429,1.0124485011303064
236,-0.3854782678235379,0.07798224868876866,-0.29771305780968366,-0.31123059946350623,0.47289145582956854,-0.09781897140382824,-0.5477928167329047,0.5371451183426593,0.5866677984026489,,,,,0.439637641308088,0.6171777092538935,0.6147527798961004,0.7450170877716619,-0.32897386634004433,0.4751113133680494,-0.09074268639974219,-0.46311327052042184,0.5320338144079361,0.5894570448307497,,,,,0.439637641308088,0.6163015330716766,0.6127772066121366,0.7444339173614788,0.6323514026132043,-0.6648325177669753,,0.33691805668991104,-0.4751116613487429,0.9088276306955344,-0.4751116613487429,1.0124485011303064
238,-0.3854782678235379,-0.030802482446359466,-0.6745653282034637,-0.6916077594354292,-0.5484900892196604,0.36441454705616266,2.4858705318573526,0.230632976622154,-0.2712090129319613,0.4514876102589748,0.42561359239981966,0.6308272806859033,0.5778056027378892,0.3415188931338495,0.08188693741552662,0.4222717204402657,0.15495509740528182,-0.7139131053051736,-0.5635653815352832,0.3737278470864045,0.3386480083595582,0.2091884480034704,-0.3018405970227346,0.5304372213618197,0.47515627887207607,0.7095237192050979,0.622913023688001,0.3415188931338495,0.07962159440697397,0.4198128712353917,0.15046671928139785,-1.5796671053785776,,,1.2369188766037238,0.5635458522947655,0.7707707344323549,0.5635458522947647,1.0046903461503855
239,-0.3854782678235379,-0.030802482446359466,-0.6745653282034637,-0.6916077594354292,-0.5484900892196604,0.36441454705616266,2.4858705318573526,0.230632976622154,-0.2712090129319613,0.4514876102589748,0.42561359239981966,0.6308272806859033,0.5778056027378892,0.3415188931338495,0.08188693741552662,0.4222717204402657,0.15495509740528182,-0.7139131053051736,-0.5635653815352832,0.3737278470864045,0.3386480083595582,0.2091884480034704,-0.3018405970227346,0.5304372213618197,0.47515627887207607,0.7095237192050979,0.622913023688001,0.3415188931338495,0.07962159440697397,0.4198128712353917,0.15046671928139785,-1.5796671053785776,,,1.2369188766037238,0.5635458522947655,0.7707707344323549,0.5635458522947647,1.0046903461503855
240,-1.1407018083655556,0.4147155919194195,0.49299237455476813,0.4868707000799069,1.8720848472568397,-0.663497836042654,-0.5477928167329047,0.5371451183426593,1.5605740055104,,,,,0.2566029306622071,1.053054494051315,0.4349409645012701,1.155259852454278,0.47869951469576566,1.8979973782109538,-0.6591591978548175,0.005995846594825305,0.5320338144079361,1.6013043104436155,,,,,0.2566029306622071,1.053309489190679,0.43251392487084533,1.1573917920414933,0.6323514026132043,-0.815608122850786,,-0.6516934621764754,-1.897972239969419,0.8073978464147261,-1.897972239969419,1.0016718547375503
241,-1.1407018083655556,0.4147155919194195,0.49299237455476813,0.4868707000799069,1.8720848472568397,-0.663497836042654,-0.5477928167329047,0.5371451183426593,1.5605740055104,,,,,0.2566029306622071,1.053054494051315,0.4349409645012701,1.155259852454278,0.47869951469576566,1.8979973782109538,-0.6591591978548175,0.005995846594825305,0.5320338144079361,1.6013043104436155,,,,,0.2566029306622071,1.053309489190679,0.43251392487084533,1.1573917920414933,0.6323514026132043,-0.815608122850786,,-0.6516934621764754,-1.897972239969419,0.8073978464147261,-1.897972239969419,1.0016718547375503
242,-0.3854782678235379,-0.05387736055324024,-1.1846289285274834,-1.2064422421720544,-0.337373782263636,1.2371283392185133,0.5953495793592951,0.5371451183426593,0.022684042034521665,,,,,-0.5172765078700557,-0.6310852398726172,-0.32531192003732556,-0.4298352126061512,-1.2349222899582977,-0.34887422227930526,1.2506652054520562,-0.914241499813269,0.5320338144079361,0.0035018290550021453,,,,,-0.5172765078700557,-0.635200861923694,-0.3296477807950793,-0.4381939088776862,-1.5796671053785776,1.8125670533270164,,2.0544914789442865,0.34885947911707166,0.9404338142252336,0.34885947911707094,1.0009339073088932
244,1.5667462609978242,-0.013207610956992294,-0.8128963028718473,-0.8312326135606977,-0.6636054483056518,0.7248200189680161,2.0469473467820847,0.06350078884232926,-0.431460652128156,0.4762537000148027,0.41262290945621927,0.6178304070956223,0.528511102922147,0.3766607879225396,0.06484239225059567,0.40439974235950815,0.09188233883101062,-0.8281545168223523,-0.5816638635752389,0.5978756608375232,0.2360471756360563,0.1819710337190234,-0.32758257101396054,0.5213178692386874,0.46028863545647036,0.6943602243730181,0.6028397639536597,0.3766607879225396,0.10488596132124252,0.40189602070489866,0.12699883014669175,-1.5796671053785776,2.5703177667223582,,2.037521332791266,0.5816449459339924,1.1952763377716413,0.5816449459339916,0.996615652946886
247,-0.3854782678235379,0.15299647748367098,0.2182926815701735,0.20960160215605406,0.47289145582956854,-0.6832202614114322,-0.8172281714913293,0.5371451183426593,0.5866677984026489,,,,,0.25573102490885463,0.4448738851627419,0.4340844113600093,0.5828464936359972,0.19810497123991225,0.4751113133680494,-0.6789770714335159,-0.21317051868991554,0.5320338144079361,0.5894570448307497,,,,,0.25573102490885463,0.44355055246471925,0.4316552211205359,0.5811900294609319,0.6323514026132043,-0.6648325177669753,,-0.011002416039844908,-0.4751116613487429,0.7487274549412303,-0.4751116613487429,0.9795717460370731
249,-0.3854782678235379,0.291689808005245,0.9666375661774826,0.9649461343490141,0.7573572018385282,-1.3609272712976868,-0.5128964807951818,0.5371451183426593,0.7846697025318989,,,,,0.16901561058021647,0.4871106736197644,0.34889589155343453,0.6225993262535379,0.9625087787668727,0.7643939446334852,-1.359963897049053,0.033604477095379434,0.5320338144079361,0.7951726299837627,,,,,0.16901561058021647,0.4858969522740428,0.3462528124228833,0.621205958280421,0.6323514026132043,0.6661344821626445,,-0.24770237320671176,-0.7643891175876186,0.7680740690597783,-0.7643891175876186,0.9758383174516035
