elev_m,ave_nbp_deg_c,overall_ave_mw,storage_ave_vap_mw,storage_shi,storage_temp_deg_c,storage_vapor_mol_composition,storage_shi_times_vapor_mol_composition,storage_total_vapor_moles,storage_shi_times_total_vapor_moles,storage_component_vapor_moles,storage_shi_times_component_vapor_moles,storage_total_moles,storage_shi_times_total_moles,storage_component_total_moles,storage_shi_times_component_total_moles,discharge_ave_vap_mw,discharge_shi,discharge_temp_deg_c,discharge_vapor_mol_composition,discharge_shi_times_vapor_mol_composition,discharge_total_vapor_moles,discharge_shi_times_total_vapor_moles,discharge_component_vapor_moles,discharge_shi_times_component_vapor_moles,discharge_total_moles,discharge_shi_times_total_moles,discharge_component_total_moles,discharge_shi_times_component_total_moles,release_duration_sec,conc_low_ppm,area_conc_low_m2,conc_high_ppm,catastrophic_release_01,discharge_diameter,release_orientation,pressure_psig,area_conc_high_m2
4,-192.117658,33.43463608,33.43463608,0.000676,21.1,0.338,0.000228488,2392.728302,1.617484332,808.7421659,0.546709704,2392.728302,1.617484332,808.7421659,0.546709704,32.76218691,0.000592149,-16.8858315,0.296074538,0.00017532,2248.77906,1.331612442,665.8062212,0.394256539,2392.728302,1.416851853,808.7421659,0.478895926,3600,1688.763929,271.2984395,16887.63929,0,1,0,50,4.297006131
1,64.53819182,32.03936319,32.04137244,0.000199993,30,0.99996524,0.000199986,0,0,0,0,2449494953,489881.9617,2449058929,489794.7599,32.04137248,0.000199993,29.98733772,0.999965243,0.000199986,0,0,0,0,2449494953,489881.9632,2449058929,489794.7614,3600,5000.17379,1443.330393,50001.7379,0,1,0,5.8,4.345352897
0,244.7299526,124.5833094,124.5833094,0.004788818,250,0.79572482,0.003810581,0.240802722,0.00115316,0.191612703,0.000917598,0.240802722,0.00115316,0.191612703,0.000917598,124.5833094,0.004788818,248.4672175,0.79572482,0.003810581,0.240802722,0.00115316,0.191612703,0.000917598,0.240802722,0.00115316,0.191612703,0.000917598,3600,208.8198089,37.55852158,2088.198089,0,1,0,1,4.444784252
1,-33.40243422,17.03052,17.03052,0.000666667,10,1,0.000666667,5.871811313,0.003914541,5.871811313,0.003914541,5.871811313,0.003914541,5.871811313,0.003914541,17.03052,0.000666667,-23.43141523,1,0.000666667,5.871811313,0.003914541,5.871811313,0.003914541,5.871811313,0.003914541,5.871811313,0.003914541,3600,1500,243.2658722,15000,0,1,0,10,4.806633429
2,-250.9087918,12.09438605,12.09438605,0.000369148,732,0.006525179,2.41E-06,992.1958795,0.366266825,6.474256092,0.002389957,992.1958795,0.366266825,6.474256092,0.002389957,12.09438605,0.000369148,459.6599358,0.006525179,2.41E-06,992.1958795,0.366266825,6.474256092,0.002389957,992.1958795,0.366266825,6.474256092,0.002389957,3600,2708.942799,163.3014583,27089.42799,0,1,0,250,4.856298187
3,-191.5258849,28.0101,28.0101,0.002,20,1,0.002,18304258.25,36608.5165,18304258.25,36608.5165,18304258.25,36608.5165,18304258.25,36608.5165,28.0101,0.002,-77.02537156,1,0.002,18304258.25,36608.5165,18304258.25,36608.5165,18304258.25,36608.5165,18304258.25,36608.5165,3600,500,196.4678049,5000,0,0.33,0,50,4.916046842
2,61.23468886,33.44669213,42.34755045,0.000176441,178,0.044110341,7.78E-06,0,0,0,0,275.0645704,0.048532768,31.98213172,0.005642971,50.52683744,0.00014375,60.99384062,0.646876334,9.30E-05,0,0,0,0,275.0645704,0.039540614,65.87628447,0.009469735,3600,6956.507394,833.2318795,69565.07394,0,1,0,252,4.944686005
1,64.53476094,32.04186,32.04186,0.0002,80,1,0.0002,0,0,0,0,1830.037993,0.366007599,1830.037993,0.366007599,32.04186,0.0002,64.53476023,1,0.0002,0,0,0,0,1830.037993,0.366007599,1830.037993,0.366007599,3600,5000,2076.802721,50000,0,1,0,17,5.051645424
3,10.34262908,44.05256,44.05256,0.002,21.1,1,0.002,118.5629167,0.237125833,118.5629167,0.237125833,118.5629167,0.237125833,118.5629167,0.237125833,44.05256,0.002,10.35384757,1,0.002,118.5629167,0.237125833,118.5629167,0.237125833,118.5629167,0.237125833,118.5629167,0.237125833,3600,500,6846.801289,5000,0,2,3,3.32,5.189257718
3,10.34262908,44.05256,44.05256,0.002,21.1,1,0.002,118.5629167,0.237125833,118.5629167,0.237125833,118.5629167,0.237125833,118.5629167,0.237125833,44.05256,0.002,10.35384757,1,0.002,118.5629167,0.237125833,118.5629167,0.237125833,118.5629167,0.237125833,118.5629167,0.237125833,3600,500,6846.801289,5000,0,2,3,3.32,5.189257718
3,10.34262908,44.05256,44.05256,0.002,21.1,1,0.002,118.5629167,0.237125833,118.5629167,0.237125833,118.5629167,0.237125833,118.5629167,0.237125833,44.05256,0.002,10.35384757,1,0.002,118.5629167,0.237125833,118.5629167,0.237125833,118.5629167,0.237125833,118.5629167,0.237125833,3600,500,6846.801289,5000,0,2,3,3.32,5.189257718
3,64.53476094,32.04186,32.04186,0.0002,20,1,0.0002,0,0,0,0,7437.551998,1.4875104,7437.551998,1.4875104,32.04186,0.0002,19.95637643,1,0.0002,0,0,0,0,7437.551998,1.4875104,7437.551998,1.4875104,3600,5000,973.7987773,50000,0,2,0,43.51,5.378535183
0.5,31.7874635,60.05196,60.05196,0.000222222,15,1,0.000222222,0,0,0,0,432.9583914,0.096212976,432.9583914,0.096212976,60.05196,0.000222222,14.89510675,1,0.000222222,0,0,0,0,432.9583914,0.096212976,432.9583914,0.096212976,3600,4500,3149.01092,45000,0,0.5,0,58,5.42132511
5,64.53476094,32.04186,32.04186,0.0002,321.7,1,0.0002,131.3282063,0.026265641,131.3282063,0.026265641,131.3282063,0.026265641,131.3282063,0.026265641,32.04186,0.0002,321.1934105,1,0.0002,131.3282063,0.026265641,131.3282063,0.026265641,131.3282063,0.026265641,131.3282063,0.026265641,3600,5000,42.85947567,50000,0,4,0,0.1,5.613145138
4,64.53476094,32.04186,32.04186,0.0002,118,1,0.0002,0,0,0,0,257.1635979,0.05143272,257.1635979,0.05143272,32.04186,0.0002,64.53476023,1,0.0002,0,0,0,0,257.1635979,0.05143272,257.1635979,0.05143272,3600,5000,1933.097553,50000,0,1,0,34,5.879216997
0,83.67299464,98.95916,98.95916,0.003333333,100,1,0.003333333,0,0,0,0,251.0076817,0.836692272,251.0076817,0.836692272,98.95916,0.003333333,83.67299421,1,0.003333333,0,0,0,0,251.0076817,0.836692272,251.0076817,0.836692272,3600,300,149483.2371,3000,0,0.59,6,188,5.997855416
0,83.67299464,98.95916,98.95916,0.003333333,100,1,0.003333333,0,0,0,0,741.613605,2.47204535,741.613605,2.47204535,98.95916,0.003333333,83.67299421,1,0.003333333,0,0,0,0,741.613605,2.47204535,741.613605,2.47204535,3600,300,150102.8813,3000,0,0.59,6,188,5.998460712
4,-251.3305654,10.65487832,10.50499321,0.000620972,-20,0.31048583,0.000192803,9355.155129,5.809286206,2904.643103,1.803701048,9385.372315,5.828050223,2904.736923,1.803759308,10.31285326,0.000623376,-128.2327054,0.31168781,0.000194299,9318.207099,5.808743131,2904.371566,1.810514427,9385.372315,5.85061229,2904.736923,1.810742182,3600,1604.169248,361.5296311,16041.69248,0,0.3,0,290,6.017345613
2,61.23468886,33.44669213,46.0582709,0.000157094,121,0.039273518,6.17E-06,0,0,0,0,627.8647802,0.098633835,73.00269197,0.01146829,50.52683744,0.00014375,60.99384062,0.646876334,9.30E-05,0,0,0,0,627.8647802,0.090255748,150.3697798,0.0216157,3600,6956.507394,855.7859294,69565.07394,0,1,0,145,6.086963317
3,64.53476094,32.04186,32.04186,0.0002,20,1,0.0002,0,0,0,0,312091.745,62.418349,312091.745,62.418349,32.04186,0.0002,19.92781697,1,0.0002,0,0,0,0,312091.745,62.418349,312091.745,62.418349,3600,5000,98.59870853,50000,0,0.8,0,71.9,6.186630995
2,-252.5714779,3.528740859,3.528740859,9.83E-05,35,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,9.83E-05,-118.762426,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3600,10176.54343,359.1466111,101765.4343,0,0.6,0,1399,6.264756586
2,-252.5714779,3.528740859,3.528740859,9.83E-05,35,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,9.83E-05,-118.762426,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3600,10176.54343,359.1466111,101765.4343,0,0.6,0,1399,6.264756586
6,58.67898419,33.31890508,54.54097223,0.000190739,59,0.858324386,0.000163716,0,0,0,0,3001.299105,0.572464047,1032.439241,0.196926173,54.56386111,0.000190865,58.67898249,0.858894386,0.000163933,0,0,0,0,3001.299105,0.572844212,1032.439241,0.197056949,3600,5239.293761,10680.44979,52392.93761,0,1,0,48,6.270315365
3,7.073402534,45.08368,45.08368,0.002857143,7.5,1,0.002857143,0.887239019,0.002534969,0.887239019,0.002534969,0.887239019,0.002534969,0.887239019,0.002534969,45.08368,0.002857143,7.25904165,1,0.002857143,0.887239019,0.002534969,0.887239019,0.002534969,0.887239019,0.002534969,0.887239019,0.002534969,3600,350,1133.97384,3500,0,3,0,220,6.72352263
1.5,-11.21036425,17.65511491,17.0611904,0.000645903,26.7,0.968854845,0.000625786,0.051475827,3.32E-05,0.049872604,3.22E-05,0.165666387,0.000107004,0.060590651,3.91E-05,17.12502929,0.000602685,46.25925134,0.904028105,0.000544845,0.061264514,3.69E-05,0.055384842,3.34E-05,0.165666387,9.98E-05,0.060590651,3.65E-05,3600,1659.24045,389.4848275,16592.4045,0,3,0,0.1,6.74432412
3,64.53476094,32.04186,32.04186,0.0002,100,1,0.0002,0,0,0,0,312091.745,62.418349,312091.745,62.418349,32.04186,0.0002,64.53476023,1,0.0002,0,0,0,0,312091.745,62.418349,312091.745,62.418349,3600,5000,433.5954271,50000,0,0.8,0,71.9,6.84371992
1,10.34262908,44.05256,44.05256,0.002,25,1,0.002,0.023608423,4.72E-05,0.023608423,4.72E-05,0.023608423,4.72E-05,0.023608423,4.72E-05,44.05256,0.002,23.33404107,1,0.002,0.023608423,4.72E-05,0.023608423,4.72E-05,0.023608423,4.72E-05,0.023608423,4.72E-05,3600,500,332.0964728,5000,0,0.07401575,0,0.471372649,7.486399144
1,56.12414792,33.41045371,53.98986753,0.00017504,56,0.787680087,0.000137876,0,0,0,0,2993.075187,0.523907938,1022.21707,0.178928896,53.99379995,0.000175053,55.93008981,0.787736828,0.000137895,0,0,0,0,2993.075187,0.523945679,1022.21707,0.178941785,3600,5712.567751,198.8013695,57125.67751,0,1,0,17.4,7.600330818
1,64.53476094,32.04186,32.04186,0.0002,80,1,0.0002,0,0,0,0,1830.037993,0.366007599,1830.037993,0.366007599,32.04186,0.0002,64.53476023,1,0.0002,0,0,0,0,1830.037993,0.366007599,1830.037993,0.366007599,3600,5000,2712.974899,50000,0,1,0,36,7.612134512
1,64.53476094,32.04186,32.04186,0.0002,25,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,32.04186,0.0002,24.94738452,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,3600,5000,2099.491204,50000,0,1,0,50,7.775404356
1,64.53476094,32.04186,32.04186,0.0002,25,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,32.04186,0.0002,24.94738452,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,3600,5000,2099.491204,50000,0,1,0,50,7.775404356
6,64.53476094,32.04186,32.04186,0.0002,25,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,32.04186,0.0002,24.94738452,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,3600,5000,6281.224897,50000,0,1,0,100,7.813085954
1,64.53476094,32.04186,32.04186,0.0002,25,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,32.04186,0.0002,24.94738452,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,3600,5000,2065.734396,50000,0,1,0,50,7.819012522
1,64.53476094,32.04186,32.04186,0.0002,25,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,32.04186,0.0002,24.94738452,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,3600,5000,2065.734396,50000,0,1,0,50,7.819012522
1,64.53476094,32.04186,32.04186,0.0002,25,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,32.04186,0.0002,24.94738452,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,3600,5000,2065.734396,50000,0,1,0,100,7.819012522
1,64.53476094,32.04186,32.04186,0.0002,25,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,32.04186,0.0002,24.94738452,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,3600,5000,2065.734396,50000,0,1,0,50,7.819012522
1,64.53476094,32.04186,32.04186,0.0002,25,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,32.04186,0.0002,24.94738452,1,0.0002,0,0,0,0,31.2091745,0.006241835,31.2091745,0.006241835,3600,5000,2065.734396,50000,0,1,0,50,7.819012522
6,64.14517189,33.35438532,46.05770536,0.000165831,121,0.041457661,6.87E-06,0,0,0,0,626.4843378,0.103890302,73.37490387,0.012167808,50.74885301,0.000157926,64.14517294,0.710667193,0.000112233,1.95E-05,3.09E-09,1.39E-05,2.19E-09,626.4843378,0.098938192,151.1364559,0.023868382,3600,6332.077866,1017.96406,63320.77866,0,1,0,66,7.843838246
3,158.1411806,75.10966,75.10966,0.005731287,25,1,0.005731287,0,0,0,0,998.5400014,5.722919146,998.5400014,5.722919146,75.10966,0.005731287,24.99277208,1,0.005731287,0,0,0,0,998.5400014,5.722919146,998.5400014,5.722919146,3600,174.4808857,84.78915725,1744.808857,0,2,0,10,8.027638624
3,158.1411806,75.10966,75.10966,0.005731287,25,1,0.005731287,0,0,0,0,998.5400014,5.722919146,998.5400014,5.722919146,75.10966,0.005731287,24.99277208,1,0.005731287,0,0,0,0,998.5400014,5.722919146,998.5400014,5.722919146,3600,174.4808857,84.78915725,1744.808857,0,2,0,10,8.027638624
0,16.77439119,45.08368,45.08368,0.001666667,25,1,0.001666667,0,0,0,0,5.855777523,0.009759629,5.855777523,0.009759629,45.08368,0.001666667,16.77439072,1,0.001666667,0,0,0,0,5.855777523,0.009759629,5.855777523,0.009759629,3600,600,155.2494651,6000,0,0.1,0,200,8.050843016
2,57.95175323,35.93598278,39.61462002,0.000145928,94,0.729641807,0.000106475,0,0,0,0,414.657797,0.060510333,357.009721,0.052097844,41.54860952,0.000132119,57.95175201,0.66059566,8.73E-05,0,0,0,0,414.657797,0.054784228,357.009721,0.047167814,3600,7568.92651,1077.07165,75689.2651,0,1,0,905,8.138511343
0.8,100.6673005,35.5855162,40.23731345,0.003165255,0,0.791313862,0.002504711,0,0,0,0,8289.469305,26.23828789,4960.672498,15.70179566,40.23739,0.003165267,-0.001163579,0.79131664,0.002504728,0,0,0,0,8289.469305,26.23837998,4960.672498,15.70185077,3600,315.9291584,430.5793988,3159.291584,0,1,0,1,8.329110714
5,78.58068048,27.17970368,29.85377316,0.000205559,88,0.051389709,1.06E-05,0,0,0,0,794.7106507,0.163359797,84.47454357,0.017364489,29.97649111,0.000210573,78.58068309,0.052643253,1.11E-05,0.000135706,2.86E-08,7.14E-06,1.50E-09,794.7106507,0.167344617,84.47454357,0.017788059,3600,4748.946609,367.3832138,47489.46609,0,1,0,17.4,8.957612197
4,-252.5844526,3.435864244,3.435864244,9.11E-05,40,0.045525225,4.15E-06,29104.75878,2.650001397,1325.000698,0.12064191,29104.75878,2.650001397,1325.000698,0.12064191,3.435864244,9.11E-05,-113.6546894,0.045525225,4.15E-06,29104.75878,2.650001397,1325.000698,0.12064191,29104.75878,2.650001397,1325.000698,0.12064191,3600,10982.92205,499.2924284,109829.2205,0,1,0,834,9.007411664
0.76,64.53476094,32.04186,32.04186,0.0002,20,1,0.0002,0,0,0,0,3718.775999,0.7437552,3718.775999,0.7437552,32.04186,0.0002,19.99953353,1,0.0002,0,0,0,0,3718.775999,0.7437552,3718.775999,0.7437552,3600,5000,761.7726199,50000,0,12,0,0.4333,9.269353765
3,32.92785562,58.5173334,59.7485883,0.000219815,15,0.989169203,0.000217435,0,0,0,0,1665828.716,366.1747698,1574560.743,346.1126656,59.74943287,0.000219822,14.79573211,0.989199356,0.000217448,0,0,0,0,1665828.716,366.1859318,1574560.743,346.1232161,3600,4549.133574,10999.40303,45491.33574,0,1,0,116,9.274050215
1,55.90734046,37.25491496,41.88918727,0.000129687,90,0.648436554,8.41E-05,0,0,0,0,285.1813802,0.036984406,232.1053038,0.030101113,43.98183124,0.000114745,55.90734039,0.573726219,6.58E-05,0,0,0,0,285.1813802,0.032723207,232.1053038,0.02663298,3600,8714.958175,1602.164725,87149.58175,0,1,0,624,9.787772054
1,61.23468886,33.44669213,42.95015538,0.000266208,77,0.066551878,1.77E-05,104.0757886,0.027705757,6.926439171,0.00184387,298.9832286,0.079591581,34.76318665,0.009254221,42.25682504,0.000279688,77.86887239,0.069921901,1.96E-05,113.5648743,0.031762687,7.940671846,0.002220907,298.9832286,0.083621902,34.76318665,0.009722832,3600,3575.417687,1289.565574,35754.17687,0,2,0,17.4,9.853364281
2.61,64.53476094,32.04186,32.04186,0.0002,54,1,0.0002,0,0,0,0,617.3402075,0.123468041,617.3402075,0.123468041,32.04186,0.0002,53.88014019,1,0.0002,0,0,0,0,617.3402075,0.123468041,617.3402075,0.123468041,3600,5000,3472.422462,50000,0,1,0,85,10.20762171
1,55.90734046,37.25491496,41.88918727,0.000129687,90,0.648436554,8.41E-05,0,0,0,0,285.1813802,0.036984406,232.1053038,0.030101113,43.98183124,0.000114745,55.90734039,0.573726219,6.58E-05,0,0,0,0,285.1813802,0.032723207,232.1053038,0.02663298,3600,8714.958175,1461.432377,87149.58175,0,0.94,0,624,10.22337902
6,-252.5714779,3.528740859,3.528740859,9.83E-05,40,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,9.83E-05,-113.6529323,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3600,10176.54343,379.440607,101765.4343,0,1,0,834,10.42138432
1,-33.40243422,17.03052,17.03052,0.000666667,20,1,0.000666667,0,0,0,0,3229.496222,2.152997481,3229.496222,2.152997481,17.03052,0.000666667,-33.40243351,1,0.000666667,0,0,0,0,3229.496222,2.152997481,3229.496222,2.152997481,3600,1500,4572.524614,15000,0,0.2,0,115,10.50502973
5,-252.5714779,3.528740859,3.528740859,9.83E-05,35,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,9.83E-05,-116.3536871,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3600,10176.54343,497.1989465,101765.4343,0,1,0,834,10.6011551
5,-252.5714779,3.528740859,3.528740859,9.83E-05,35,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,9.83E-05,-116.3536871,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3600,10176.54343,497.1989465,101765.4343,0,1,0,834,10.6011551
1,213.6366285,44.83882721,24.60042431,0.000374135,20,0.243665549,9.12E-05,0,0,0,0,25.2651818,0.009452599,25.07653175,0.009382019,24.58966404,0.000373524,19.9232999,0.243267394,9.09E-05,0,0,0,0,25.2651818,0.009437153,25.07653175,0.009366688,3600,2677.203664,23.57625629,26772.03664,0,0.6,0,116,10.65311714
3,-252.5714779,3.528740859,3.528740859,9.83E-05,30,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,9.83E-05,-119.0514916,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3600,10176.54343,509.8451908,101765.4343,0,1,0,834,10.73977837
6,99.05289045,61.40973767,68.45503033,0.00061312,94,0.153279894,9.40E-05,0,0,0,0,6608.375346,4.051724302,1892.180227,1.160132742,68.46836176,0.000612975,93.8756396,0.153243764,9.39E-05,0,0,0,0,6608.375346,4.050769258,1892.180227,1.159859284,3600,1631.38775,10478.73436,16313.8775,0,0.5,0,50,10.78707059
0.1,110.6792877,92.13842,92.13842,0.00027027,37,1,0.00027027,0,0,0,0,162.7985372,0.043999605,162.7985372,0.043999605,92.13842,0.00027027,36.87295886,1,0.00027027,0,0,0,0,162.7985372,0.043999605,162.7985372,0.043999605,3600,3700,1525.097581,37000,0,2,0,80,10.93239586
1,31.7874635,60.05196,60.05196,0.000222222,15,1,0.000222222,0,0,0,0,426.5713793,0.09479364,426.5713793,0.09479364,60.05196,0.000222222,14.79084005,1,0.000222222,0,0,0,0,426.5713793,0.09479364,426.5713793,0.09479364,3600,4500,6027.089008,45000,0,0.5,0,116,11.30952056
1,-245.6483405,26.35537456,26.35537456,0.002645589,800.3,0.396838387,0.001049871,4287.550523,11.34309757,1701.464636,4.50137655,4287.550523,11.34309757,1701.464636,4.50137655,26.35537456,0.002645589,798.4335041,0.396838387,0.001049871,4287.550523,11.34309757,1701.464636,4.50137655,4287.550523,11.34309757,1701.464636,4.50137655,3600,377.987626,20.54030075,3779.87626,0,20,6,0.1,11.51377844
1,-245.6483405,26.35537456,26.35537456,0.002645589,800.3,0.396838387,0.001049871,2845.719374,7.528604583,1129.290688,2.987639303,2845.719374,7.528604583,1129.290688,2.987639303,26.35537456,0.002645589,798.4335041,0.396838387,0.001049871,2845.719374,7.528604583,1129.290688,2.987639303,2845.719374,7.528604583,1129.290688,2.987639303,3600,377.987626,20.54030075,3779.87626,0,20,6,0.1,11.51377844
0,-33.40243422,17.03052,17.03052,0.000666667,25,1,0.000666667,0,0,0,0,12.15464942,0.0081031,12.15464942,0.0081031,17.03052,0.000666667,-33.40243351,1,0.000666667,0,0,0,0,12.15464942,0.0081031,12.15464942,0.0081031,3600,1500,300.4362331,15000,0,0.1,0,200,11.65552617
0,51.87473524,37.47652833,56.68628291,0.000201309,46.3,0.905888778,0.000182363,0,0,0,0,1064.879854,0.214369491,475.6344803,0.09574932,56.68629261,0.000201309,46.2997912,0.905889009,0.000182363,0,0,0,0,1064.879854,0.214369546,475.6344803,0.095749344,3600,4967.495967,960.7098547,49674.95967,0,6,0,0.1,11.83865646
3,-249.2989782,16.3750327,16.3750327,0.000643073,250,0.321536445,0.000206771,6106.858033,3.927154848,1963.577424,1.26272341,6106.858033,3.927154848,1963.577424,1.26272341,16.32782722,0.00066158,58.99460803,0.330790105,0.000218844,5934.296641,3.926013216,1963.006608,1.298686323,6106.858033,4.040176417,1963.577424,1.299063964,3600,1511.532518,598.793112,15115.32518,0,0.6,0,377,11.87100714
3,-6.324587237,56.10632,56.10632,9.56E-05,25,1,9.56E-05,0,0,0,0,1909.357092,0.182605862,1909.357092,0.182605862,56.10632,9.56E-05,-7.08233842,1,9.56E-05,0,0,0,0,1909.357092,0.182605862,1909.357092,0.182605862,3600,10456.16536,5446.103954,104561.6536,0,2,0,120,12.04128842
3,-6.324587237,56.10632,56.10632,9.56E-05,25,1,9.56E-05,0,0,0,0,1909.357092,0.182605862,1909.357092,0.182605862,56.10632,9.56E-05,-7.08233842,1,9.56E-05,0,0,0,0,1909.357092,0.182605862,1909.357092,0.182605862,3600,10456.16536,5446.103954,104561.6536,0,2,0,120,12.04128842
1,64.53476094,32.04186,32.04186,0.0002,80,1,0.0002,0,0,0,0,1830.037993,0.366007599,1830.037993,0.366007599,32.04186,0.0002,64.53476023,1,0.0002,0,0,0,0,1830.037993,0.366007599,1830.037993,0.366007599,3600,5000,5621.79616,50000,0,2,0,17,12.21823587
2,57.95175323,35.93598278,39.57023768,0.000146245,95,0.731226319,0.000106938,0,0,0,0,413.941714,0.060537015,356.3931919,0.052120816,41.54860952,0.000132119,57.95175201,0.66059566,8.73E-05,0,0,0,0,413.941714,0.05468962,356.3931919,0.047086359,3600,7568.92651,1363.585454,75689.2651,0,1,0,905,12.38249091
0.5,32.92785562,58.5173334,59.7485883,0.000219815,15,0.989169203,0.000217435,0,0,0,0,3.331657433,0.00073235,3.149121486,0.000692225,59.74869389,0.000219816,14.97447511,0.989172973,0.000217436,0,0,0,0,3.331657433,0.000732352,3.149121486,0.000692228,3600,4549.254906,1348.802627,45492.54906,0,1,0,14.5,12.48523595
0.5,109.7227265,94.19904,94.19904,0.004,20,1,0.004,0,0,0,0,8.686637668,0.034746551,8.686637668,0.034746551,94.19904,0.004,19.99818478,1,0.004,0,0,0,0,8.686637668,0.034746551,8.686637668,0.034746551,3600,250,315.8252329,2500,0,0.3,0,1.5,12.48551594
5,125.3921953,66.87315359,61.68378291,0.003671901,100,0.917975176,0.003370714,0,0,0,0,1521.828308,5.588002432,1101.547789,4.044774099,61.68377689,0.003671902,99.99951449,0.91797545,0.003370716,0,0,0,0,1521.828308,5.588004104,1101.547789,4.04477531,3600,272.3384377,330.2587944,2723.384377,0,1,0,0.18,12.64331008
0,106.1975284,36.32140999,30.78456551,0.00121506,92,0.30376503,0.000369093,0,0,0,0,901.7235292,1.095648299,392.6821155,0.477132378,30.78461,0.001215064,91.99690784,0.303766088,0.000369095,0,0,0,0,901.7235292,1.095652117,392.6821155,0.477134041,3600,823.0016765,5295.202583,8230.016765,0,10,0,1.98,12.70186891
2,-251.1446179,12.85532524,12.85532524,0.00058856,593,0.010403583,6.12E-06,933.4652975,0.549400238,9.711384138,0.005715731,933.4652975,0.549400238,9.711384138,0.005715731,12.85532524,0.00058856,366.3839613,0.010403583,6.12E-06,933.4652975,0.549400238,9.711384138,0.005715731,933.4652975,0.549400238,9.711384138,0.005715731,3600,1699.062418,334.1162993,16990.62418,0,1,0,250,12.75893089
3,67.97090087,46.71613464,32.04585877,0.000199993,25,0.999965878,0.000199986,0,0,0,0,54.00703674,0.010801039,47.24444836,0.009448567,32.04585877,0.000199993,24.99993294,0.999965878,0.000199986,0,0,0,0,54.00703674,0.010801039,47.24444836,0.009448567,3600,5000.170615,303.7949472,50001.70615,0,18,6,0.05,13.20053639
3,-7.029410811,17.71111803,17.05632795,0.000649195,25,0.97379265,0.000632181,132.281337,0.085876396,128.8145937,0.083625803,564.6170945,0.366546651,174.392796,0.113214949,17.1019884,0.000618284,41.05946663,0.927425573,0.000573412,162.5063251,0.100475014,150.7125217,0.093183098,564.6170945,0.349093555,174.392796,0.107824226,3600,1617.38046,4872.592915,16173.8046,0,2,0,1,13.78173896
3,-7.029410811,17.71111803,17.05632795,0.000649195,25,0.97379265,0.000632181,132.281337,0.085876396,128.8145937,0.083625803,564.6170945,0.366546651,174.392796,0.113214949,17.1019884,0.000618284,41.05946663,0.927425573,0.000573412,162.5063251,0.100475014,150.7125217,0.093183098,564.6170945,0.349093555,174.392796,0.107824226,3600,1617.38046,4872.592915,16173.8046,0,2,0,1,13.78173896
6,61.23468886,33.44669213,46.0582709,0.000157094,121,0.039273518,6.17E-06,0,0,0,0,624.8749479,0.09816415,72.65506011,0.011413679,50.52683744,0.00014375,60.99384062,0.646876334,9.30E-05,0,0,0,0,624.8749479,0.089825959,149.6537332,0.021512769,3600,6956.507394,1599.774798,69565.07394,0,2,0,100,14.32339031
