elev_m,ave_nbp_deg_c,overall_ave_mw,storage_ave_vap_mw,storage_shi,storage_temp_deg_c,storage_vapor_mol_composition,storage_shi_times_vapor_mol_composition,storage_total_vapor_moles,storage_shi_times_total_vapor_moles,storage_component_vapor_moles,storage_shi_times_component_vapor_moles,storage_total_moles,storage_shi_times_total_moles,storage_component_total_moles,storage_shi_times_component_total_moles,discharge_ave_vap_mw,discharge_shi,discharge_temp_deg_c,discharge_vapor_mol_composition,discharge_shi_times_vapor_mol_composition,discharge_total_vapor_moles,discharge_shi_times_total_vapor_moles,discharge_component_vapor_moles,discharge_shi_times_component_vapor_moles,discharge_total_moles,discharge_shi_times_total_moles,discharge_component_total_moles,discharge_shi_times_component_total_moles,release_duration_sec,conc_low_ppm,area_conc_low_m2,conc_high_ppm,catastrophic_release_01,discharge_diameter,release_orientation,pressure_psig,area_conc_high_m2
1,100.3703096,37.3214985,40.65259647,0.003232699,20,0.808174832,0.002612586,0,0,0,0,980.1830639,3.168637131,675.5924546,2.183987274,40.65751568,0.003233402,19.90368461,0.808350452,0.002613722,0,0,0,0,980.1830639,3.169325692,675.5924546,2.184461865,3600,309.2718007,71815.53931,3092.718007,0,0.5,0,73,3482.651531
1,82.12346433,60.095,60.095,0.001228937,38,1,0.001228937,0,0,0,0,4913.017439,6.037786972,4913.017439,6.037786972,60.095,0.001228937,37.96609693,1,0.001228937,0,0,0,0,4913.017439,6.037786972,4913.017439,6.037786972,10,813.7116233,158864.0704,8137.116233,1,0,0,25,3558.336531
1,31.80137979,59.11026,59.11026,0.001333333,30,1,0.001333333,0,0,0,0,304.5156628,0.406020884,304.5156628,0.406020884,59.11026,0.001333333,29.86485437,1,0.001333333,0,0,0,0,304.5156628,0.406020884,304.5156628,0.406020884,3600,750,38813.59222,7500,0,0.5,0,60,3627.074113
2,-33.40243422,17.03052,17.03052,0.000666667,-24,1,0.000666667,0,0,0,0,70.46173575,0.046974491,70.46173575,0.046974491,17.03052,0.000666667,-33.40243351,1,0.000666667,0,0,0,0,70.46173575,0.046974491,70.46173575,0.046974491,3600,1500,52109.59599,15000,0,2,0,130.5,3733.480891
1,64.53476094,32.04186,32.04186,0.0002,155,1,0.0002,0,0,0,0,686.601839,0.137320368,686.601839,0.137320368,32.04186,0.0002,64.53476023,1,0.0002,0,0,0,0,686.601839,0.137320368,686.601839,0.137320368,10,5000,296825.4682,50000,1,0,6,220,3834.916346
1,100.3703096,37.3214985,40.55074735,0.003218155,22,0.804538716,0.00258913,0,0,0,0,2840.683644,9.14175989,1957.944905,6.300969921,40.55081556,0.003218165,21.99865677,0.804541151,0.002589146,0,0,0,0,2840.683644,9.141787559,1957.944905,6.300988993,10,310.7361253,246736.4368,3107.361253,1,0,0,1,3857.034913
0.1,64.53476094,32.04186,32.04186,0.0002,118.3,1,0.0002,622.8727046,0.124574541,622.8727046,0.124574541,622.8727046,0.124574541,622.8727046,0.124574541,32.04186,0.0002,64.53476023,1,0.0002,0,0,0,0,622.8727046,0.124574541,622.8727046,0.124574541,10,5000,116109.3843,50000,1,0.5,0,73.47,3907.533344
1,100.3703096,37.3214985,40.70373274,0.003240002,19,0.810000448,0.002624403,0,0,0,0,79116.35068,256.3371179,54531.04784,176.6806927,40.70379983,0.003240011,18.99868979,0.810002843,0.002624418,0,0,0,0,79116.35068,256.3378759,54531.04784,176.6812151,10,308.640892,45760.77682,3086.40892,1,0,0,1,3976.156884
2,62.41724591,20.12149783,32.87480298,0.001250002,32,0.625001144,0.000781253,0,0,0,0,397.5847159,0.496981805,20.60720415,0.025759052,32.87480602,0.001250003,31.9999275,0.625001271,0.000781253,0,0,0,0,397.5847159,0.496981906,20.60720415,0.025759058,3600,799.9983726,63220.57977,7999.983726,0,6,0,200,3986.187578
0,111.1613673,47.78648974,41.1083733,0.002197421,205,0.549355261,0.001207165,0,0,0,0,1305.849213,2.869500542,924.8274079,2.032235209,42.04030286,0.002286099,111.1613675,0.571524678,0.001306562,0,0,0,0,1305.849213,2.985300203,924.8274079,2.114246746,3600,437.4264308,35974.19802,4374.264308,0,3.38,0,225,4021.305842
1,7.073402534,45.08368,45.08368,0.002857143,20,1,0.002857143,0,0,0,0,965.9814815,2.75994709,965.9814815,2.75994709,45.08368,0.002857143,7.073404602,1,0.002857143,0,0,0,0,965.9814815,2.75994709,965.9814815,2.75994709,3600,350,61013.26209,3500,0,0.6,0,297,4134.370987
1,100.5444127,45.32104183,45.60643879,0.003940128,30,0.985031956,0.003881152,0,0,0,0,13293.03577,52.37626009,12958.62286,51.05863046,45.60680447,0.00394018,29.91687902,0.985045011,0.003881255,0,0,0,0,13293.03577,52.37695426,12958.62286,51.05930717,3600,253.7955091,73271.55384,2537.955091,0,0.5,0,50,4248.738772
1,3.078739713,59.11026,59.11026,0.002,27,1,0.002,0,0,0,0,30.78991701,0.061579834,30.78991701,0.061579834,59.11026,0.002,3.078739224,1,0.002,0,0,0,0,30.78991701,0.061579834,30.78991701,0.061579834,3600,500,60472.59177,5000,0,0.6,0,45,4376.305103
1,3.078739713,59.11026,59.11026,0.002,27,1,0.002,0,0,0,0,32.14331996,0.06428664,32.14331996,0.06428664,59.11026,0.002,3.078739224,1,0.002,0,0,0,0,32.14331996,0.06428664,32.14331996,0.06428664,3600,500,60741.78958,5000,0,0.6,0,45,4378.386974
3,126.4753296,79.75665039,74.73595748,0.003493133,196.8,0.349313301,0.001220198,0.403461747,0.001409346,0.140934555,0.000492303,4.388348787,0.015329086,2.057035925,0.0071855,75.56690711,0.003690806,127.7124523,0.369080571,0.001362205,1.633479631,0.006028856,0.602885595,0.002225134,4.388348787,0.016196543,2.057035925,0.00759212,10,270.9435494,83682.01739,2709.435494,1,0,0,70,4436.667042
5,-1.752853883,39.473048,31.97214661,0.001956509,25,0.978254461,0.001913964,0,0,0,0,481.3410913,0.94174814,385.072873,0.753398512,31.78982859,0.001965174,-1.752853326,0.982587141,0.001930955,0,0,0,0,481.3410913,0.945919133,385.072873,0.756735307,3600,508.8607201,949780.2805,5088.607201,0,2,6,50,4507.032785
1,54.59122844,35.09411469,56.88551768,0.001261151,25,0.945863404,0.001192877,0,0,0,0,2137.110472,2.695219448,888.1706831,1.120117528,56.88557271,0.001261153,24.99868407,0.945864743,0.00119288,0,0,0,0,2137.110472,2.695223264,888.1706831,1.120119114,3600,792.9252096,41470.03639,7929.252096,0,8,0,1,4542.377993
1,54.59122844,35.09411469,56.88551768,0.001261151,25,0.945863404,0.001192877,0,0,0,0,2137.110472,2.695219448,888.1706831,1.120117528,56.88557271,0.001261153,24.99868407,0.945864743,0.00119288,0,0,0,0,2137.110472,2.695223264,888.1706831,1.120119114,3600,792.9252096,41470.03639,7929.252096,0,8,0,1,4542.377993
2,-46.91298739,25.53206782,37.18162375,0.005985263,20,0.897789378,0.005373505,13.91536487,0.083287112,12.49306677,0.074774284,109.6660098,0.656379858,18.65009514,0.111625715,38.24725856,0.004743444,24.52898199,0.711516674,0.00337504,24.36151359,0.115557488,17.33362313,0.082221079,109.6660098,0.520194631,18.65009514,0.088465691,3600,210.817266,142387.0995,2108.17266,0,0.6,0,29,4650.397191
2,-46.91298739,25.53206782,37.18162375,0.005985263,20,0.897789378,0.005373505,13.91536487,0.083287112,12.49306677,0.074774284,109.6660098,0.656379858,18.65009514,0.111625715,38.24725856,0.004743444,24.52898199,0.711516674,0.00337504,24.36151359,0.115557488,17.33362313,0.082221079,109.6660098,0.520194631,18.65009514,0.088465691,3600,210.817266,142387.0995,2108.17266,0,0.6,0,29,4650.397191
1,77.45696784,73.13684,73.13684,0.003333333,27,1,0.003333333,0,0,0,0,2365.428968,7.884763228,2365.428968,7.884763228,73.13684,0.003333333,26.94704598,1,0.003333333,0,0,0,0,2365.428968,7.884763228,2365.428968,7.884763228,10,300,35286.10081,3000,1,0,0,35,4737.835173
1,77.45696784,73.13684,73.13684,0.003333333,27,1,0.003333333,0,0,0,0,2365.428968,7.884763228,2365.428968,7.884763228,73.13684,0.003333333,26.94704598,1,0.003333333,0,0,0,0,2365.428968,7.884763228,2365.428968,7.884763228,10,300,35286.10081,3000,1,0,0,35,4737.835173
1,77.45696784,73.13684,73.13684,0.003333333,27,1,0.003333333,0,0,0,0,662.5115332,2.208371777,662.5115332,2.208371777,73.13684,0.003333333,26.94704598,1,0.003333333,0,0,0,0,662.5115332,2.208371777,662.5115332,2.208371777,10,300,27230.91645,3000,1,0,6,35,4753.556551
2,55.89895786,24.95503367,55.84531114,0.001841102,31.5,0.920551151,0.001694829,0,0,0,0,100.1801894,0.184441977,16.91753682,0.031146916,55.84946583,0.001841305,31.44806923,0.920652251,0.001695201,0,0,0,0,100.1801894,0.184462234,16.91753682,0.031150337,3600,543.093225,63147.64772,5430.93225,0,0.5,0,60,4773.271414
1,49.00065371,58.07914,58.07914,0.00118773,30,1,0.00118773,0,0,0,0,87.88506023,0.104383728,87.88506023,0.104383728,58.07914,0.00118773,29.9900363,1,0.00118773,0,0,0,0,87.88506023,0.104383728,87.88506023,0.104383728,3600,841.9421488,28748.79553,8419.421488,0,3,0,5,4838.445935
1,100.5444127,45.32104183,45.60643879,0.003940128,30,0.985031956,0.003881152,0,0,0,0,13293.03577,52.37626009,12958.62286,51.05863046,45.60644718,0.003940129,29.99809381,0.985032255,0.003881154,0,0,0,0,13293.03577,52.37627601,12958.62286,51.05864598,3600,253.7987956,43800.81439,2537.987956,0,4,0,1,4868.356765
1,100.3561055,36.62878908,39.87326112,0.003121407,25,0.780351781,0.002435796,0,0,0,0,2184.074386,6.817385343,1451.363043,4.530294939,39.87423298,0.003121546,24.98191099,0.780386477,0.002436012,0,0,0,0,2184.074386,6.817688462,1451.363043,4.530496368,3600,320.3540904,80961.62435,3203.540904,0,1,0,13.3,4927.555585
5,219.1377676,198.1514209,87.47895513,0.000133935,225,0.669674995,8.97E-05,1.925142524,0.000257844,1.289219809,0.000172672,1261.661404,0.168980619,15.60458725,0.00209,86.12793037,0.000135709,221.7643636,0.678543879,9.21E-05,1.809633972,0.000245583,1.227916056,0.000166639,1261.661404,0.171218525,15.60458725,0.002117679,10,7368.720213,22335.77472,73687.20213,1,0,0,1,4984.071276
3,56.75370286,41.76391089,50.89997397,0.000911676,162.8,0.683757248,0.000623365,0,0,0,0,214.6350715,0.195677715,79.31232243,0.072307167,51.99380192,0.000880011,72.95133652,0.660008264,0.000580815,86.05673642,0.075730876,56.7981572,0.049983004,214.6350715,0.188881228,79.31232243,0.069795718,10,1136.349408,282917.9158,11363.49408,1,0,0,370,5029.583834
3,56.75370286,41.76391089,50.89997397,0.000911676,162.8,0.683757248,0.000623365,0,0,0,0,214.6350715,0.195677715,79.31232243,0.072307167,51.99380192,0.000880011,72.95133652,0.660008264,0.000580815,86.05673642,0.075730876,56.7981572,0.049983004,214.6350715,0.188881228,79.31232243,0.069795718,10,1136.349408,282917.9158,11363.49408,1,0,0,370,5029.583834
1,-252.6949751,2.533042892,2.533042892,3.98E-05,407,0.019895303,7.92E-07,6610.626315,0.263040832,131.5204158,0.005233277,6610.626315,0.263040832,131.5204158,0.005233277,2.533042892,3.98E-05,-71.53697343,0.019895303,7.92E-07,6610.626315,0.263040832,131.5204158,0.005233277,6610.626315,0.263040832,131.5204158,0.005233277,10,25131.55951,29046.90285,251315.5951,1,0,0,1000,5069.10437
6,100.2526953,31.38591604,31.2727218,0.001893216,100,0.473303928,0.000896066,0,0,0,0,2031.549929,3.846162243,969.7503538,1.835946605,31.27273017,0.001893217,99.99978515,0.473304227,0.000896068,0,0,0,0,2031.549929,3.846164671,969.7503538,1.835947764,10,528.2014949,71477.54975,5282.014949,1,2,0,0.1,5341.63312
0,65.02322324,48.71277297,55.50676897,0.001934846,32.2,0.38696924,0.000748726,0,0,0,0,62.01658858,0.119992561,16.46468217,0.031856628,55.50678877,0.001934849,32.19922959,0.386969722,0.000748728,0,0,0,0,62.01658858,0.11999271,16.46468217,0.031856667,3600,516.8363013,35098.01901,5168.363013,0,3,6,0.5,5677.667286
2,-51.27876141,21.75775947,36.32790014,0.006618583,20,0.992787471,0.006570846,13.14323851,0.086989617,13.04844252,0.086362202,91.92122942,0.608388299,18.65009514,0.123437205,34.99130765,0.006135509,41.93833677,0.920326389,0.005646671,19.1889841,0.11773419,17.66012844,0.108353882,91.92122942,0.563983554,18.65009514,0.114427831,3600,162.9856558,154977.0736,1629.856558,0,0.6,0,29,5686.222752
2,-51.27876141,21.75775947,36.32790014,0.006618583,20,0.992787471,0.006570846,13.14323851,0.086989617,13.04844252,0.086362202,91.92122942,0.608388299,18.65009514,0.123437205,34.99130765,0.006135509,41.93833677,0.920326389,0.005646671,19.1889841,0.11773419,17.66012844,0.108353882,91.92122942,0.563983554,18.65009514,0.114427831,3600,162.9856558,154977.0736,1629.856558,0,0.6,0,29,5686.222752
0,73.74368809,41.78731952,41.78731952,0.001391705,150,0.347926127,0.00048421,120.4975054,0.167696921,41.92423034,0.05834614,120.4975054,0.167696921,41.92423034,0.05834614,41.3372808,0.001327437,92.9839741,0.331859132,0.000440522,115.969303,0.153941889,38.48547222,0.051087022,120.4975054,0.15995279,41.92423034,0.055651755,10,753.3316882,453009.2628,7533.316882,1,0,0,50,5697.801913
5,41.0540371,56.34081168,58.08014536,0.001175327,168.3,0.881495103,0.001036045,0,0,0,0,141.9574863,0.166846439,97.28534437,0.114342073,59.47171832,0.00115305,53.92182917,0.86478751,0.000997143,86.7847724,0.100067183,75.05038722,0.08653685,141.9574863,0.163684081,97.28534437,0.112174868,10,867.2650697,275606.2051,8672.650697,1,0,0,400,5833.165046
1,100.5524702,45.67065301,45.83765188,0.003973146,20,0.993286494,0.003946472,0,0,0,0,1067.077216,4.239653546,1053.551444,4.18591368,45.83769885,0.003973153,19.97861252,0.993288171,0.003946486,0,0,0,0,1067.077216,4.239660704,1053.551444,4.185920748,10,251.6892955,135739.3041,2516.892955,1,0,0,13.9,5857.863631
1,100.3703096,37.3214985,40.65259647,0.003232699,20,0.808174832,0.002612586,0,0,0,0,6102.430043,19.7273215,4206.107862,13.59708206,40.65261034,0.003232701,19.99972852,0.808175327,0.002612589,0,0,0,0,6102.430043,19.72733358,4206.107862,13.59709039,3600,309.3388176,67581.47323,3093.388176,0,3.15,0,0.1,5910.511163
3,55.42954041,43.43463114,51.89181311,0.000932171,162.8,0.699128325,0.000651707,0,0,0,0,250.928803,0.233908578,97.53925968,0.090923279,53.09311249,0.000898779,71.68005274,0.674083942,0.000605852,104.4370623,0.093865795,70.39934662,0.063273425,250.928803,0.225529435,97.53925968,0.087666198,10,1112.621076,337892.7646,11126.21076,1,0,0,370,6026.776312
5.5,122.4006198,116.15828,116.15828,0.0075,35,1,0.0075,0,0,0,0,158.9242439,1.191931829,158.9242439,1.191931829,116.15828,0.0075,34.9999335,1,0.0075,0,0,0,0,158.9242439,1.191931829,158.9242439,1.191931829,3600,133.3333333,63376.21145,1333.333333,0,16,0,0.108,6144.323658
1,49.00065371,58.07914,58.07914,0.00118773,20,1,0.00118773,0,0,0,0,18331.17708,21.77249008,18331.17708,21.77249008,58.07914,0.00118773,19.97270012,1,0.00118773,0,0,0,0,18331.17708,21.77249008,18331.17708,21.77249008,3600,841.9421488,46153.11087,8419.421488,0,2,0,15,6145.269001
0,56.75370286,41.76391089,56.94108451,0.001154889,57,0.866166699,0.001000326,0,0,0,0,214.6350715,0.247879668,79.31232243,0.091596923,56.94617945,0.00115502,56.78657144,0.866264686,0.001000553,0.217683992,0.000251429,0.188571955,0.000217804,214.6350715,0.247907711,79.31232243,0.091607285,10,865.7861873,57564.27317,8657.861873,1,0,0,1,6162.66968
0,56.75370286,41.76391089,56.94108451,0.001154889,57,0.866166699,0.001000326,0,0,0,0,214.6350715,0.247879668,79.31232243,0.091596923,56.94617945,0.00115502,56.78657144,0.866264686,0.001000553,0.217683992,0.000251429,0.188571955,0.000217804,214.6350715,0.247907711,79.31232243,0.091607285,10,865.7861873,57564.27317,8657.861873,1,0,0,1,6162.66968
1,100.5444127,45.32104183,45.65025032,0.003946384,20,0.986596071,0.003893487,0,0,0,0,1074.106917,4.238838656,1047.085608,4.132202187,45.65025699,0.003946385,19.9984692,0.986596309,0.003893489,0,0,0,0,1074.106917,4.238839679,1047.085608,4.132203184,10,253.3964477,136494.4163,2533.964477,1,1,0,1,6184.752379
1,100.5444127,45.32104183,45.65025032,0.003946384,20,0.986596071,0.003893487,0,0,0,0,1074.106917,4.238838656,1047.085608,4.132202187,45.65025699,0.003946385,19.9984692,0.986596309,0.003893489,0,0,0,0,1074.106917,4.238839679,1047.085608,4.132203184,10,253.3964477,136494.4163,2533.964477,1,1,0,1,6184.752379
0.1,64.53476094,32.04186,32.04186,0.0002,118.3,1,0.0002,1245.745409,0.249149082,1245.745409,0.249149082,1245.745409,0.249149082,1245.745409,0.249149082,32.04186,0.0002,64.53476023,1,0.0002,0,0,0,0,1245.745409,0.249149082,1245.745409,0.249149082,10,5000,220058.2363,50000,1,0.5,0,73.47,6224.839343
1,100.3703096,37.3214985,40.55074735,0.003218155,22,0.804538716,0.00258913,0,0,0,0,3566.636131,11.47798742,2458.308603,7.91121779,40.55081556,0.003218165,21.99865677,0.804541151,0.002589146,0,0,0,0,3566.636131,11.47802216,2458.308603,7.911241735,10,310.7361253,310730.0347,3107.361253,1,0,0,1,6346.562973
4,-33.40243422,17.03052,17.03052,0.000666667,-20,1,0.000666667,0,0,0,0,170.2825281,0.113521685,170.2825281,0.113521685,17.03052,0.000666667,-33.40243351,1,0.000666667,0,0,0,0,170.2825281,0.113521685,170.2825281,0.113521685,3600,1500,115804.9538,15000,0,0.5,0,290,6403.722277
1,47.60062885,26.32078338,43.65090747,0.001578447,29,0.947068444,0.001494898,0,0,0,0,3745.481226,5.912045126,1149.240701,1.814016004,43.65099364,0.001578453,28.99701458,0.947071627,0.001494908,0,0,0,0,3745.481226,5.912065,1149.240701,1.814022102,10,633.5318075,215849.935,6335.318075,1,0,0,3.2,6777.948436
3.84,-26.72749077,22.48520876,22.48520876,0.000465205,371,0.697808192,0.000324624,646.2915313,0.30065835,450.9875247,0.209801859,646.2915313,0.30065835,450.9875247,0.209801859,22.48520876,0.000465205,115.5577456,0.697808192,0.000324624,646.2915313,0.30065835,450.9875247,0.209801859,646.2915313,0.30065835,450.9875247,0.209801859,10,2149.587835,41732.32592,21495.87835,1,0,0,315,6786.673971
1,7.073402534,45.08368,45.08368,0.002857143,20,1,0.002857143,0,0,0,0,3992.575584,11.40735881,3992.575584,11.40735881,45.08368,0.002857143,7.073404602,1,0.002857143,0,0,0,0,3992.575584,11.40735881,3992.575584,11.40735881,3600,350,62650.359,3500,0,0.5,0,30,6928.554574
1,82.12346433,60.095,60.095,0.001228937,38,1,0.001228937,0,0,0,0,4913.017439,6.037786972,4913.017439,6.037786972,60.095,0.001228937,37.9322736,1,0.001228937,0,0,0,0,4913.017439,6.037786972,4913.017439,6.037786972,10,813.7116233,243362.3521,8137.116233,1,0,0,50,7057.703801
0.1,-191.5258849,28.0101,28.0101,0.002,288,1,0.002,64.8337564,0.129667513,64.8337564,0.129667513,64.8337564,0.129667513,64.8337564,0.129667513,28.0101,0.002,-104.8423666,1,0.002,64.8337564,0.129667513,64.8337564,0.129667513,64.8337564,0.129667513,64.8337564,0.129667513,10,500,411878.6855,5000,1,0,6,1000,7174.446816
1,3.078739713,59.11026,59.11026,0.002,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,0.002,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,500,114676.9233,5000,0,0.5,0,232,7560.766987
1,3.078739713,59.11026,59.11026,0.002,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,0.002,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,500,114676.9233,5000,0,0.5,0,232,7560.766987
1,3.078739713,59.11026,59.11026,0.002,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,0.002,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,500,114676.9233,5000,0,0.5,0,232,7560.766987
1,3.078739713,59.11026,59.11026,0.002,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,0.002,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,500,114676.9233,5000,0,0.5,0,232,7560.766987
1,3.078739713,59.11026,59.11026,0.002,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,0.002,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,500,114676.9233,5000,0,0.5,0,232,7560.766987
1,3.078739713,59.11026,59.11026,0.002,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,0.002,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,500,114676.9233,5000,0,0.5,0,232,7560.766987
1,3.078739713,59.11026,59.11026,0.002,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,0.002,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,500,114676.9233,5000,0,0.5,0,232,7560.766987
1,3.078739713,59.11026,59.11026,0.002,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,0.002,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,500,114676.9233,5000,0,0.5,0,232,7560.766987
1,3.078739713,59.11026,59.11026,0.002,20,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,59.11026,0.002,3.078739224,1,0.002,0,0,0,0,375.7253395,0.751450679,375.7253395,0.751450679,3600,500,114676.9233,5000,0,0.5,0,232,7560.766987
1,73.99264714,18.10688307,34.61162365,0.005998283,20,0.899742468,0.00539691,0,0,0,0,19221.35674,115.2951396,95.45526224,0.572567688,34.61408038,0.005999171,19.96169168,0.899875655,0.005398508,0,0,0,0,19221.35674,115.3122066,95.45526224,0.572652444,3600,166.6896966,121251.2527,1666.896966,0,0.6,0,100,7582.185091
1,100.3703096,37.3214985,40.65259647,0.003232699,20,0.808174832,0.002612586,0,0,0,0,948.5642554,3.06642303,653.7991496,2.113536071,40.6559691,0.003233181,19.93396312,0.808295238,0.002613365,0,0,0,0,948.5642554,3.066879882,653.7991496,2.113850957,3600,309.292927,153985.8262,3092.92927,0,2,0,50,7917.353924
1,61.32915387,34.00721184,53.6547678,0.000182406,65,0.820826308,0.000149724,0,0,0,0,355.8068817,0.064901255,108.8057742,0.019846809,53.75915196,0.000182956,61.76688313,0.82330174,0.000150628,3.875127223,0.000708978,3.190398987,0.000583702,355.8068817,0.065096983,108.8057742,0.019906663,10,5465.796779,58422.42839,54657.96779,1,6,0,87,8290.831615
3,-251.497026,9.814146,9.814146,0.0006,25,0.3,0.00018,1018.937358,0.611362415,305.6812075,0.183408725,1018.937358,0.611362415,305.6812075,0.183408725,9.814146,0.0006,-121.4579506,0.3,0.00018,1018.937358,0.611362415,305.6812075,0.183408725,1018.937358,0.611362415,305.6812075,0.183408725,3600,1666.666667,46959.28001,16666.66667,0,8,0,765,8315.287222
1,55.73187219,73.13684,73.13684,0.005,20,1,0.005,0,0,0,0,241.951688,1.20975844,241.951688,1.20975844,73.13684,0.005,19.96135958,1,0.005,0,0,0,0,241.951688,1.20975844,241.951688,1.20975844,10,200,65821.71959,2000,1,1,0,20,8474.283269
1,100.5444127,45.32104183,45.65894932,0.003947627,18,0.986906634,0.003895939,0,0,0,0,6941.61188,27.40289126,6766.981742,26.71351669,45.65895665,0.003947628,17.99831083,0.986906896,0.003895941,0,0,0,0,6941.61188,27.40289853,6766.981742,26.71352378,3600,253.316702,83975.74789,2533.16702,0,2,0,1,8498.577375
3,126.4753296,79.75665039,74.73595748,0.003493133,196.8,0.349313301,0.001220198,0.806923493,0.002818691,0.281869109,0.000984606,8.776697574,0.030658172,4.11407185,0.014371,75.56690711,0.003690806,127.7124523,0.369080571,0.001362205,3.266959262,0.012057712,1.205771191,0.004450267,8.776697574,0.032393086,4.11407185,0.01518424,10,270.9435494,135946.0319,2709.435494,1,0,0,70,8739.094734
1,61.32915387,34.00721184,53.6547678,0.000182406,65,0.820826308,0.000149724,0,0,0,0,355.8068817,0.064901255,108.8057742,0.019846809,53.75915196,0.000182956,61.76688313,0.82330174,0.000150628,3.875127223,0.000708978,3.190398987,0.000583702,355.8068817,0.065096983,108.8057742,0.019906663,10,5465.796779,68049.58754,54657.96779,1,6,0,87,8772.113602
3,7.073402534,45.08368,45.08368,0.002857143,25,1,0.002857143,0,0,0,0,1663.57316,4.753066171,1663.57316,4.753066171,45.08368,0.002857143,7.073404602,1,0.002857143,0,0,0,0,1663.57316,4.753066171,1663.57316,4.753066171,3600,350,87362.13055,3500,0,0.5,0,60,8906.715946
0.5,101.5560167,26.64787323,23.51479851,0.018696038,35,0.090159752,0.00168563,0,0,0,0,20053.72642,374.9252216,2810.6751,52.54848712,23.5147874,0.018695996,34.99912495,0.090159551,0.001685623,0,0,0,0,20053.72642,374.924387,2810.6751,52.54837014,3600,53.48738871,207889.467,534.8738871,0,4,0,1.45,8916.048767
6,96.21175656,64.96823168,75.06505375,0.000299523,72.5,0.074880856,2.24E-05,0,0,0,0,1616.549642,0.484194481,262.3335733,0.07857505,75.06773212,0.000299505,72.47780046,0.074876243,2.24E-05,0,0,0,0,1616.549642,0.484164657,262.3335733,0.07857021,10,3338.842726,46216.98856,33388.42726,1,0,0,10,9055.631005
1,7.073402534,45.08368,45.08368,0.002857143,27,1,0.002857143,0,0,0,0,44.36195093,0.126748431,44.36195093,0.126748431,45.08368,0.002857143,7.073404602,1,0.002857143,0,0,0,0,44.36195093,0.126748431,44.36195093,0.126748431,3600,350,82720.37748,3500,0,0.6,0,30,9236.398042
1,42.91225114,27.89771167,43.96713073,0.001597918,29,0.958750821,0.001532005,0,0,0,0,3533.766539,5.646669286,1290.146678,2.061548646,43.96734489,0.001597931,28.99059541,0.958758733,0.001532031,0,0,0,0,3533.766539,5.646715882,1290.146678,2.061565658,10,625.8091628,252065.4025,6258.091628,1,0,0,9,9849.080249
1,46.20289809,76.1407,76.1407,0.002,25,1,0.002,0,0,0,0,989.8622356,1.979724471,989.8622356,1.979724471,76.1407,0.002,24.94840584,1,0.002,0,0,0,0,989.8622356,1.979724471,989.8622356,1.979724471,10,500,53711.88283,5000,1,0,0,25,9877.578861
0.1,64.53476094,32.04186,32.04186,0.0002,118.3,1,0.0002,2491.490819,0.498298164,2491.490819,0.498298164,2491.490819,0.498298164,2491.490819,0.498298164,32.04186,0.0002,64.53476023,1,0.0002,0,0,0,0,2491.490819,0.498298164,2491.490819,0.498298164,10,5000,412109.819,50000,1,0.5,0,73.47,9975.110065
1.2,7.073402534,45.08368,45.08368,0.002857143,20,1,0.002857143,0,0,0,0,4436.195093,12.67484312,4436.195093,12.67484312,45.08368,0.002857143,7.073404602,1,0.002857143,0,0,0,0,4436.195093,12.67484312,4436.195093,12.67484312,3600,350,85558.46852,3500,0,0.6,0,30,10031.02414
1,100.3703096,37.3214985,40.65259647,0.003232699,20,0.808174832,0.002612586,0,0,0,0,980.1830639,3.168637131,675.5924546,2.183987274,40.65798598,0.003233469,19.89447774,0.808367242,0.00261383,0,0,0,0,980.1830639,3.169391522,675.5924546,2.184507238,3600,309.265377,165213.3432,3092.65377,0,1,0,80,10096.65495
