CompositionID,HazardStudy,ChemicalID,ChemicalName,CASNumber,Contribution
9432,3556,99,WATER,7732-18-5,12.0
9433,3557,250,ACETIC ACID,64-19-7,92.2
9434,3557,99,WATER,7732-18-5,7.8
9437,3559,24,CARBON MONOXIDE,630-08-0,65.0
9438,3559,36,HYDROGEN,1333-74-0,20.0
9441,3561,17,AMMONIA,7664-41-7,0.5443
9442,3561,48,METHANOL,67-56-1,0.2614
9443,3561,51,METHYLAMINE,74-89-5,0.0494
9444,3561,27,DIMETHYLAMINE,124-40-3,0.0099
9445,3561,96,TRIMETHYLAMINE,75-50-3,0.1319
9446,3561,99,WATER,7732-18-5,0.003
9447,3562,17,AMMONIA,7664-41-7,0.5443
9448,3562,48,METHANOL,67-56-1,0.2614
9449,3562,51,METHYLAMINE,74-89-5,0.0494
9450,3562,27,DIMETHYLAMINE,124-40-3,0.0099
9451,3562,96,TRIMETHYLAMINE,75-50-3,0.1319
9452,3562,99,WATER,7732-18-5,0.003
9465,3565,17,AMMONIA,7664-41-7,0.5
9466,3565,48,METHANOL,67-56-1,0.001
9467,3565,51,METHYLAMINE,74-89-5,0.1
9468,3565,27,DIMETHYLAMINE,124-40-3,0.1
9469,3565,96,TRIMETHYLAMINE,75-50-3,0.15
9470,3565,99,WATER,7732-18-5,0.15
9471,3566,17,AMMONIA,7664-41-7,100.0
9477,3567,17,AMMONIA,7664-41-7,100.0
9481,3569,17,AMMONIA,7664-41-7,1.0
9482,3570,48,METHANOL,67-56-1,1.0
9488,3571,24,CARBON MONOXIDE,630-08-0,98.16
9489,3571,36,HYDROGEN,1333-74-0,0.59
9490,3572,51,METHYLAMINE,74-89-5,100.0
9491,3573,44,ISOBUTENE,115-11-7,100.0
9492,3574,44,ISOBUTENE,115-11-7,100.0
9493,3575,44,ISOBUTENE,115-11-7,100.0
9494,3576,44,ISOBUTENE,115-11-7,100.0
9495,3577,99,WATER,7732-18-5,30.0
9496,3577,310,METHYL ISOBUTYL KETONE,108-10-1,62.0
9497,3577,10,ACETONE,67-64-1,4.0
9498,3577,913,P-HYDROQUINONE,123-31-9,4.0
9501,3580,44,ISOBUTENE,115-11-7,100.0
9504,3583,99,WATER,7732-18-5,95.0
9505,3583,310,METHYL ISOBUTYL KETONE,108-10-1,4.0
9506,3583,10,ACETONE,67-64-1,1.0
9508,3584,99,WATER,7732-18-5,40.0
9509,3584,27,DIMETHYLAMINE,124-40-3,60.0
9512,3586,99,WATER,7732-18-5,40.0
9513,3586,27,DIMETHYLAMINE,124-40-3,60.0
9514,3587,99,WATER,7732-18-5,33.0
9515,3587,10,ACETONE,67-64-1,4.0
9516,3587,310,METHYL ISOBUTYL KETONE,108-10-1,59.0
9517,3587,913,P-HYDROQUINONE,123-31-9,3.0
9518,3588,99,WATER,7732-18-5,40.0
9519,3588,27,DIMETHYLAMINE,124-40-3,60.0
9520,3589,24,CARBON MONOXIDE,630-08-0,82.2
9521,3589,36,HYDROGEN,1333-74-0,12.8
9522,3589,47,METHANE,74-82-8,2.1
9523,3589,48,METHANOL,67-56-1,0.1
9524,3589,326,METHYL FORMATE,107-31-3,3.8
9525,3590,31,ETHYLENE OXIDE,75-21-8,1.0
9533,3372,58,N-DODECANE,112-40-3,25.0
9535,3596,250,ACETIC ACID,64-19-7,100.0
9537,3597,48,METHANOL,67-56-1,0.17
9538,3597,1112,"2,2,4,4-TETRAMETHYL-1,3-CYCLOBUTANEDIOL",3010-96-6,6.7
9539,3597,1025,"1,4-CYCLOHEXANEDIMETHANOL",105-08-8,65.6
9540,3597,1483,DIMETHYL TEREPHTHALATE,120-61-6,23.3
9543,3598,1025,"1,4-CYCLOHEXANEDIMETHANOL",105-08-8,100.0
9549,3600,36,HYDROGEN,1333-74-0,93.0
9550,3600,27,DIMETHYLAMINE,124-40-3,5.8
9551,3600,96,TRIMETHYLAMINE,75-50-3,1.2
9553,3601,951,BENZOIC ACID,65-85-0,1.0
9554,3602,48,METHANOL,67-56-1,100.0
9557,3605,96,TRIMETHYLAMINE,75-50-3,100.0
9558,3606,96,TRIMETHYLAMINE,75-50-3,100.0
9559,3607,96,TRIMETHYLAMINE,75-50-3,100.0
9560,3608,17,AMMONIA,7664-41-7,25.2
9561,3608,51,METHYLAMINE,74-89-5,9.5
9562,3608,27,DIMETHYLAMINE,124-40-3,14.1
9563,3608,96,TRIMETHYLAMINE,75-50-3,35.0
9564,3608,99,WATER,7732-18-5,15.8
9566,3609,51,METHYLAMINE,74-89-5,100.0
9568,3610,48,METHANOL,67-56-1,1.0
9569,3611,24,CARBON MONOXIDE,630-08-0,60.0
9570,3611,36,HYDROGEN,1333-74-0,34.0
9573,3612,326,METHYL FORMATE,107-31-3,19.0
9574,3612,48,METHANOL,67-56-1,71.0
9575,3613,24,CARBON MONOXIDE,630-08-0,65.0
9576,3613,36,HYDROGEN,1333-74-0,20.0
9580,3614,48,METHANOL,67-56-1,1.0
9584,3615,24,CARBON MONOXIDE,630-08-0,89.0
9585,3615,36,HYDROGEN,1333-74-0,4.0
9590,3616,48,METHANOL,67-56-1,1.0
9591,3617,370,FORMIC ACID,64-18-6,99.0
9592,3617,99,WATER,7732-18-5,1.0
9593,3618,370,FORMIC ACID,64-18-6,85.0
9594,3618,99,WATER,7732-18-5,15.0
9597,3619,17,AMMONIA,7664-41-7,1.0
9598,3620,17,AMMONIA,7664-41-7,1.0
9698,3654,250,ACETIC ACID,64-19-7,20774.43777
9699,3654,349,ISOPROPYL ACETATE,108-21-4,13596.08948
9700,3654,99,WATER,7732-18-5,2640.586282
9701,3655,349,ISOPROPYL ACETATE,108-21-4,75.0
9702,3655,250,ACETIC ACID,64-19-7,15.0
9703,3655,99,WATER,7732-18-5,10.0
9704,3656,250,ACETIC ACID,64-19-7,20774.43777
9705,3656,349,ISOPROPYL ACETATE,108-21-4,13596.08948
9706,3656,99,WATER,7732-18-5,2640.586282
9707,3657,250,ACETIC ACID,64-19-7,20774.43777
9708,3657,349,ISOPROPYL ACETATE,108-21-4,13596.08948
9709,3657,99,WATER,7732-18-5,2640.586282
9710,3658,250,ACETIC ACID,64-19-7,20774.43777
9711,3658,349,ISOPROPYL ACETATE,108-21-4,13596.08948
9712,3658,99,WATER,7732-18-5,2640.586282
9713,3659,250,ACETIC ACID,64-19-7,20774.43777
9714,3659,349,ISOPROPYL ACETATE,108-21-4,13596.08948
9715,3659,99,WATER,7732-18-5,2640.586282
9716,3660,349,ISOPROPYL ACETATE,108-21-4,75.0
9717,3660,250,ACETIC ACID,64-19-7,15.0
9718,3660,99,WATER,7732-18-5,10.0
9719,3661,349,ISOPROPYL ACETATE,108-21-4,75.0
9720,3661,250,ACETIC ACID,64-19-7,15.0
9721,3661,99,WATER,7732-18-5,10.0
9722,3662,349,ISOPROPYL ACETATE,108-21-4,75.0
9723,3662,250,ACETIC ACID,64-19-7,15.0
9724,3662,99,WATER,7732-18-5,10.0
9725,3663,349,ISOPROPYL ACETATE,108-21-4,63.0
9726,3663,250,ACETIC ACID,64-19-7,27.0
9727,3663,99,WATER,7732-18-5,10.0
9728,3664,349,ISOPROPYL ACETATE,108-21-4,62.0
9729,3664,250,ACETIC ACID,64-19-7,28.0
9730,3664,99,WATER,7732-18-5,10.0
9731,3665,250,ACETIC ACID,64-19-7,1.0
9732,3666,250,ACETIC ACID,64-19-7,1.0
9733,3667,250,ACETIC ACID,64-19-7,56.0
9734,3667,349,ISOPROPYL ACETATE,108-21-4,37.0
9735,3667,99,WATER,7732-18-5,7.0
9736,3668,250,ACETIC ACID,64-19-7,56.0
9737,3668,349,ISOPROPYL ACETATE,108-21-4,37.0
9738,3668,99,WATER,7732-18-5,7.0
9739,3669,250,ACETIC ACID,64-19-7,56.0
9740,3669,349,ISOPROPYL ACETATE,108-21-4,37.0
9741,3669,99,WATER,7732-18-5,7.0
9743,3671,24,CARBON MONOXIDE,630-08-0,100.0
9744,3672,17,AMMONIA,7664-41-7,1.0
9745,3673,326,METHYL FORMATE,107-31-3,100.0
9746,3674,24,CARBON MONOXIDE,630-08-0,82.2
9747,3674,36,HYDROGEN,1333-74-0,12.8
9748,3674,47,METHANE,74-82-8,2.1
9749,3674,48,METHANOL,67-56-1,0.1
9750,3674,326,METHYL FORMATE,107-31-3,3.8
9751,3675,48,METHANOL,67-56-1,1.0
9752,3676,48,METHANOL,67-56-1,90.0
9753,3676,326,METHYL FORMATE,107-31-3,10.0
9754,3677,48,METHANOL,67-56-1,1.0
9760,3678,24,CARBON MONOXIDE,630-08-0,89.0
9761,3678,36,HYDROGEN,1333-74-0,4.0
9762,3679,24,CARBON MONOXIDE,630-08-0,0.9816
9763,3679,36,HYDROGEN,1333-74-0,0.0059
9764,3680,27,DIMETHYLAMINE,124-40-3,100.0
9765,3681,250,ACETIC ACID,64-19-7,100.0
9766,3682,99,WATER,7732-18-5,40.0
9767,3682,27,DIMETHYLAMINE,124-40-3,60.0
9768,3683,17,AMMONIA,7664-41-7,1.0
9769,3684,17,AMMONIA,7664-41-7,1.0
9770,3685,370,FORMIC ACID,64-18-6,99.0
9771,3685,99,WATER,7732-18-5,1.0
9781,3686,24,CARBON MONOXIDE,630-08-0,89.0
9782,3686,36,HYDROGEN,1333-74-0,4.0
9783,3687,24,CARBON MONOXIDE,630-08-0,89.0
9784,3687,36,HYDROGEN,1333-74-0,4.0
9785,3688,96,TRIMETHYLAMINE,75-50-3,1.0
9786,3689,27,DIMETHYLAMINE,124-40-3,100.0
9787,3690,96,TRIMETHYLAMINE,75-50-3,100.0
9788,3691,27,DIMETHYLAMINE,124-40-3,1.0
9789,3692,27,DIMETHYLAMINE,124-40-3,1.0
9790,3693,51,METHYLAMINE,74-89-5,100.0
9791,3694,48,METHANOL,67-56-1,95.0
9792,3694,99,WATER,7732-18-5,5.0
9793,3695,227,PROPANAL,123-38-6,1.0
9794,3696,227,PROPANAL,123-38-6,1.0
9795,3697,227,PROPANAL,123-38-6,1.0
9796,3698,227,PROPANAL,123-38-6,1.0
9800,3699,47,METHANE,74-82-8,92.0
9801,3699,28,ETHANE,74-84-0,7.0
9802,3699,88,PROPANE,74-98-6,1.0
9803,3700,47,METHANE,74-82-8,92.0
9804,3700,28,ETHANE,74-84-0,7.0
9805,3700,88,PROPANE,74-98-6,1.0
9806,3701,31,ETHYLENE OXIDE,75-21-8,100.0
9807,3702,30,ETHYLENE,74-85-1,440.0
9808,3702,219,PROPADIENE,463-49-0,323.0
9809,3702,2,"1,3-BUTADIENE",106-99-0,10.66
9810,3702,345,ACETIC ANHYDRIDE,108-24-7,1.0
9811,3702,47,METHANE,74-82-8,193.0
9812,3702,36,HYDROGEN,1333-74-0,0.17
9813,3702,24,CARBON MONOXIDE,630-08-0,884.0
9814,3702,22,CARBON DIOXIDE,124-38-9,824.0
9815,3703,251,ETHYLENE GLYCOL,107-21-1,99.8
9818,3706,47,METHANE,74-82-8,92.0
9819,3706,28,ETHANE,74-84-0,7.0
9820,3706,88,PROPANE,74-98-6,1.0
9821,3707,24,CARBON MONOXIDE,630-08-0,89.0
9822,3707,36,HYDROGEN,1333-74-0,4.0
9825,3710,46,ISOPROPANOL,67-63-0,13.0
9826,3710,99,WATER,7732-18-5,63.0
9827,3710,496,"N,N-DIMETHYLACETAMIDE",127-19-5,13.0
9828,3710,19,BENZYL CHLORIDE,100-44-7,13.0
9836,3711,85,OXYGEN,7782-44-7,7.0
9837,3711,30,ETHYLENE,74-85-1,35.0
9838,3711,31,ETHYLENE OXIDE,75-21-8,3.0
9839,3711,47,METHANE,74-82-8,55.0
9840,3711,70,NITROGEN,7727-37-9,3.0
9841,3711,253,ARGON,7440-37-1,2.0
9842,3711,22,CARBON DIOXIDE,124-38-9,3.0
9845,3712,36,HYDROGEN,1333-74-0,90.0
9846,3712,24,CARBON MONOXIDE,630-08-0,10.0
9851,3713,36,HYDROGEN,1333-74-0,90.0
9852,3713,17,AMMONIA,7664-41-7,10.0
9853,3714,70,NITROGEN,7727-37-9,90.0
9854,3714,36,HYDROGEN,1333-74-0,10.0
9859,3703,48,METHANOL,67-56-1,0.1
9860,3703,1483,DIMETHYL TEREPHTHALATE,120-61-6,0.1
9866,3709,99,WATER,7732-18-5,0.9
9869,3709,370,FORMIC ACID,64-18-6,0.1
9870,3716,96,TRIMETHYLAMINE,75-50-3,1.0
9871,3717,96,TRIMETHYLAMINE,75-50-3,1.0
9872,3718,96,TRIMETHYLAMINE,75-50-3,1.0
9873,3719,96,TRIMETHYLAMINE,75-50-3,1.0
9874,3720,96,TRIMETHYLAMINE,75-50-3,1.0
9875,3721,96,TRIMETHYLAMINE,75-50-3,1.0
9876,3722,96,TRIMETHYLAMINE,75-50-3,1.0
9877,3723,96,TRIMETHYLAMINE,75-50-3,1.0
9878,3724,96,TRIMETHYLAMINE,75-50-3,1.0
9879,3725,96,TRIMETHYLAMINE,75-50-3,1.0
9880,3726,96,TRIMETHYLAMINE,75-50-3,1.0
9881,3727,96,TRIMETHYLAMINE,75-50-3,1.0
9882,3728,96,TRIMETHYLAMINE,75-50-3,1.0
9883,3729,96,TRIMETHYLAMINE,75-50-3,1.0
9884,3730,94,TOLUENE,108-88-3,80.0
9885,3730,15,AIR,132259-10-0,20.0
9886,3731,1732,NEOPENTYL GLYCOL,126-30-7,100.0
9889,3733,94,TOLUENE,108-88-3,1.0
9890,3734,94,TOLUENE,108-88-3,1.0
9891,3735,94,TOLUENE,108-88-3,7.0
9892,3735,951,BENZOIC ACID,65-85-0,3.0
9893,3736,94,TOLUENE,108-88-3,1.0
9904,3737,326,METHYL FORMATE,107-31-3,97.0
9905,3737,48,METHANOL,67-56-1,3.0
9933,3743,17,AMMONIA,7664-41-7,51.0
9934,3743,51,METHYLAMINE,74-89-5,4.4
9935,3743,27,DIMETHYLAMINE,124-40-3,0.1
9936,3743,96,TRIMETHYLAMINE,75-50-3,4.4
9937,3743,99,WATER,7732-18-5,0.1
9938,3743,48,METHANOL,67-56-1,40.0
9939,3744,17,AMMONIA,7664-41-7,56.0
9940,3744,51,METHYLAMINE,74-89-5,6.4
9941,3744,27,DIMETHYLAMINE,124-40-3,0.1
9942,3744,96,TRIMETHYLAMINE,75-50-3,6.4
9943,3744,99,WATER,7732-18-5,0.1
9944,3744,48,METHANOL,67-56-1,31.0
9945,3745,17,AMMONIA,7664-41-7,10.4
9946,3745,51,METHYLAMINE,74-89-5,1.1
9947,3745,27,DIMETHYLAMINE,124-40-3,0.1
9948,3745,96,TRIMETHYLAMINE,75-50-3,1.1
9949,3745,99,WATER,7732-18-5,0.1
9950,3745,48,METHANOL,67-56-1,87.2
9951,3746,36,HYDROGEN,1333-74-0,100.0
9952,3747,17,AMMONIA,7664-41-7,0.544
9953,3747,51,METHYLAMINE,74-89-5,0.049
9954,3747,27,DIMETHYLAMINE,124-40-3,0.01
9955,3747,96,TRIMETHYLAMINE,75-50-3,0.132
9956,3747,99,WATER,7732-18-5,0.003
9957,3747,48,METHANOL,67-56-1,0.261
9959,3749,326,METHYL FORMATE,107-31-3,97.0
9960,3749,48,METHANOL,67-56-1,3.0
9963,3707,47,METHANE,74-82-8,1.5
9969,3750,48,METHANOL,67-56-1,1.0
9970,3751,48,METHANOL,67-56-1,1.0
9971,3752,48,METHANOL,67-56-1,1.0
9972,3753,24,CARBON MONOXIDE,630-08-0,89.0
9973,3753,36,HYDROGEN,1333-74-0,4.0
9974,3753,47,METHANE,74-82-8,1.5
9982,3754,160,DIETHYLAMINE,109-89-7,50.0
9983,3754,48,METHANOL,67-56-1,50.0
9984,3755,24,CARBON MONOXIDE,630-08-0,89.0
9985,3755,36,HYDROGEN,1333-74-0,4.0
9986,3755,47,METHANE,74-82-8,1.5
9992,3756,160,DIETHYLAMINE,109-89-7,1.0
10002,3708,24,CARBON MONOXIDE,630-08-0,89.0
10003,3708,36,HYDROGEN,1333-74-0,4.0
10004,3708,47,METHANE,74-82-8,1.5
10010,3757,48,METHANOL,67-56-1,10.0
10013,3758,48,METHANOL,67-56-1,1.0
10014,3759,17,AMMONIA,7664-41-7,1.0
10015,3760,48,METHANOL,67-56-1,1.0
10026,3761,24,CARBON MONOXIDE,630-08-0,82.2
10027,3761,36,HYDROGEN,1333-74-0,12.8
10028,3761,47,METHANE,74-82-8,2.1
10029,3761,48,METHANOL,67-56-1,0.1
10030,3761,326,METHYL FORMATE,107-31-3,3.83
10037,3762,17,AMMONIA,7664-41-7,1.0
10038,3763,17,AMMONIA,7664-41-7,1.0
10039,3764,47,METHANE,74-82-8,92.0
10040,3764,28,ETHANE,74-84-0,7.0
10041,3764,88,PROPANE,74-98-6,1.0
10048,3767,47,METHANE,74-82-8,92.0
10049,3767,28,ETHANE,74-84-0,7.0
10050,3767,88,PROPANE,74-98-6,1.0
10051,3768,48,METHANOL,67-56-1,100.0
10052,3768,99,WATER,7732-18-5,0.1
10053,3769,48,METHANOL,67-56-1,95.0
10054,3769,99,WATER,7732-18-5,5.0
10055,3770,48,METHANOL,67-56-1,100.0
10056,3771,48,METHANOL,67-56-1,100.0
10057,3772,48,METHANOL,67-56-1,100.0
10058,3773,70,NITROGEN,7727-37-9,0.849
10059,3773,253,ARGON,7440-37-1,15.639
10060,3773,85,OXYGEN,7782-44-7,7.043
10061,3773,47,METHANE,74-82-8,27.332
10062,3773,30,ETHYLENE,74-85-1,39.396
10063,3773,28,ETHANE,74-84-0,1.004
10064,3773,22,CARBON DIOXIDE,124-38-9,2.314
10065,3773,99,WATER,7732-18-5,6.418
10066,3774,251,ETHYLENE GLYCOL,107-21-1,1.0
10083,3777,70,NITROGEN,7727-37-9,0.849
10084,3777,253,ARGON,7440-37-1,15.639
10085,3777,85,OXYGEN,7782-44-7,7.043
10086,3777,47,METHANE,74-82-8,27.332
10087,3777,30,ETHYLENE,74-85-1,39.396
10088,3777,28,ETHANE,74-84-0,1.004
10089,3777,22,CARBON DIOXIDE,124-38-9,2.314
10090,3777,99,WATER,7732-18-5,6.418
10091,3778,70,NITROGEN,7727-37-9,0.849
10092,3778,253,ARGON,7440-37-1,15.639
10093,3778,85,OXYGEN,7782-44-7,7.043
10094,3778,47,METHANE,74-82-8,27.332
10095,3778,30,ETHYLENE,74-85-1,39.396
10096,3778,28,ETHANE,74-84-0,1.004
10097,3778,22,CARBON DIOXIDE,124-38-9,2.314
10098,3778,99,WATER,7732-18-5,6.418
10100,3780,251,ETHYLENE GLYCOL,107-21-1,1.0
10101,3781,48,METHANOL,67-56-1,100.0
10102,3782,48,METHANOL,67-56-1,100.0
10103,3783,48,METHANOL,67-56-1,100.0
10104,3784,1787,n-TETRADECYLAMINE,2016-42-4,2.0
10105,3784,2011,TRI-n-OCTYLAMINE,1116-76-3,98.0
10106,3788,251,ETHYLENE GLYCOL,107-21-1,1.0
10107,3789,251,ETHYLENE GLYCOL,107-21-1,99.8
10108,3789,48,METHANOL,67-56-1,0.1
10109,3789,1483,DIMETHYL TEREPHTHALATE,120-61-6,0.1
10112,3791,1787,n-TETRADECYLAMINE,2016-42-4,5.0
10113,3791,2011,TRI-n-OCTYLAMINE,1116-76-3,95.0
10114,3794,1787,n-TETRADECYLAMINE,2016-42-4,2.0
10115,3794,2011,TRI-n-OCTYLAMINE,1116-76-3,98.0
10116,3795,1787,n-TETRADECYLAMINE,2016-42-4,5.0
10117,3795,2011,TRI-n-OCTYLAMINE,1116-76-3,95.0
10118,3796,370,FORMIC ACID,64-18-6,4.0
10119,3796,99,WATER,7732-18-5,27.0
10120,3796,326,METHYL FORMATE,107-31-3,64.0
10121,3796,48,METHANOL,67-56-1,5.0
10122,3797,370,FORMIC ACID,64-18-6,6.0
10123,3797,99,WATER,7732-18-5,94.0
10126,3798,44,ISOBUTENE,115-11-7,100.0
10127,3799,185,METHYL IODIDE,74-88-4,20.0
10128,3799,331,METHYL ACETATE,79-20-9,75.0
10130,3799,250,ACETIC ACID,64-19-7,5.0
10131,3800,227,PROPANAL,123-38-6,1.0
10133,3757,99,WATER,7732-18-5,90.0
10134,3801,17,AMMONIA,7664-41-7,51.0
10135,3801,51,METHYLAMINE,74-89-5,4.4
10136,3801,27,DIMETHYLAMINE,124-40-3,0.1
10137,3801,96,TRIMETHYLAMINE,75-50-3,4.4
10138,3801,99,WATER,7732-18-5,0.1
10139,3801,48,METHANOL,67-56-1,40.0
10140,3802,17,AMMONIA,7664-41-7,10.4
10141,3802,51,METHYLAMINE,74-89-5,1.1
10142,3802,27,DIMETHYLAMINE,124-40-3,0.1
10143,3802,96,TRIMETHYLAMINE,75-50-3,1.1
10144,3802,99,WATER,7732-18-5,0.1
10145,3802,48,METHANOL,67-56-1,87.2
10146,3803,48,METHANOL,67-56-1,99.9
10147,3803,99,WATER,7732-18-5,0.01
10148,3804,17,AMMONIA,7664-41-7,100.0
10149,3805,250,ACETIC ACID,64-19-7,50.0
10150,3805,48,METHANOL,67-56-1,50.0
10151,3806,250,ACETIC ACID,64-19-7,50.0
10152,3806,48,METHANOL,67-56-1,50.0
10153,3807,250,ACETIC ACID,64-19-7,50.0
10154,3807,48,METHANOL,67-56-1,50.0
10155,3808,48,METHANOL,67-56-1,48.31
10156,3808,250,ACETIC ACID,64-19-7,51.69
10157,3809,48,METHANOL,67-56-1,84.78
10158,3809,250,ACETIC ACID,64-19-7,15.22
10163,3812,48,METHANOL,67-56-1,50.0
10164,3812,250,ACETIC ACID,64-19-7,50.0
10165,3813,48,METHANOL,67-56-1,84.78
10166,3813,250,ACETIC ACID,64-19-7,15.22
10167,3814,48,METHANOL,67-56-1,48.31
10168,3814,250,ACETIC ACID,64-19-7,51.69
10169,3815,46,ISOPROPANOL,67-63-0,13.0
10170,3815,99,WATER,7732-18-5,63.0
10171,3815,496,"N,N-DIMETHYLACETAMIDE",127-19-5,13.0
10172,3815,19,BENZYL CHLORIDE,100-44-7,13.0
10173,3816,250,ACETIC ACID,64-19-7,100.0
10174,3817,250,ACETIC ACID,64-19-7,100.0
10175,3818,250,ACETIC ACID,64-19-7,100.0
10176,3819,250,ACETIC ACID,64-19-7,100.0
10177,3820,48,METHANOL,67-56-1,1.0
10178,3820,472,N-BUTYRIC ACID,107-92-6,1.0
10179,3821,10,ACETONE,67-64-1,40.0
10180,3821,99,WATER,7732-18-5,60.0
10183,3823,17,AMMONIA,7664-41-7,100.0
10184,3824,250,ACETIC ACID,64-19-7,1.0
10185,3825,250,ACETIC ACID,64-19-7,100.0
10186,3826,250,ACETIC ACID,64-19-7,1.0
10187,3827,250,ACETIC ACID,64-19-7,100.0
10188,3828,250,ACETIC ACID,64-19-7,100.0
10189,3829,250,ACETIC ACID,64-19-7,100.0
10190,3830,250,ACETIC ACID,64-19-7,100.0
10191,3831,250,ACETIC ACID,64-19-7,100.0
10192,3832,250,ACETIC ACID,64-19-7,1.0
10193,3833,250,ACETIC ACID,64-19-7,1.0
10194,3834,370,FORMIC ACID,64-18-6,1.0
10195,3835,27,DIMETHYLAMINE,124-40-3,1.0
10196,3836,250,ACETIC ACID,64-19-7,100.0
10197,3837,250,ACETIC ACID,64-19-7,100.0
10198,3838,250,ACETIC ACID,64-19-7,100.0
10201,3839,48,METHANOL,67-56-1,100.0
10202,3840,48,METHANOL,67-56-1,30.0
10203,3840,345,ACETIC ANHYDRIDE,108-24-7,40.0
10204,3840,99,WATER,7732-18-5,30.0
10205,3841,48,METHANOL,67-56-1,30.0
10206,3841,345,ACETIC ANHYDRIDE,108-24-7,40.0
10207,3841,99,WATER,7732-18-5,30.0
10208,1827,250,ACETIC ACID,64-19-7,100.0
10209,3842,250,ACETIC ACID,64-19-7,100.0
10210,3843,48,METHANOL,67-56-1,48.31
10211,3843,250,ACETIC ACID,64-19-7,51.69
10212,3844,48,METHANOL,67-56-1,84.78
10213,3844,250,ACETIC ACID,64-19-7,15.22
10214,3845,250,ACETIC ACID,64-19-7,50.0
10215,3845,48,METHANOL,67-56-1,50.0
10216,3846,250,ACETIC ACID,64-19-7,50.0
10217,3846,48,METHANOL,67-56-1,50.0
10218,3847,48,METHANOL,67-56-1,84.78
10219,3847,250,ACETIC ACID,64-19-7,15.22
10220,3848,17,AMMONIA,7664-41-7,0.544
10221,3848,51,METHYLAMINE,74-89-5,0.049
10222,3848,27,DIMETHYLAMINE,124-40-3,0.01
10223,3848,96,TRIMETHYLAMINE,75-50-3,0.132
10224,3848,99,WATER,7732-18-5,0.003
10225,3848,48,METHANOL,67-56-1,0.261
10226,3849,48,METHANOL,67-56-1,1.0
10227,3849,472,N-BUTYRIC ACID,107-92-6,1.0
10228,3850,48,METHANOL,67-56-1,24.41
10229,3850,472,N-BUTYRIC ACID,107-92-6,75.59
10230,3851,48,METHANOL,67-56-1,88.66
10231,3851,472,N-BUTYRIC ACID,107-92-6,11.34
10232,3852,17,AMMONIA,7664-41-7,0.2
10233,3852,51,METHYLAMINE,74-89-5,0.0
10234,3852,27,DIMETHYLAMINE,124-40-3,0.0
10235,3852,96,TRIMETHYLAMINE,75-50-3,0.0
10236,3852,99,WATER,7732-18-5,0.003
10237,3852,48,METHANOL,67-56-1,0.8
10238,3853,10,ACETONE,67-64-1,40.0
10239,3853,99,WATER,7732-18-5,60.0
10240,3854,10,ACETONE,67-64-1,1.0
10242,3855,10,ACETONE,67-64-1,1.0
10244,3856,10,ACETONE,67-64-1,1.0
10245,3857,27,DIMETHYLAMINE,124-40-3,100.0
10247,3859,48,METHANOL,67-56-1,1.0
10248,3860,24,CARBON MONOXIDE,630-08-0,100.0
10250,3862,48,METHANOL,67-56-1,1.0
10257,3866,24,CARBON MONOXIDE,630-08-0,22.0
10258,3866,36,HYDROGEN,1333-74-0,78.0
10261,3868,24,CARBON MONOXIDE,630-08-0,22.0
10262,3868,36,HYDROGEN,1333-74-0,78.0
10267,3871,24,CARBON MONOXIDE,630-08-0,22.0
10268,3871,36,HYDROGEN,1333-74-0,78.0
10269,3872,24,CARBON MONOXIDE,630-08-0,1.0
10271,3874,24,CARBON MONOXIDE,630-08-0,1.0
10272,3875,24,CARBON MONOXIDE,630-08-0,1.0
10273,3876,85,OXYGEN,7782-44-7,7.0
10274,3876,30,ETHYLENE,74-85-1,35.0
10275,3876,31,ETHYLENE OXIDE,75-21-8,3.0
10276,3876,47,METHANE,74-82-8,55.0
10277,3876,70,NITROGEN,7727-37-9,3.0
10278,3876,253,ARGON,7440-37-1,2.0
10279,3876,22,CARBON DIOXIDE,124-38-9,3.0
10287,3878,326,METHYL FORMATE,107-31-3,19.0
10288,3878,48,METHANOL,67-56-1,71.0
10289,3878,24,CARBON MONOXIDE,630-08-0,1.0
10294,3881,24,CARBON MONOXIDE,630-08-0,22.0
10295,3881,36,HYDROGEN,1333-74-0,78.0
10296,3882,24,CARBON MONOXIDE,630-08-0,1.0
10297,3883,24,CARBON MONOXIDE,630-08-0,1.0
10299,3885,48,METHANOL,67-56-1,1.0
10300,3886,48,METHANOL,67-56-1,1.0
10301,3887,48,METHANOL,67-56-1,1.0
10302,3888,48,METHANOL,67-56-1,1.0
10303,3889,24,CARBON MONOXIDE,630-08-0,1.0
10309,3895,24,CARBON MONOXIDE,630-08-0,22.0
10310,3895,36,HYDROGEN,1333-74-0,78.0
10311,3896,24,CARBON MONOXIDE,630-08-0,22.0
10312,3896,36,HYDROGEN,1333-74-0,78.0
10313,3897,24,CARBON MONOXIDE,630-08-0,22.0
10314,3897,36,HYDROGEN,1333-74-0,78.0
10315,3898,345,ACETIC ANHYDRIDE,108-24-7,0.122
10316,3898,250,ACETIC ACID,64-19-7,0.341
10317,3898,331,METHYL ACETATE,79-20-9,0.449
10318,3898,185,METHYL IODIDE,74-88-4,0.082
10319,3898,24,CARBON MONOXIDE,630-08-0,0.05
10320,3899,345,ACETIC ANHYDRIDE,108-24-7,0.122
10321,3899,250,ACETIC ACID,64-19-7,0.341
