,study_id,elev_m,ave_nbp_deg_c,overall_ave_mw,storage_ave_vap_mw,storage_key_component,storage_shi,storage_lfl,storage_temp_deg_c,storage_vapor_mol_composition,storage_shi_times_vapor_mol_composition,storage_total_vapor_moles,storage_shi_times_total_vapor_moles,storage_component_vapor_moles,storage_shi_times_component_vapor_moles,storage_total_moles,storage_shi_times_total_moles,storage_component_total_moles,storage_shi_times_component_total_moles,discharge_ave_vap_mw,discharge_key_component,discharge_shi,discharge_lfl,discharge_temp_deg_c,discharge_vapor_mol_composition,discharge_shi_times_vapor_mol_composition,discharge_total_vapor_moles,discharge_shi_times_total_vapor_moles,discharge_component_vapor_moles,discharge_shi_times_component_vapor_moles,discharge_total_moles,discharge_shi_times_total_moles,discharge_component_total_moles,discharge_shi_times_component_total_moles,release_duration_sec,weather,hazard_type,conc_low_ppm,area_conc_low_m2,conc_high_ppm,area_conc_high_m2,log_elev_m,log_ave_nbp_deg_k,log_overall_ave_mw,log_storage_ave_vap_mw,log_storage_shi,log_storage_lfl,log_storage_temp_deg_k,log_storage_vapor_mol_composition,log_storage_shi_times_total_vapor_moles,log_storage_component_vapor_moles,log_storage_shi_times_component_vapor_moles,log_storage_total_moles,log_storage_shi_times_total_moles,log_storage_component_total_moles,log_storage_shi_times_component_total_moles,log_discharge_ave_vap_mw,log_discharge_shi,log_discharge_lfl,log_discharge_temp_deg_k,log_discharge_vapor_mol_composition,log_discharge_shi_times_vapor_mol_composition,log_discharge_total_vapor_moles,log_discharge_shi_times_total_vapor_moles,log_discharge_component_vapor_moles,log_discharge_shi_times_component_vapor_moles,log_discharge_total_moles,log_discharge_shi_times_total_moles,log_discharge_component_total_moles,log_discharge_shi_times_component_total_moles,log_release_duration_sec,log_conc_low_ppm,log_area_conc_low_m2,log_conc_high_ppm,log_area_conc_high_m2,log_storage_key_component,log_discharge_key_component,log_weather,log_hazard_type
493,3545,1.7,-236.7184925,26.713524,26.713524,7727-37-9,1.09e-06,799999.392,315.0,0.95,1.03E-06,2.963249982,3.23e-06,2.815087483,3.06e-06,2.963249982,3.23e-06,2.815087483,3.06e-06,26.713524,7727-37-9,1.09e-06,799999.392,50.19074667,0.95,1.03e-06,2.963249982,3.23e-06,2.815087483,3.06e-06,2.963249982,3.23e-06,2.815087483,3.06e-06,3600.0,night,flash_fire,399999.696,0.198838666,799999.392,0.018146882,0.2304489213782739,1.5614771422928595,1.4267311831468852,1.4267311831468852,-5.962573502059376,5.903089656928012,2.769488101355888,-0.022276394711152253,-5.490797477668897,0.44949189573933807,-5.51427857351842,0.47176829043506285,-5.490797477668897,0.44949189573933807,-5.51427857351842,1.4267311831468852,-5.962573502059376,5.903089656928012,2.509660436869155,-0.022276394711152253,-5.987162775294828,0.47176829043506285,-5.490797477668897,0.44949189573933807,-5.51427857351842,0.47176829043506285,-5.490797477668897,0.44949189573933807,-5.51427857351842,3.5563025007672873,5.602059661264031,-0.7014991591861377,5.903089656928012,-1.7411979847612757,,,,
494,3531,5.0,-252.6772395,2.3665445,2.3665445,1333-74-0,2.44e-06,40201.00503,37.0,0.975,2.38E-06,244.6605166,0.00059721,238.5440037,0.00058228,244.6605166,0.00059721,238.5440037,0.00058228,2.3665445,1333-74-0,2.44e-06,40201.00503,-26.91561606,0.975,2.38e-06,244.6605166,0.00059721,238.5440037,0.00058228,244.6605166,0.00059721,238.5440037,0.00058228,3600.0,night,flash_fire,20100.50251,0.220203941,40201.00503,0.139626001,0.6989700043360189,1.3111764058812263,0.374114675261964,0.374114675261964,-5.61261017366127,4.604236910634895,2.491571785500985,-0.010995384301463193,-3.2238729288297003,2.377568504136479,-3.234868126668218,2.388563888410633,-3.2238729288297003,2.377568504136479,-3.234868126668218,0.374114675261964,-5.61261017366127,4.604236910634895,2.391348697306758,-0.010995384301463193,-5.623423042943488,2.388563888410633,-3.2238729288297003,2.377568504136479,-3.234868126668218,2.388563888410633,-3.2238729288297003,2.377568504136479,-3.234868126668218,3.5563025007672873,4.3032069148628835,-0.6571749127065141,4.604236910634895,-0.8550337003420959,,,,
495,3526,1.0,57.42314044,36.27138527,36.27138527,67-56-1,0.0001698,,90.0,0.848999994,0.00014416,0.340455658,5.78e-05,0.289046852,4.91e-05,0.340455658,5.78e-05,0.289046852,4.91e-05,36.27138527,67-56-1,0.0001698,,89.99608238,0.848999994,0.00014416,0.340455658,5.78e-05,0.289046852,4.91e-05,0.340455658,5.78e-05,0.289046852,4.91e-05,10.0,night,inhalation,5889.281549,174.5952192,58892.81549,26.3812402,0.0,2.5192675635954433,1.5595641423912536,1.5595641423912536,-3.770062314092066,,2.560086048497414,-0.07109231282526628,-4.2380721615794705,-0.5390317561503909,-4.308918507877031,-0.46793944392722964,-4.2380721615794705,-0.5390317561503909,-4.308918507877031,1.5595641423912536,-3.770062314092066,,2.5600813633537394,-0.07109231282526628,-3.841155226365012,-0.46793944392722964,-4.2380721615794705,-0.5390317561503909,-4.308918507877031,-0.46793944392722964,-4.2380721615794705,-0.5390317561503909,-4.308918507877031,1.0,3.7700623171409005,2.242032347597012,4.7700623171409005,1.4212952081684966,,,,
496,3522,1.0,-245.6483405,26.35537456,26.35537456,7647-01-0,0.002645589,169006.3676,800.3,0.396838387,0.001049871,4287.550523,11.34309757,1701.464636,4.50137655,4287.550523,11.34309757,1701.464636,4.50137655,26.35537456,7647-01-0,0.002645589,169006.3676,798.4335041,0.396838387,0.001049871,4287.550523,11.34309757,1701.464636,4.50137655,4287.550523,11.34309757,1701.464636,4.50137655,3600.0,night,inhalation,377.987626,20.54030075,3779.87626,11.51377844,0.0,1.4393589007374537,1.4208691927454447,1.4208691927454447,-2.5774776238281123,5.227903067699156,3.030781820332761,-0.4013863242801373,1.054731667772082,3.230822926955387,0.653345344141989,3.6322092506556856,1.054731667772082,3.230822926955387,0.653345344141989,1.4208691927454447,-2.5774776238281123,5.227903067699156,3.030026019481258,-0.4013863242801373,-2.9788640603871297,3.6322092506556856,1.054731667772082,3.230822926955387,0.653345344141989,3.6322092506556856,1.054731667772082,3.230822926955387,0.653345344141989,3.5563025007672873,2.5774775827793404,1.3126067982247065,3.5774775827793404,1.0612178680571724,,,,
497,3522,1.0,-245.6483405,26.35537456,26.35537456,7647-01-0,0.002645589,169006.3676,800.3,0.396838387,0.001049871,4287.550523,11.34309757,1701.464636,4.50137655,4287.550523,11.34309757,1701.464636,4.50137655,26.35537456,7647-01-0,0.002645589,169006.3676,798.4335041,0.396838387,0.001049871,4287.550523,11.34309757,1701.464636,4.50137655,4287.550523,11.34309757,1701.464636,4.50137655,3600.0,night,flash_fire,84503.18382,1.2122453,169006.3676,0.365626357,0.0,1.4393589007374537,1.4208691927454447,1.4208691927454447,-2.5774776238281123,5.227903067699156,3.030781820332761,-0.4013863242801373,1.054731667772082,3.230822926955387,0.653345344141989,3.6322092506556856,1.054731667772082,3.230822926955387,0.653345344141989,1.4208691927454447,-2.5774776238281123,5.227903067699156,3.030026019481258,-0.4013863242801373,-2.9788640603871297,3.6322092506556856,1.054731667772082,3.230822926955387,0.653345344141989,3.6322092506556856,1.054731667772082,3.230822926955387,0.653345344141989,3.5563025007672873,4.926873072137963,0.0835905089863478,5.227903067699156,-0.43696250471318143,,,,
498,3521,1.0,110.6792877,92.13842,92.13842,108-88-3,0.00027027,11000.0,20.0,1.0,0.00027027,0,0.0,0.0,0.0,9425.712348,2.547489824,9425.712348,2.547489824,92.13842,108-88-3,0.00027027,11000.0,19.92847197,1.0,0.00027027,0.0,0.0,0.0,0.0,9425.712348,2.547489824,9425.712348,2.547489824,10.0,night,inhalation,3700.0,3560.562492,,,0.0,2.5841381100586807,1.964440760649841,1.964440760649841,-3.568202158361694,4.041392685158225,2.467089898520816,0.0,0.0,0.0,0.0,3.974314181913908,0.4061124578837733,3.974314181913908,0.4061124578837733,1.964440760649841,-3.568202158361694,4.041392685158225,2.4669839185816973,0.0,-3.568202158361694,0.0,0.0,0.0,0.0,3.974314181913908,0.4061124578837733,3.974314181913908,0.4061124578837733,1.0,3.568201724066995,3.551518612544406,,,,,,
499,3521,1.0,110.6792877,92.13842,92.13842,108-88-3,0.00027027,11000.0,20.0,1.0,0.00027027,0,0.0,0.0,0.0,9425.712348,2.547489824,9425.712348,2.547489824,92.13842,108-88-3,0.00027027,11000.0,19.92847197,1.0,0.00027027,0.0,0.0,0.0,0.0,9425.712348,2.547489824,9425.712348,2.547489824,10.0,night,flash_fire,5500.0,981.864857,,,0.0,2.5841381100586807,1.964440760649841,1.964440760649841,-3.568202158361694,4.041392685158225,2.467089898520816,0.0,0.0,0.0,0.0,3.974314181913908,0.4061124578837733,3.974314181913908,0.4061124578837733,1.964440760649841,-3.568202158361694,4.041392685158225,2.4669839185816973,0.0,-3.568202158361694,0.0,0.0,0.0,0.0,3.974314181913908,0.4061124578837733,3.974314181913908,0.4061124578837733,1.0,3.7403626894942437,2.992051715996593,,,,,,
500,3520,1.0,57.42314044,36.27138527,36.27138527,67-56-1,0.0001698,67896.22788,90.0,0.848999994,0.00014416,0.340455658,5.78e-05,0.289046852,4.91e-05,0.340455658,5.78e-05,0.289046852,4.91e-05,36.27138527,67-56-1,0.0001698,67896.22788,89.99608238,0.848999994,0.00014416,0.340455658,5.78e-05,0.289046852,4.91e-05,0.340455658,5.78e-05,0.289046852,4.91e-05,10.0,night,inhalation,5889.281549,174.5952192,58892.81549,26.3812402,0.0,2.5192675635954433,1.5595641423912536,1.5595641423912536,-3.770062314092066,4.831845646792911,2.560086048497414,-0.07109231282526628,-4.2380721615794705,-0.5390317561503909,-4.308918507877031,-0.46793944392722964,-4.2380721615794705,-0.5390317561503909,-4.308918507877031,1.5595641423912536,-3.770062314092066,4.831845646792911,2.5600813633537394,-0.07109231282526628,-3.841155226365012,-0.46793944392722964,-4.2380721615794705,-0.5390317561503909,-4.308918507877031,-0.46793944392722964,-4.2380721615794705,-0.5390317561503909,-4.308918507877031,1.0,3.7700623171409005,2.242032347597012,4.7700623171409005,1.4212952081684966,,,,
501,3520,1.0,57.42314044,36.27138527,36.27138527,67-56-1,0.0001698,67896.22788,90.0,0.848999994,0.00014416,0.340455658,5.78e-05,0.289046852,4.91e-05,0.340455658,5.78e-05,0.289046852,4.91e-05,36.27138527,67-56-1,0.0001698,67896.22788,89.99608238,0.848999994,0.00014416,0.340455658,5.78e-05,0.289046852,4.91e-05,0.340455658,5.78e-05,0.289046852,4.91e-05,10.0,night,flash_fire,33948.11394,41.86673035,67896.22788,23.55489327,0.0,2.5192675635954433,1.5595641423912536,1.5595641423912536,-3.770062314092066,4.831845646792911,2.560086048497414,-0.07109231282526628,-4.2380721615794705,-0.5390317561503909,-4.308918507877031,-0.46793944392722964,-4.2380721615794705,-0.5390317561503909,-4.308918507877031,1.5595641423912536,-3.770062314092066,4.831845646792911,2.5600813633537394,-0.07109231282526628,-3.841155226365012,-0.46793944392722964,-4.2380721615794705,-0.5390317561503909,-4.308918507877031,-0.46793944392722964,-4.2380721615794705,-0.5390317561503909,-4.308918507877031,1.0,4.53081565112893,1.6218690452857956,4.831845646792911,1.3720811407391829,,,,
502,3519,3.0,7.073402534,45.08368,45.08368,124-40-3,0.002857143,28000.0,45.0,1.0,0.002857143,510.1624357,1.457606959,510.1624357,1.457606959,510.1624357,1.457606959,510.1624357,1.457606959,45.08368,124-40-3,0.002857143,28000.0,19.2327144,1.0,0.002857143,510.1624357,1.457606959,510.1624357,1.457606959,510.1624357,1.457606959,510.1624357,1.457606959,3600.0,night,inhalation,350.0,2.375895101,3500.0,1.030137257,0.47712125471966244,2.447504402066696,1.65401935853787,1.65401935853787,-2.544068022635552,4.447158031342219,2.502631927572243,0.0,0.1636404330702547,2.7077084774630946,0.1636404330702547,2.7077084774630946,0.1636404330702547,2.7077084774630946,0.1636404330702547,1.65401935853787,-2.544068022635552,4.447158031342219,2.4659516936531305,0.0,-2.544068022635552,2.7077084774630946,0.1636404330702547,2.7077084774630946,0.1636404330702547,2.7077084774630946,0.1636404330702547,2.7077084774630946,0.1636404330702547,3.5563025007672873,2.5440680443502757,0.37582726204040784,3.5440680443502757,0.012895094594751905,,,,
503,3519,3.0,7.073402534,45.08368,45.08368,124-40-3,0.002857143,28000.0,45.0,1.0,0.002857143,510.1624357,1.457606959,510.1624357,1.457606959,510.1624357,1.457606959,510.1624357,1.457606959,45.08368,124-40-3,0.002857143,28000.0,19.2327144,1.0,0.002857143,510.1624357,1.457606959,510.1624357,1.457606959,510.1624357,1.457606959,510.1624357,1.457606959,3600.0,night,flash_fire,14000.0,0.906506493,28000.0,0.558093512,0.47712125471966244,2.447504402066696,1.65401935853787,1.65401935853787,-2.544068022635552,4.447158031342219,2.502631927572243,0.0,0.1636404330702547,2.7077084774630946,0.1636404330702547,2.7077084774630946,0.1636404330702547,2.7077084774630946,0.1636404330702547,1.65401935853787,-2.544068022635552,4.447158031342219,2.4659516936531305,0.0,-2.544068022635552,2.7077084774630946,0.1636404330702547,2.7077084774630946,0.1636404330702547,2.7077084774630946,0.1636404330702547,2.7077084774630946,0.1636404330702547,3.5563025007672873,4.146128035678238,-0.04262908085256293,4.447158031342219,-0.25329302625412764,,,,
504,3518,3.0,-6.373005315,31.0571,31.0571,74-89-5,0.002,49000.0,45.0,1.0,0.002,160.9937824,0.321987565,160.9937824,0.321987565,160.9937824,0.321987565,160.9937824,0.321987565,31.0571,74-89-5,0.002,49000.0,40.44085723,1.0,0.002,160.9937824,0.321987565,160.9937824,0.321987565,160.9937824,0.321987565,160.9937824,0.321987565,3600.0,night,inhalation,500.0,3.51455044,5000.0,1.711651203,0.47712125471966244,2.4261483757987343,1.4921609004331924,1.4921609004331924,-2.6989700043360187,4.690196080028514,2.502631927572243,0.0,-0.4921609002177173,2.206809103848543,-0.4921609002177173,2.206809103848543,-0.4921609002177173,2.206809103848543,-0.4921609002177173,1.4921609004331924,-2.6989700043360187,4.690196080028514,2.496363392301807,0.0,-2.6989700043360187,2.206809103848543,-0.4921609002177173,2.206809103848543,-0.4921609002177173,2.206809103848543,-0.4921609002177173,2.206809103848543,-0.4921609002177173,3.5563025007672873,2.6989700043360187,0.5458697805894694,3.6989700043360187,0.23341526966031054,,,,
505,3518,3.0,-6.373005315,31.0571,31.0571,74-89-5,0.002,49000.0,45.0,1.0,0.002,160.9937824,0.321987565,160.9937824,0.321987565,160.9937824,0.321987565,160.9937824,0.321987565,31.0571,74-89-5,0.002,49000.0,40.44085723,1.0,0.002,160.9937824,0.321987565,160.9937824,0.321987565,160.9937824,0.321987565,160.9937824,0.321987565,3600.0,night,flash_fire,24500.0,0.819343618,49000.0,0.477043166,0.47712125471966244,2.4261483757987343,1.4921609004331924,1.4921609004331924,-2.6989700043360187,4.690196080028514,2.502631927572243,0.0,-0.4921609002177173,2.206809103848543,-0.4921609002177173,2.206809103848543,-0.4921609002177173,2.206809103848543,-0.4921609002177173,1.4921609004331924,-2.6989700043360187,4.690196080028514,2.496363392301807,0.0,-2.6989700043360187,2.206809103848543,-0.4921609002177173,2.206809103848543,-0.4921609002177173,2.206809103848543,-0.4921609002177173,2.206809103848543,-0.4921609002177173,3.5563025007672873,4.389166084364533,-0.08653392472990842,4.690196080028514,-0.32144232136362727,,,,
506,3516,1.0,130.7251703,89.13624,89.13624,3710-84-7,0.001194513,17000.0,40.0,1.0,0.001194513,0,0.0,0.0,0.0,10.09690335,0.012060883,10.09690335,0.012060883,89.13624,3710-84-7,0.001194513,17000.0,39.99675069,1.0,0.001194513,0.0,0.0,0.0,0.0,10.09690335,0.012060883,10.09690335,0.012060883,3600.0,night,inhalation,837.1611816,19.49096842,8371.611816,2.66509572,0.0,2.6062471541524963,1.9500543104581174,1.9500543104581174,-2.9228091194197185,4.230448921378274,2.495752416037327,0.0,0.0,0.0,0.0,1.0041881991078305,-1.9186208955134914,1.0041881991078305,-1.9186208955134914,1.9500543104581174,-2.9228091194197185,4.230448921378274,2.495747909683425,0.0,-2.9228091194197185,0.0,0.0,0.0,0.0,1.0041881991078305,-1.9186208955134914,1.0041881991078305,-1.9186208955134914,3.5563025007672873,2.922809082294731,1.2898334178253499,3.922809082294731,0.42571281183211057,,,,
507,3516,1.0,130.7251703,89.13624,89.13624,3710-84-7,0.001194513,17000.0,40.0,1.0,0.001194513,0,0.0,0.0,0.0,10.09690335,0.012060883,10.09690335,0.012060883,89.13624,3710-84-7,0.001194513,17000.0,39.99675069,1.0,0.001194513,0.0,0.0,0.0,0.0,10.09690335,0.012060883,10.09690335,0.012060883,3600.0,night,flash_fire,8500.0,2.797250989,17000.0,2.217853998,0.0,2.6062471541524963,1.9500543104581174,1.9500543104581174,-2.9228091194197185,4.230448921378274,2.495752416037327,0.0,0.0,0.0,0.0,1.0041881991078305,-1.9186208955134914,1.0041881991078305,-1.9186208955134914,1.9500543104581174,-2.9228091194197185,4.230448921378274,2.495747909683425,0.0,-2.9228091194197185,0.0,0.0,0.0,0.0,1.0041881991078305,-1.9186208955134914,1.0041881991078305,-1.9186208955134914,3.5563025007672873,3.929418925714293,0.4467314360702433,4.230448921378274,0.3459329530169372,,,,
508,3512,1.0,58.58101419,35.54159783,39.12607941,67-56-1,0.000149417,65492.85105,90.0,0.747083395,0.000111627,0,0.0,0.0,0.0,988.4390511,0.14768928,864.9379732,0.129236159,39.72494272,67-56-1,0.000145141,65010.0979,59.37005966,0.725703128,0.000105329,103.1239178,0.01496747,74.83734966,0.01086194,988.4390511,0.143462662,864.9379732,0.125537638,10.0,night,inhalation,6889.869713,128929.4312,68898.69713,3424.987862,0.0,2.5207860764695056,1.550736948318845,1.5924663320328507,-3.825599987619859,4.816193896648553,2.560086048497414,-0.12663091630135812,0.0,0.0,0.0,2.994949895109461,-0.8306510267314235,2.9369849642707817,-0.888615958035187,1.59906327966404,-3.8382098890194913,4.812980820052675,2.521817849750001,-0.13924100497383657,-3.9774520390139183,2.013359404021454,-1.8248516036581428,1.8741183987047954,-1.964092600525244,2.994949895109461,-0.8432611149394154,2.9369849642707817,-0.9012260468914295,1.0,3.838211009504121,5.11035206668443,4.83821100950412,3.5346590367114334,,,,
509,3512,1.0,58.58101419,35.54159783,39.12607941,67-56-1,0.000149417,65492.85105,90.0,0.747083395,0.000111627,0,0.0,0.0,0.0,988.4390511,0.14768928,864.9379732,0.129236159,39.72494272,67-56-1,0.000145141,65010.0979,59.37005966,0.725703128,0.000105329,103.1239178,0.01496747,74.83734966,0.01086194,988.4390511,0.143462662,864.9379732,0.125537638,10.0,night,flash_fire,32505.04895,20666.34392,65010.0979,3892.92641,0.0,2.5207860764695056,1.550736948318845,1.5924663320328507,-3.825599987619859,4.816193896648553,2.560086048497414,-0.12663091630135812,0.0,0.0,0.0,2.994949895109461,-0.8306510267314235,2.9369849642707817,-0.888615958035187,1.59906327966404,-3.8382098890194913,4.812980820052675,2.521817849750001,-0.13924100497383657,-3.9774520390139183,2.013359404021454,-1.8248516036581428,1.8741183987047954,-1.964092600525244,2.994949895109461,-0.8432611149394154,2.9369849642707817,-0.9012260468914295,1.0,4.511950824388694,4.315263652446775,4.812980820052675,3.590276194102699,,,,
510,3509,6.0,31.7874635,60.05196,60.05196,107-31-3,0.000222222,52000.0,15.0,1.0,0.000222222,0,0.0,0.0,0.0,426.5713793,0.09479364,426.5713793,0.09479364,60.05196,107-31-3,0.000222222,52000.0,14.96043511,1.0,0.000222222,0.0,0.0,0.0,0.0,426.5713793,0.09479364,426.5713793,0.09479364,3600.0,night,inhalation,4500.0,4517.065986,45000.0,1.096355983,0.7781512503836436,2.4842107834727396,1.7785271866480539,1.7785271866480539,-3.653212948070043,4.7160033436347994,2.459618623917375,0.0,0.0,0.0,0.0,2.6299917132112616,-1.0232207998514085,2.6299917132112616,-1.0232207998514085,1.7785271866480539,-3.653212948070043,4.7160033436347994,2.4595589883346274,0.0,-3.653212948070043,0.0,0.0,0.0,0.0,2.6299917132112616,-1.0232207998514085,2.6299917132112616,-1.0232207998514085,3.5563025007672873,3.6532125137753435,3.654856434848834,4.653212513775344,0.03995159096455074,,,,
511,3509,6.0,31.7874635,60.05196,60.05196,107-31-3,0.000222222,52000.0,15.0,1.0,0.000222222,0,0.0,0.0,0.0,426.5713793,0.09479364,426.5713793,0.09479364,60.05196,107-31-3,0.000222222,52000.0,14.96043511,1.0,0.000222222,0.0,0.0,0.0,0.0,426.5713793,0.09479364,426.5713793,0.09479364,3600.0,night,flash_fire,26000.0,27.95524776,52000.0,1.328251313,0.7781512503836436,2.4842107834727396,1.7785271866480539,1.7785271866480539,-3.653212948070043,4.7160033436347994,2.459618623917375,0.0,0.0,0.0,0.0,2.6299917132112616,-1.0232207998514085,2.6299917132112616,-1.0232207998514085,1.7785271866480539,-3.653212948070043,4.7160033436347994,2.4595589883346274,0.0,-3.653212948070043,0.0,0.0,0.0,0.0,2.6299917132112616,-1.0232207998514085,2.6299917132112616,-1.0232207998514085,3.5563025007672873,4.414973347970818,1.4464633456493874,4.7160033436347994,0.12328025388979127,,,,
512,3508,1.0,31.7874635,60.05196,60.05196,107-31-3,0.000222222,52000.0,15.0,1.0,0.000222222,0,0.0,0.0,0.0,426.5713793,0.09479364,426.5713793,0.09479364,60.05196,107-31-3,0.000222222,52000.0,14.79092076,1.0,0.000222222,0.0,0.0,0.0,0.0,426.5713793,0.09479364,426.5713793,0.09479364,10.0,night,inhalation,4500.0,34263.78871,45000.0,3083.040192,0.0,2.4842107834727396,1.7785271866480539,1.7785271866480539,-3.653212948070043,4.7160033436347994,2.459618623917375,0.0,0.0,0.0,0.0,2.6299917132112616,-1.0232207998514085,2.6299917132112616,-1.0232207998514085,1.7785271866480539,-3.653212948070043,4.7160033436347994,2.4593033890788205,0.0,-3.653212948070043,0.0,0.0,0.0,0.0,2.6299917132112616,-1.0232207998514085,2.6299917132112616,-1.0232207998514085,1.0,3.6532125137753435,4.5348353832901,4.653212513775344,3.4889791864358948,,,,
513,3508,1.0,31.7874635,60.05196,60.05196,107-31-3,0.000222222,52000.0,15.0,1.0,0.000222222,0,0.0,0.0,0.0,426.5713793,0.09479364,426.5713793,0.09479364,60.05196,107-31-3,0.000222222,52000.0,14.79092076,1.0,0.000222222,0.0,0.0,0.0,0.0,426.5713793,0.09479364,426.5713793,0.09479364,10.0,night,flash_fire,26000.0,8406.886574,52000.0,2267.888407,0.0,2.4842107834727396,1.7785271866480539,1.7785271866480539,-3.653212948070043,4.7160033436347994,2.459618623917375,0.0,0.0,0.0,0.0,2.6299917132112616,-1.0232207998514085,2.6299917132112616,-1.0232207998514085,1.7785271866480539,-3.653212948070043,4.7160033436347994,2.4593033890788205,0.0,-3.653212948070043,0.0,0.0,0.0,0.0,2.6299917132112616,-1.0232207998514085,2.6299917132112616,-1.0232207998514085,1.0,4.414973347970818,3.9246351879407486,4.7160033436347994,3.3556216809896267,,,,
514,3507,0.0,31.7874635,60.05196,60.05196,107-31-3,0.000222222,52000.0,15.0,1.0,0.000222222,0,0.0,0.0,0.0,12.65570682,0.002812379,12.65570682,0.002812379,60.05196,107-31-3,0.000222222,52000.0,14.9998187,1.0,0.000222222,0.0,0.0,0.0,0.0,12.65570682,0.002812379,12.65570682,0.002812379,10.0,night,inhalation,4500.0,1727.540932,45000.0,92.40386813,0.0,2.4842107834727396,1.7785271866480539,1.7785271866480539,-3.653212948070043,4.7160033436347994,2.459618623917375,0.0,0.0,0.0,0.0,1.1022864054763728,-2.5509261535962233,1.1022864054763728,-2.5509261535962233,1.7785271866480539,-3.653212948070043,4.7160033436347994,2.4596183506651994,0.0,-3.653212948070043,0.0,0.0,0.0,0.0,1.1022864054763728,-2.5509261535962233,1.1022864054763728,-2.5509261535962233,1.0,3.6532125137753435,3.237428346252392,4.653212513775344,1.9656901516568208,,,,
515,3507,0.0,31.7874635,60.05196,60.05196,107-31-3,0.000222222,52000.0,15.0,1.0,0.000222222,0,0.0,0.0,0.0,12.65570682,0.002812379,12.65570682,0.002812379,60.05196,107-31-3,0.000222222,52000.0,14.9998187,1.0,0.000222222,0.0,0.0,0.0,0.0,12.65570682,0.002812379,12.65570682,0.002812379,10.0,night,flash_fire,26000.0,289.5093621,52000.0,61.45374606,0.0,2.4842107834727396,1.7785271866480539,1.7785271866480539,-3.653212948070043,4.7160033436347994,2.459618623917375,0.0,0.0,0.0,0.0,1.1022864054763728,-2.5509261535962233,1.1022864054763728,-2.5509261535962233,1.7785271866480539,-3.653212948070043,4.7160033436347994,2.4596183506651994,0.0,-3.653212948070043,0.0,0.0,0.0,0.0,1.1022864054763728,-2.5509261535962233,1.1022864054763728,-2.5509261535962233,1.0,4.414973347970818,2.461662612424861,4.7160033436347994,1.788548361487734,,,,
516,3505,0.5,31.7874635,60.05196,60.05196,107-31-3,0.000222222,52000.0,15.0,1.0,0.000222222,0,0.0,0.0,0.0,432.9583914,0.096212976,432.9583914,0.096212976,60.05196,107-31-3,0.000222222,52000.0,14.89510675,1.0,0.000222222,0.0,0.0,0.0,0.0,432.9583914,0.096212976,432.9583914,0.096212976,3600.0,night,inhalation,4500.0,3149.01092,45000.0,5.42132511,-0.3010299956639812,2.4842107834727396,1.7785271866480539,1.7785271866480539,-3.653212948070043,4.7160033436347994,2.459618623917375,0.0,0.0,0.0,0.0,2.636446161356458,-1.0167663518170342,2.636446161356458,-1.0167663518170342,1.7785271866480539,-3.653212948070043,4.7160033436347994,2.459460501921428,0.0,-3.653212948070043,0.0,0.0,0.0,0.0,2.636446161356458,-1.0167663518170342,2.636446161356458,-1.0167663518170342,3.5563025007672873,3.6532125137753435,3.4981741666662423,4.653212513775344,0.7341054521515277,,,,
517,3505,0.5,31.7874635,60.05196,60.05196,107-31-3,0.000222222,52000.0,15.0,1.0,0.000222222,0,0.0,0.0,0.0,432.9583914,0.096212976,432.9583914,0.096212976,60.05196,107-31-3,0.000222222,52000.0,14.89510675,1.0,0.000222222,0.0,0.0,0.0,0.0,432.9583914,0.096212976,432.9583914,0.096212976,3600.0,night,flash_fire,26000.0,57.68104208,52000.0,2.961870951,-0.3010299956639812,2.4842107834727396,1.7785271866480539,1.7785271866480539,-3.653212948070043,4.7160033436347994,2.459618623917375,0.0,0.0,0.0,0.0,2.636446161356458,-1.0167663518170342,2.636446161356458,-1.0167663518170342,1.7785271866480539,-3.653212948070043,4.7160033436347994,2.459460501921428,0.0,-3.653212948070043,0.0,0.0,0.0,0.0,2.636446161356458,-1.0167663518170342,2.636446161356458,-1.0167663518170342,3.5563025007672873,4.414973347970818,1.7610330978539794,4.7160033436347994,0.4715661323453766,,,,
518,3502,1.0,31.7874635,60.05196,60.05196,107-31-3,0.000222222,52000.0,15.0,1.0,0.000222222,0,0.0,0.0,0.0,432.9583914,0.096212976,432.9583914,0.096212976,60.05196,107-31-3,0.000222222,52000.0,14.89510675,1.0,0.000222222,0.0,0.0,0.0,0.0,432.9583914,0.096212976,432.9583914,0.096212976,3600.0,night,inhalation,4500.0,3226.657806,45000.0,1.975155739,0.0,2.4842107834727396,1.7785271866480539,1.7785271866480539,-3.653212948070043,4.7160033436347994,2.459618623917375,0.0,0.0,0.0,0.0,2.636446161356458,-1.0167663518170342,2.636446161356458,-1.0167663518170342,1.7785271866480539,-3.653212948070043,4.7160033436347994,2.459460501921428,0.0,-3.653212948070043,0.0,0.0,0.0,0.0,2.636446161356458,-1.0167663518170342,2.636446161356458,-1.0167663518170342,3.5563025007672873,3.6532125137753435,3.5087529099821437,4.653212513775344,0.29560134498612933,,,,
