study_id,elev_m,ave_nbp_deg_k,overall_ave_mw,storage_ave_vap_mw,storage_key_component,storage_shi,storage_lfl,storage_temp_deg_k,storage_vapor_mol_composition,storage_shi_times_vapor_mol_composition,storage_total_vapor_moles,storage_shi_times_total_vapor_moles,storage_component_vapor_moles,storage_shi_times_component_vapor_moles,storage_total_moles,storage_shi_times_total_moles,storage_component_total_moles,storage_shi_times_component_total_moles,discharge_ave_vap_mw,discharge_key_component,discharge_shi,discharge_lfl,discharge_temp_deg_k,discharge_vapor_mol_composition,discharge_shi_times_vapor_mol_composition,discharge_total_vapor_moles,discharge_shi_times_total_vapor_moles,discharge_component_vapor_moles,discharge_shi_times_component_vapor_moles,discharge_total_moles,discharge_shi_times_total_moles,discharge_component_total_moles,discharge_shi_times_component_total_moles,release_duration_sec,hazard_type,catastrophic_release_01,discharge_diameter_in,release_orientation,press_psia,conc_low_ppm,area_conc_low_m2,conc_high_ppm,area_conc_high_m2,log_elev_m,log_ave_nbp_deg_k,log_overall_ave_mw,log_storage_ave_vap_mw,log_storage_shi,log_storage_lfl,log_storage_temp_deg_k,log_storage_vapor_mol_composition,log_storage_shi_times_vapor_mol_composition,log_storage_total_vapor_moles,log_storage_shi_times_total_vapor_moles,log_storage_component_vapor_moles,log_storage_shi_times_component_vapor_moles,log_storage_total_moles,log_storage_shi_times_total_moles,log_storage_component_total_moles,log_storage_shi_times_component_total_moles,log_discharge_ave_vap_mw,log_discharge_shi,log_discharge_lfl,log_discharge_temp_deg_k,log_discharge_vapor_mol_composition,log_discharge_shi_times_vapor_mol_composition,log_discharge_total_vapor_moles,log_discharge_shi_times_total_vapor_moles,log_discharge_component_vapor_moles,log_discharge_shi_times_component_vapor_moles,log_discharge_total_moles,log_discharge_shi_times_total_moles,log_discharge_component_total_moles,log_discharge_shi_times_component_total_moles,log_release_duration_sec,log_catastrophic_release_01,log_discharge_diameter_in,log_release_orientation,log_press_psia,log_conc_low_ppm,log_area_conc_low_m2,log_conc_high_ppm,log_area_conc_high_m2,percentile_elev_m,percentile_ave_nbp_deg_k,percentile_overall_ave_mw,percentile_storage_ave_vap_mw,percentile_storage_shi,percentile_storage_lfl,percentile_storage_temp_deg_k,percentile_storage_vapor_mol_composition,percentile_storage_shi_times_vapor_mol_composition,percentile_storage_total_vapor_moles,percentile_storage_shi_times_total_vapor_moles,percentile_storage_component_vapor_moles,percentile_storage_shi_times_component_vapor_moles,percentile_storage_total_moles,percentile_storage_shi_times_total_moles,percentile_storage_component_total_moles,percentile_storage_shi_times_component_total_moles,percentile_discharge_ave_vap_mw,percentile_discharge_shi,percentile_discharge_lfl,percentile_discharge_temp_deg_k,percentile_discharge_vapor_mol_composition,percentile_discharge_shi_times_vapor_mol_composition,percentile_discharge_total_vapor_moles,percentile_discharge_shi_times_total_vapor_moles,percentile_discharge_component_vapor_moles,percentile_discharge_shi_times_component_vapor_moles,percentile_discharge_total_moles,percentile_discharge_shi_times_total_moles,percentile_discharge_component_total_moles,percentile_discharge_shi_times_component_total_moles,percentile_release_duration_sec,percentile_catastrophic_release_01,percentile_discharge_diameter_in,percentile_release_orientation,percentile_press_psia,percentile_conc_low_ppm,percentile_area_conc_low_m2,percentile_conc_high_ppm,percentile_area_conc_high_m2,percentile_log_elev_m,percentile_log_ave_nbp_deg_k,percentile_log_overall_ave_mw,percentile_log_storage_ave_vap_mw,percentile_log_storage_shi,percentile_log_storage_lfl,percentile_log_storage_temp_deg_k,percentile_log_storage_vapor_mol_composition,percentile_log_storage_shi_times_vapor_mol_composition,percentile_log_storage_total_vapor_moles,percentile_log_storage_shi_times_total_vapor_moles,percentile_log_storage_component_vapor_moles,percentile_log_storage_shi_times_component_vapor_moles,percentile_log_storage_total_moles,percentile_log_storage_shi_times_total_moles,percentile_log_storage_component_total_moles,percentile_log_storage_shi_times_component_total_moles,percentile_log_discharge_ave_vap_mw,percentile_log_discharge_shi,percentile_log_discharge_lfl,percentile_log_discharge_temp_deg_k,percentile_log_discharge_vapor_mol_composition,percentile_log_discharge_shi_times_vapor_mol_composition,percentile_log_discharge_total_vapor_moles,percentile_log_discharge_shi_times_total_vapor_moles,percentile_log_discharge_component_vapor_moles,percentile_log_discharge_shi_times_component_vapor_moles,percentile_log_discharge_total_moles,percentile_log_discharge_shi_times_total_moles,percentile_log_discharge_component_total_moles,percentile_log_discharge_shi_times_component_total_moles,percentile_log_release_duration_sec,percentile_log_catastrophic_release_01,percentile_log_discharge_diameter_in,percentile_log_release_orientation,percentile_log_press_psia,percentile_log_conc_low_ppm,percentile_log_area_conc_low_m2,percentile_log_conc_high_ppm,percentile_log_area_conc_high_m2
3834,0,373.710701,46.0257,46.0257,64-18-6,0.004,120000,298.15,1,0.004,0,0,0,0,21726.99166,86.90796664,21726.99166,86.90796664,46.0257,64-18-6,0.004,120000,297.3591036,1,0.004,0,0,0,0,21726.99166,86.90796664,21726.99166,86.90796664,3600,inhalation,0,10,0,514.6959,250,3217290.279,2500,190233.4182,-10,2.572535534,1.663000402,1.663000402,-2.397940009,5.079181246,2.474434814,0,-2.397940009,-10,-10,-10,-10,4.336999598,1.939059589,4.336999598,1.939059589,1.663000402,-2.397940009,5.079181246,2.473281239,0,-2.397940009,-10,-10,-10,-10,4.336999598,1.939059589,4.336999598,1.939059589,3.556302501,-10,1,-10,2.711550709,2.397940009,6.507490247,3.397940009,5.279286812,0,0.573830277,0.125978773,0.129413116,0.005998375,0.117474485,0.171270718,1,0.005999965,0,0,0,0,1.19E-06,2.37E-06,1.19E-06,2.37E-06,0.129413119,0.005998375,0.129880145,0.218573555,1,0.005999965,0,0,0,0,1.19E-06,2.37E-06,1.19E-06,2.37E-06,1,0,0.1,0,0.083333181,0.000550314,0.04213695,0.002751608,0.014719276,0,0.845400075,0.606141057,0.609298073,0.773832513,0.942495742,0.412783725,1,0.701658417,0,0,0,0,0.554918745,0.608605187,0.554918745,0.613014602,0.609298076,0.773832513,0.945062693,0.563469187,1,0.701658417,0,0,0,0,0.554918745,0.608605187,0.554918745,0.613014602,1,0,0.916666667,0,0.591245062,0.405548553,0.872424312,0.464855391,0.820736512
3327,0,346.8928392,41.78658771,34.33644006,64-19-7,0.000327678,,389.15,0.081919621,2.68E-05,0,0,0,0,17156.78195,5.621908305,5968.84444,1.955861899,34.46600511,64-19-7,0.000346181,,348.2566062,0.08654527,3.00E-05,2316.417141,0.801899789,200.4749473,0.069400634,17156.78195,5.939353315,5968.84444,2.066301018,10,inhalation,1,0,0,59.6959,2888.661617,1769797.705,28886.61617,188490.853,-10,2.540195335,1.621036908,1.535755266,-3.484552716,-10,2.590117035,-1.086612066,-4.571865206,-10,-10,-10,-10,4.234435832,0.749883758,3.77589026,0.291338187,1.537390948,-3.460696772,-10,2.541899363,-1.062756663,-4.522878745,3.36481677,-0.095879901,2.302060108,-1.158636562,4.234435832,0.773739161,3.77589026,0.31519359,1,0,-10,-10,1.775944504,3.460696671,6.247923628,4.460696671,5.27529028,0,0.530275595,0.11384425,0.095040252,0.000489883,,0.255064457,0.080502235,4.02E-05,0,0,0,0,9.37E-07,1.54E-07,3.26E-07,5.34E-08,0.095421247,0.000517637,,0.263569885,0.085135025,4.50E-05,1.27E-07,2.19E-08,1.10E-08,1.90E-09,9.37E-07,1.62E-07,3.26E-07,5.64E-08,0,1,0,0,0.007499835,0.006393748,0.023179095,0.031969165,0.014584445,0,0.823755998,0.587418107,0.552229117,0.663223515,0,0.525237192,0.613588919,0.409751831,0,0,0,0,0.547214955,0.525853762,0.512772591,0.499646023,0.552962716,0.66565187,0,0.613470133,0.62207216,0.416329551,0.659582104,0.563900919,0.607132805,0.503391812,0.547214955,0.527513793,0.512772591,0.501287352,0,1,0,0,0.233048077,0.599530895,0.848347018,0.687205434,0.820345471
3318,0,346.8928392,41.78658771,34.33644006,64-19-7,0.000327678,,389.15,0.081919621,2.68E-05,0,0,0,0,17156.78195,5.621908305,5968.84444,1.955861899,34.46600511,64-19-7,0.000346181,,348.2566062,0.08654527,3.00E-05,2316.417141,0.801899789,200.4749473,0.069400634,17156.78195,5.939353315,5968.84444,2.066301018,10,inhalation,1,0,0,59.6959,2888.661617,1769797.705,28886.61617,188490.853,-10,2.540195335,1.621036908,1.535755266,-3.484552716,-10,2.590117035,-1.086612066,-4.571865206,-10,-10,-10,-10,4.234435832,0.749883758,3.77589026,0.291338187,1.537390948,-3.460696772,-10,2.541899363,-1.062756663,-4.522878745,3.36481677,-0.095879901,2.302060108,-1.158636562,4.234435832,0.773739161,3.77589026,0.31519359,1,0,-10,-10,1.775944504,3.460696671,6.247923628,4.460696671,5.27529028,0,0.530275595,0.11384425,0.095040252,0.000489883,,0.255064457,0.080502235,4.02E-05,0,0,0,0,9.37E-07,1.54E-07,3.26E-07,5.34E-08,0.095421247,0.000517637,,0.263569885,0.085135025,4.50E-05,1.27E-07,2.19E-08,1.10E-08,1.90E-09,9.37E-07,1.62E-07,3.26E-07,5.64E-08,0,1,0,0,0.007499835,0.006393748,0.023179095,0.031969165,0.014584445,0,0.823755998,0.587418107,0.552229117,0.663223515,0,0.525237192,0.613588919,0.409751831,0,0,0,0,0.547214955,0.525853762,0.512772591,0.499646023,0.552962716,0.66565187,0,0.613470133,0.62207216,0.416329551,0.659582104,0.563900919,0.607132805,0.503391812,0.547214955,0.527513793,0.512772591,0.501287352,0,1,0,0,0.233048077,0.599530895,0.848347018,0.687205434,0.820345471
2051,5,280.2234025,45.08368,45.08368,124-40-3,0.002857143,28000,328.15,1,0.002857143,443.6195093,1.267484312,443.6195093,1.267484312,443.6195093,1.267484312,443.6195093,1.267484312,45.08368,124-40-3,0.002857143,28000,280.2234046,1,0.002857143,0,0,0,0,443.6195093,1.267484312,443.6195093,1.267484312,10,inhalation,1,0,0,74.6959,350,2429138.532,3500,175218.6813,0.698970004,2.447504402,1.654019359,1.654019359,-2.544068023,4.447158031,2.516072409,0,-2.544068023,2.647010637,0.102942593,2.647010637,0.102942593,2.647010637,0.102942593,2.647010637,0.102942593,1.654019359,-2.544068023,4.447158031,2.447504405,0,-2.544068023,-10,-10,-10,-10,2.647010637,0.102942593,2.647010637,0.102942593,1,0,-10,-10,1.873296764,2.544068044,6.385452283,3.544068044,5.243580407,0.833333333,0.421998277,0.123282227,0.126643058,0.004284087,0.025017958,0.198895028,1,0.004285679,2.42E-08,3.46E-08,2.42E-08,3.46E-08,2.42E-08,3.46E-08,2.42E-08,3.46E-08,0.126643061,0.004284087,0.02765993,0.203424608,1,0.004285679,0,0,0,0,2.42E-08,3.46E-08,2.42E-08,3.46E-08,0,1,0,0,0.009999835,0.000771769,0.031814502,0.003858895,0.013557513,0.992653541,0.761721449,0.602133964,0.60527011,0.758957781,0.902992325,0.453259192,1,0.682036892,0.624156846,0.575221075,0.624156846,0.575221075,0.427979965,0.480834934,0.427979965,0.486683795,0.605270113,0.758957781,0.905451685,0.544686015,1,0.682036892,0,0,0,0,0.427979965,0.480834934,0.427979965,0.486683795,0,1,0,0,0.270319405,0.432220941,0.86110412,0.495428312,0.817242812
3296,2,280.2234025,45.08368,45.08368,124-40-3,0.002857143,28000,300.15,1,0.002857143,0,0,0,0,2847.283097,8.135094562,2847.283097,8.135094562,45.08368,124-40-3,0.002857143,28000,280.2234046,1,0.002857143,0,0,0,0,2847.283097,8.135094562,2847.283097,8.135094562,10,flash_fire,1,8,6,134.6959,14000,301002.9371,28000,157834.6378,0.301029996,2.447504402,1.654019359,1.654019359,-2.544068023,4.447158031,2.477338348,0,-2.544068023,-10,-10,-10,-10,3.45443065,0.910362606,3.45443065,0.910362606,1.654019359,-2.544068023,4.447158031,2.447504405,0,-2.544068023,-10,-10,-10,-10,3.45443065,0.910362606,3.45443065,0.910362606,1,0,0.903089987,0.77815125,2.129354376,4.146128036,5.478570733,4.447158031,5.198202318,0.333333333,0.421998277,0.123282227,0.126643058,0.004284087,0.025017958,0.173112339,1,0.004285679,0,0,0,0,1.56E-07,2.22E-07,1.56E-07,2.22E-07,0.126643061,0.004284087,0.02765993,0.203424608,1,0.004285679,0,0,0,0,1.56E-07,2.22E-07,1.56E-07,2.22E-07,0,1,0.08,1,0.019999837,0.031000302,0.003942245,0.030987426,0.012212426,0.955732552,0.761721449,0.602133964,0.60527011,0.758957781,0.902992325,0.41560622,1,0.682036892,0,0,0,0,0.488627054,0.537021037,0.488627054,0.542236912,0.605270113,0.758957781,0.905451685,0.544686015,1,0.682036892,0,0,0,0,0.488627054,0.537021037,0.488627054,0.542236912,0,1,0.908590832,1,0.368351103,0.724640986,0.776982159,0.684372878,0.812802785
2189,1,266.7769947,31.0571,31.0571,74-89-5,0.002,49000,308.15,1,0.002,0,0,0,0,965.9626945,1.931925389,965.9626945,1.931925389,31.0571,74-89-5,0.002,49000,266.7769928,1,0.002,0,0,0,0,965.9626945,1.931925389,965.9626945,1.931925389,3600,inhalation,0,4,0,94.6959,500,2212268.695,5000,154406.695,0,2.426148376,1.4921609,1.4921609,-2.698970004,4.69019608,2.488762172,0,-2.698970004,-10,-10,-10,-10,2.984960354,0.28599035,2.984960354,0.28599035,1.4921609,-2.698970004,4.69019608,2.426148373,0,-2.698970004,-10,-10,-10,-10,2.984960354,0.28599035,2.984960354,0.28599035,3.556302501,-10,0.602059991,-10,1.976331176,2.698970004,6.344837874,3.698970004,5.188666127,0.166666667,0.400160069,0.08313093,0.085397186,0.00299837,0.046122166,0.180478821,1,0.002999964,0,0,0,0,5.28E-08,5.28E-08,5.28E-08,5.28E-08,0.085397188,0.00299837,0.050992805,0.191537204,1,0.002999964,0,0,0,0,5.28E-08,5.28E-08,5.28E-08,5.28E-08,1,0,0.04,0,0.013333169,0.00110395,0.028974151,0.005519826,0.01194719,0.927802901,0.747428666,0.529917198,0.532677211,0.743189925,0.918182959,0.426711199,1,0.66123723,0,0,0,0,0.45336411,0.493572716,0.45336411,0.499278075,0.532677213,0.743189925,0.920683692,0.529124211,1,0.66123723,0,0,0,0,0.45336411,0.493572716,0.45336411,0.499278075,1,0,0.883504999,0,0.309766146,0.460494812,0.857336744,0.527836913,0.811869715
2743,2,283.4926291,44.05256,44.05256,75-21-8,0.002,30000,286.15,1,0.002,0,0,0,0,4009.625231,8.019250461,4009.625231,8.019250461,44.05256,75-21-8,0.002,30000,283.4926288,1,0.002,0,0,0,0,4009.625231,8.019250461,4009.625231,8.019250461,10,flash_fire,1,12,0,57.6959,15000,327597.6736,30000,153219.99,0.301029996,2.452541772,1.643971151,1.643971151,-2.698970004,4.477121255,2.45659375,0,-2.698970004,-10,-10,-10,-10,3.603103782,0.904133778,3.603103782,0.904133778,1.643971151,-2.698970004,4.477121255,2.452541771,0,-2.698970004,-10,-10,-10,-10,3.603103782,0.904133778,3.603103782,0.904133778,1,0,1.079181246,-10,1.761144952,4.176091259,5.515340809,4.477121255,5.18531543,0.333333333,0.427307802,0.12033063,0.123610997,0.00299837,0.027027883,0.160220994,1,0.002999964,0,0,0,0,2.19E-07,2.19E-07,2.19E-07,2.19E-07,0.123611,0.00299837,0.029882109,0.206314791,1,0.002999964,0,0,0,0,2.19E-07,2.19E-07,2.19E-07,2.19E-07,0,1,0.12,0,0.007166501,0.033214846,0.004290557,0.033202,0.011855368,0.955732552,0.765092771,0.597650732,0.600763527,0.743189925,0.90486512,0.395440615,1,0.66123723,0,0,0,0,0.499794219,0.53658759,0.499794219,0.541808348,0.60076353,0.743189925,0.907329581,0.548356664,1,0.66123723,0,0,0,0,0.499794219,0.53658759,0.499794219,0.541808348,0,1,0.923265104,0,0.227382066,0.730110099,0.780392936,0.690641787,0.811541865
3601,1,522.0793664,122.12134,122.12134,65-85-0,0.006018183,14000,573.15,1,0.006018183,0,0,0,0,7265.854641,43.72724405,7265.854641,43.72724405,122.12134,65-85-0,0.006018183,14000,522.0793684,1,0.006018183,0,0,0,0,7265.854641,43.72724405,7265.854641,43.72724405,10,inhalation,1,0,0,64.6959,166.1631049,337802.217,1661.631049,150197.8699,0,2.717736529,2.086791561,2.086791561,-2.22053461,4.146128036,2.758268297,0,-2.22053461,-10,-10,-10,-10,3.861286705,1.640752106,3.861286705,1.640752106,2.086791561,-2.22053461,4.146128036,2.717736531,0,-2.22053461,-10,-10,-10,-10,3.861286705,1.640752106,3.861286705,1.640752106,1,0,-10,-10,1.810876759,2.220534599,5.528662496,3.220534599,5.176663774,0.166666667,0.814794683,0.343803689,0.353176219,0.009025654,0.010948487,0.424493554,1,0.009027239,0,0,0,0,3.97E-07,1.19E-06,3.97E-07,1.19E-06,0.353176227,0.009025654,0.01210468,0.41723924,1,0.009027239,0,0,0,0,3.97E-07,1.19E-06,3.97E-07,1.19E-06,0,1,0,0,0.008333168,0.000364654,0.004424206,0.001823293,0.011621532,0.927802901,0.94257763,0.795224948,0.799366786,0.791891048,0.884177014,0.68869526,1,0.725479754,0,0,0,0,0.519186905,0.587846802,0.519186905,0.592490079,0.79936679,0.791891048,0.886585129,0.741599905,1,0.725479754,0,0,0,0,0.519186905,0.587846802,0.519186905,0.592490079,0,1,0,0,0.246421896,0.373167182,0.78162865,0.427738616,0.810695342
4032,0,266.8254128,56.10632,56.10632,,,18000,298.15,1,9.56E-05,0,0,0,0,954.6874577,0.091303783,954.6874577,0.091303783,56.10632,,,18000,266.0676616,1,9.56E-05,0,0,0,0,954.6874577,0.091303783,954.6874577,0.091303783,10,flash_fire,1,0,0,264.6959,9000,287049.0455,18000,149716.9701,-10,2.42622719,1.749011784,1.749011784,-10,4.255272505,2.474434814,0,-4.019542108,-10,-10,-10,-10,2.979861217,-1.039511228,2.979861217,-1.039511228,1.749011784,-10,4.255272505,2.424992093,0,-4.019542108,-10,-10,-10,-10,2.979861217,-1.039511228,2.979861217,-1.039511228,1,0,-10,-10,2.422747214,3.954242509,5.457956107,4.255272505,5.175271029,0,0.400238705,0.1548347,0.159055692,,0.014968336,0.171270718,1,0.000143364,0,0,0,0,5.22E-08,2.49E-09,5.22E-08,2.49E-09,0.159055696,,0.016549037,0.190910114,1,0.000143364,0,0,0,0,5.22E-08,2.49E-09,5.22E-08,2.49E-09,0,1,0,0,0.041666507,0.019927579,0.00375949,0.019914556,0.011584323,0,0.747481413,0.644516956,0.647873849,0,0.890998883,0.412783725,1,0.483915722,0,0,0,0,0.452981102,0.401334763,0.452981102,0.408079266,0.647873852,0,0.893425578,0.528281648,1,0.483915722,0,0,0,0,0.452981102,0.401334763,0.452981102,0.408079266,0,1,0,0,0.480676598,0.689616596,0.775069954,0.644226572,0.810559069
3576,0,266.8254128,56.10632,56.10632,,,18000,298.15,1,9.56E-05,0,0,0,0,954.6874577,0.091303783,954.6874577,0.091303783,56.10632,,,18000,266.0676616,1,9.56E-05,0,0,0,0,954.6874577,0.091303783,954.6874577,0.091303783,10,flash_fire,1,0,0,264.6959,9000,287049.0455,18000,149716.9701,-10,2.42622719,1.749011784,1.749011784,-10,4.255272505,2.474434814,0,-4.019542108,-10,-10,-10,-10,2.979861217,-1.039511228,2.979861217,-1.039511228,1.749011784,-10,4.255272505,2.424992093,0,-4.019542108,-10,-10,-10,-10,2.979861217,-1.039511228,2.979861217,-1.039511228,1,0,-10,-10,2.422747214,3.954242509,5.457956107,4.255272505,5.175271029,0,0.400238705,0.1548347,0.159055692,,0.014968336,0.171270718,1,0.000143364,0,0,0,0,5.22E-08,2.49E-09,5.22E-08,2.49E-09,0.159055696,,0.016549037,0.190910114,1,0.000143364,0,0,0,0,5.22E-08,2.49E-09,5.22E-08,2.49E-09,0,1,0,0,0.041666507,0.019927579,0.00375949,0.019914556,0.011584323,0,0.747481413,0.644516956,0.647873849,0,0.890998883,0.412783725,1,0.483915722,0,0,0,0,0.452981102,0.401334763,0.452981102,0.408079266,0.647873852,0,0.893425578,0.528281648,1,0.483915722,0,0,0,0,0.452981102,0.401334763,0.452981102,0.408079266,0,1,0,0,0.480676598,0.689616596,0.775069954,0.644226572,0.810559069
2875,0,283.4926291,44.05256,44.05256,75-21-8,0.002,30000,288.15,1,0.002,0,0,0,0,2898.015462,5.796030923,2898.015462,5.796030923,44.05256,75-21-8,0.002,30000,283.4926288,1,0.002,0,0,0,0,2898.015462,5.796030923,2898.015462,5.796030923,10,flash_fire,1,0,0,23.78613963,15000,291898.0794,30000,148605.3609,-10,2.452541772,1.643971151,1.643971151,-2.698970004,4.477121255,2.459618624,0,-2.698970004,-10,-10,-10,-10,3.462100698,0.763130694,3.462100698,0.763130694,1.643971151,-2.698970004,4.477121255,2.452541771,0,-2.698970004,-10,-10,-10,-10,3.462100698,0.763130694,3.462100698,0.763130694,1,0,-10,-10,1.376323964,4.176091259,5.465231237,4.477121255,5.172034477,0,0.427307802,0.12033063,0.123610997,0.00299837,0.027027883,0.162062615,1,0.002999964,0,0,0,0,1.58E-07,1.58E-07,1.58E-07,1.58E-07,0.123611,0.00299837,0.029882109,0.206314791,1,0.002999964,0,0,0,0,1.58E-07,1.58E-07,1.58E-07,1.58E-07,0,1,0,0,0.001514874,0.033214846,0.003822998,0.033202,0.011498312,0,0.765092771,0.597650732,0.600763527,0.743189925,0.90486512,0.398381063,1,0.66123723,0,0,0,0,0.489203168,0.52677558,0.489203168,0.532106878,0.60076353,0.743189925,0.907329581,0.548356664,1,0.66123723,0,0,0,0,0.489203168,0.52677558,0.489203168,0.532106878,0,1,0,0,0.080053289,0.730110099,0.775744793,0.690641787,0.810242388
2874,0,283.4926291,44.05256,44.05256,75-21-8,0.002,30000,293.15,1,0.002,0,0,0,0,3073.714672,6.147429343,3073.714672,6.147429343,44.05256,75-21-8,0.002,30000,283.4926288,1,0.002,0,0,0,0,3073.714672,6.147429343,3073.714672,6.147429343,10,flash_fire,1,2,0,29.0074982,15000,289864.5745,30000,147031.9108,-10,2.452541772,1.643971151,1.643971151,-2.698970004,4.477121255,2.467089899,0,-2.698970004,-10,-10,-10,-10,3.48766355,0.788693546,3.48766355,0.788693546,1.643971151,-2.698970004,4.477121255,2.452541771,0,-2.698970004,-10,-10,-10,-10,3.48766355,0.788693546,3.48766355,0.788693546,1,0,0.301029996,-10,1.462510274,4.176091259,5.462195142,4.477121255,5.167411601,0,0.427307802,0.12033063,0.123610997,0.00299837,0.027027883,0.166666667,1,0.002999964,0,0,0,0,1.68E-07,1.68E-07,1.68E-07,1.68E-07,0.123611,0.00299837,0.029882109,0.206314791,1,0.002999964,0,0,0,0,1.68E-07,1.68E-07,1.68E-07,1.68E-07,0,1,0.02,0,0.0023851,0.033214846,0.003796365,0.033202,0.011376567,0,0.765092771,0.597650732,0.600763527,0.743189925,0.90486512,0.405643811,1,0.66123723,0,0,0,0,0.49112325,0.528554427,0.49112325,0.533865686,0.60076353,0.743189925,0.907329581,0.548356664,1,0.66123723,0,0,0,0,0.49112325,0.528554427,0.49112325,0.533865686,0,1,0.858419166,0,0.113049732,0.730110099,0.775463166,0.690641787,0.809790062
2263,1,290.9185077,22.80314721,30.01818919,74-89-5,0.00184068,53241.1907,393.15,0.920340044,0.001694052,0,0,0,0,964.779107,1.775849692,354.1863213,0.651943709,30.11743923,74-89-5,0.0018559,52804.558,315.983939,0.927950194,0.001722183,270.2602818,0.501576162,250.7880808,0.465437696,964.779107,1.790533918,354.1863213,0.657334531,10,inhalation,1,0,6,234.6959,538.8220224,2189318.845,5388.220224,146603.3317,0,2.463771351,1.357994791,1.47738449,-2.735021707,4.72624776,2.59455828,-0.036051681,-2.771073263,-10,-10,-10,-10,2.98442789,0.249406204,2.549231785,-0.185789901,1.478818043,-2.731445428,4.722671412,2.499665009,-0.032475333,-2.763920702,2.431782225,-0.299663112,2.399306892,-0.332138446,2.98442789,0.252982552,2.549231785,-0.182213553,1,0,-10,0.77815125,2.370505503,2.731445338,6.340309015,3.731445338,5.16614384,0.166666667,0.439368114,0.059503866,0.082342216,0.00275939,0.050384402,0.258747698,0.92021706,0.002541042,0,0,0,0,5.27E-08,4.85E-08,1.93E-08,1.78E-08,0.082634067,0.00278222,0.055220009,0.235038984,0.927838959,0.002583239,1.48E-08,1.37E-08,1.37E-08,1.27E-08,5.27E-08,4.89E-08,1.93E-08,1.80E-08,0,1,0,1,0.036666506,0.001189924,0.028673576,0.005949697,0.011343406,0.927802901,0.772608305,0.470055991,0.526050047,0.739520132,0.920436302,0.529554479,0.98717963,0.651555473,0,0,0,0,0.453324115,0.491026927,0.420635581,0.466818063,0.526692993,0.739884171,0.92271903,0.582694625,0.988451418,0.652515892,0.613534867,0.552298319,0.61193214,0.550449304,0.453324115,0.491275795,0.420635581,0.467064127,0,1,0,1,0.460675851,0.466422455,0.856916649,0.534631406,0.809666017
2876,0,283.4926291,44.05256,44.05256,75-21-8,0.002,30000,283.15,1,0.002,0,0,0,0,2718.933928,5.437867856,2718.933928,5.437867856,44.05256,75-21-8,0.002,30000,283.1388596,1,0.002,0,0,0,0,2718.933928,5.437867856,2718.933928,5.437867856,10,flash_fire,1,0,0,20.16019618,15000,279346.3147,30000,145704.1608,-10,2.452541772,1.643971151,1.643971151,-2.698970004,4.477121255,2.452016566,0,-2.698970004,-10,-10,-10,-10,3.434398654,0.73542865,3.434398654,0.73542865,1.643971151,-2.698970004,4.477121255,2.451999479,0,-2.698970004,-10,-10,-10,-10,3.434398654,0.73542865,3.434398654,0.73542865,1,0,-10,-10,1.304494754,4.176091259,5.446142946,4.477121255,5.163471954,0,0.427307802,0.12033063,0.123610997,0.00299837,0.027027883,0.157458564,1,0.002999964,0,0,0,0,1.49E-07,1.49E-07,1.49E-07,1.49E-07,0.123611,0.00299837,0.029882109,0.206002038,1,0.002999964,0,0,0,0,1.49E-07,1.49E-07,1.49E-07,1.49E-07,0,1,0,0,0.00091055,0.033214846,0.003658607,0.033202,0.011273833,0,0.765092771,0.597650732,0.600763527,0.743189925,0.90486512,0.390991183,1,0.66123723,0,0,0,0,0.487122407,0.524847872,0.487122407,0.530200888,0.60076353,0.743189925,0.907329581,0.547961504,1,0.66123723,0,0,0,0,0.487122407,0.524847872,0.487122407,0.530200888,0,1,0,0,0.052553464,0.730110099,0.77397417,0.690641787,0.809404586
2600,1,308.5723586,31.07596166,44.41263232,75-04-7,0.001625349,27686.36758,300.15,0.975209186,0.001585055,0,0,0,0,2154.623588,3.502014525,1039.620102,1.689745122,44.41279269,75-04-7,0.001625359,27686.19938,300.1386405,0.97521511,0.001585074,0,0,0,0,2154.623588,3.5020358,1039.620102,1.689755387,3600,inhalation,0,6,0,23.6959,615.2488756,714250.1803,6152.488756,141822.3764,0,2.48935702,1.492424577,1.647506514,-2.789053372,4.442265981,2.477338348,-0.010902217,-2.799955664,-10,-10,-10,-10,3.33337141,0.544317943,3.016874668,0.227821201,1.647508083,-2.7890507,4.442263342,2.477321911,-0.010899578,-2.799950458,-10,-10,-10,-10,3.33337141,0.544320581,3.016874668,0.22782384,3.556302501,-10,0.77815125,-10,1.374673208,2.789050829,5.853850359,3.789050829,5.151744758,0.166666667,0.468039598,0.083184922,0.124669808,0.002436392,0.02470277,0.173112339,0.975170912,0.002377547,0,0,0,0,1.18E-07,9.57E-08,5.68E-08,4.62E-08,0.124670283,0.002436407,0.02731127,0.221030826,0.975176846,0.002377575,0,0,0,0,1.18E-07,9.57E-08,5.68E-08,4.62E-08,1,0,0.06,0,0.001499834,0.001359174,0.009354557,0.006795961,0.01097348,0.927802901,0.789731829,0.530034843,0.602349124,0.734020115,0.902686557,0.41560622,0.996123053,0.647677251,0,0,0,0,0.479534029,0.511549011,0.455761264,0.495275849,0.60234983,0.734020387,0.905144919,0.566413561,0.996123991,0.64767795,0,0,0,0,0.479534029,0.511549195,0.455761264,0.49527603,1,0,0.898179271,0,0.079421297,0.476937042,0.811792943,0.546683632,0.808257136
