study_id,elev_m,ave_nbp_deg_k,overall_ave_mw,storage_ave_vap_mw,storage_key_component,storage_shi,storage_lfl,storage_temp_deg_k,storage_vapor_mol_composition,storage_shi_times_vapor_mol_composition,storage_total_vapor_moles,storage_shi_times_total_vapor_moles,storage_component_vapor_moles,storage_shi_times_component_vapor_moles,storage_total_moles,storage_shi_times_total_moles,storage_component_total_moles,storage_shi_times_component_total_moles,discharge_ave_vap_mw,discharge_key_component,discharge_shi,discharge_lfl,discharge_temp_deg_k,discharge_vapor_mol_composition,discharge_shi_times_vapor_mol_composition,discharge_total_vapor_moles,discharge_shi_times_total_vapor_moles,discharge_component_vapor_moles,discharge_shi_times_component_vapor_moles,discharge_total_moles,discharge_shi_times_total_moles,discharge_component_total_moles,discharge_shi_times_component_total_moles,release_duration_sec,hazard_type,catastrophic_release_01,discharge_diameter_in,release_orientation,press_psia,conc_low_ppm,area_conc_low_m2,conc_high_ppm,area_conc_high_m2,log_elev_m,log_ave_nbp_deg_k,log_overall_ave_mw,log_storage_ave_vap_mw,log_storage_shi,log_storage_lfl,log_storage_temp_deg_k,log_storage_vapor_mol_composition,log_storage_shi_times_vapor_mol_composition,log_storage_total_vapor_moles,log_storage_shi_times_total_vapor_moles,log_storage_component_vapor_moles,log_storage_shi_times_component_vapor_moles,log_storage_total_moles,log_storage_shi_times_total_moles,log_storage_component_total_moles,log_storage_shi_times_component_total_moles,log_discharge_ave_vap_mw,log_discharge_shi,log_discharge_lfl,log_discharge_temp_deg_k,log_discharge_vapor_mol_composition,log_discharge_shi_times_vapor_mol_composition,log_discharge_total_vapor_moles,log_discharge_shi_times_total_vapor_moles,log_discharge_component_vapor_moles,log_discharge_shi_times_component_vapor_moles,log_discharge_total_moles,log_discharge_shi_times_total_moles,log_discharge_component_total_moles,log_discharge_shi_times_component_total_moles,log_release_duration_sec,log_catastrophic_release_01,log_discharge_diameter_in,log_release_orientation,log_press_psia,log_conc_low_ppm,log_area_conc_low_m2,log_conc_high_ppm,log_area_conc_high_m2,percentile_elev_m,percentile_ave_nbp_deg_k,percentile_overall_ave_mw,percentile_storage_ave_vap_mw,percentile_storage_shi,percentile_storage_lfl,percentile_storage_temp_deg_k,percentile_storage_vapor_mol_composition,percentile_storage_shi_times_vapor_mol_composition,percentile_storage_total_vapor_moles,percentile_storage_shi_times_total_vapor_moles,percentile_storage_component_vapor_moles,percentile_storage_shi_times_component_vapor_moles,percentile_storage_total_moles,percentile_storage_shi_times_total_moles,percentile_storage_component_total_moles,percentile_storage_shi_times_component_total_moles,percentile_discharge_ave_vap_mw,percentile_discharge_shi,percentile_discharge_lfl,percentile_discharge_temp_deg_k,percentile_discharge_vapor_mol_composition,percentile_discharge_shi_times_vapor_mol_composition,percentile_discharge_total_vapor_moles,percentile_discharge_shi_times_total_vapor_moles,percentile_discharge_component_vapor_moles,percentile_discharge_shi_times_component_vapor_moles,percentile_discharge_total_moles,percentile_discharge_shi_times_total_moles,percentile_discharge_component_total_moles,percentile_discharge_shi_times_component_total_moles,percentile_release_duration_sec,percentile_catastrophic_release_01,percentile_discharge_diameter_in,percentile_release_orientation,percentile_press_psia,percentile_conc_low_ppm,percentile_area_conc_low_m2,percentile_conc_high_ppm,percentile_area_conc_high_m2,percentile_log_elev_m,percentile_log_ave_nbp_deg_k,percentile_log_overall_ave_mw,percentile_log_storage_ave_vap_mw,percentile_log_storage_shi,percentile_log_storage_lfl,percentile_log_storage_temp_deg_k,percentile_log_storage_vapor_mol_composition,percentile_log_storage_shi_times_vapor_mol_composition,percentile_log_storage_total_vapor_moles,percentile_log_storage_shi_times_total_vapor_moles,percentile_log_storage_component_vapor_moles,percentile_log_storage_shi_times_component_vapor_moles,percentile_log_storage_total_moles,percentile_log_storage_shi_times_total_moles,percentile_log_storage_component_total_moles,percentile_log_storage_shi_times_component_total_moles,percentile_log_discharge_ave_vap_mw,percentile_log_discharge_shi,percentile_log_discharge_lfl,percentile_log_discharge_temp_deg_k,percentile_log_discharge_vapor_mol_composition,percentile_log_discharge_shi_times_vapor_mol_composition,percentile_log_discharge_total_vapor_moles,percentile_log_discharge_shi_times_total_vapor_moles,percentile_log_discharge_component_vapor_moles,percentile_log_discharge_shi_times_component_vapor_moles,percentile_log_discharge_total_moles,percentile_log_discharge_shi_times_total_moles,percentile_log_discharge_component_total_moles,percentile_log_discharge_shi_times_component_total_moles,percentile_log_release_duration_sec,percentile_log_catastrophic_release_01,percentile_log_discharge_diameter_in,percentile_log_release_orientation,percentile_log_press_psia,percentile_log_conc_low_ppm,percentile_log_area_conc_low_m2,percentile_log_conc_high_ppm,percentile_log_area_conc_high_m2
3676,4,334.9353034,33.60951207,33.60951207,67-56-1,0.000188807,70301.82189,363.15,0.944032614,0.00017824,3427.741725,0.647179996,3235.899982,0.610959024,3427.741725,0.647179996,3235.899982,0.610959024,33.60951207,67-56-1,0.000188807,70301.82189,362.7404365,0.944032614,0.00017824,3427.741725,0.647179996,3235.899982,0.610959024,3427.741725,0.647179996,3235.899982,0.610959024,3600,flash_fire,0,0.5,0,72.6959,35150.91094,49.56962123,70301.82189,25.4576049,0.602059991,2.524960926,1.526462208,1.526462208,-3.723981908,4.84696658,2.560086048,-0.025013002,-3.748994827,3.535008091,-0.188974915,3.50999509,-0.213987916,3.535008091,-0.188974915,3.50999509,-0.213987916,1.526462208,-3.723981908,4.84696658,2.559595971,-0.025013002,-3.748994827,3.535008091,-0.188974915,3.50999509,-0.213987916,3.535008091,-0.188974915,3.50999509,-0.213987916,3.556302501,-10,-0.301029996,-10,1.861509918,4.545936584,1.6952156,4.84696658,1.405817542,0.666666667,0.510855453,0.090437248,0.092902683,0.000281576,0.067529692,0.231123389,0.943946208,0.000267324,1.87E-07,1.77E-08,1.77E-07,1.67E-08,1.87E-07,1.77E-08,1.77E-07,1.67E-08,0.092902685,0.000281576,0.074661032,0.276374427,0.943946208,0.000267324,1.87E-07,1.77E-08,1.77E-07,1.67E-08,1.87E-07,1.77E-08,1.77E-07,1.67E-08,1,0,0.005,0,0.009666502,0.077839935,6.49E-07,0.077827682,1.97E-06,0.983662202,0.813560182,0.545221492,0.548061216,0.638851424,0.927981603,0.496044386,0.991105104,0.520243804,0.667981407,0.558600462,0.666746963,0.557176322,0.494679402,0.46052121,0.492800621,0.464877948,0.548061218,0.638851424,0.930509023,0.626365372,0.991105104,0.520243804,0.667981407,0.558600462,0.666746963,0.557176322,0.494679402,0.46052121,0.492800621,0.464877948,1,0,0.8082475,0,0.265806809,0.79761705,0.426039686,0.768020858,0.4417362
1933,0.1,337.6847609,32.04186,32.04186,67-56-1,0.0002,71800,310.15,1,0.0002,0,0,0,0,468.1376175,0.093627523,468.1376175,0.093627523,32.04186,67-56-1,0.0002,71800,310.0550811,1,0.0002,0,0,0,0,468.1376175,0.093627523,468.1376175,0.093627523,3600,inhalation,0,2,0,94.6959,5000,7855.245158,50000,25.31350829,-1,2.528511462,1.505717719,1.505717719,-3.698970004,4.856124444,2.491571786,0,-3.698970004,-10,-10,-10,-10,2.670373541,-1.028596466,2.670373541,-1.028596466,1.505717719,-3.698970004,4.856124444,2.491438853,0,-3.698970004,-10,-10,-10,-10,2.670373541,-1.028596466,2.670373541,-1.028596466,3.556302501,-10,0.301029996,-10,1.976331176,3.698970004,3.895159744,4.698970004,1.40335234,0.016666667,0.515320826,0.08594982,0.088292923,0.000298365,0.069035305,0.182320442,1,0.000299964,0,0,0,0,2.56E-08,2.56E-09,2.56E-08,2.56E-09,0.088292925,0.000298365,0.076325641,0.229797532,1,0.000299964,0,0,0,0,2.56E-08,2.56E-09,2.56E-08,2.56E-09,1,0,0.02,0,0.013333169,0.011069401,0.00010288,0.055347739,1.96E-06,0.835022611,0.815936422,0.535965875,0.538757392,0.641397448,0.928553998,0.429442395,1,0.526960951,0,0,0,0,0.429734804,0.402094291,0.429734804,0.408830237,0.538757394,0.641397448,0.931082977,0.576700355,1,0.526960951,0,0,0,0,0.429734804,0.402094291,0.429734804,0.408830237,1,0,0.858419166,0,0.309766146,0.643022337,0.630105604,0.737057002,0.441494992
3257,1,486.7866285,44.83882721,24.60042431,75-12-7,0.000374135,287278.957,293.15,0.243665549,9.12E-05,0,0,0,0,707.4250903,0.264672778,702.1428891,0.262696519,24.59577647,75-12-7,0.000373871,287481.8635,293.1168742,0.243493568,9.10E-05,0,0,0,0,707.4250903,0.26448597,702.1428891,0.262511106,3600,inhalation,0,2,0,64.6959,2674.716889,39.8023799,26747.16889,24.6622947,0,2.68733864,1.651654245,1.390942598,-3.426971662,5.458303815,2.467089899,-0.61320587,-4.040005162,-10,-10,-10,-10,2.849680459,-0.577290724,2.846425502,-0.580545682,1.390860537,-3.42727822,5.458610451,2.467040821,-0.613512506,-4.040958608,-10,-10,-10,-10,2.849680459,-0.577597361,2.846425502,-0.580852318,3.556302501,-10,0.301029996,-10,1.810876759,3.42727782,1.599909041,4.42727782,1.392033483,0.166666667,0.757476019,0.122581332,0.066411002,0.000559568,0.285583521,0.166666667,0.242497875,0.000136764,0,0,0,0,3.86E-08,7.23E-09,3.84E-08,7.18E-09,0.066397336,0.000559172,0.31596745,0.214823179,0.242325629,0.000136464,0,0,0,0,3.86E-08,7.22E-09,3.84E-08,7.17E-09,1,0,0.02,0,0.008333168,0.005919958,5.21E-07,0.029600182,1.91E-06,0.927802901,0.922233468,0.601078716,0.48728119,0.669084833,0.966192083,0.405643811,0.781937317,0.481168019,0,0,0,0,0.44320294,0.433499397,0.442958453,0.439657584,0.487244388,0.669053628,0.968842789,0.558921893,0.781828273,0.481039994,0,0,0,0,0.44320294,0.433478059,0.442958453,0.439636487,1,0,0.858419166,0,0.246421896,0.593431035,0.417199088,0.680213539,0.440387496
3138,1,486.7866285,44.83882721,24.60042431,75-12-7,0.000374135,287278.957,293.15,0.243665549,9.12E-05,0,0,0,0,707.4250903,0.264672778,702.1428891,0.262696519,24.59577647,75-12-7,0.000373871,287481.8635,293.1168742,0.243493568,9.10E-05,0,0,0,0,707.4250903,0.26448597,702.1428891,0.262511106,3600,inhalation,0,2,0,64.6959,2674.716889,39.8023799,26747.16889,24.6622947,0,2.68733864,1.651654245,1.390942598,-3.426971662,5.458303815,2.467089899,-0.61320587,-4.040005162,-10,-10,-10,-10,2.849680459,-0.577290724,2.846425502,-0.580545682,1.390860537,-3.42727822,5.458610451,2.467040821,-0.613512506,-4.040958608,-10,-10,-10,-10,2.849680459,-0.577597361,2.846425502,-0.580852318,3.556302501,-10,0.301029996,-10,1.810876759,3.42727782,1.599909041,4.42727782,1.392033483,0.166666667,0.757476019,0.122581332,0.066411002,0.000559568,0.285583521,0.166666667,0.242497875,0.000136764,0,0,0,0,3.86E-08,7.23E-09,3.84E-08,7.18E-09,0.066397336,0.000559172,0.31596745,0.214823179,0.242325629,0.000136464,0,0,0,0,3.86E-08,7.22E-09,3.84E-08,7.17E-09,1,0,0.02,0,0.008333168,0.005919958,5.21E-07,0.029600182,1.91E-06,0.927802901,0.922233468,0.601078716,0.48728119,0.669084833,0.966192083,0.405643811,0.781937317,0.481168019,0,0,0,0,0.44320294,0.433499397,0.442958453,0.439657584,0.487244388,0.669053628,0.968842789,0.558921893,0.781828273,0.481039994,0,0,0,0,0.44320294,0.433478059,0.442958453,0.439636487,1,0,0.858419166,0,0.246421896,0.593431035,0.417199088,0.680213539,0.440387496
2948,2,20.5785221,3.528740859,3.528740859,630-08-0,9.83E-05,41624.29917,308.15,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,630-08-0,9.83E-05,41624.29917,160.793125,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3600,inhalation,0,2,0,463.6959,10176.54343,1024.973574,101765.4343,24.44201921,0.301029996,1.313414182,0.547619766,0.547619766,-4.007446482,4.619346934,2.488762172,-1.308630289,-5.316052869,4.452380234,0.444779943,3.143749948,-0.863850344,4.452380234,0.444779943,3.143749948,-0.863850344,0.547619766,-4.007446482,4.619346934,2.206267476,-1.308630289,-5.316052869,4.452380234,0.444779943,3.143749948,-0.863850344,4.452380234,0.444779943,3.143749948,-0.863850344,3.556302501,-10,0.301029996,-10,2.666233256,4.00760029,3.010712669,5.00760029,1.388137081,0.333333333,0.000311028,0.004330587,0.004448644,0.000145815,0.038709865,0.180478821,0.047664591,7.21E-06,1.55E-06,7.61E-08,7.61E-08,3.74E-09,1.55E-06,7.61E-08,7.61E-08,3.74E-09,0.004448644,0.000145815,0.042797743,0.097841347,0.047664591,7.21E-06,1.55E-06,7.61E-08,7.61E-08,3.74E-09,1.55E-06,7.61E-08,7.61E-08,3.74E-09,1,0,0.02,0,0.074833179,0.022533087,1.34E-05,0.112666931,1.89E-06,0.955732552,0.002717595,0.108489074,0.109054127,0.609996863,0.913754667,0.426711199,0.534636822,0.309825081,0.713255672,0.594683924,0.648671987,0.520175758,0.563585237,0.50462244,0.465291145,0.420165305,0.109054128,0.609996863,0.916243339,0.368900468,0.534636822,0.309825081,0.713255672,0.594683924,0.648671987,0.520175758,0.563585237,0.50462244,0.465291145,0.420165305,1,0,0.858419166,0,0.573895268,0.699355859,0.548064655,0.801628657,0.440006252
3168,5,20.387013,2.01588,2.01588,1333-74-0,2.50E-06,40000,513.15,1,2.50E-06,0.504094043,1.26E-06,0.504094043,1.26E-06,0.504094043,1.26E-06,0.504094043,1.26E-06,2.01588,1333-74-0,2.50E-06,40000,215.4215075,1,2.50E-06,0.504094043,1.26E-06,0.504094043,1.26E-06,0.504094043,1.26E-06,0.504094043,1.26E-06,10,flash_fire,1,0.07086614,0,299.6959,20000,39.5650329,40000,24.04449764,0.698970004,1.3093536,0.304464676,0.304464676,-5.602059991,4.602059991,2.710244333,0,-5.602059991,-0.297488435,-5.899629455,-0.297488435,-5.899629455,-0.297488435,-5.899629455,-0.297488435,-5.899629455,0.304464676,-5.602059991,4.602059991,2.333289061,0,-5.602059991,-0.297488435,-5.899629455,-0.297488435,-5.899629455,-0.297488435,-5.899629455,-0.297488435,-5.899629455,1,0,-1.149561222,-10,2.476680802,4.301029996,1.597311531,4.602059991,1.381015708,0.833333333,0,0,0,2.12E-06,0.037077505,0.369244936,1,3.71E-06,2.75E-11,3.44E-14,2.75E-11,3.44E-14,2.75E-11,3.02E-14,2.75E-11,3.15E-14,0,2.12E-06,0.040993002,0.14613599,1,3.71E-06,2.75E-11,3.44E-14,2.75E-11,3.44E-14,2.75E-11,3.02E-14,2.75E-11,3.15E-14,0,1,0.000708661,0,0.047499841,0.044287569,5.18E-07,0.04427487,1.86E-06,0.992653541,0,0,0,0.447677205,0.91267418,0.642011671,1,0.271421109,0.478839561,0.233458671,0.478839561,0.233458671,0.206812177,0.063132711,0.206812177,0.073687364,0,0.447677205,0.915159909,0.461459094,1,0.271421109,0.478839561,0.233458671,0.478839561,0.233458671,0.206812177,0.063132711,0.206812177,0.073687364,0,1,0.737536565,0,0.501325081,0.752914857,0.416958144,0.71678148,0.43930946
2950,5,20.5785221,3.528740859,3.528740859,630-08-0,9.83E-05,41624.29917,308.15,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,630-08-0,9.83E-05,41624.29917,160.793125,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3600,inhalation,0,2,0,463.6959,10176.54343,907.1235063,101765.4343,23.90165109,0.698970004,1.313414182,0.547619766,0.547619766,-4.007446482,4.619346934,2.488762172,-1.308630289,-5.316052869,4.452380234,0.444779943,3.143749948,-0.863850344,4.452380234,0.444779943,3.143749948,-0.863850344,0.547619766,-4.007446482,4.619346934,2.206267476,-1.308630289,-5.316052869,4.452380234,0.444779943,3.143749948,-0.863850344,4.452380234,0.444779943,3.143749948,-0.863850344,3.556302501,-10,0.301029996,-10,2.666233256,4.00760029,2.957666421,5.00760029,1.378427902,0.833333333,0.000311028,0.004330587,0.004448644,0.000145815,0.038709865,0.180478821,0.047664591,7.21E-06,1.55E-06,7.61E-08,7.61E-08,3.74E-09,1.55E-06,7.61E-08,7.61E-08,3.74E-09,0.004448644,0.000145815,0.042797743,0.097841347,0.047664591,7.21E-06,1.55E-06,7.61E-08,7.61E-08,3.74E-09,1.55E-06,7.61E-08,7.61E-08,3.74E-09,1,0,0.02,0,0.074833179,0.022533087,1.19E-05,0.112666931,1.85E-06,0.992653541,0.002717595,0.108489074,0.109054127,0.609996863,0.913754667,0.426711199,0.534636822,0.309825081,0.713255672,0.594683924,0.648671987,0.520175758,0.563585237,0.50462244,0.465291145,0.420165305,0.109054128,0.609996863,0.916243339,0.368900468,0.534636822,0.309825081,0.713255672,0.594683924,0.648671987,0.520175758,0.563585237,0.50462244,0.465291145,0.420165305,1,0,0.858419166,0,0.573895268,0.699355859,0.543144107,0.801628657,0.439056255
2949,5,20.5785221,3.528740859,3.528740859,630-08-0,9.83E-05,41624.29917,308.15,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,630-08-0,9.83E-05,41624.29917,160.793125,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3600,inhalation,0,2,0,463.6959,10176.54343,907.1235063,101765.4343,23.90165109,0.698970004,1.313414182,0.547619766,0.547619766,-4.007446482,4.619346934,2.488762172,-1.308630289,-5.316052869,4.452380234,0.444779943,3.143749948,-0.863850344,4.452380234,0.444779943,3.143749948,-0.863850344,0.547619766,-4.007446482,4.619346934,2.206267476,-1.308630289,-5.316052869,4.452380234,0.444779943,3.143749948,-0.863850344,4.452380234,0.444779943,3.143749948,-0.863850344,3.556302501,-10,0.301029996,-10,2.666233256,4.00760029,2.957666421,5.00760029,1.378427902,0.833333333,0.000311028,0.004330587,0.004448644,0.000145815,0.038709865,0.180478821,0.047664591,7.21E-06,1.55E-06,7.61E-08,7.61E-08,3.74E-09,1.55E-06,7.61E-08,7.61E-08,3.74E-09,0.004448644,0.000145815,0.042797743,0.097841347,0.047664591,7.21E-06,1.55E-06,7.61E-08,7.61E-08,3.74E-09,1.55E-06,7.61E-08,7.61E-08,3.74E-09,1,0,0.02,0,0.074833179,0.022533087,1.19E-05,0.112666931,1.85E-06,0.992653541,0.002717595,0.108489074,0.109054127,0.609996863,0.913754667,0.426711199,0.534636822,0.309825081,0.713255672,0.594683924,0.648671987,0.520175758,0.563585237,0.50462244,0.465291145,0.420165305,0.109054128,0.609996863,0.916243339,0.368900468,0.534636822,0.309825081,0.713255672,0.594683924,0.648671987,0.520175758,0.563585237,0.50462244,0.465291145,0.420165305,1,0,0.858419166,0,0.573895268,0.699355859,0.543144107,0.801628657,0.439056255
3829,0,391.1583864,60.052,60.052,64-19-7,0.004,40000,353.15,1,0.004,0,0,0,0,1665.223473,6.660893892,1665.223473,6.660893892,60.052,64-19-7,0.004,40000,353.0662198,1,0.004,0,0,0,0,1665.223473,6.660893892,1665.223473,6.660893892,3600,inhalation,0,10,0,64.6959,250,19644.94204,2500,23.81728188,-10,2.592352646,1.778527476,1.778527476,-2.397940009,4.602059991,2.547959211,0,-2.397940009,-10,-10,-10,-10,3.221472524,0.823532515,3.221472524,0.823532515,1.778527476,-2.397940009,4.602059991,2.547856168,0,-2.397940009,-10,-10,-10,-10,3.221472524,0.823532515,3.221472524,0.823532515,3.556302501,-10,1,-10,1.810876759,2.397940009,4.293250752,3.397940009,1.376892197,0,0.602166928,0.166129268,0.170658165,0.005998375,0.037077505,0.221915285,1,0.005999965,0,0,0,0,9.10E-08,1.82E-07,9.10E-08,1.82E-07,0.170658169,0.005998375,0.040993002,0.267821861,1,0.005999965,0,0,0,0,9.10E-08,1.82E-07,9.10E-08,1.82E-07,1,0,0.1,0,0.008333168,0.000550314,0.00025729,0.002751608,1.84E-06,0,0.858662921,0.657686041,0.661111524,0.773832513,0.91267418,0.484256016,1,0.701658417,0,0,0,0,0.471129058,0.530978774,0.471129058,0.53626272,0.661111527,0.773832513,0.915159909,0.617810763,1,0.701658417,0,0,0,0,0.471129058,0.530978774,0.471129058,0.53626272,1,0,0.916666667,0,0.246421896,0.405548553,0.667032363,0.464855391,0.438905994
2772,2,20.5785221,3.528740859,3.528740859,630-08-0,9.83E-05,41624.29917,308.15,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,630-08-0,9.83E-05,41624.29917,156.7963129,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3600,flash_fire,0,1,0,848.6959,20812.14959,84.63040826,41624.29917,23.73125014,0.301029996,1.313414182,0.547619766,0.547619766,-4.007446482,4.619346934,2.488762172,-1.308630289,-5.316052869,4.452380234,0.444779943,3.143749948,-0.863850344,4.452380234,0.444779943,3.143749948,-0.863850344,0.547619766,-4.007446482,4.619346934,2.195335846,-1.308630289,-5.316052869,4.452380234,0.444779943,3.143749948,-0.863850344,4.452380234,0.444779943,3.143749948,-0.863850344,3.556302501,-10,0,-10,2.928752104,4.318316939,1.927526436,4.619346934,1.375320617,0.333333333,0.000311028,0.004330587,0.004448644,0.000145815,0.038709865,0.180478821,0.047664591,7.21E-06,1.55E-06,7.61E-08,7.61E-08,3.74E-09,1.55E-06,7.61E-08,7.61E-08,3.74E-09,0.004448644,0.000145815,0.042797743,0.094307934,0.047664591,7.21E-06,1.55E-06,7.61E-08,7.61E-08,3.74E-09,1.55E-06,7.61E-08,7.61E-08,3.74E-09,1,0,0.01,0,0.138999856,0.04608611,1.11E-06,0.046073435,1.84E-06,0.955732552,0.002717595,0.108489074,0.109054127,0.609996863,0.913754667,0.426711199,0.534636822,0.309825081,0.713255672,0.594683924,0.648671987,0.520175758,0.563585237,0.50462244,0.465291145,0.420165305,0.109054128,0.609996863,0.916243339,0.360934761,0.534636822,0.309825081,0.713255672,0.594683924,0.648671987,0.520175758,0.563585237,0.50462244,0.465291145,0.420165305,1,0,0.833333333,0,0.674400651,0.7560702,0.447588744,0.720398256,0.438752222
3520,1,330.5731404,36.27138527,36.27138527,67-56-1,0.0001698,67896.22788,363.15,0.848999994,0.00014416,0.340455658,5.78E-05,0.289046852,4.91E-05,0.340455658,5.78E-05,0.289046852,4.91E-05,36.27138527,67-56-1,0.0001698,67896.22788,363.1460824,0.848999994,0.00014416,0.340455658,5.78E-05,0.289046852,4.91E-05,0.340455658,5.78E-05,0.289046852,4.91E-05,10,flash_fire,1,20,0,14.6969,33948.11394,41.86673035,67896.22788,23.55489327,0,2.519267564,1.559564142,1.559564142,-3.770062314,4.831845647,2.560086048,-0.071092313,-3.841155226,-0.467939444,-4.238072162,-0.539031756,-4.308918508,-0.467939444,-4.238072162,-0.539031756,-4.308918508,1.559564142,-3.770062314,4.831845647,2.560081363,-0.071092313,-3.841155226,-0.467939444,-4.238072162,-0.539031756,-4.308918508,-0.467939444,-4.238072162,-0.539031756,-4.308918508,1,0,1.301029996,-10,1.167225739,4.530815651,1.621869045,4.831845647,1.372081141,0.166666667,0.503770898,0.0980569,0.100730057,0.000253065,0.065112161,0.231123389,0.848766871,0.000216204,1.86E-11,1.58E-12,1.58E-11,1.34E-12,1.86E-11,1.57E-12,1.57E-11,1.34E-12,0.100730059,0.000253065,0.071988202,0.276733041,0.848766871,0.000216204,1.86E-11,1.58E-12,1.58E-11,1.34E-12,1.86E-11,1.57E-12,1.57E-11,1.34E-12,0,1,0.2,0,0,0.075176288,5.48E-07,0.075163999,1.82E-06,0.927802901,0.80974983,0.559990659,0.562907307,0.634160786,0.927036498,0.496044386,0.9747188,0.507868848,0.470427441,0.328061087,0.466918885,0.324027379,0.194009228,0.178755842,0.188669328,0.183133438,0.562907309,0.634160786,0.929561344,0.626719069,0.9747188,0.507868848,0.470427441,0.328061087,0.466918885,0.324027379,0.194009228,0.178755842,0.188669328,0.183133438,0,1,0.9417525,0,0,0.794857064,0.419236089,0.764857255,0.438435255
3217,2,22.2412082,12.09438605,12.09438605,102-82-9,0.000369148,46666.38105,1005.15,0.006525179,2.41E-06,992.1958795,0.366266825,6.474256092,0.002389957,992.1958795,0.366266825,6.474256092,0.002389957,12.09438605,102-82-9,0.000369148,46666.38105,732.8099358,0.006525179,2.41E-06,992.1958795,0.366266825,6.474256092,0.002389957,992.1958795,0.366266825,6.474256092,0.002389957,3600,flash_fire,0,1,0,264.6959,23333.19053,106.994883,46666.38105,23.19194927,0.301029996,1.347158376,1.082583827,1.082583827,-3.43279948,4.669004123,3.002230877,-2.18540757,-5.617982957,2.996597419,-0.436202416,0.811189874,-2.621609913,2.996597419,-0.436202416,0.811189874,-2.621609913,1.082583827,-3.43279948,4.669004123,2.864991349,-2.18540757,-5.617982957,2.996597419,-0.436202416,0.811189874,-2.621609913,2.996597419,-0.436202416,0.811189874,-2.621609913,3.556302501,-10,0,-10,2.422747214,4.367974127,2.029363008,4.669004123,1.365337252,0.333333333,0.003011384,0.028849875,0.02963636,0.000552088,0.043776967,0.82228361,0.004991394,3.58E-06,5.42E-08,1.00E-08,3.54E-10,6.53E-11,5.42E-08,1.00E-08,3.54E-10,6.53E-11,0.029636361,0.000552088,0.048399946,0.603537225,0.004991394,3.58E-06,5.42E-08,1.00E-08,3.54E-10,6.53E-11,5.42E-08,1.00E-08,3.54E-10,6.53E-11,1,0,0.01,0,0.041666507,0.051669067,1.40E-06,0.051656467,1.79E-06,0.955732552,0.025301312,0.347175239,0.348983461,0.668491605,0.916858396,0.92584871,0.222845275,0.269283032,0.641409697,0.544524318,0.533555191,0.420095971,0.454238195,0.443317338,0.290087438,0.299225744,0.348983462,0.668491605,0.919355521,0.848902169,0.222845275,0.269283032,0.641409697,0.544524318,0.533555191,0.420095971,0.454238195,0.443317338,0.290087438,0.299225744,1,0,0.833333333,0,0.480676598,0.765134004,0.457035062,0.730787537,0.437775398
1929,1,389.2144209,116.15828,116.15828,110-19-0,0.000124218,14123.41588,402.15,0.941256332,0.000116921,0,0,0,0,19.80056867,0.002459579,18.81054024,0.0023366,116.15828,110-19-0,0.000124108,14122.33737,389.2144223,0.940424507,0.000116714,0,0,0,0,19.80056867,0.002457406,18.81054024,0.002334535,3600,flash_fire,0,12,0,21.6959,7061.168683,210.9944739,14122.33737,22.80401138,0,2.590188923,2.065050173,2.065050173,-3.905815467,4.149939748,2.604388073,-0.026292089,-3.932107479,-10,-10,-10,-10,1.296677663,-2.609139224,1.274401269,-2.631415628,2.065050173,-3.906200223,4.149906582,2.590188925,-0.026676062,-3.932877047,-10,-10,-10,-10,1.296677663,-2.609523086,1.274401269,-2.631799611,3.556302501,-10,1.079181246,-10,1.33637767,3.848876586,2.324271081,4.149906582,1.358011249,0.166666667,0.599009749,0.32673434,0.335641538,0.000184692,0.011072515,0.267034991,0.94116564,0.000175346,0,0,0,0,1.08E-09,6.72E-11,1.03E-09,6.38E-11,0.335641545,0.000184527,0.012240608,0.299778958,0.940332531,0.000175035,0,0,0,0,1.08E-09,6.71E-11,1.03E-09,6.38E-11,1,0,0.12,0,0.0011665,0.015633951,2.76E-06,0.015620871,1.76E-06,0.927802901,0.857214823,0.785524542,0.789615857,0.620342136,0.884415258,0.539109917,0.990650247,0.495656118,0,0,0,0,0.326553492,0.292108735,0.324880263,0.298551079,0.78961586,0.620302971,0.886821943,0.648657975,0.990513702,0.495552784,0,0,0,0,0.326553492,0.292082024,0.324880263,0.298524659,1,0,0.923265104,0,0.064759844,0.670384414,0.484390615,0.622181904,0.437058584
